gene	Samples	value	arm	group	Responder	GSE_ID	Mouse_treatment	cell_line	is_outlier
Cd8a	SRX8918391	2.49747172772699	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918392	5.88674994817348	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918393	5.15711292228793	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	True
Cd8a	SRX8918410	0.849511449076795	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918411	2.0139577426288	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918412	2.21291579657306	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918413	1.89483659796234	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918414	1.43424318070065	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918415	1.29708504765677	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918416	0.486295868962971	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918417	2.42945105918012	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918418	3.98551471299719	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918419	1.65817061433027	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918404	3.91116516104188	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918405	3.38922583375119	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918406	3.24446929911945	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918407	5.39214770696308	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918408	4.17682054287083	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918409	4.83125218957487	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918394	0.10634205277227	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918395	0.12605043643627	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918396	0.885952793621292	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918397	0.390182040177505	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918398	0.462286193374902	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918399	0.377823029258018	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918400	0.111047793787244	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918401	0.0635297562150905	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918402	0.0	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918403	0.14879626337465	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918387	0.103248836721031	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918388	0.255334268389151	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918389	0.0700207017300943	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918390	0.138449148826943	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918391	0.332439814411969	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918392	0.0795820408275932	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cldn4	SRX8918393	3.22653245946973	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	True
Cldn4	SRX8918410	0.0634753889886228	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918411	0.0	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918412	0.129060937445687	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918413	0.0	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918414	0.0567997405770547	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918415	0.402556382350944	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918416	0.122498701218259	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918417	0.235199290949439	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918418	0.270755190768309	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918419	0.0	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918404	0.197203974269461	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918405	0.338420863109539	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918406	0.204211216476845	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918407	0.0902861431680663	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918408	0.154896211959193	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cldn4	SRX8918409	0.267350204228935	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918394	0.109398702388425	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918395	0.311665532524393	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918396	1.9937774078984	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918397	0.287304284047941	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918398	0.475419942815864	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918399	0.568656046884283	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918400	0.484713249640033	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918401	0.548646169311998	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918402	0.237722423449587	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918403	0.450248325763585	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918387	0.701289941757962	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918388	0.148642241786347	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918389	0.31508511569607	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918390	0.488831437450877	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918391	0.26670525136642	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918392	0.183095304275695	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918410	0.190778636627198	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918411	0.147232812261342	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918412	0.312920030115235	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918413	0.0571990726121608	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918414	0.123042652296971	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918415	0.520107951230064	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918416	0.213635281537686	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918417	0.301707844887521	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918418	0.512365046384395	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918419	0.0781785742200804	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918404	0.597109417348039	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918405	0.199106163180186	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
