gene	Samples	value	arm	group	Responder	GSE_ID	Mouse_treatment	cell_line	is_outlier
Actb	SRX8918394	11.8707097180849	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918395	11.6902459322307	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918396	11.9666025344471	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918397	11.9666025344471	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918398	11.7539078888708	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918399	12.0004066583888	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918400	11.7850865747363	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918401	12.0311960944389	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918402	10.4928981572483	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918403	10.339588948532	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918387	11.9308044640575	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918388	10.0804113897775	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918389	11.3846286335495	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918390	11.3631651808578	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918391	11.6099499480269	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918392	11.4073610708262	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Actb	SRX8918393	11.3174585293168	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	True
Actb	SRX8918410	11.9308044640575	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918411	12.1518927926732	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918412	11.9666025344471	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918413	11.8707097180849	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918414	11.9666025344471	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918415	11.8707097180849	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918416	11.3631651808578	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918417	11.8963942404988	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918418	10.0252980637754	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918419	11.7850865747363	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918404	10.1710422073281	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918405	11.2383060622573	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918406	10.9393221862717	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918407	11.6902459322307	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918408	11.0035481951833	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Actb	SRX8918409	11.1838648930393	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918394	4.12193078859265	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918395	4.52752752477797	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918396	5.13492047769398	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918397	4.27833908997151	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918398	4.63992651266561	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918399	4.68738203665916	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918400	4.53085206313476	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918401	4.75902467456238	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918402	4.32297514903008	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918403	4.56620387208873	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918387	6.94790120358499	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918388	5.59462302132654	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918389	6.44254056051392	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918390	6.18621523132235	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918391	5.90947665422329	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918392	4.95493057129825	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd274	SRX8918393	4.62922650360335	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	True
Cd274	SRX8918410	2.44707748778978	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918411	4.89814071892915	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918412	3.82752387156704	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918413	3.77269708300803	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918414	3.30840753021463	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918415	3.68226546772799	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918416	2.87801832905929	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918417	4.44921132922799	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918418	4.0597057441053	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918419	4.16021720299211	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918404	4.50517148221664	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918405	4.68553128666016	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918406	5.48085576441424	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918407	6.19311552074929	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918408	5.76076170728744	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd274	SRX8918409	5.16051239831444	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Cd8a	SRX8918394	2.11732354324119	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918395	3.59071016644546	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918396	3.51895139589776	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918397	2.68446401653864	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918398	1.82764711587342	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918399	2.51510580250964	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918400	2.71747450132564	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918401	3.87211761343061	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918402	3.56629644161274	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918403	3.88611916764792	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918387	5.67464425474837	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918388	4.16457947045374	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918389	3.59284147169434	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Cd8a	SRX8918390	4.48791043204627	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
