dataset	unit_id	patient_id	n_mal_in_object	n_tnk_in_object	mal_CLDN4_mean	mal_CLDN4_pct	mal_IFN	mal_MHC	mal_MHCI	locked_frac_tnk	locked_mal_cldn4_pct	locked_n_mal	locked_n_tnk	q_seurat	cldn4_z
GSE123902	LX255B	LX255B	80	80	0.547189848213991	32.5	0.0287079274673714	0.158285098236726	0.182533731773609	0.407359752959341	35.0877192982456	228	1583	Q2	-0.62410019924789
GSE123902	LX653	LX653	80	49	1.15922477808187	76.25	0.0288587253839628	0.416127442873778	0.204329355647029	0.125	71.7241379310345	145	49	Q4	1.25430319020542
GSE123902	LX661	LX661	80	80	0.847287574758245	56.25	0.0683468275721244	0.587553893255523	0.369945887147324	0.816031537450723	58.974358974359	117	3726	Q3	0.395604497883909
GSE123902	LX666	LX666	80	80	0.614004707334631	72.5	0.0885138585856508	0.712213600237236	0.392684548869539	0.134498480243161	67.175572519084	786	177	Q4	1.09329718539514
GSE123902	LX675	LX675	80	80	0.380064524351937	31.25	0.0712562069275891	0.497396953211805	0.361422523327164	0.388937409024745	31.3915857605178	618	1336	Q1	-0.677768867517985
GSE123902	LX676	LX676	80	80	0.778850781824842	40	0.0669196926527043	0.404367921336201	0.404711971779668	0.649227703039362	42.1768707482993	147	2606	Q2	-0.302088189627322
GSE123902	LX679	LX679	80	80	0.877237071480074	53.75	0.0269394378735388	0.315130126373158	0.441230555723394	0.309866137828458	43.2595573440644	497	625	Q2	0.288267161343719
GSE123902	LX680	LX680	80	80	1.34460208623763	71.25	-0.0272726855613935	0.0990917018567105	0.239100453336109	0.365568544102019	73.2558139534884	258	344	Q3	1.03962851712504
GSE123902	LX681	LX681	80	80	0.786336731368599	55	0.00279845372953775	-0.0766162309017625	-0.00870856437103981	0.052760736196319	63.2974316487158	1207	86	Q3	0.341935829613814
GSE123902	LX682	LX682	80	80	0.438122563180788	20	0.184758761821734	0.759870705539708	0.724589615361117	0.625122189638319	18.7648456057007	421	2558	Q1	-1.16078688194884
GSE123902	LX684	LX684	80	80	1.03953464193477	75	0.0135842560288813	0.372279371739313	0.26750549497685	0.243386243386243	72.8323699421965	173	92	Q4	1.20063452193533
GSE123902	LX699	LX699	46	80	0.280820954221821	15.2173913043478	0.0489934910706308	0.272996667316961	0.256405751033364	0.847248221639835	15.2173913043478	46	2263	Q1	-1.36612787359094
GSE123902	LX701	LX701	80	80	0.272371312956925	12.5	0.0303521854769117	0.256036420578345	0.324804091552319	0.408629441624365	11.1111111111111	90	322	Q1	-1.48279889156941
GSE131907	BRONCHO_11	BRONCHO_11	80	80	1.40017336392923	80	0.0376531559280775	0.100029415601264	0.117508794578897	0.254562617998741	80.7881773399015	203	809	Q3	0.435559125015193
GSE131907	BRONCHO_58	BRONCHO_58	80	80	0.862499980064021	66.25	0.10942603826724	0.489322868099415	0.414042479878986	0.549591183789549	72.1739130434783	460	1546	Q2	-0.102812486499455
GSE131907	EBUS_06	EBUS_06	80	80	1.21753795826439	67.5	-0.128256791269525	-0.314800517292755	-0.26133092081684	0.26530612244898	71.1635750421585	1186	611	Q2	-0.0538696127253959
GSE131907	EBUS_10	EBUS_10	80	80	1.25149915336162	78.75	0.0417645857861099	0.268438904206281	0.183864803120243	0.297433903576983	84.4686648501362	367	1530	Q3	0.386616251241135
GSE131907	EBUS_12	EBUS_12	80	80	1.45215405400424	90	0.157897156382947	0.47585983390042	0.509407694837844	0.10529695024077	88.3268482490272	257	328	Q4	0.827102115207665
GSE131907	EBUS_13	EBUS_13	80	80	0.00319560765514704	1.25	-0.0710049799106897	-0.0917976775940392	-0.0517108450765949	0.323943661971831	0.265957446808511	376	1150	Q1	-2.64784192275052
GSE131907	EBUS_15	EBUS_15	80	80	0.87885580519924	46.25	0.0479142344801277	0.16280465448037	0.278562650972454	0.433484162895928	47.265625	256	479	Q1	-0.885898466884398
GSE131907	EBUS_19	EBUS_19	80	80	1.72412141841233	93.75	0.0479066523062994	0.295864200775975	0.194048341549361	0.675662878787879	94.0092165898618	217	1427	Q4	0.973930736529842
GSE131907	EBUS_28	EBUS_28	80	80	2.10999925103733	97.5	-0.00378717775745685	0.167926723433851	0.222216269030152	0.0447703589347742	96.3362068965517	4640	232	Q4	1.12075935785202
GSE131907	EBUS_49	EBUS_49	80	80	0.713877925550008	46.25	-0.0991982505536839	-0.222980376209127	-0.19044934748242	0.634366197183099	49.1228070175439	114	1126	Q1	-0.885898466884398
GSE131907	EBUS_51	EBUS_51	80	80	1.21950391105085	86.25	0.0587948096467282	0.237519047796126	0.166907053208583	0.349007633587786	85.3696498054475	1285	1143	Q3	0.680273493885488
GSE131907	NS_02	NS_02	80	80	0.783532501222976	57.5	0.00903231448171695	0.00354713507381847	-0.0460597710397703	0.422395157803718	58.5635359116022	181	977	Q1	-0.445412602917868
GSE131907	NS_03	NS_03	80	80	1.77983088646211	82.5	-0.0220881533898491	0.0614564424922623	0.235586239760518	0.048494983277592	93.1441208993734	2713	145	Q3	0.533444872563311
GSE131907	NS_04	NS_04	80	80	1.34493745672425	91.25	-0.0109645577581546	-0.0276286851574637	0.0660614356230841	0.0688025210084034	89.3409275834011	1229	131	Q4	0.876044988981724
GSE131907	NS_06	NS_06	80	80	1.14371390224378	58.75	0.0628339582788536	0.49341543233944	0.330253933771077	0.357943925233645	60.2409638554217	83	383	Q1	-0.396469729143808
GSE131907	NS_07	NS_07	80	80	1.62205750810767	85	-0.0823176220996102	-0.184540011587697	-0.0996656212413003	0.0289703315881326	90.407204385278	5108	166	Q3	0.631330620111429
GSE131907	NS_12	NS_12	80	22	1.45499266872988	76.25	-0.0127430197741388	0.332415139509749	0.19545272814741	0.00691389063482087	86.3393810032017	2811	22	Q2	0.288730503693017
GSE131907	NS_13	NS_13	80	80	1.4999639866584	77.5	0.0316265710930835	0.382637606374033	0.191941771816403	0.367389060887513	72.4112426035503	1352	1780	Q2	0.337673377467076
GSE131907	NS_16	NS_16	79	80	0.0749837438839633	11.3924050632911	0.073596473301286	0.22412184451035	0.378584011629168	0.292331055429005	11.3924050632911	79	385	Q1	-2.25072316212809
GSE131907	NS_17	NS_17	80	80	2.11189291579646	88.75	-0.0236648487841481	0.278648593311722	0.116066820420953	0.170195101701951	88.2194244604317	1112	410	Q4	0.778159241433606
GSE131907	NS_19	NS_19	80	80	1.06305268587118	63.75	0.0678520943998872	0.27788260333695	0.252729117032454	0.112121212121212	67.1523178807947	755	370	Q2	-0.200698234047573
GSE205335	P0031	P0031	80	80	1.02072307104316	63.75	0.00926149715592645	0.197469236141269	0.206249450162189	0.594897324206596	59.2476489028213	319	3824	Q3	0.0293625957667832
GSE205335	P1006	P1006	80	80	1.23934541494848	70	-0.12409683054075	-0.299743135141579	-0.221457550523394	0.492282430213465	74.1809672386895	1282	2998	Q3	0.337514219184972
GSE205335	P1015	P1015	80	80	0.741344371306461	37.5	0.0356472518870299	0.0484573254414665	0.170418434168409	0.39581589958159	41.5807560137457	291	473	Q1	-1.26487422258961
GSE205335	P1016	P1016	80	80	1.33382888567808	78.75	-0.128080891670725	-0.0390511442381957	0.186871679366438	0.110196418255344	82.6461769115442	5336	763	Q3	0.768926491970436
GSE205335	P1017	P1017	80	80	1.49108940609045	67.5	0.0725365429149606	0.122097246448933	0.24951268207278	0.378231726779445	64.3183897529735	2186	2370	Q3	0.214253569817697
GSE205335	P1018	P1018	80	80	1.37137254334059	63.75	0.140227634373251	0.465720209969462	0.464176187228072	0.506263670709883	67.0338983050847	1180	2546	Q3	0.0293625957667832
GSE205335	P1025	P1025	80	80	1.73677747527102	95	-0.0867158019295682	-0.219715859994656	-0.062708323987573	0.104746317512275	92.8571428571429	980	128	Q4	1.57012071285773
GSE205335	P1027	P1027	80	80	2.28523684121262	83.75	0.099695158170766	0.491846874315215	0.4608675321553	0.569347826086957	78.0728376327769	1318	2619	Q4	1.01544779070499
GSE205335	P1030	P1030	80	80	1.55957516988972	60	-0.00589631942341571	0.0683830105923437	0.179084356823944	0.16260162601626	61.6915422885572	603	140	Q2	-0.155528378284129
GSE205335	P1037	P1037	80	80	0.888672610643518	87.5	-0.038176718191908	0.106740426209757	0.0541701676239151	0.122616897451335	86.0528466357941	3671	611	Q4	1.2003387647559
GSE205335	P1056	P1056	80	80	0.660371718378293	43.75	-0.0598293848773088	-0.121668016852015	-0.005410322330639	0.265334117185969	49.7066219614417	2386	1354	Q1	-0.956722599171419
GSE205335	P1062	P1062	80	80	1.02722389540358	45	0.0837118149446448	0.507121473962632	0.468325951304551	0.63264638534511	45.2127659574468	188	1934	Q1	-0.895092274487782
GSE205335	P1063	P1063	80	80	0.670874402508624	33.75	0.0591674586359058	0.363293303702057	0.410500374460688	0.731673260414243	35.1145038167939	131	3144	Q1	-1.44976519664052
GSE205335	P1072	P1072	80	80	0.906145781133629	61.25	-0.127640041484878	-0.267817143851034	-0.217076623246447	0.460329929300864	58.8669950738916	406	586	Q2	-0.0938980536004915
GSE205335	P1076	P1076	80	80	0.757976313182898	53.75	0.0596948655678205	0.0438888268726002	0.170076189333667	0.299498207885305	59.3639575971731	849	2089	Q2	-0.463680001702318
GSE205335	P1079	P1079	80	80	1.07251445921208	60	0.0812495272630427	0.458632829696705	0.682742716355834	0.392325763508222	51.3812154696133	543	501	Q2	-0.155528378284129
GSE205335	P1084	P1084	80	80	2.31822885050581	88.75	0.0586079036883109	0.504669975682693	0.657622636295649	0.664968873797397	86.734693877551	196	2350	Q4	1.26196908943954
GSE205335	P1089	P1089	80	80	2.03549453429254	85	-0.0868101563400649	-0.258369032828079	-0.23126096292477	0.169049098819142	87.7704609595484	1063	272	Q4	1.07707811538862
GSE205335	P1090	P1090	80	80	0.619243927419499	36.25	0.0658001195340351	0.472227060043705	0.59185691825091	0.253073770491803	38.1625441696113	566	247	Q1	-1.32650454727325
GSE205335	P1115	P1115	80	80	1.60485390781718	93.75	-0.140228585964064	-0.301676702925462	-0.203023487598961	0.0616329315442347	88.8829928362961	3769	271	Q4	1.50849038817409
GSE205335	P1119	P1119	80	80	0.475845788866328	32.5	0.0762189944804554	0.285054700036596	0.562944128861738	0.260268231349539	36.088379705401	1222	621	Q1	-1.51139552132416
GSE205335	P4001	P4001	27	80	0.733169545965289	48.1481481481481	0.065933933273781	0.520797190638899	0.467479912113096	0.780329289428076	48.1481481481481	27	1801	Q2	-0.739875160469731
