contrast	n	beta_cldn4z	se	t	p
cldn4_vs_tnk	56	-0.0877036710652102	0.0280149585550687	-3.1306014925138	0.00286079945425344
cldn4_vs_ifn	56	-0.0176217222973602	0.0100123857699981	-1.75999234369927	0.0842904020968405
cldn4_vs_mhc	56	-0.0258705306781906	0.0363110868346681	-0.712469191461673	0.479359092727465
cldn4_vs_mhci	56	-0.0515382899191822	0.032135774247625	-1.60376686499131	0.114822813828886
locked_cldn4_vs_tnk	56	-0.09311474	0.02767710	-3.3643237	0.001447461
