ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
FAM3C,FAM3C,0.34643662,0.203,LAMP1,LAMP1,0.9764023,0.7325,NK,Malig_TACSTD2low,0.66141945,0.94
SPN,SPN,1.1345737,0.5525,ICAM1,ICAM1,0.179821,0.19,NK,Malig_TACSTD2high,0.65719736,0.0
SPN,SPN,1.1345737,0.5525,ICAM1,ICAM1,0.1360807,0.151,NK,Malig_TACSTD2low,0.6353272,0.0
TIGIT,TIGIT,0.9544309,0.4295,NECTIN2,NECTIN2,0.31141979,0.4075,T,Malig_TACSTD2low,0.63292533,0.0
COPA,COPA,0.4409759,0.2565,CD74,CD74,0.8182322,0.534,NK,Malig_TACSTD2low,0.62960404,1.0
LGALS9,LGALS9,0.22386158,0.14,CD44,CD44,1.024883,0.677,NK,Malig_TACSTD2low,0.6243723,1.0
ITGAL,ITGAL_ITGB2,1.0628252,0.5255,ICAM1,ICAM1,0.179821,0.19,NK,Malig_TACSTD2high,0.6213231,0.0
LGALS9,LGALS9,0.20575367,0.121,CD44,CD44,1.024883,0.677,T,Malig_TACSTD2low,0.61531836,1.0
COPA,COPA,0.4100426,0.232,CD74,CD74,0.8182322,0.534,T,Malig_TACSTD2low,0.6141374,1.0
ARF1,ARF1,1.15776,0.59,PLD2,PLD2,0.06612423,0.105,NK,Malig_TACSTD2high,0.6119421,1.0
ARF1,ARF1,1.15776,0.59,PLD2,PLD2,0.061345875,0.116,NK,Malig_TACSTD2low,0.609553,1.0
ITGAL,ITGAL_ITGB2,1.0628252,0.5255,ICAM1,ICAM1,0.1360807,0.151,NK,Malig_TACSTD2low,0.599453,0.0
LGALS9,LGALS9,0.22386158,0.14,CD44,CD44,0.91812277,0.7155,NK,Malig_TACSTD2high,0.5709922,1.0
SEMA4D,SEMA4D,0.6804552,0.371,PLXNB2,PLXNB2,0.4458048,0.552,NK,Malig_TACSTD2high,0.56313,0.0
LGALS9,LGALS9,0.20575367,0.121,CD44,CD44,0.91812277,0.7155,T,Malig_TACSTD2high,0.5619382,1.0
ITGAL,ITGAL_ITGB2,0.9425514,0.475,ICAM1,ICAM1,0.179821,0.19,T,Malig_TACSTD2high,0.5611862,0.0
SIRPG,SIRPG,0.61797214,0.3205,CD47,CD47,0.46457484,0.5075,T,Malig_TACSTD2low,0.5412735,0.0
ITGAL,ITGAL_ITGB2,0.9425514,0.475,ICAM1,ICAM1,0.1360807,0.151,T,Malig_TACSTD2low,0.53931606,0.0
ARF1,ARF1,0.9962219,0.504,PLD2,PLD2,0.06612423,0.105,T,Malig_TACSTD2high,0.53117305,1.0
SIRPG,SIRPG,0.61797214,0.3205,CD47,CD47,0.44348633,0.5065,T,Malig_TACSTD2high,0.53072923,0.0
ARF1,ARF1,0.9962219,0.504,PLD2,PLD2,0.061345875,0.116,T,Malig_TACSTD2low,0.5287839,1.0
FASLG,FASLG,0.6429327,0.3425,TNFRSF1A,TNFRSF1A,0.41278443,0.504,NK,Malig_TACSTD2low,0.52785856,0.0
SEMA4D,SEMA4D,0.59297675,0.32,PLXNB2,PLXNB2,0.4458048,0.552,T,Malig_TACSTD2high,0.51939076,0.0
SEMA4D,SEMA4D,0.6804552,0.371,PLXNB2,PLXNB2,0.35487446,0.4725,NK,Malig_TACSTD2low,0.51766485,0.0
FASLG,FASLG,0.6429327,0.3425,TNFRSF1A,TNFRSF1A,0.36889192,0.474,NK,Malig_TACSTD2high,0.5059123,0.0
COPA,COPA,0.4409759,0.2565,CD74,CD74,0.56238055,0.4025,NK,Malig_TACSTD2high,0.5016782,1.0
COPA,COPA,0.4100426,0.232,CD74,CD74,0.56238055,0.4025,T,Malig_TACSTD2high,0.4862116,1.0
TGFB1,TGFB1,0.3409378,0.198,EGFR,EGFR,0.61974496,0.576,NK,Malig_TACSTD2low,0.48034137,0.0
SIRPG,SIRPG,0.49393138,0.256,CD47,CD47,0.46457484,0.5075,NK,Malig_TACSTD2low,0.4792531,0.0
SEMA4D,SEMA4D,0.59297675,0.32,PLXNB2,PLXNB2,0.35487446,0.4725,T,Malig_TACSTD2low,0.4739256,0.0
SIRPG,SIRPG,0.49393138,0.256,CD47,CD47,0.44348633,0.5065,NK,Malig_TACSTD2high,0.46870887,0.0
SPN,SPN,0.7568385,0.386,ICAM1,ICAM1,0.179821,0.19,T,Malig_TACSTD2high,0.46832976,0.0
TGFB1,TGFB1,0.3409378,0.198,EGFR,EGFR,0.5906635,0.5915,NK,Malig_TACSTD2high,0.46580064,0.0
TNFSF14,TNFSF14,0.2450869,0.1315,LTBR,LTBR,0.6808591,0.6825,NK,Malig_TACSTD2high,0.462973,0.0
TNFSF14,TNFSF14,0.2450869,0.1315,LTBR,LTBR,0.6665432,0.626,NK,Malig_TACSTD2low,0.45581505,0.0
TNFSF14,TNFSF14,0.21806207,0.115,LTBR,LTBR,0.6808591,0.6825,T,Malig_TACSTD2high,0.44946057,0.0
SPN,SPN,0.7568385,0.386,ICAM1,ICAM1,0.1360807,0.151,T,Malig_TACSTD2low,0.4464596,0.0
TNFSF14,TNFSF14,0.21806207,0.115,LTBR,LTBR,0.6665432,0.626,T,Malig_TACSTD2low,0.44230264,0.0
TGFB1,TGFB1,0.23301385,0.1355,EGFR,EGFR,0.61974496,0.576,T,Malig_TACSTD2low,0.4263794,0.0
FASLG,FASLG,0.6429327,0.3425,TNFRSF10B,TNFRSF10B,0.2019454,0.293,NK,Malig_TACSTD2low,0.42243904,0.0
TGFB1,TGFB1,0.23301385,0.1355,EGFR,EGFR,0.5906635,0.5915,T,Malig_TACSTD2high,0.41183868,0.0
FASLG,FASLG,0.6429327,0.3425,TNFRSF10B,TNFRSF10B,0.17872456,0.224,NK,Malig_TACSTD2high,0.41082865,0.0
LGALS9,LGALS9,0.22386158,0.14,SLC1A5,SLC1A5,0.5908917,0.5605,NK,Malig_TACSTD2low,0.40737665,0.0
GRN,GRN,0.18096815,0.1105,EGFR,EGFR,0.61974496,0.576,NK,Malig_TACSTD2low,0.40035656,1.0
GRN,GRN,0.17693321,0.104,EGFR,EGFR,0.61974496,0.576,T,Malig_TACSTD2low,0.3983391,1.0
LGALS9,LGALS9,0.20575367,0.121,SLC1A5,SLC1A5,0.5908917,0.5605,T,Malig_TACSTD2low,0.3983227,0.0
LGALS9,LGALS9,0.22386158,0.14,SLC1A5,SLC1A5,0.56763864,0.58,NK,Malig_TACSTD2high,0.3957501,0.0
LGALS9,LGALS9,0.20575367,0.121,SLC1A5,SLC1A5,0.56763864,0.58,T,Malig_TACSTD2high,0.38669616,0.0
GRN,GRN,0.18096815,0.1105,EGFR,EGFR,0.5906635,0.5915,NK,Malig_TACSTD2high,0.38581583,1.0
GRN,GRN,0.17693321,0.104,EGFR,EGFR,0.5906635,0.5915,T,Malig_TACSTD2high,0.38379836,1.0
FASLG,FASLG,0.6429327,0.3425,FAS,FAS,0.116801895,0.1845,NK,Malig_TACSTD2high,0.37986732,0.0
FASLG,FASLG,0.6429327,0.3425,FAS,FAS,0.11423586,0.202,NK,Malig_TACSTD2low,0.3785843,0.0
CSF1,CSF1,0.48323745,0.235,SLC7A1,SLC7A1,0.26348746,0.355,NK,Malig_TACSTD2high,0.37336245,0.0
FASLG,FASLG,0.2769537,0.147,TNFRSF1A,TNFRSF1A,0.41278443,0.504,T,Malig_TACSTD2low,0.34486908,0.0
CSF1,CSF1,0.48323745,0.235,SLC7A1,SLC7A1,0.20535782,0.315,NK,Malig_TACSTD2low,0.34429765,0.0
LGALS9,LGALS9,0.22386158,0.14,CD47,CD47,0.46457484,0.5075,NK,Malig_TACSTD2low,0.3442182,1.0
LGALS9,LGALS9,0.20575367,0.121,CD47,CD47,0.46457484,0.5075,T,Malig_TACSTD2low,0.33516425,1.0
LGALS9,LGALS9,0.22386158,0.14,CD47,CD47,0.44348633,0.5065,NK,Malig_TACSTD2high,0.33367395,1.0
LGALS9,LGALS9,0.20575367,0.121,CD47,CD47,0.44348633,0.5065,T,Malig_TACSTD2high,0.32462,1.0
FASLG,FASLG,0.2769537,0.147,TNFRSF1A,TNFRSF1A,0.36889192,0.474,T,Malig_TACSTD2high,0.32292283,0.0
TNFSF12,TNFSF12,0.24877316,0.1425,TNFRSF12A,TNFRSF12A,0.38135147,0.378,T,Malig_TACSTD2high,0.3150623,0.0
TNFSF12,TNFSF12,0.22252116,0.134,TNFRSF12A,TNFRSF12A,0.38135147,0.378,NK,Malig_TACSTD2high,0.30193633,0.0
LGALS9,LGALS9,0.22386158,0.14,MET,MET,0.37429187,0.4745,NK,Malig_TACSTD2high,0.29907674,0.0
GRN,GRN,0.18096815,0.1105,TNFRSF1A,TNFRSF1A,0.41278443,0.504,NK,Malig_TACSTD2low,0.29687628,1.0
COPA,COPA,0.4409759,0.2565,SORT1,SORT1,0.15250278,0.241,NK,Malig_TACSTD2high,0.29673934,1.0
GRN,GRN,0.17693321,0.104,TNFRSF1A,TNFRSF1A,0.41278443,0.504,T,Malig_TACSTD2low,0.2948588,1.0
KLRF1,KLRF1,0.38638088,0.1775,CLEC2B,CLEC2B,0.19494991,0.197,NK,Malig_TACSTD2low,0.2906654,0.0
LGALS9,LGALS9,0.20575367,0.121,MET,MET,0.37429187,0.4745,T,Malig_TACSTD2high,0.29002276,0.0
CSF1,CSF1,0.30871856,0.1525,SLC7A1,SLC7A1,0.26348746,0.355,T,Malig_TACSTD2high,0.286103,0.0
COPA,COPA,0.4100426,0.232,SORT1,SORT1,0.15250278,0.241,T,Malig_TACSTD2high,0.2812727,1.0
CSF1,CSF1,0.48323745,0.235,SIRPA,SIRPA,0.074882105,0.141,NK,Malig_TACSTD2low,0.27905977,0.0
KLRF1,KLRF1,0.38638088,0.1775,CLEC2B,CLEC2B,0.16713642,0.1865,NK,Malig_TACSTD2high,0.27675864,0.02
GRN,GRN,0.18096815,0.1105,TNFRSF1A,TNFRSF1A,0.36889192,0.474,NK,Malig_TACSTD2high,0.27493003,1.0
GRN,GRN,0.17693321,0.104,TNFRSF1A,TNFRSF1A,0.36889192,0.474,T,Malig_TACSTD2high,0.27291256,1.0
TGFB1,TGFB1,0.3409378,0.198,ITGB6,ITGAV_ITGB6,0.20277488,0.251,NK,Malig_TACSTD2high,0.27185634,0.0
COPA,COPA,0.4409759,0.2565,SORT1,SORT1,0.095183276,0.1625,NK,Malig_TACSTD2low,0.26807958,1.0
TNFSF12,TNFSF12,0.24877316,0.1425,TNFRSF12A,TNFRSF12A,0.27922574,0.272,T,Malig_TACSTD2low,0.26399946,0.0
LGALS9,LGALS9,0.22386158,0.14,PTPRK,PTPRK,0.2947343,0.421,NK,Malig_TACSTD2high,0.25929794,0.0
CSF1,CSF1,0.30871856,0.1525,SLC7A1,SLC7A1,0.20535782,0.315,T,Malig_TACSTD2low,0.25703818,0.0
COPA,COPA,0.4100426,0.232,SORT1,SORT1,0.095183276,0.1625,T,Malig_TACSTD2low,0.25261295,1.0
TNFSF12,TNFSF12,0.22252116,0.134,TNFRSF12A,TNFRSF12A,0.27922574,0.272,NK,Malig_TACSTD2low,0.25087345,0.0
LGALS9,LGALS9,0.20575367,0.121,PTPRK,PTPRK,0.2947343,0.421,T,Malig_TACSTD2high,0.250244,0.0
TNFSF9,TNFSF9,0.29681385,0.151,HLA-DPA1,HLA-DPA1,0.20040739,0.215,NK,Malig_TACSTD2low,0.24861062,1.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10B,TNFRSF10B,0.2019454,0.293,NK,Malig_TACSTD2low,0.24551724,1.0
LGALS9,LGALS9,0.22386158,0.14,MET,MET,0.26612452,0.389,NK,Malig_TACSTD2low,0.24499305,0.0
FASLG,FASLG,0.2769537,0.147,TNFRSF10B,TNFRSF10B,0.2019454,0.293,T,Malig_TACSTD2low,0.23944955,0.0
TGFB1,TGFB1,0.3409378,0.198,TGFBR3,TGFBR3,0.13217923,0.227,NK,Malig_TACSTD2low,0.23655851,0.0
LGALS9,LGALS9,0.20575367,0.121,MET,MET,0.26612452,0.389,T,Malig_TACSTD2low,0.23593909,0.0
CKLF,CKLF,0.34149337,0.197,LRP6,LRP6,0.13005011,0.2355,T,Malig_TACSTD2low,0.23577175,0.0
TGFB1,TGFB1,0.3409378,0.198,ITGB6,ITGAV_ITGB6,0.13011351,0.165,NK,Malig_TACSTD2low,0.23552565,0.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10A,TNFRSF10A,0.18005536,0.276,NK,Malig_TACSTD2high,0.23457223,1.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10B,TNFRSF10B,0.17872456,0.224,NK,Malig_TACSTD2high,0.23390682,1.0
TGFB1,TGFB1,0.3409378,0.198,TGFBR3,TGFBR3,0.12474936,0.2035,NK,Malig_TACSTD2high,0.23284358,0.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10A,TNFRSF10A,0.17653553,0.277,NK,Malig_TACSTD2low,0.23281232,1.0
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10B,TNFRSF10B,0.2019454,0.293,T,Malig_TACSTD2low,0.23141795,1.0
CKLF,CKLF,0.34149337,0.197,LRP6,LRP6,0.11765629,0.1925,T,Malig_TACSTD2high,0.22957483,0.0
FASLG,FASLG,0.2769537,0.147,TNFRSF10B,TNFRSF10B,0.17872456,0.224,T,Malig_TACSTD2high,0.22783913,0.0
LGALS9,LGALS9,0.22386158,0.14,PTPRK,PTPRK,0.2293894,0.35,NK,Malig_TACSTD2low,0.22662549,0.0
CKLF,CKLF,0.32052752,0.1955,LRP6,LRP6,0.13005011,0.2355,NK,Malig_TACSTD2low,0.22528881,0.0
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10A,TNFRSF10A,0.18005536,0.276,T,Malig_TACSTD2high,0.22047293,1.0
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10B,TNFRSF10B,0.17872456,0.224,T,Malig_TACSTD2high,0.21980754,1.0
CKLF,CKLF,0.32052752,0.1955,LRP6,LRP6,0.11765629,0.1925,NK,Malig_TACSTD2high,0.2190919,0.0
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10A,TNFRSF10A,0.17653553,0.277,T,Malig_TACSTD2low,0.21871302,1.0
TGFB1,TGFB1,0.23301385,0.1355,ITGB6,ITGAV_ITGB6,0.20277488,0.251,T,Malig_TACSTD2high,0.21789438,0.0
LGALS9,LGALS9,0.20575367,0.121,PTPRK,PTPRK,0.2293894,0.35,T,Malig_TACSTD2low,0.21757153,0.0
TNFSF10,TNFSF10,0.28908908,0.169,RIPK1,RIPK1,0.1413786,0.24,NK,Malig_TACSTD2high,0.21523383,1.0
CD40LG,CD40LG,0.26483855,0.1325,ITGA5,ITGA5_ITGB1,0.1638739,0.183,T,Malig_TACSTD2low,0.21435621,0.0
CD40LG,CD40LG,0.26483855,0.1325,ITGA5,ITGA5_ITGB1,0.15842147,0.1645,T,Malig_TACSTD2high,0.21163002,0.0
TNFSF9,TNFSF9,0.29681385,0.151,HLA-DPA1,HLA-DPA1,0.121438,0.122,NK,Malig_TACSTD2high,0.20912592,1.0
TNFSF10,TNFSF10,0.28908908,0.169,RIPK1,RIPK1,0.124850266,0.2265,NK,Malig_TACSTD2low,0.20696968,1.0
FAM3C,FAM3C,0.34643662,0.203,CLEC2D,CLEC2D,0.05832999,0.127,NK,Malig_TACSTD2low,0.20238331,1.0
TNFSF10,TNFSF10,0.2608905,0.151,RIPK1,RIPK1,0.1413786,0.24,T,Malig_TACSTD2high,0.20113456,1.0
TNF,TNF,0.2455533,0.1175,CELSR2,CELSR2,0.15128568,0.232,T,Malig_TACSTD2high,0.19841948,0.0
FASLG,FASLG,0.2769537,0.147,FAS,FAS,0.116801895,0.1845,T,Malig_TACSTD2high,0.19687779,0.94
TNF,TNF,0.24134812,0.1195,CELSR2,CELSR2,0.15128568,0.232,NK,Malig_TACSTD2high,0.1963169,0.0
FASLG,FASLG,0.2769537,0.147,FAS,FAS,0.11423586,0.202,T,Malig_TACSTD2low,0.19559479,0.96
TNF,TNF,0.2455533,0.1175,RIPK1,RIPK1,0.1413786,0.24,T,Malig_TACSTD2high,0.19346595,0.0
TNFSF10,TNFSF10,0.2608905,0.151,RIPK1,RIPK1,0.124850266,0.2265,T,Malig_TACSTD2low,0.1928704,1.0
CSF1,CSF1,0.30871856,0.1525,SIRPA,SIRPA,0.074882105,0.141,T,Malig_TACSTD2low,0.19180033,0.0
TNFSF9,TNFSF9,0.29681385,0.151,PVR,PVR,0.086769596,0.147,NK,Malig_TACSTD2high,0.19179171,0.0
TNF,TNF,0.24134812,0.1195,RIPK1,RIPK1,0.1413786,0.24,NK,Malig_TACSTD2high,0.19136336,0.0
TNF,TNF,0.2455533,0.1175,SEMA4C,SEMA4C,0.12616925,0.2305,T,Malig_TACSTD2low,0.18586127,0.0
TNFSF9,TNFSF9,0.29681385,0.151,PVR,PVR,0.074810855,0.14,NK,Malig_TACSTD2low,0.18581235,0.0
TNF,TNF,0.2455533,0.1175,RIPK1,RIPK1,0.124850266,0.2265,T,Malig_TACSTD2low,0.18520178,0.0
TNF,TNF,0.24134812,0.1195,SEMA4C,SEMA4C,0.12616925,0.2305,NK,Malig_TACSTD2low,0.18375868,0.0
TNF,TNF,0.24134812,0.1195,RIPK1,RIPK1,0.124850266,0.2265,NK,Malig_TACSTD2low,0.1830992,0.0
TGFB1,TGFB1,0.23301385,0.1355,TGFBR3,TGFBR3,0.13217923,0.227,T,Malig_TACSTD2low,0.18259653,0.92
TNF,TNF,0.2455533,0.1175,SEMA4C,SEMA4C,0.11761137,0.1885,T,Malig_TACSTD2high,0.18158233,0.0
TGFB1,TGFB1,0.23301385,0.1355,ITGB6,ITGAV_ITGB6,0.13011351,0.165,T,Malig_TACSTD2low,0.18156368,0.0
TNF,TNF,0.2455533,0.1175,FAS,FAS,0.116801895,0.1845,T,Malig_TACSTD2high,0.1811776,0.0
TNF,TNF,0.2455533,0.1175,FAS,FAS,0.11423586,0.202,T,Malig_TACSTD2low,0.17989458,0.0
TNF,TNF,0.24134812,0.1195,SEMA4C,SEMA4C,0.11761137,0.1885,NK,Malig_TACSTD2high,0.17947975,0.0
TNF,TNF,0.24134812,0.1195,FAS,FAS,0.116801895,0.1845,NK,Malig_TACSTD2high,0.179075,0.02
TNF,TNF,0.2455533,0.1175,CELSR2,CELSR2,0.112402216,0.1975,T,Malig_TACSTD2low,0.17897776,0.0
TGFB1,TGFB1,0.23301385,0.1355,TGFBR3,TGFBR3,0.12474936,0.2035,T,Malig_TACSTD2high,0.17888162,1.0
TNF,TNF,0.24134812,0.1195,FAS,FAS,0.11423586,0.202,NK,Malig_TACSTD2low,0.17779198,0.0
TNF,TNF,0.2455533,0.1175,VSIR,VSIR,0.10966936,0.1695,T,Malig_TACSTD2high,0.17761132,0.0
CD40LG,CD40LG,0.26483855,0.1325,CD40,CD40,0.08944659,0.1645,T,Malig_TACSTD2low,0.17714256,0.0
TNF,TNF,0.24134812,0.1195,CELSR2,CELSR2,0.112402216,0.1975,NK,Malig_TACSTD2low,0.17687517,0.0
TNF,TNF,0.24134812,0.1195,VSIR,VSIR,0.10966936,0.1695,NK,Malig_TACSTD2high,0.17550874,0.0
LGALS9,LGALS9,0.22386158,0.14,LRP1,LRP1,0.11507508,0.1825,NK,Malig_TACSTD2high,0.16946833,0.0
CD40LG,CD40LG,0.26483855,0.1325,CD40,CD40,0.07094901,0.123,T,Malig_TACSTD2high,0.16789378,0.0
GRN,GRN,0.18096815,0.1105,SORT1,SORT1,0.15250278,0.241,NK,Malig_TACSTD2high,0.16673547,1.0
GRN,GRN,0.17693321,0.104,SORT1,SORT1,0.15250278,0.241,T,Malig_TACSTD2high,0.164718,1.0
LGALS9,LGALS9,0.20575367,0.121,LRP1,LRP1,0.11507508,0.1825,T,Malig_TACSTD2high,0.16041437,0.0
TNF,TNF,0.2455533,0.1175,NOTCH1,NOTCH1,0.055978518,0.114,T,Malig_TACSTD2low,0.15076591,0.0
VEGFB,VEGFB,0.20980884,0.121,NRP1,NRP1,0.08841518,0.143,T,Malig_TACSTD2high,0.14911202,0.98
TNF,TNF,0.24134812,0.1195,NOTCH1,NOTCH1,0.055978518,0.114,NK,Malig_TACSTD2low,0.14866331,0.0
LGALS9,LGALS9,0.22386158,0.14,LRP1,LRP1,0.0709331,0.123,NK,Malig_TACSTD2low,0.14739734,0.1
VEGFB,VEGFB,0.20031779,0.1235,NRP1,NRP1,0.08841518,0.143,NK,Malig_TACSTD2high,0.14436649,1.0
VEGFB,VEGFB,0.20980884,0.121,NRP1,NRP1,0.073885225,0.118,T,Malig_TACSTD2low,0.14184703,1.0
LGALS9,LGALS9,0.20575367,0.121,LRP1,LRP1,0.0709331,0.123,T,Malig_TACSTD2low,0.1383434,0.56
GRN,GRN,0.18096815,0.1105,SORT1,SORT1,0.095183276,0.1625,NK,Malig_TACSTD2low,0.13807571,1.0
VEGFB,VEGFB,0.20031779,0.1235,NRP1,NRP1,0.073885225,0.118,NK,Malig_TACSTD2low,0.1371015,1.0
GRN,GRN,0.17693321,0.104,SORT1,SORT1,0.095183276,0.1625,T,Malig_TACSTD2low,0.13605824,1.0
