ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both	Sample	n_high	n_low	n_tnk
CXCL16	CXCR6	T_recruit	0.029870765283703804	False	0.033925686591276254	0.0	619	269	0.029870765283703804	False	0.033925686591276254	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
CXCL9	CXCR3	T_recruit	0.0	False	0.0	0.0	619	269	0.0004472742148209363	False	0.0	0.0033444816053511705	619	299	-0.0004472742148209363	False	False	BD_immune01	269	299	619
CCL19	ACKR4	T_recruit_partial	0.0008872796897776425	False	0.0	0.0037174721189591076	619	269	0.0004378620069473982	False	0.0	0.0033444816053511705	619	299	0.0004494176828302443	False	False	BD_immune01	269	299	619
CCL19	CCRL2	T_recruit_partial	0.015731001272797585	False	0.0	0.07806691449814127	619	269	0.011791800148785114	False	0.0	0.05351170568561873	619	299	0.00393920112401247	False	False	BD_immune01	269	299	619
CCL21	ACKR4	T_recruit_partial	0.0008872796897776425	False	0.0	0.0037174721189591076	619	269	0.0004378620069473982	False	0.0	0.0033444816053511705	619	299	0.0004494176828302443	False	False	BD_immune01	269	299	619
CCL23	CCR1	T_recruit_partial	0.004513489082455635	False	0.0	0.01858736059479554	619	269	0.010108960792422295	False	0.0	0.033444816053511704	619	299	-0.0055954717099666595	False	False	BD_immune01	269	299	619
CCL3	ACKR2	T_recruit_partial	0.18008850887417793	False	0.1631663974151858	0.011152416356877323	619	269	0.17854534089565277	False	0.1631663974151858	0.0	619	299	0.0015431679785251617	False	False	BD_immune01	269	299	619
CCL3	CCR3	T_recruit_partial	0.17909034475451335	False	0.1631663974151858	0.0037174721189591076	619	269	0.17854534089565277	False	0.1631663974151858	0.0	619	299	0.0005450038588605821	False	False	BD_immune01	269	299	619
CCL4	ACKR2	T_recruit_partial	1.1648798026144505	False	0.7302100161550888	0.011152416356877323	619	269	1.1633366346359253	False	0.7302100161550888	0.0	619	299	0.0015431679785251617	False	False	BD_immune01	269	299	619
CCL5	ACKR1	T_recruit_partial	1.3290722370147705	False	0.8465266558966075	0.0	619	269	1.3290722370147705	False	0.8465266558966075	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
CCL5	ACKR2	T_recruit_partial	1.3306154049932957	False	0.8465266558966075	0.011152416356877323	619	269	1.3290722370147705	False	0.8465266558966075	0.0	619	299	0.0015431679785251617	False	False	BD_immune01	269	299	619
CCL5	CCR3	T_recruit_partial	1.329617240873631	False	0.8465266558966075	0.0037174721189591076	619	269	1.3290722370147705	False	0.8465266558966075	0.0	619	299	0.0005450038588605821	False	False	BD_immune01	269	299	619
CCL5	CCR4	T_recruit_partial	1.3290722370147705	False	0.8465266558966075	0.0	619	269	1.3290722370147705	False	0.8465266558966075	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
CCL5	GPR75	T_recruit_partial	1.3303687734296545	False	0.8465266558966075	0.007434944237918215	619	269	1.3301977324299514	False	0.8465266558966075	0.010033444816053512	619	299	0.00017104099970310926	False	False	BD_immune01	269	299	619
CCL7	CCR1	T_recruit_partial	0.004513489082455635	False	0.0	0.01858736059479554	619	269	0.010108960792422295	False	0.0	0.033444816053511704	619	299	-0.0055954717099666595	False	False	BD_immune01	269	299	619
CCL7	CCR5	T_recruit_partial	0.0	False	0.0	0.0	619	269	0.00046158451004885137	False	0.0	0.0033444816053511705	619	299	-0.00046158451004885137	False	False	BD_immune01	269	299	619
CCL8	CCR1	T_recruit_partial	0.00633156846743077	False	0.0032310177705977385	0.01858736059479554	619	269	0.01192704017739743	False	0.0032310177705977385	0.033444816053511704	619	299	-0.0055954717099666595	False	False	BD_immune01	269	299	619
CCL8	CCR5	T_recruit_partial	0.0018180793849751353	False	0.0032310177705977385	0.0	619	269	0.0022796638950239867	False	0.0032310177705977385	0.0033444816053511705	619	299	-0.00046158451004885137	False	False	BD_immune01	269	299	619
CXCL10	DPP4	T_recruit_partial	0.0003534886927809566	False	0.0	0.0037174721189591076	619	269	0.0034379668068140745	False	0.0	0.023411371237458192	619	299	-0.003084478114033118	False	False	BD_immune01	269	299	619
CXCL11	ACKR3	T_recruit_partial	0.23255935311317444	False	0.0	0.3754646840148699	619	269	0.1854189932346344	False	0.0	0.34448160535117056	619	299	0.04714035987854004	False	False	BD_immune01	269	299	619
CXCL11	DPP4	T_recruit_partial	0.0003534886927809566	False	0.0	0.0037174721189591076	619	269	0.0034379668068140745	False	0.0	0.023411371237458192	619	299	-0.003084478114033118	False	False	BD_immune01	269	299	619
CXCL12	DPP4	T_recruit_partial	0.0003534886927809566	False	0.0	0.0037174721189591076	619	269	0.0034379668068140745	False	0.0	0.023411371237458192	619	299	-0.003084478114033118	False	False	BD_immune01	269	299	619
CXCL13	ACKR4	T_recruit_partial	0.014617367007303983	False	0.011308562197092083	0.0037174721189591076	619	269	0.014167949324473739	False	0.011308562197092083	0.0033444816053511705	619	299	0.0004494176828302443	False	False	BD_immune01	269	299	619
CXCL14	CXCR4	T_recruit_partial	0.1606096364557743	True	0.1421647819063005	0.18587360594795538	619	269	0.18159134685993195	True	0.1421647819063005	0.25418060200668896	619	299	-0.02098171040415764	True	True	BD_immune01	269	299	619
CXCL9	DPP4	T_recruit_partial	0.0003534886927809566	False	0.0	0.0037174721189591076	619	269	0.0034379668068140745	False	0.0	0.023411371237458192	619	299	-0.003084478114033118	False	False	BD_immune01	269	299	619
PF4	CXCR3	T_recruit_partial	0.0	False	0.0	0.0	619	269	0.0004472742148209363	False	0.0	0.0033444816053511705	619	299	-0.0004472742148209363	False	False	BD_immune01	269	299	619
ADCYAP1	VIPR1	other	0.022493561496958137	False	0.0016155088852988692	0.08550185873605948	619	269	0.01982999756000936	False	0.0016155088852988692	0.06688963210702341	619	299	0.0026635639369487762	False	False	BD_immune01	269	299	619
ADCYAP1	VIPR2	other	0.0013720502611249685	False	0.0016155088852988692	0.0	619	269	0.0032350135734304786	False	0.0016155088852988692	0.006688963210702341	619	299	-0.00186296331230551	False	False	BD_immune01	269	299	619
ADM2	CALCRL+RAMP2	other	0.020394128747284412	False	0.009693053311793215	0.05947955390334572	619	269	0.020924661308526993	False	0.009693053311793215	0.05016722408026756	619	299	-0.0005305325612425804	False	False	BD_immune01	269	299	619
AGRN	PTPRS	other	0.006926227593794465	False	0.004846526655896607	0.022304832713754646	619	269	0.01207619346678257	False	0.004846526655896607	0.05351170568561873	619	299	-0.005149965872988105	False	False	BD_immune01	269	299	619
AKR1B1	PTGFR	other	0.09323664865223691	False	0.1098546042003231	0.0037174721189591076	619	269	0.09247282147407532	False	0.1098546042003231	0.0	619	299	0.0007638271781615913	False	False	BD_immune01	269	299	619
AKR1C3	PTGDR	other	0.03728837892413139	False	0.04361873990306947	0.0	619	269	0.03728837892413139	False	0.04361873990306947	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
AKR1C3	PTGFR	other	0.038052206102292985	False	0.04361873990306947	0.0037174721189591076	619	269	0.03728837892413139	False	0.04361873990306947	0.0	619	299	0.0007638271781615913	False	False	BD_immune01	269	299	619
ALCAM	CD6	other	0.021109535358846188	False	0.01938610662358643	0.011152416356877323	619	269	0.018647865508683026	False	0.01938610662358643	0.006688963210702341	619	299	0.0024616698501631618	False	False	BD_immune01	269	299	619
ALDH1A1	CRABP2+RARA	other	0.044238160364329815	False	0.008077544426494346	0.11895910780669144	619	269	0.061367581598460674	False	0.008077544426494346	0.15384615384615385	619	299	-0.01712942123413086	False	False	BD_immune01	269	299	619
ALDH1A1	CRABP2+RARA+RXRA	other	0.044238160364329815	False	0.008077544426494346	0.11895910780669144	619	269	0.061367581598460674	False	0.008077544426494346	0.15384615384615385	619	299	-0.01712942123413086	False	False	BD_immune01	269	299	619
ALDH1A1	CRABP2+RARB	other	0.044238160364329815	False	0.008077544426494346	0.11895910780669144	619	269	0.05546498950570822	False	0.008077544426494346	0.15384615384615385	619	299	-0.011226829141378403	False	False	BD_immune01	269	299	619
ALDH1A1	CRABP2+RARB+RXRB	other	0.044238160364329815	False	0.008077544426494346	0.11895910780669144	619	269	0.05546498950570822	False	0.008077544426494346	0.15384615384615385	619	299	-0.011226829141378403	False	False	BD_immune01	269	299	619
ALDH1A1	CRABP2+RARG	other	0.044238160364329815	False	0.008077544426494346	0.11895910780669144	619	269	0.06914260145276785	False	0.008077544426494346	0.15384615384615385	619	299	-0.024904441088438034	False	False	BD_immune01	269	299	619
ALDH1A1	CRABP2+RXRA	other	0.044238160364329815	False	0.008077544426494346	0.11895910780669144	619	269	0.06914260145276785	False	0.008077544426494346	0.15384615384615385	619	299	-0.024904441088438034	False	False	BD_immune01	269	299	619
ALDH1A1	CRABP2+RXRB	other	0.044238160364329815	False	0.008077544426494346	0.11895910780669144	619	269	0.0669585494324565	False	0.008077544426494346	0.15384615384615385	619	299	-0.02272038906812668	False	False	BD_immune01	269	299	619
ALDH1A1	RORB	other	0.009956603171303868	False	0.008077544426494346	0.011152416356877323	619	269	0.008354303427040577	False	0.008077544426494346	0.016722408026755852	619	299	0.0016022997442632914	False	False	BD_immune01	269	299	619
ALDH1A2	CRABP2+RARA	other	0.038186099380254745	False	0.0	0.11895910780669144	619	269	0.055315520614385605	False	0.0	0.15384615384615385	619	299	-0.01712942123413086	False	False	BD_immune01	269	299	619
ALDH1A2	CRABP2+RARA+RXRA	other	0.038186099380254745	False	0.0	0.11895910780669144	619	269	0.055315520614385605	False	0.0	0.15384615384615385	619	299	-0.01712942123413086	False	False	BD_immune01	269	299	619
ALDH1A2	CRABP2+RARB	other	0.038186099380254745	False	0.0	0.11895910780669144	619	269	0.04941292852163315	False	0.0	0.15384615384615385	619	299	-0.011226829141378403	False	False	BD_immune01	269	299	619
ALDH1A2	CRABP2+RARB+RXRB	other	0.038186099380254745	False	0.0	0.11895910780669144	619	269	0.04941292852163315	False	0.0	0.15384615384615385	619	299	-0.011226829141378403	False	False	BD_immune01	269	299	619
ALDH1A2	CRABP2+RARG	other	0.038186099380254745	False	0.0	0.11895910780669144	619	269	0.06309054046869278	False	0.0	0.15384615384615385	619	299	-0.024904441088438034	False	False	BD_immune01	269	299	619
ALDH1A2	CRABP2+RXRA	other	0.038186099380254745	False	0.0	0.11895910780669144	619	269	0.06309054046869278	False	0.0	0.15384615384615385	619	299	-0.024904441088438034	False	False	BD_immune01	269	299	619
ALDH1A2	CRABP2+RXRB	other	0.038186099380254745	False	0.0	0.11895910780669144	619	269	0.060906488448381424	False	0.0	0.15384615384615385	619	299	-0.02272038906812668	False	False	BD_immune01	269	299	619
ALDH1A2	RORB	other	0.003904542187228799	False	0.0	0.011152416356877323	619	269	0.0023022424429655075	False	0.0	0.016722408026755852	619	299	0.0016022997442632914	False	False	BD_immune01	269	299	619
ALDH1A3	CRABP2+RARA	other	0.03960516199003905	False	0.0016155088852988692	0.11895910780669144	619	269	0.05673458322416991	False	0.0016155088852988692	0.15384615384615385	619	299	-0.01712942123413086	False	False	BD_immune01	269	299	619
ALDH1A3	CRABP2+RARA+RXRA	other	0.03960516199003905	False	0.0016155088852988692	0.11895910780669144	619	269	0.05673458322416991	False	0.0016155088852988692	0.15384615384615385	619	299	-0.01712942123413086	False	False	BD_immune01	269	299	619
ALDH1A3	CRABP2+RARB	other	0.03960516199003905	False	0.0016155088852988692	0.11895910780669144	619	269	0.05083199113141745	False	0.0016155088852988692	0.15384615384615385	619	299	-0.011226829141378403	False	False	BD_immune01	269	299	619
ALDH1A3	CRABP2+RARB+RXRB	other	0.03960516199003905	False	0.0016155088852988692	0.11895910780669144	619	269	0.05083199113141745	False	0.0016155088852988692	0.15384615384615385	619	299	-0.011226829141378403	False	False	BD_immune01	269	299	619
ALDH1A3	CRABP2+RARG	other	0.03960516199003905	False	0.0016155088852988692	0.11895910780669144	619	269	0.06450960307847708	False	0.0016155088852988692	0.15384615384615385	619	299	-0.024904441088438034	False	False	BD_immune01	269	299	619
ALDH1A3	CRABP2+RXRA	other	0.03960516199003905	False	0.0016155088852988692	0.11895910780669144	619	269	0.06450960307847708	False	0.0016155088852988692	0.15384615384615385	619	299	-0.024904441088438034	False	False	BD_immune01	269	299	619
ALDH1A3	CRABP2+RXRB	other	0.03960516199003905	False	0.0016155088852988692	0.11895910780669144	619	269	0.06232555105816573	False	0.0016155088852988692	0.15384615384615385	619	299	-0.02272038906812668	False	False	BD_immune01	269	299	619
ALDH1A3	RORB	other	0.005323604797013104	False	0.0016155088852988692	0.011152416356877323	619	269	0.0037213050527498126	False	0.0016155088852988692	0.016722408026755852	619	299	0.0016022997442632914	False	False	BD_immune01	269	299	619
ALOX5+ALOX5AP+LTC4S	CYSLTR1	other	0.0022266003070399165	False	0.0016155088852988692	0.007434944237918215	619	269	0.002008445037063211	False	0.0016155088852988692	0.0033444816053511705	619	299	0.0002181552699767053	False	False	BD_immune01	269	299	619
ALOX5+ALOX5AP+LTC4S	CYSLTR2	other	0.0019041002378799021	False	0.0016155088852988692	0.0037174721189591076	619	269	0.002052825060673058	False	0.0016155088852988692	0.0033444816053511705	619	299	-0.0001487248227931559	False	False	BD_immune01	269	299	619
ALOX5+ALOX5AP+LTC4S	FPR2	other	0.004488927312195301	False	0.0016155088852988692	0.022304832713754646	619	269	0.0022605075500905514	False	0.0016155088852988692	0.006688963210702341	619	299	0.0022284197621047497	False	False	BD_immune01	269	299	619
ALOX5+ALOX5AP+LTC4S	OXER1	other	0.0015075304545462132	False	0.0016155088852988692	0.0	619	269	0.0015075304545462132	False	0.0016155088852988692	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
AMH	ACVR1+AMHR2	other	0.0	False	0.0	0.0	619	269	0.0007513723685406148	False	0.0	0.0033444816053511705	619	299	-0.0007513723685406148	False	False	BD_immune01	269	299	619
AMH	AMHR2+BMPR1A	other	0.0	False	0.0	0.0	619	269	0.0007513723685406148	False	0.0	0.0033444816053511705	619	299	-0.0007513723685406148	False	False	BD_immune01	269	299	619
AMH	AMHR2+BMPR1B	other	0.0	False	0.0	0.0	619	269	0.0007513723685406148	False	0.0	0.0033444816053511705	619	299	-0.0007513723685406148	False	False	BD_immune01	269	299	619
ANXA1	FPR1	other	0.6265846565365791	True	0.5654281098546042	0.10408921933085502	619	269	0.6308098528534174	True	0.5654281098546042	0.12374581939799331	619	299	-0.0042251963168382645	True	True	BD_immune01	269	299	619
ANXA1	FPR2	other	0.6071334206499159	False	0.5654281098546042	0.022304832713754646	619	269	0.6049050008878112	False	0.5654281098546042	0.006688963210702341	619	299	0.0022284197621047497	False	False	BD_immune01	269	299	619
ANXA1	FPR3	other	0.6105314437299967	False	0.5654281098546042	0.01858736059479554	619	269	0.6111233481206	False	0.5654281098546042	0.013377926421404682	619	299	-0.0005919043906033039	False	False	BD_immune01	269	299	619
APLN	APLNR	other	0.0	False	0.0	0.0	619	269	0.0	False	0.0	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
APLP2	PIGR	other	0.13593033351935446	False	0.1518578352180937	0.0037174721189591076	619	269	0.13444676660583355	False	0.1518578352180937	0.0033444816053511705	619	299	0.0014835669135209173	False	False	BD_immune01	269	299	619
APLP2	PLXNA4	other	0.13860549498349428	False	0.1518578352180937	0.01486988847583643	619	269	0.13414235413074493	False	0.1518578352180937	0.0	619	299	0.004463140852749348	False	False	BD_immune01	269	299	619
APOA1	ABCA1	other	0.18251095712184906	False	0.0	0.4349442379182156	619	269	0.12126106023788452	False	0.0	0.33444816053511706	619	299	0.06124989688396454	False	False	BD_immune01	269	299	619
APOA1	AMN+CUBN	other	0.0	False	0.0	0.0	619	269	0.0006403701263479888	False	0.0	0.0033444816053511705	619	299	-0.0006403701263479888	False	False	BD_immune01	269	299	619
APOA1	TREM2+TYROBP	other	0.0041198572143912315	False	0.0	0.026022304832713755	619	269	0.005418890621513128	False	0.0	0.030100334448160536	619	299	-0.0012990334071218967	False	False	BD_immune01	269	299	619
APOB	APOBR	other	0.0008211029344238341	False	0.0	0.0037174721189591076	619	269	0.0014661315362900496	False	0.0	0.010033444816053512	619	299	-0.0006450286018662155	False	False	BD_immune01	269	299	619
APOB	TREM2+TYROBP	other	0.0041198572143912315	False	0.0	0.026022304832713755	619	269	0.005418890621513128	False	0.0	0.030100334448160536	619	299	-0.0012990334071218967	False	False	BD_immune01	269	299	619
APOE	TREM2+TYROBP	other	0.08618134167045355	False	0.09369951534733441	0.026022304832713755	619	269	0.08748037507757545	False	0.09369951534733441	0.030100334448160536	619	299	-0.0012990334071218967	False	False	BD_immune01	269	299	619
APP	CD74	other	0.3181487927213311	False	0.01938610662358643	0.6356877323420075	619	269	0.28395888302475214	False	0.01938610662358643	0.6421404682274248	619	299	0.03418990969657898	False	False	BD_immune01	269	299	619
APP	FPR2	other	0.01774376956745982	False	0.01938610662358643	0.022304832713754646	619	269	0.015515349805355072	False	0.01938610662358643	0.006688963210702341	619	299	0.0022284197621047497	False	False	BD_immune01	269	299	619
APP	PLXNA4	other	0.01922551356256008	False	0.01938610662358643	0.01486988847583643	619	269	0.014762372709810734	False	0.01938610662358643	0.0	619	299	0.004463140852749348	False	False	BD_immune01	269	299	619
APP	SORL1	other	0.04686496499925852	False	0.01938610662358643	0.1524163568773234	619	269	0.07110974285751581	False	0.01938610662358643	0.20735785953177258	619	299	-0.024244777858257294	False	False	BD_immune01	269	299	619
APP	TNFRSF21	other	0.14788483176380396	False	0.01938610662358643	0.32342007434944237	619	269	0.14718867931514978	False	0.01938610662358643	0.3712374581939799	619	299	0.0006961524486541748	False	False	BD_immune01	269	299	619
APP	TREM2+TYROBP	other	0.018882229924201965	False	0.01938610662358643	0.026022304832713755	619	269	0.020181263331323862	False	0.01938610662358643	0.030100334448160536	619	299	-0.0012990334071218967	False	False	BD_immune01	269	299	619
