ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both	Sample	n_high	n_low	n_tnk
IFNG	IFNGR1	IFN	0.3464493900537491	True	0.13893376413570274	0.5130111524163569	619	269	0.3254690319299698	True	0.13893376413570274	0.5016722408026756	619	299	0.020980358123779297	True	True	BD_immune01	269	299	619
IFNG	IFNGR1+IFNGR2	IFN	0.3464493900537491	True	0.13893376413570274	0.5130111524163569	619	269	0.3254690319299698	True	0.13893376413570274	0.5016722408026756	619	299	0.020980358123779297	True	True	BD_immune01	269	299	619
IFNG	IFNGR2	IFN	0.37543821334838867	True	0.13893376413570274	0.5799256505576208	619	269	0.3895053267478943	True	0.13893376413570274	0.5819397993311036	619	299	-0.014067113399505615	True	True	BD_immune01	269	299	619
IFNL1	IFNLR1+IL10RB	IFN	0.011793936835601926	False	0.009693053311793215	0.01858736059479554	619	269	0.012053447542712092	False	0.009693053311793215	0.023411371237458192	619	299	-0.00025951070711016655	False	False	BD_immune01	269	299	619
CD93	IFNGR1	IFN_partial	0.20327689545229077	False	0.0016155088852988692	0.5130111524163569	619	269	0.18229653732851148	False	0.0016155088852988692	0.5016722408026756	619	299	0.020980358123779297	False	False	BD_immune01	269	299	619
IL10	IL10RA+IL10RB	IFN_partial	0.00868410267867148	False	0.006462035541195477	0.01858736059479554	619	269	0.008943613385781646	False	0.006462035541195477	0.023411371237458192	619	299	-0.00025951070711016655	False	False	BD_immune01	269	299	619
IL26	IL10RB+IL20RA	IFN_partial	0.005744789494201541	False	0.0032310177705977385	0.01858736059479554	619	269	0.0060043002013117075	False	0.0032310177705977385	0.023411371237458192	619	299	-0.00025951070711016655	False	False	BD_immune01	269	299	619
HLA-A	CD8A	MHC_I	2.000188959762454	False	0.9983844911147012	0.055762081784386616	619	269	2.0035460526123643	False	0.9983844911147012	0.056856187290969896	619	299	-0.0033570928499102592	False	False	BD_immune01	269	299	619
HLA-A	CD8B	MHC_I	1.9908989667892456	False	0.9983844911147012	0.0	619	269	1.9908989667892456	False	0.9983844911147012	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-B	CD8A	MHC_I	1.689140809699893	False	0.9951534733441034	0.055762081784386616	619	269	1.6924979025498033	False	0.9951534733441034	0.056856187290969896	619	299	-0.0033570928499102592	False	False	BD_immune01	269	299	619
HLA-B	CD8B	MHC_I	1.6798508167266846	False	0.9951534733441034	0.0	619	269	1.6798508167266846	False	0.9951534733441034	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-C	CD8A	MHC_I	1.924978269264102	False	0.9983844911147012	0.055762081784386616	619	269	1.9283353621140122	False	0.9983844911147012	0.056856187290969896	619	299	-0.0033570928499102592	False	False	BD_immune01	269	299	619
HLA-C	CD8B	MHC_I	1.9156882762908936	False	0.9983844911147012	0.0	619	269	1.9156882762908936	False	0.9983844911147012	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-C	KIR2DL1	MHC_I	1.9156882762908936	False	0.9983844911147012	0.0	619	269	1.9156882762908936	False	0.9983844911147012	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-E	KLRC1	MHC_I	1.6656512022018433	False	0.9935379644588045	0.0	619	269	1.6656512022018433	False	0.9935379644588045	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-E	KLRC1+KLRD1	MHC_I	1.6656512022018433	False	0.9935379644588045	0.0	619	269	1.6656512022018433	False	0.9935379644588045	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-E	KLRC2	MHC_I	1.6656512022018433	False	0.9935379644588045	0.0	619	269	1.6656512022018433	False	0.9935379644588045	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-E	KLRC2+KLRD1	MHC_I	1.6656512022018433	False	0.9935379644588045	0.0	619	269	1.6656512022018433	False	0.9935379644588045	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-E	KLRD1	MHC_I	1.667188560939394	False	0.9935379644588045	0.011152416356877323	619	269	1.6665819543413818	False	0.9935379644588045	0.0033444816053511705	619	299	0.0006066065980121493	False	False	BD_immune01	269	299	619
HLA-E	KLRK1	MHC_I	1.6656512022018433	False	0.9935379644588045	0.0	619	269	1.6656512022018433	False	0.9935379644588045	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
HLA-F	LILRB1	MHC_I	0.6309152801986784	False	0.6138933764135702	0.011152416356877323	619	269	0.6289702653884888	False	0.6138933764135702	0.0	619	299	0.0019450148101896048	False	False	BD_immune01	269	299	619
HLA-F	LILRB2	MHC_I	0.6378720914945006	False	0.6138933764135702	0.03717472118959108	619	269	0.6365347597748041	False	0.6138933764135702	0.033444816053511704	619	299	0.0013373317196965218	False	False	BD_immune01	269	299	619
HLA-G	LILRB1	MHC_I	0.00320568960160017	False	0.0016155088852988692	0.011152416356877323	619	269	0.0012606747914105654	False	0.0016155088852988692	0.0	619	299	0.0019450148101896048	False	False	BD_immune01	269	299	619
HLA-G	LILRB2	MHC_I	0.010162500897422433	False	0.0016155088852988692	0.03717472118959108	619	269	0.008825169177725911	False	0.0016155088852988692	0.033444816053511704	619	299	0.0013373317196965218	False	False	BD_immune01	269	299	619
B2M+CD1B	IL6ST	MHC_I_partial	0.12034796923398972	False	0.0	0.3940520446096654	619	269	0.09994690865278244	False	0.0	0.3511705685618729	619	299	0.020401060581207275	False	False	BD_immune01	269	299	619
CD1D	LILRB2	MHC_I_partial	0.008901826106011868	False	0.0	0.03717472118959108	619	269	0.007564494386315346	False	0.0	0.033444816053511704	619	299	0.0013373317196965218	False	False	BD_immune01	269	299	619
CEACAM5	CD8A	MHC_I_partial	0.017145933583378792	False	0.008077544426494346	0.055762081784386616	619	269	0.02050302643328905	False	0.008077544426494346	0.056856187290969896	619	299	-0.0033570928499102592	False	False	BD_immune01	269	299	619
HLA-E	VSIR	MHC_I_partial	1.724972177296877	True	0.9935379644588045	0.20817843866171004	619	269	1.6771398521959782	False	0.9935379644588045	0.056856187290969896	619	299	0.04783232510089874	True	False	BD_immune01	269	299	619
HLA-F	VSIR	MHC_I_partial	0.6882912404835224	True	0.6138933764135702	0.20817843866171004	619	269	0.6404589153826237	False	0.6138933764135702	0.056856187290969896	619	299	0.04783232510089874	True	False	BD_immune01	269	299	619
LCK	CD8A+CD8B	MHC_I_partial	0.47143304347991943	False	0.49596122778675283	0.0	619	269	0.47143304347991943	False	0.49596122778675283	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
MICA	HCST+KLRK1	MHC_I_partial	0.033504560589790344	False	0.04038772213247173	0.0	619	269	0.033504560589790344	False	0.04038772213247173	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
MICB	HCST+KLRK1	MHC_I_partial	0.06181883439421654	False	0.07108239095315025	0.0	619	269	0.06181883439421654	False	0.07108239095315025	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
ULBP1	HCST+KLRK1	MHC_I_partial	0.0013673538342118263	False	0.0016155088852988692	0.0	619	269	0.0013673538342118263	False	0.0016155088852988692	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
ULBP2	HCST+KLRK1	MHC_I_partial	0.015076884999871254	False	0.017770597738287562	0.0	619	269	0.015076884999871254	False	0.017770597738287562	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
CCL19	CCR7	T_recruit	0.00042745753307826817	False	0.0	0.0037174721189591076	619	269	0.0008100764825940132	False	0.0	0.006688963210702341	619	299	-0.00038261894951574504	False	False	BD_immune01	269	299	619
CCL21	CCR7	T_recruit	0.00042745753307826817	False	0.0	0.0037174721189591076	619	269	0.0008100764825940132	False	0.0	0.006688963210702341	619	299	-0.00038261894951574504	False	False	BD_immune01	269	299	619
CCL3	CCR1	T_recruit	0.1830588299781084	False	0.1631663974151858	0.01858736059479554	619	269	0.18865430168807507	False	0.1631663974151858	0.033444816053511704	619	299	-0.0055954717099666595	False	False	BD_immune01	269	299	619
CCL3	CCR5	T_recruit	0.17854534089565277	False	0.1631663974151858	0.0	619	269	0.17900692540570162	False	0.1631663974151858	0.0033444816053511705	619	299	-0.00046158451004885137	False	False	BD_immune01	269	299	619
CCL4	CCR5	T_recruit	1.1633366346359253	False	0.7302100161550888	0.0	619	269	1.1637982191459741	False	0.7302100161550888	0.0033444816053511705	619	299	-0.00046158451004885137	False	False	BD_immune01	269	299	619
CCL5	CCR1	T_recruit	1.3335857260972261	False	0.8465266558966075	0.01858736059479554	619	269	1.3391811978071928	False	0.8465266558966075	0.033444816053511704	619	299	-0.0055954717099666595	False	False	BD_immune01	269	299	619
CCL5	CCR5	T_recruit	1.3290722370147705	False	0.8465266558966075	0.0	619	269	1.3295338215248194	False	0.8465266558966075	0.0033444816053511705	619	299	-0.00046158451004885137	False	False	BD_immune01	269	299	619
CX3CL1	CX3CR1	T_recruit	0.0017799034249037504	False	0.0	0.011152416356877323	619	269	0.0010373297845944762	False	0.0	0.006688963210702341	619	299	0.0007425736403092742	False	False	BD_immune01	269	299	619
CXCL10	CXCR3	T_recruit	0.0	False	0.0	0.0	619	269	0.0004472742148209363	False	0.0	0.0033444816053511705	619	299	-0.0004472742148209363	False	False	BD_immune01	269	299	619
CXCL11	CXCR3	T_recruit	0.0	False	0.0	0.0	619	269	0.0004472742148209363	False	0.0	0.0033444816053511705	619	299	-0.0004472742148209363	False	False	BD_immune01	269	299	619
CXCL12	CXCR4	T_recruit	0.04055969789624214	False	0.0	0.18587360594795538	619	269	0.06154140830039978	False	0.0	0.25418060200668896	619	299	-0.02098171040415764	False	False	BD_immune01	269	299	619
CXCL13	CXCR5	T_recruit	0.01373008731752634	False	0.011308562197092083	0.0	619	269	0.01373008731752634	False	0.011308562197092083	0.0	619	299	0.0	False	False	BD_immune01	269	299	619
