ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both	Sample	n_high	n_low	n_tnk
B2M+CD1B	IL6ST	MHC_I_partial	0.11860496550798416	False	0.0	0.13408723747980614	386	619	0.11860496550798416	False	0.0	0.13408723747980614	182	619	0.0	False	False	BD_immune01	386	182	619
CD1D	LILRB2	MHC_I_partial	0.004702017642557621	False	0.0	0.006462035541195477	386	619	0.004702017642557621	False	0.0	0.006462035541195477	182	619	0.0	False	False	BD_immune01	386	182	619
CEACAM5	CD8A	MHC_I_partial	0.4299214333295822	True	0.18393782383419688	0.19547657512116318	386	619	0.2476817825809121	False	0.02197802197802198	0.19547657512116318	182	619	0.1822396507486701	True	False	BD_immune01	386	182	619
HLA-E	VSIR	MHC_I_partial	0.5626489073038101	True	0.7072538860103627	0.15993537964458804	386	619	0.49051178991794586	True	0.6153846153846154	0.15993537964458804	182	619	0.07213711738586426	True	True	BD_immune01	386	182	619
HLA-F	VSIR	MHC_I_partial	0.15930955484509468	True	0.10362694300518134	0.15993537964458804	386	619	0.15991420857608318	False	0.08241758241758242	0.15993537964458804	182	619	-0.0006046537309885025	True	False	BD_immune01	386	182	619
LCK	CD8A+CD8B	MHC_I_partial	0.07011480117216706	False	0.010362694300518135	0.07269789983844911	386	619	0.06748775468440726	False	0.005494505494505495	0.07269789983844911	182	619	0.0026270464877597988	False	False	BD_immune01	386	182	619
MICA	HCST+KLRK1	MHC_I_partial	0.037185732275247574	False	0.17098445595854922	0.0016155088852988692	386	619	0.035049449652433395	False	0.14285714285714285	0.0016155088852988692	182	619	0.0021362826228141785	False	False	BD_immune01	386	182	619
MICB	HCST+KLRK1	MHC_I_partial	0.003253363771364093	False	0.015544041450777202	0.0016155088852988692	386	619	0.012423521839082241	False	0.02197802197802198	0.0016155088852988692	182	619	-0.009170158067718148	False	False	BD_immune01	386	182	619
ULBP1	HCST+KLRK1	MHC_I_partial	0.02293800562620163	False	0.09844559585492228	0.0016155088852988692	386	619	0.02132147178053856	False	0.08791208791208792	0.0016155088852988692	182	619	0.0016165338456630707	False	False	BD_immune01	386	182	619
ULBP2	HCST+KLRK1	MHC_I_partial	0.1180729791522026	False	0.3471502590673575	0.0016155088852988692	386	619	0.07400907576084137	False	0.23076923076923078	0.0016155088852988692	182	619	0.04406390339136124	False	False	BD_immune01	386	182	619
CCL19	CCR7	T_recruit	0.03185166046023369	False	0.0	0.027463651050080775	386	619	0.03185166046023369	False	0.0	0.027463651050080775	182	619	0.0	False	False	BD_immune01	386	182	619
CCL21	CCR7	T_recruit	0.03185166046023369	False	0.0	0.027463651050080775	386	619	0.03185166046023369	False	0.0	0.027463651050080775	182	619	0.0	False	False	BD_immune01	386	182	619
CCL3	CCR1	T_recruit	0.0953681655228138	False	0.32124352331606215	0.012924071082390954	386	619	0.10186474397778511	False	0.2967032967032967	0.012924071082390954	182	619	-0.0064965784549713135	False	False	BD_immune01	386	182	619
CCL3	CCR5	T_recruit	0.1580687314271927	False	0.32124352331606215	0.08562197092084006	386	619	0.164565309882164	False	0.2967032967032967	0.08562197092084006	182	619	-0.0064965784549713135	False	False	BD_immune01	386	182	619
CCL4	CCR5	T_recruit	0.18527189642190933	False	0.38082901554404147	0.08562197092084006	386	619	0.16134654730558395	False	0.3021978021978022	0.08562197092084006	182	619	0.02392534911632538	False	False	BD_immune01	386	182	619
CCL5	CCR1	T_recruit	0.020640078000724316	False	0.04922279792746114	0.012924071082390954	386	619	0.020793993026018143	False	0.054945054945054944	0.012924071082390954	182	619	-0.00015391502529382706	False	False	BD_immune01	386	182	619
CCL5	CCR5	T_recruit	0.0833406439051032	False	0.04922279792746114	0.08562197092084006	386	619	0.08349455893039703	False	0.054945054945054944	0.08562197092084006	182	619	-0.00015391502529382706	False	False	BD_immune01	386	182	619
CX3CL1	CX3CR1	T_recruit	0.5763319097459316	True	0.17616580310880828	0.4701130856219709	386	619	0.5912706404924393	True	0.1813186813186813	0.4701130856219709	182	619	-0.014938730746507645	True	True	BD_immune01	386	182	619
CXCL10	CXCR3	T_recruit	0.12781756662297994	False	0.0051813471502590676	0.14054927302100162	386	619	0.131311415694654	False	0.01098901098901099	0.14054927302100162	182	619	-0.003493849071674049	False	False	BD_immune01	386	182	619
CXCL11	CXCR3	T_recruit	0.1271032665099483	False	0.0025906735751295338	0.14054927302100162	386	619	0.12685278058052063	False	0.0	0.14054927302100162	182	619	0.00025048592942766845	False	False	BD_immune01	386	182	619
CXCL12	CXCR4	T_recruit	1.907172640785575	False	0.05699481865284974	0.9515347334410339	386	619	1.9274787418544292	True	0.10989010989010989	0.9515347334410339	182	619	-0.020306101068854332	True	False	BD_immune01	386	182	619
CXCL13	CXCR5	T_recruit	0.00805156968999654	False	0.0025906735751295338	0.008077544426494346	386	619	0.007756303995847702	False	0.0	0.008077544426494346	182	619	0.0002952656941488385	False	False	BD_immune01	386	182	619
CXCL16	CXCR6	T_recruit	0.2299802228808403	False	0.4170984455958549	0.08723747980613894	386	619	0.24222510308027267	False	0.4010989010989011	0.08723747980613894	182	619	-0.012244880199432373	False	False	BD_immune01	386	182	619
CXCL9	CXCR3	T_recruit	0.12703179124218877	False	0.0025906735751295338	0.14054927302100162	386	619	0.12816815765108913	False	0.01098901098901099	0.14054927302100162	182	619	-0.0011363664089003578	False	False	BD_immune01	386	182	619
CCL19	ACKR4	T_recruit_partial	0.0	False	0.0	0.0	386	619	0.0	False	0.0	0.0	182	619	0.0	False	False	BD_immune01	386	182	619
CCL19	CCRL2	T_recruit_partial	0.01373786386102438	False	0.0	0.01938610662358643	386	619	0.01373786386102438	False	0.0	0.01938610662358643	182	619	0.0	False	False	BD_immune01	386	182	619
CCL21	ACKR4	T_recruit_partial	0.0	False	0.0	0.0	386	619	0.0	False	0.0	0.0	182	619	0.0	False	False	BD_immune01	386	182	619
CCL23	CCR1	T_recruit_partial	0.0119605093204882	False	0.0025906735751295338	0.012924071082390954	386	619	0.011681947857141495	False	0.0	0.012924071082390954	182	619	0.00027856146334670484	False	False	BD_immune01	386	182	619
CCL3	ACKR2	T_recruit_partial	0.0836862176656723	False	0.32124352331606215	0.0	386	619	0.09018279612064362	False	0.2967032967032967	0.0	182	619	-0.0064965784549713135	False	False	BD_immune01	386	182	619
CCL3	CCR3	T_recruit_partial	0.0851859642425552	False	0.32124352331606215	0.0016155088852988692	386	619	0.09168254269752651	False	0.2967032967032967	0.0016155088852988692	182	619	-0.0064965784549713135	False	False	BD_immune01	386	182	619
CCL4	ACKR2	T_recruit_partial	0.11088938266038895	False	0.38082901554404147	0.0	386	619	0.08696403354406357	False	0.3021978021978022	0.0	182	619	0.02392534911632538	False	False	BD_immune01	386	182	619
CCL5	ACKR1	T_recruit_partial	0.008958130143582821	False	0.04922279792746114	0.0	386	619	0.009112045168876648	False	0.054945054945054944	0.0	182	619	-0.00015391502529382706	False	False	BD_immune01	386	182	619
CCL5	ACKR2	T_recruit_partial	0.008958130143582821	False	0.04922279792746114	0.0	386	619	0.009112045168876648	False	0.054945054945054944	0.0	182	619	-0.00015391502529382706	False	False	BD_immune01	386	182	619
CCL5	CCR3	T_recruit_partial	0.01045787672046572	False	0.04922279792746114	0.0016155088852988692	386	619	0.010611791745759547	False	0.054945054945054944	0.0016155088852988692	182	619	-0.00015391502529382706	False	False	BD_immune01	386	182	619
CCL5	CCR4	T_recruit_partial	0.01697585918009281	False	0.04922279792746114	0.009693053311793215	386	619	0.01712977420538664	False	0.054945054945054944	0.009693053311793215	182	619	-0.00015391502529382706	False	False	BD_immune01	386	182	619
CCL5	GPR75	T_recruit_partial	0.011527941562235355	False	0.04922279792746114	0.0032310177705977385	386	619	0.011681856587529182	False	0.054945054945054944	0.0032310177705977385	182	619	-0.00015391502529382706	False	False	BD_immune01	386	182	619
CCL7	CCR1	T_recruit_partial	0.011681947857141495	False	0.0	0.012924071082390954	386	619	0.011681947857141495	False	0.0	0.012924071082390954	182	619	0.0	False	False	BD_immune01	386	182	619
CCL7	CCR5	T_recruit_partial	0.07438251376152039	False	0.0	0.08562197092084006	386	619	0.07438251376152039	False	0.0	0.08562197092084006	182	619	0.0	False	False	BD_immune01	386	182	619
CCL8	CCR1	T_recruit_partial	0.013363514677621424	False	0.012953367875647668	0.012924071082390954	386	619	0.01306121633388102	False	0.01098901098901099	0.012924071082390954	182	619	0.00030229834374040365	False	False	BD_immune01	386	182	619
CCL8	CCR5	T_recruit_partial	0.07606408058200032	False	0.012953367875647668	0.08562197092084006	386	619	0.07576178223825991	False	0.01098901098901099	0.08562197092084006	182	619	0.00030229834374040365	False	False	BD_immune01	386	182	619
CXCL10	DPP4	T_recruit_partial	0.019952270318754017	False	0.0051813471502590676	0.022617124394184167	386	619	0.023446119390428066	False	0.01098901098901099	0.022617124394184167	182	619	-0.003493849071674049	False	False	BD_immune01	386	182	619
CXCL11	ACKR3	T_recruit_partial	0.006449718232033774	False	0.0025906735751295338	0.008077544426494346	386	619	0.006199232302606106	False	0.0	0.008077544426494346	182	619	0.00025048592942766845	False	False	BD_immune01	386	182	619
CXCL11	DPP4	T_recruit_partial	0.019237970205722377	False	0.0025906735751295338	0.022617124394184167	386	619	0.018987484276294708	False	0.0	0.022617124394184167	182	619	0.00025048592942766845	False	False	BD_immune01	386	182	619
CXCL12	DPP4	T_recruit_partial	0.03566172532737255	False	0.05699481865284974	0.022617124394184167	386	619	0.05596782639622688	False	0.10989010989010989	0.022617124394184167	182	619	-0.020306101068854332	False	False	BD_immune01	386	182	619
CXCL13	ACKR4	T_recruit_partial	0.0002952656941488385	False	0.0025906735751295338	0.0	386	619	0.0	False	0.0	0.0	182	619	0.0002952656941488385	False	False	BD_immune01	386	182	619
CXCL14	CXCR4	T_recruit_partial	2.1564962565898895	True	0.6113989637305699	0.9515347334410339	386	619	2.231199860572815	True	0.6153846153846154	0.9515347334410339	182	619	-0.07470360398292542	True	True	BD_immune01	386	182	619
CXCL9	DPP4	T_recruit_partial	0.019166494937962852	False	0.0025906735751295338	0.022617124394184167	386	619	0.02030286134686321	False	0.01098901098901099	0.022617124394184167	182	619	-0.0011363664089003578	False	False	BD_immune01	386	182	619
PF4	CXCR3	T_recruit_partial	0.12685278058052063	False	0.0	0.14054927302100162	386	619	0.12749198451638222	False	0.005494505494505495	0.14054927302100162	182	619	-0.0006392039358615875	False	False	BD_immune01	386	182	619
ADCYAP1	VIPR1	other	0.024180384090868756	False	0.0025906735751295338	0.027463651050080775	386	619	0.023704569786787033	False	0.0	0.027463651050080775	182	619	0.0004758143040817231	False	False	BD_immune01	386	182	619
ADCYAP1	VIPR2	other	0.0004758143040817231	False	0.0025906735751295338	0.0	386	619	0.0	False	0.0	0.0	182	619	0.0004758143040817231	False	False	BD_immune01	386	182	619
ADM2	CALCRL+RAMP2	other	0.04677530750632286	False	0.14507772020725387	0.0	386	619	0.03247477114200592	False	0.1043956043956044	0.0	182	619	0.01430053636431694	False	False	BD_immune01	386	182	619
AGRN	PTPRS	other	0.053561901091597974	False	0.23575129533678757	0.0016155088852988692	386	619	0.050958578824065626	False	0.22527472527472528	0.0016155088852988692	182	619	0.0026033222675323486	False	False	BD_immune01	386	182	619
AKR1B1	PTGFR	other	0.25813592014310416	False	0.5518134715025906	0.0016155088852988692	386	619	0.28141090807912406	False	0.5714285714285714	0.0016155088852988692	182	619	-0.023274987936019897	False	False	BD_immune01	386	182	619
AKR1C3	PTGDR	other	0.46254195645451546	False	0.5595854922279793	0.05331179321486268	386	619	0.5472450740635395	False	0.5879120879120879	0.05331179321486268	182	619	-0.08470311760902405	False	False	BD_immune01	386	182	619
AKR1C3	PTGFR	other	0.41704845962522086	False	0.5595854922279793	0.0016155088852988692	386	619	0.5017515772342449	False	0.5879120879120879	0.0016155088852988692	182	619	-0.08470311760902405	False	False	BD_immune01	386	182	619
ALCAM	CD6	other	0.6308688819408417	True	0.6683937823834197	0.2084006462035541	386	619	0.7303916811943054	True	0.6538461538461539	0.2084006462035541	182	619	-0.09952279925346375	True	True	BD_immune01	386	182	619
ALDH1A1	CRABP2+RARA	other	0.4983833704609424	False	0.6683937823834197	0.0016155088852988692	386	619	0.46112027508206666	False	0.5659340659340659	0.0016155088852988692	182	619	0.03726309537887573	False	False	BD_immune01	386	182	619
ALDH1A1	CRABP2+RARA+RXRA	other	0.4983833704609424	False	0.6683937823834197	0.0016155088852988692	386	619	0.46112027508206666	False	0.5659340659340659	0.0016155088852988692	182	619	0.03726309537887573	False	False	BD_immune01	386	182	619
ALDH1A1	CRABP2+RARB	other	0.49793276272248477	False	0.6683937823834197	0.0016155088852988692	386	619	0.46066966734360904	False	0.5659340659340659	0.0016155088852988692	182	619	0.03726309537887573	False	False	BD_immune01	386	182	619
ALDH1A1	CRABP2+RARB+RXRB	other	0.49793276272248477	False	0.6683937823834197	0.0016155088852988692	386	619	0.46066966734360904	False	0.5659340659340659	0.0016155088852988692	182	619	0.03726309537887573	False	False	BD_immune01	386	182	619
ALDH1A1	CRABP2+RARG	other	0.4983833704609424	False	0.6683937823834197	0.0016155088852988692	386	619	0.46112027508206666	False	0.5659340659340659	0.0016155088852988692	182	619	0.03726309537887573	False	False	BD_immune01	386	182	619
ALDH1A1	CRABP2+RXRA	other	0.4983833704609424	False	0.6683937823834197	0.0016155088852988692	386	619	0.46112027508206666	False	0.5659340659340659	0.0016155088852988692	182	619	0.03726309537887573	False	False	BD_immune01	386	182	619
ALDH1A1	CRABP2+RXRB	other	0.4983833704609424	False	0.6683937823834197	0.0016155088852988692	386	619	0.46112027508206666	False	0.5659340659340659	0.0016155088852988692	182	619	0.03726309537887573	False	False	BD_immune01	386	182	619
ALDH1A1	RORB	other	0.5069338660687208	False	0.6683937823834197	0.011308562197092083	386	619	0.4696707706898451	False	0.5659340659340659	0.011308562197092083	182	619	0.03726309537887573	False	False	BD_immune01	386	182	619
ALDH1A2	CRABP2+RARA	other	0.008442179067060351	False	0.03367875647668394	0.0016155088852988692	386	619	0.0019864116329699755	False	0.0	0.0016155088852988692	182	619	0.006455767434090376	False	False	BD_immune01	386	182	619
ALDH1A2	CRABP2+RARA+RXRA	other	0.008442179067060351	False	0.03367875647668394	0.0016155088852988692	386	619	0.0019864116329699755	False	0.0	0.0016155088852988692	182	619	0.006455767434090376	False	False	BD_immune01	386	182	619
ALDH1A2	CRABP2+RARB	other	0.007991571328602731	False	0.03367875647668394	0.0016155088852988692	386	619	0.0015358038945123553	False	0.0	0.0016155088852988692	182	619	0.006455767434090376	False	False	BD_immune01	386	182	619
ALDH1A2	CRABP2+RARB+RXRB	other	0.007991571328602731	False	0.03367875647668394	0.0016155088852988692	386	619	0.0015358038945123553	False	0.0	0.0016155088852988692	182	619	0.006455767434090376	False	False	BD_immune01	386	182	619
ALDH1A2	CRABP2+RARG	other	0.008442179067060351	False	0.03367875647668394	0.0016155088852988692	386	619	0.0019864116329699755	False	0.0	0.0016155088852988692	182	619	0.006455767434090376	False	False	BD_immune01	386	182	619
ALDH1A2	CRABP2+RXRA	other	0.008442179067060351	False	0.03367875647668394	0.0016155088852988692	386	619	0.0019864116329699755	False	0.0	0.0016155088852988692	182	619	0.006455767434090376	False	False	BD_immune01	386	182	619
ALDH1A2	CRABP2+RXRB	other	0.008442179067060351	False	0.03367875647668394	0.0016155088852988692	386	619	0.0019864116329699755	False	0.0	0.0016155088852988692	182	619	0.006455767434090376	False	False	BD_immune01	386	182	619
ALDH1A2	RORB	other	0.01699267467483878	False	0.03367875647668394	0.011308562197092083	386	619	0.010536907240748405	False	0.0	0.011308562197092083	182	619	0.006455767434090376	False	False	BD_immune01	386	182	619
ALDH1A3	CRABP2+RARA	other	0.018175940262153745	False	0.05699481865284974	0.0016155088852988692	386	619	0.0050511404406279325	False	0.01098901098901099	0.0016155088852988692	182	619	0.013124799821525812	False	False	BD_immune01	386	182	619
ALDH1A3	CRABP2+RARA+RXRA	other	0.018175940262153745	False	0.05699481865284974	0.0016155088852988692	386	619	0.0050511404406279325	False	0.01098901098901099	0.0016155088852988692	182	619	0.013124799821525812	False	False	BD_immune01	386	182	619
ALDH1A3	CRABP2+RARB	other	0.017725332523696125	False	0.05699481865284974	0.0016155088852988692	386	619	0.004600532702170312	False	0.01098901098901099	0.0016155088852988692	182	619	0.013124799821525812	False	False	BD_immune01	386	182	619
ALDH1A3	CRABP2+RARB+RXRB	other	0.017725332523696125	False	0.05699481865284974	0.0016155088852988692	386	619	0.004600532702170312	False	0.01098901098901099	0.0016155088852988692	182	619	0.013124799821525812	False	False	BD_immune01	386	182	619
ALDH1A3	CRABP2+RARG	other	0.018175940262153745	False	0.05699481865284974	0.0016155088852988692	386	619	0.0050511404406279325	False	0.01098901098901099	0.0016155088852988692	182	619	0.013124799821525812	False	False	BD_immune01	386	182	619
ALDH1A3	CRABP2+RXRA	other	0.018175940262153745	False	0.05699481865284974	0.0016155088852988692	386	619	0.0050511404406279325	False	0.01098901098901099	0.0016155088852988692	182	619	0.013124799821525812	False	False	BD_immune01	386	182	619
ALDH1A3	CRABP2+RXRB	other	0.018175940262153745	False	0.05699481865284974	0.0016155088852988692	386	619	0.0050511404406279325	False	0.01098901098901099	0.0016155088852988692	182	619	0.013124799821525812	False	False	BD_immune01	386	182	619
ALDH1A3	RORB	other	0.026726435869932175	False	0.05699481865284974	0.011308562197092083	386	619	0.013601636048406363	False	0.01098901098901099	0.011308562197092083	182	619	0.013124799821525812	False	False	BD_immune01	386	182	619
ALOX5+ALOX5AP+LTC4S	CYSLTR1	other	0.04346626461483538	False	0.018134715025906734	0.046849757673667204	386	619	0.041572511312551796	False	0.01098901098901099	0.046849757673667204	182	619	0.001893753302283585	False	False	BD_immune01	386	182	619
ALOX5+ALOX5AP+LTC4S	CYSLTR2	other	0.014866647543385625	False	0.018134715025906734	0.014539579967689823	386	619	0.01297289424110204	False	0.01098901098901099	0.014539579967689823	182	619	0.001893753302283585	False	False	BD_immune01	386	182	619
ALOX5+ALOX5AP+LTC4S	FPR2	other	0.006471129832789302	False	0.018134715025906734	0.0032310177705977385	386	619	0.004577376530505717	False	0.01098901098901099	0.0032310177705977385	182	619	0.001893753302283585	False	False	BD_immune01	386	182	619
ALOX5+ALOX5AP+LTC4S	OXER1	other	0.003778280923143029	False	0.018134715025906734	0.0	386	619	0.0018845276208594441	False	0.01098901098901099	0.0	182	619	0.001893753302283585	False	False	BD_immune01	386	182	619
AMH	ACVR1+AMHR2	other	0.028022052720189095	False	0.11398963730569948	0.0	386	619	0.02151736058294773	False	0.08791208791208792	0.0	182	619	0.0065046921372413635	False	False	BD_immune01	386	182	619
AMH	AMHR2+BMPR1A	other	0.028022052720189095	False	0.11398963730569948	0.0	386	619	0.02151736058294773	False	0.08791208791208792	0.0	182	619	0.0065046921372413635	False	False	BD_immune01	386	182	619
AMH	AMHR2+BMPR1B	other	0.028022052720189095	False	0.11398963730569948	0.0	386	619	0.02151736058294773	False	0.08791208791208792	0.0	182	619	0.0065046921372413635	False	False	BD_immune01	386	182	619
ANXA1	FPR1	other	1.397715562954545	False	0.9222797927461139	0.024232633279483037	386	619	0.7474267426878214	False	0.7802197802197802	0.024232633279483037	182	619	0.6502888202667236	False	False	BD_immune01	386	182	619
ANXA1	FPR2	other	1.3819830720312893	False	0.9222797927461139	0.0032310177705977385	386	619	0.7316942517645657	False	0.7802197802197802	0.0032310177705977385	182	619	0.6502888202667236	False	False	BD_immune01	386	182	619
ANXA1	FPR3	other	1.382039635675028	False	0.9222797927461139	0.0032310177705977385	386	619	0.7317508154083043	False	0.7802197802197802	0.0032310177705977385	182	619	0.6502888202667236	False	False	BD_immune01	386	182	619
APLN	APLNR	other	0.00037172992597334087	False	0.0025906735751295338	0.0	386	619	0.0013118975330144167	False	0.005494505494505495	0.0	182	619	-0.0009401676070410758	False	False	BD_immune01	386	182	619
APLP2	PIGR	other	0.6153044700622559	False	0.7849740932642487	0.0	386	619	0.6421216130256653	False	0.7747252747252747	0.0	182	619	-0.026817142963409424	False	False	BD_immune01	386	182	619
APLP2	PLXNA4	other	0.6201097001321614	False	0.7849740932642487	0.006462035541195477	386	619	0.6469268430955708	False	0.7747252747252747	0.006462035541195477	182	619	-0.026817142963409424	False	False	BD_immune01	386	182	619
APOA1	ABCA1	other	0.012852790125180036	False	0.0025906735751295338	0.01615508885298869	386	619	0.013823625864461064	False	0.01098901098901099	0.01615508885298869	182	619	-0.0009708357392810285	False	False	BD_immune01	386	182	619
APOA1	AMN+CUBN	other	0.000643038481939584	False	0.0025906735751295338	0.0	386	619	0.0016138742212206125	False	0.01098901098901099	0.0	182	619	-0.0009708357392810285	False	False	BD_immune01	386	182	619
APOA1	TREM2+TYROBP	other	0.0030056185205467045	False	0.0025906735751295338	0.0032310177705977385	386	619	0.003976454259827733	False	0.01098901098901099	0.0032310177705977385	182	619	-0.0009708357392810285	False	False	BD_immune01	386	182	619
APOB	APOBR	other	0.047365251230075955	False	0.0025906735751295338	0.051696284329563816	386	619	0.04482126981019974	False	0.0	0.051696284329563816	182	619	0.002543981419876218	False	False	BD_immune01	386	182	619
APOB	TREM2+TYROBP	other	0.004906561458483338	False	0.0025906735751295338	0.0032310177705977385	386	619	0.0023625800386071205	False	0.0	0.0032310177705977385	182	619	0.002543981419876218	False	False	BD_immune01	386	182	619
APOE	TREM2+TYROBP	other	0.11476620379835367	False	0.3963730569948187	0.0032310177705977385	386	619	0.07583821658045053	False	0.23076923076923078	0.0032310177705977385	182	619	0.03892798721790314	False	False	BD_immune01	386	182	619
APP	CD74	other	1.6554465591907501	True	0.7435233160621761	0.8416801292407108	386	619	1.7152833938598633	True	0.7362637362637363	0.8416801292407108	182	619	-0.05983683466911316	True	True	BD_immune01	386	182	619
APP	FPR2	other	0.49218851374462247	False	0.7435233160621761	0.0032310177705977385	386	619	0.5520253484137356	False	0.7362637362637363	0.0032310177705977385	182	619	-0.05983683466911316	False	False	BD_immune01	386	182	619
APP	PLXNA4	other	0.4943008949048817	False	0.7435233160621761	0.006462035541195477	386	619	0.5541377295739949	False	0.7362637362637363	0.006462035541195477	182	619	-0.05983683466911316	False	False	BD_immune01	386	182	619
