ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both
IFNG	IFNGR1	IFN	0.0979616881813854	False	0.005431502715751358	0.10847121658453322	3314	36323	0.10467707365751266	False	0.024147298520977967	0.10847121658453322	3313	36323	-0.006715385476127267	False	False
IFNG	IFNGR1+IFNGR2	IFN	0.0220088844653219	False	0.005431502715751358	0.025383365911405997	3314	36323	0.028724269941449165	False	0.024147298520977967	0.025383365911405997	3313	36323	-0.006715385476127267	False	False
IFNG	IFNGR2	IFN	0.0220088844653219	False	0.005431502715751358	0.025383365911405997	3314	36323	0.028724269941449165	False	0.024147298520977967	0.025383365911405997	3313	36323	-0.006715385476127267	False	False
IFNL1	IFNLR1+IL10RB	IFN	0.0035205099266022444	False	0.0009052504526252263	0.003744184125760537	3314	36323	0.00423934671562165	False	0.0024147298520977964	0.003744184125760537	3313	36323	-0.0007188367890194058	False	False
CD93	IFNGR1	IFN_partial	0.10139081627130508	False	0.0171997585998793	0.10847121658453322	3314	36323	0.09868860989809036	False	0.00784787201931784	0.10847121658453322	3313	36323	0.0027022063732147217	False	False
IL10	IL10RA+IL10RB	IFN_partial	0.0037592474836856127	False	0.002715751357875679	0.003744184125760537	3314	36323	0.003442966495640576	False	0.0024147298520977964	0.003744184125760537	3313	36323	0.0003162809880450368	False	False
IL26	IL10RB+IL20RA	IFN_partial	0.0008853013132466003	False	0.0006035003017501509	0.0011562921564848719	3314	36323	0.001937933440785855	False	0.006338665861756716	0.0011562921564848719	3313	36323	-0.0010526321275392547	False	False
HLA-A	CD8A	MHC_I	1.817979633808136	True	0.963789981894991	0.4383448503702888	3314	36323	1.9733824133872986	True	0.9538182915786296	0.4383448503702888	3313	36323	-0.1554027795791626	True	True
HLA-A	CD8B	MHC_I	1.3796368688344955	True	0.963789981894991	0.19406436693004434	3314	36323	1.5350396484136581	True	0.9538182915786296	0.19406436693004434	3313	36323	-0.1554027795791626	True	True
HLA-B	CD8A	MHC_I	1.862392246723175	True	0.9336149668074833	0.4383448503702888	3314	36323	1.8292925953865051	True	0.8934500452761848	0.4383448503702888	3313	36323	0.03309965133666992	True	True
HLA-B	CD8B	MHC_I	1.4240494817495346	True	0.9336149668074833	0.19406436693004434	3314	36323	1.3909498304128647	True	0.8934500452761848	0.19406436693004434	3313	36323	0.03309965133666992	True	True
HLA-C	CD8A	MHC_I	2.0062703490257263	True	0.9616777308388654	0.4383448503702888	3314	36323	1.9850249886512756	True	0.9405372773920918	0.4383448503702888	3313	36323	0.021245360374450684	True	True
HLA-C	CD8B	MHC_I	1.5679275840520859	True	0.9616777308388654	0.19406436693004434	3314	36323	1.5466822236776352	True	0.9405372773920918	0.19406436693004434	3313	36323	0.021245360374450684	True	True
HLA-C	KIR2DL1	MHC_I	1.382186567177996	False	0.9616777308388654	0.002367645844230928	3314	36323	1.3609412068035454	False	0.9405372773920918	0.002367645844230928	3313	36323	0.021245360374450684	False	False
HLA-E	KLRC1	MHC_I	0.863765075802803	False	0.9004224502112251	0.04853673980673402	3314	36323	0.7686556726694107	False	0.8204044672502264	0.04853673980673402	3313	36323	0.09510940313339233	False	False
HLA-E	KLRC1+KLRD1	MHC_I	0.863765075802803	False	0.9004224502112251	0.04853673980673402	3314	36323	0.7686556726694107	False	0.8204044672502264	0.04853673980673402	3313	36323	0.09510940313339233	False	False
HLA-E	KLRC2	MHC_I	0.8487485907971859	False	0.9004224502112251	0.03534950306968037	3314	36323	0.7536391876637936	False	0.8204044672502264	0.03534950306968037	3313	36323	0.09510940313339233	False	False
HLA-E	KLRC2+KLRD1	MHC_I	0.8487485907971859	False	0.9004224502112251	0.03534950306968037	3314	36323	0.7536391876637936	False	0.8204044672502264	0.03534950306968037	3313	36323	0.09510940313339233	False	False
HLA-E	KLRD1	MHC_I	1.087421029806137	True	0.9004224502112251	0.23910469950169314	3314	36323	0.9923116266727448	True	0.8204044672502264	0.23910469950169314	3313	36323	0.09510940313339233	True	True
HLA-E	KLRK1	MHC_I	0.8234941591508687	False	0.9004224502112251	0.004872945516614817	3314	36323	0.7283847560174763	False	0.8204044672502264	0.004872945516614817	3313	36323	0.09510940313339233	False	False
HLA-F	LILRB1	MHC_I	0.31790688820183277	False	0.6086300543150271	0.027778542521267515	3314	36323	0.2932583410292864	False	0.5445215816480531	0.027778542521267515	3313	36323	0.024648547172546387	False	False
HLA-F	LILRB2	MHC_I	0.2979472205042839	False	0.6086300543150271	0.005698868485532583	3314	36323	0.2732986733317375	False	0.5445215816480531	0.005698868485532583	3313	36323	0.024648547172546387	False	False
HLA-G	LILRB1	MHC_I	0.03815417271107435	False	0.012975256487628244	0.027778542521267515	3314	36323	0.031677336897701025	False	0.007546030787805615	0.027778542521267515	3313	36323	0.006476835813373327	False	False
HLA-G	LILRB2	MHC_I	0.018194505013525486	False	0.012975256487628244	0.005698868485532583	3314	36323	0.011717669200152159	False	0.007546030787805615	0.005698868485532583	3313	36323	0.006476835813373327	False	False
B2M+CD1B	IL6ST	MHC_I_partial	0.24205969274044037	False	0.0	0.24304159898686784	3314	36323	0.24211356377054472	False	0.00030184123151222455	0.24304159898686784	3313	36323	-5.387103010434657e-05	False	False
CD1D	LILRB2	MHC_I_partial	0.004552423357381485	False	0.0006035003017501509	0.005698868485532583	3314	36323	0.004697070427937433	False	0.0024147298520977964	0.005698868485532583	3313	36323	-0.00014464707055594772	False	False
CEACAM5	CD8A	MHC_I_partial	0.8183794915676117	True	0.20820760410380204	0.4383448503702888	3314	36323	0.6943443268537521	False	0.08572290974947178	0.4383448503702888	3313	36323	0.12403516471385956	True	False
HLA-E	VSIR	MHC_I_partial	0.9306601583957672	True	0.9004224502112251	0.1271646064477053	3314	36323	0.8355507552623749	True	0.8204044672502264	0.1271646064477053	3313	36323	0.09510940313339233	True	True
HLA-F	VSIR	MHC_I_partial	0.4048851728439331	True	0.6086300543150271	0.1271646064477053	3314	36323	0.3802366256713867	True	0.5445215816480531	0.1271646064477053	3313	36323	0.024648547172546387	True	True
LCK	CD8A+CD8B	MHC_I_partial	0.19164173118770123	False	0.014785757392878697	0.19406436693004434	3314	36323	0.19475909369066358	False	0.02324177482644129	0.19406436693004434	3313	36323	-0.003117362502962351	False	False
MICA	HCST+KLRK1	MHC_I_partial	0.040521685499697924	False	0.13065781532890766	0.004872945516614817	3314	36323	0.04299352737143636	False	0.16691820102626018	0.004872945516614817	3313	36323	-0.002471841871738434	False	False
MICB	HCST+KLRK1	MHC_I_partial	0.03397909039631486	False	0.10410380205190102	0.004872945516614817	3314	36323	0.03035280155017972	False	0.09296709930576516	0.004872945516614817	3313	36323	0.0036262888461351395	False	False
ULBP1	HCST+KLRK1	MHC_I_partial	0.024644203949719667	False	0.0712130356065178	0.004872945516614817	3314	36323	0.02045297482982278	False	0.05674615152429822	0.004872945516614817	3313	36323	0.004191229119896889	False	False
ULBP2	HCST+KLRK1	MHC_I_partial	0.09519760357216	False	0.2567893783946892	0.004872945516614817	3314	36323	0.049723629374057055	False	0.15393902807123452	0.004872945516614817	3313	36323	0.04547397419810295	False	False
CCL19	CCR7	T_recruit	0.14116645152535057	False	0.0006035003017501509	0.13660765905899844	3314	36323	0.14143300519208424	False	0.0006036824630244491	0.13660765905899844	3313	36323	-0.000266553666733671	False	False
CCL21	CCR7	T_recruit	0.14241390826646239	False	0.0012070006035003018	0.13660765905899844	3314	36323	0.14151596438023262	False	0.001509206157561123	0.13660765905899844	3313	36323	0.0008979438862297684	False	False
CCL3	CCR1	T_recruit	0.08137443661689758	False	0.05069402534701267	0.07763675907826997	3314	36323	0.085298340767622	False	0.05976456383942046	0.07763675907826997	3313	36323	-0.003923904150724411	False	False
CCL3	CCR5	T_recruit	0.20593051612377167	False	0.05069402534701267	0.2071414806045756	3314	36323	0.20985442027449608	False	0.05976456383942046	0.2071414806045756	3313	36323	-0.003923904150724411	False	False
CCL4	CCR5	T_recruit	0.21238381788134575	False	0.06457453228726615	0.2071414806045756	3314	36323	0.2223995476961136	False	0.0959855116208874	0.2071414806045756	3313	36323	-0.010015729814767838	False	False
CCL5	CCR1	T_recruit	0.0854785367846489	False	0.04767652383826192	0.07763675907826997	3314	36323	0.10008040815591812	False	0.08089345004527619	0.07763675907826997	3313	36323	-0.014601871371269226	False	False
CCL5	CCR5	T_recruit	0.21003461629152298	False	0.04767652383826192	0.2071414806045756	3314	36323	0.2246364876627922	False	0.08089345004527619	0.2071414806045756	3313	36323	-0.014601871371269226	False	False
CX3CL1	CX3CR1	T_recruit	0.12032184936106205	False	0.07724803862401931	0.07378245188998706	3314	36323	0.1494876928627491	False	0.16299426501660128	0.07378245188998706	3313	36323	-0.02916584350168705	False	False
CXCL10	CXCR3	T_recruit	0.2024374958127737	False	0.022933011466505733	0.2054070423698483	3314	36323	0.21022497490048409	False	0.03833383640205252	0.2054070423698483	3313	36323	-0.0077874790877103806	False	False
CXCL11	CXCR3	T_recruit	0.19355008471757174	False	0.012070006035003017	0.2054070423698483	3314	36323	0.1906864228658378	False	0.009658919408391186	0.2054070423698483	3313	36323	0.002863661851733923	False	False
CXCL12	CXCR4	T_recruit	1.2948748188791797	False	0.004828002414001207	0.8209949618698896	3314	36323	1.3127522356808186	False	0.06157561122849381	0.8209949618698896	3313	36323	-0.0178774168016389	False	False
CXCL13	CXCR5	T_recruit	0.047647776547819376	False	0.012371756185878094	0.046774770806376126	3314	36323	0.052194954827427864	False	0.03229701177180803	0.046774770806376126	3313	36323	-0.004547178279608488	False	False
CXCL16	CXCR6	T_recruit	0.42503832280635834	True	0.5027157513578757	0.20518679624480357	3314	36323	0.3804905563592911	True	0.45034711741623906	0.20518679624480357	3313	36323	0.04454776644706726	True	True
CXCL9	CXCR3	T_recruit	0.19555376283824444	False	0.02172601086300543	0.2054070423698483	3314	36323	0.1988406926393509	False	0.033202535466344704	0.2054070423698483	3313	36323	-0.003286929801106453	False	False
CCL19	ACKR4	T_recruit_partial	0.0006308777010417543	False	0.0006035003017501509	0.0006882691407648047	3314	36323	0.0008974313677754253	False	0.0006036824630244491	0.0006882691407648047	3313	36323	-0.000266553666733671	False	False
CCL19	CCRL2	T_recruit_partial	0.026880419951339718	False	0.0006035003017501509	0.03320210335049418	3314	36323	0.02714697361807339	False	0.0006036824630244491	0.03320210335049418	3313	36323	-0.000266553666733671	False	False
CCL21	ACKR4	T_recruit_partial	0.001878334442153573	False	0.0012070006035003018	0.0006882691407648047	3314	36323	0.0009803905559238046	False	0.001509206157561123	0.0006882691407648047	3313	36323	0.0008979438862297684	False	False
CCL23	CCR1	T_recruit_partial	0.06666340232914081	False	0.00030175015087507544	0.07763675907826997	3314	36323	0.06709449921618216	False	0.0009055236945366737	0.07763675907826997	3313	36323	-0.00043109688704134896	False	False
CCL3	ACKR2	T_recruit_partial	0.015008564165327698	False	0.05069402534701267	0.0003303691875671062	3314	36323	0.01893246831605211	False	0.05976456383942046	0.0003303691875671062	3313	36323	-0.003923904150724411	False	False
CCL3	CCR3	T_recruit_partial	0.016080914065241814	False	0.05069402534701267	0.001624315172204939	3314	36323	0.020004818215966225	False	0.05976456383942046	0.001624315172204939	3313	36323	-0.003923904150724411	False	False
CCL4	ACKR2	T_recruit_partial	0.02146186592290178	False	0.06457453228726615	0.0003303691875671062	3314	36323	0.03147759573766962	False	0.0959855116208874	0.0003303691875671062	3313	36323	-0.010015729814767838	False	False
CCL5	ACKR1	T_recruit_partial	0.01916448478004895	False	0.04767652383826192	0.0003578999531976984	3314	36323	0.03376635615131818	False	0.08089345004527619	0.0003578999531976984	3313	36323	-0.014601871371269226	False	False
CCL5	ACKR2	T_recruit_partial	0.01911266433307901	False	0.04767652383826192	0.0003303691875671062	3314	36323	0.033714535704348236	False	0.08089345004527619	0.0003303691875671062	3313	36323	-0.014601871371269226	False	False
CCL5	CCR3	T_recruit_partial	0.020185014232993126	False	0.04767652383826192	0.001624315172204939	3314	36323	0.03478688560426235	False	0.08089345004527619	0.001624315172204939	3313	36323	-0.014601871371269226	False	False
CCL5	CCR4	T_recruit_partial	0.05642077699303627	False	0.04767652383826192	0.04294799438372381	3314	36323	0.0710226483643055	False	0.08089345004527619	0.04294799438372381	3313	36323	-0.014601871371269226	False	False
CCL5	GPR75	T_recruit_partial	0.019322641688631848	False	0.04767652383826192	0.0006056768438730281	3314	36323	0.033924513059901074	False	0.08089345004527619	0.0006056768438730281	3313	36323	-0.014601871371269226	False	False
CCL7	CCR1	T_recruit_partial	0.06698801982565783	False	0.0009052504526252263	0.07763675907826997	3314	36323	0.06798354058992118	False	0.0033202535466344703	0.07763675907826997	3313	36323	-0.0009955207642633468	False	False
CCL7	CCR5	T_recruit_partial	0.19154409933253191	False	0.0009052504526252263	0.2071414806045756	3314	36323	0.19253962009679526	False	0.0033202535466344703	0.2071414806045756	3313	36323	-0.0009955207642633468	False	False
CCL8	CCR1	T_recruit_partial	0.06923362123779953	False	0.009656004828002414	0.07763675907826997	3314	36323	0.06913646403700113	False	0.010262601871415635	0.07763675907826997	3313	36323	9.71572007983923e-05	False	False
CCL8	CCR5	T_recruit_partial	0.1937897007446736	False	0.009656004828002414	0.2071414806045756	3314	36323	0.19369254354387522	False	0.010262601871415635	0.2071414806045756	3313	36323	9.71572007983923e-05	False	False
CXCL10	DPP4	T_recruit_partial	0.06035389192402363	False	0.022933011466505733	0.05016105497893896	3314	36323	0.06814137101173401	False	0.03833383640205252	0.05016105497893896	3313	36323	-0.0077874790877103806	False	False
CXCL11	ACKR3	T_recruit_partial	0.016465369146317244	False	0.012070006035003017	0.008782314236158908	3314	36323	0.01360170729458332	False	0.009658919408391186	0.008782314236158908	3313	36323	0.002863661851733923	False	False
