ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
FGF2,FGF2,0.111458205,0.1635,CD44,CD44,1.1226177,0.5485,Malig_TACSTD2low,NK,0.61703795,0.0
MDK,MDK,0.87075657,0.647,SORL1,SORL1,0.35827944,0.182,Malig_TACSTD2low,T,0.614518,0.0
MDK,MDK,0.87075657,0.647,SORL1,SORL1,0.3248128,0.1705,Malig_TACSTD2low,NK,0.5977847,0.0
FAM3C,FAM3C,0.7767647,0.7235,PDCD1,PDCD1,0.4108375,0.217,Malig_TACSTD2high,T,0.5938011,0.0
CDH1,CDH1,0.6305264,0.6315,ITGB7,ITGAE_ITGB7,0.54792964,0.307,Malig_TACSTD2low,NK,0.58922803,0.0
CDH1,CDH1,0.8804388,0.775,ITGAE,ITGAE_ITGB7,0.2949211,0.1605,Malig_TACSTD2high,T,0.58768,0.0
FAM3C,FAM3C,0.7767647,0.7235,PDCD1,PDCD1,0.39330617,0.214,Malig_TACSTD2high,NK,0.58503544,0.0
GRN,GRN,0.98331934,0.795,TNFRSF1A,TNFRSF1A,0.17184252,0.106,Malig_TACSTD2high,NK,0.5775809,0.0
CDH1,CDH1,0.8804388,0.775,KLRG1,KLRG1,0.23959364,0.129,Malig_TACSTD2high,NK,0.5600162,0.0
GRN,GRN,0.88435197,0.7125,TNFRSF1A,TNFRSF1A,0.17184252,0.106,Malig_TACSTD2low,NK,0.5280973,0.0
NRG1,NRG1,0.06171409,0.1125,HLA-DPB1,HLA-DPB1,0.9816917,0.4605,Malig_TACSTD2low,T,0.5217029,0.0
TNFSF9,TNFSF9,0.105949506,0.144,HLA-DPA1,HLA-DPA1,0.9268684,0.4455,Malig_TACSTD2high,T,0.5164089,0.0
LGALS9,LGALS9,0.25813848,0.3165,HAVCR2,HAVCR2,0.76858455,0.3785,Malig_TACSTD2low,NK,0.5133615,0.0
FAM3C,FAM3C,0.5967387,0.6115,PDCD1,PDCD1,0.4108375,0.217,Malig_TACSTD2low,T,0.5037881,0.0
JAG1,JAG1,0.6562432,0.606,CD46,CD46,0.35125914,0.1915,Malig_TACSTD2high,T,0.50375116,0.0
TNFSF9,TNFSF9,0.06997565,0.1125,HLA-DPA1,HLA-DPA1,0.9268684,0.4455,Malig_TACSTD2low,T,0.49842203,0.0
JAG1,JAG1,0.6562432,0.606,CD46,CD46,0.3389592,0.195,Malig_TACSTD2high,NK,0.4976012,0.0
LGALS9,LGALS9,0.22267164,0.3045,HAVCR2,HAVCR2,0.76858455,0.3785,Malig_TACSTD2high,NK,0.4956281,0.0
FAM3C,FAM3C,0.5967387,0.6115,PDCD1,PDCD1,0.39330617,0.214,Malig_TACSTD2low,NK,0.49502242,0.0
LGALS9,LGALS9,0.25813848,0.3165,CD47,CD47,0.72380227,0.3985,Malig_TACSTD2low,NK,0.49097037,0.0
SPP1,SPP1,0.4386213,0.372,PTGER4,PTGER4,0.5392629,0.2895,Malig_TACSTD2high,NK,0.4889421,0.0
FAM3C,FAM3C,0.7767647,0.7235,ADGRG5,ADGRG5,0.18897893,0.114,Malig_TACSTD2high,NK,0.4828718,0.0
TNFSF10,TNFSF10,0.79768664,0.638,RIPK1,RIPK1,0.16795987,0.104,Malig_TACSTD2high,NK,0.48282325,0.0
LGALS9,LGALS9,0.22267164,0.3045,CD47,CD47,0.72380227,0.3985,Malig_TACSTD2high,NK,0.47323695,0.0
SPP1,SPP1,0.4386213,0.372,PTGER4,PTGER4,0.5016212,0.254,Malig_TACSTD2high,T,0.47012126,0.0
SPP1,SPP1,0.3966873,0.3245,PTGER4,PTGER4,0.5392629,0.2895,Malig_TACSTD2low,NK,0.46797508,0.0
SPP1,SPP1,0.4386213,0.372,ITGA4,ITGA4_ITGB1,0.4946129,0.271,Malig_TACSTD2high,T,0.4666171,0.0
CDH1,CDH1,0.6305264,0.6315,ITGAE,ITGAE_ITGB7,0.2949211,0.1605,Malig_TACSTD2low,T,0.46272376,0.0
SPP1,SPP1,0.4386213,0.372,ITGA4,ITGA4_ITGB1,0.46253,0.2595,Malig_TACSTD2high,NK,0.45057565,0.0
SPP1,SPP1,0.3966873,0.3245,PTGER4,PTGER4,0.5016212,0.254,Malig_TACSTD2low,T,0.44915426,0.0
JAG1,JAG1,0.54698616,0.52,CD46,CD46,0.35125914,0.1915,Malig_TACSTD2low,T,0.44912267,0.0
SPP1,SPP1,0.3966873,0.3245,ITGA4,ITGA4_ITGB1,0.4946129,0.271,Malig_TACSTD2low,T,0.4456501,0.0
JAG1,JAG1,0.54698616,0.52,CD46,CD46,0.3389592,0.195,Malig_TACSTD2low,NK,0.44297266,0.02
CXCL16,CXCL16,0.47032657,0.5055,CXCR6,CXCR6,0.41032916,0.2105,Malig_TACSTD2high,T,0.44032788,0.0
CDH1,CDH1,0.6305264,0.6315,KLRG1,KLRG1,0.23959364,0.129,Malig_TACSTD2low,NK,0.43506002,0.0
JAG1,JAG1,0.6562432,0.606,NOTCH1,NOTCH1,0.20792426,0.1275,Malig_TACSTD2high,NK,0.43208373,0.0
SPP1,SPP1,0.3966873,0.3245,ITGA4,ITGA4_ITGB1,0.46253,0.2595,Malig_TACSTD2low,NK,0.42960864,0.0
LGALS9,LGALS9,0.25813848,0.3165,CD47,CD47,0.60075736,0.322,Malig_TACSTD2low,T,0.42944792,0.0
CX3CL1,CX3CL1,0.11414378,0.1605,CX3CR1,CX3CR1,0.7129536,0.2755,Malig_TACSTD2low,NK,0.4135487,0.0
LGALS9,LGALS9,0.22267164,0.3045,CD47,CD47,0.60075736,0.322,Malig_TACSTD2high,T,0.4117145,0.02
CXCL16,CXCL16,0.47032657,0.5055,CXCR6,CXCR6,0.34678325,0.1935,Malig_TACSTD2high,NK,0.4085549,0.0
FAM3C,FAM3C,0.5967387,0.6115,ADGRG5,ADGRG5,0.18897893,0.114,Malig_TACSTD2low,NK,0.3928588,0.0
CXCL16,CXCL16,0.37506577,0.459,CXCR6,CXCR6,0.41032916,0.2105,Malig_TACSTD2low,T,0.39269745,0.0
PLXNB1,PLXNB1,0.096014336,0.179,SEMA4D,SEMA4D,0.6804552,0.371,Malig_TACSTD2low,NK,0.38823476,0.0
PLXNB1,PLXNB1,0.086539194,0.1465,SEMA4D,SEMA4D,0.6804552,0.371,Malig_TACSTD2high,NK,0.3834972,0.0
JAG1,JAG1,0.54698616,0.52,NOTCH1,NOTCH1,0.20792426,0.1275,Malig_TACSTD2low,NK,0.3774552,0.0
COL7A1,COL7A1,0.232547,0.3225,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2low,NK,0.3747028,0.0
TNFSF10,TNFSF10,0.56513363,0.5045,RIPK1,RIPK1,0.16795987,0.104,Malig_TACSTD2low,NK,0.36654675,0.0
COL4A5,COL4A5,0.21569407,0.305,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2low,NK,0.36627635,0.0
CXCL16,CXCL16,0.37506577,0.459,CXCR6,CXCR6,0.34678325,0.1935,Malig_TACSTD2low,NK,0.3609245,0.0
COL7A1,COL7A1,0.19108553,0.2705,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2high,NK,0.35397208,0.0
PLXNB1,PLXNB1,0.096014336,0.179,SEMA4D,SEMA4D,0.59297675,0.32,Malig_TACSTD2low,T,0.34449553,0.0
PLXNB1,PLXNB1,0.086539194,0.1465,SEMA4D,SEMA4D,0.59297675,0.32,Malig_TACSTD2high,T,0.33975798,0.0
COL4A5,COL4A5,0.14352396,0.209,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2high,NK,0.3301913,0.0
COL27A1,COL27A1,0.11969225,0.189,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2low,NK,0.31827545,0.0
COL4A2,COL4A2,0.111400716,0.14,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2low,NK,0.31412968,0.0
COL7A1,COL7A1,0.232547,0.3225,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2low,T,0.30853522,0.0
CCL20,CCL20,0.23141216,0.113,CXCR3,CXCR3,0.38501945,0.2085,Malig_TACSTD2high,T,0.3082158,0.0
COL6A1,COL6A1,0.096421584,0.1045,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2high,NK,0.30664012,0.0
COL6A1,COL6A1,0.09639077,0.1155,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2low,NK,0.3066247,0.0
COL1A1,COL1A1,0.09540457,0.1595,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2low,NK,0.3061316,0.0
VEGFB,VEGFB,0.38733792,0.5,ADRB2,ADRB2,0.22085312,0.1225,Malig_TACSTD2high,NK,0.3040955,0.0
COL4A2,COL4A2,0.08937308,0.109,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2high,NK,0.30311584,0.0
COL27A1,COL27A1,0.08395608,0.13,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2high,NK,0.30040735,0.0
COL1A1,COL1A1,0.08379647,0.1315,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2high,NK,0.30032754,0.0
COL4A5,COL4A5,0.21569407,0.305,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2low,T,0.30010876,0.0
CCL20,CCL20,0.2144294,0.118,CXCR3,CXCR3,0.38501945,0.2085,Malig_TACSTD2low,T,0.29972443,0.0
VEGFB,VEGFB,0.375715,0.495,ADRB2,ADRB2,0.22085312,0.1225,Malig_TACSTD2low,NK,0.29828405,0.0
COL4A1,COL4A1,0.070610516,0.1245,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_TACSTD2low,NK,0.29373458,0.0
CLEC2B,CLEC2B,0.19494991,0.197,KLRF1,KLRF1,0.38638088,0.1775,Malig_TACSTD2low,NK,0.2906654,0.0
LGALS9,LGALS9,0.25813848,0.3165,SLC1A5,SLC1A5,0.31892517,0.1835,Malig_TACSTD2low,NK,0.28853184,1.0
COL7A1,COL7A1,0.19108553,0.2705,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2high,T,0.28780448,0.0
CLEC2B,CLEC2B,0.16713642,0.1865,KLRF1,KLRF1,0.38638088,0.1775,Malig_TACSTD2high,NK,0.27675864,0.02
LGALS9,LGALS9,0.25813848,0.3165,HAVCR2,HAVCR2,0.29359555,0.1545,Malig_TACSTD2low,T,0.27586702,0.0
LGALS9,LGALS9,0.22267164,0.3045,SLC1A5,SLC1A5,0.31892517,0.1835,Malig_TACSTD2high,NK,0.27079841,1.0
CCL20,CCL20,0.23141216,0.113,CXCR3,CXCR3,0.3099877,0.1815,Malig_TACSTD2high,NK,0.27069992,0.0
COL4A5,COL4A5,0.14352396,0.209,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2high,T,0.26402372,0.0
CCL20,CCL20,0.2144294,0.118,CXCR3,CXCR3,0.3099877,0.1815,Malig_TACSTD2low,NK,0.26220855,0.0
LGALS9,LGALS9,0.22267164,0.3045,HAVCR2,HAVCR2,0.29359555,0.1545,Malig_TACSTD2high,T,0.2581336,0.1
CD274,CD274,0.10313428,0.152,PDCD1,PDCD1,0.4108375,0.217,Malig_TACSTD2low,T,0.2569859,0.0
TGFB1,TGFB1,0.08772321,0.1475,TGFBR3,TGFBR3,0.41668832,0.2075,Malig_TACSTD2low,NK,0.25220576,0.0
COL27A1,COL27A1,0.11969225,0.189,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2low,T,0.25210786,0.0
TGFB1,TGFB1,0.079935454,0.1385,TGFBR3,TGFBR3,0.41668832,0.2075,Malig_TACSTD2high,NK,0.24831189,0.0
CD274,CD274,0.10313428,0.152,PDCD1,PDCD1,0.39330617,0.214,Malig_TACSTD2low,NK,0.24822022,0.0
COL4A2,COL4A2,0.111400716,0.14,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2low,T,0.24796209,0.0
COL6A1,COL6A1,0.096421584,0.1045,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2high,T,0.24047253,0.0
COL6A1,COL6A1,0.09639077,0.1155,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2low,T,0.24045712,0.0
COL1A1,COL1A1,0.09540457,0.1595,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2low,T,0.23996401,0.0
CD274,CD274,0.06335975,0.102,PDCD1,PDCD1,0.4108375,0.217,Malig_TACSTD2high,T,0.23709863,0.0
COL4A2,COL4A2,0.08937308,0.109,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2high,T,0.23694827,0.0
COL27A1,COL27A1,0.08395608,0.13,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2high,T,0.23423976,0.0
COL1A1,COL1A1,0.08379647,0.1315,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2high,T,0.23415996,0.0
CD274,CD274,0.06335975,0.102,PDCD1,PDCD1,0.39330617,0.214,Malig_TACSTD2high,NK,0.22833297,0.0
COL4A1,COL4A1,0.070610516,0.1245,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_TACSTD2low,T,0.22756699,0.0
TNFSF9,TNFSF9,0.105949506,0.144,TNFRSF9,TNFRSF9,0.3465232,0.174,Malig_TACSTD2high,NK,0.22623634,0.0
LGALS9,LGALS9,0.25813848,0.3165,SLC1A5,SLC1A5,0.18858951,0.1075,Malig_TACSTD2low,T,0.223364,1.0
PVR,PVR,0.086769596,0.147,CD226,CD226,0.34719402,0.193,Malig_TACSTD2high,NK,0.2169818,0.0
PVR,PVR,0.074810855,0.14,CD226,CD226,0.34719402,0.193,Malig_TACSTD2low,NK,0.21100244,0.0
CLEC2D,CLEC2D,0.05832999,0.127,KLRB1,KLRB1,0.36269352,0.171,Malig_TACSTD2low,T,0.21051176,1.0
TNFSF9,TNFSF9,0.06997565,0.1125,TNFRSF9,TNFRSF9,0.3465232,0.174,Malig_TACSTD2low,NK,0.20824942,0.0
CLEC2D,CLEC2D,0.05832999,0.127,KLRB1,KLRB1,0.3581492,0.176,Malig_TACSTD2low,NK,0.2082396,1.0
LGALS9,LGALS9,0.22267164,0.3045,SLC1A5,SLC1A5,0.18858951,0.1075,Malig_TACSTD2high,T,0.20563057,1.0
CD177,CD177,0.19528049,0.1275,PECAM1,PECAM1,0.18581249,0.11,Malig_TACSTD2high,NK,0.19054648,0.0
JAG2,JAG2,0.16316278,0.245,NOTCH1,NOTCH1,0.20792426,0.1275,Malig_TACSTD2low,NK,0.18554352,0.0
PVR,PVR,0.086769596,0.147,CD226,CD226,0.23939943,0.135,Malig_TACSTD2high,T,0.1630845,0.0
PVR,PVR,0.074810855,0.14,CD226,CD226,0.23939943,0.135,Malig_TACSTD2low,T,0.15710515,0.0
TNFSF9,TNFSF9,0.105949506,0.144,TNFRSF9,TNFRSF9,0.19923176,0.1065,Malig_TACSTD2high,T,0.15259063,0.32
TNFSF9,TNFSF9,0.105949506,0.144,ADGRG5,ADGRG5,0.18897893,0.114,Malig_TACSTD2high,NK,0.14746422,0.0
JAG2,JAG2,0.08037354,0.1245,NOTCH1,NOTCH1,0.20792426,0.1275,Malig_TACSTD2high,NK,0.1441489,0.0
MIF,MIF,0.08261061,0.145,TNFRSF14,TNFRSF14,0.19494364,0.1125,Malig_TACSTD2low,T,0.13877712,0.0
TGFB1,TGFB1,0.08772321,0.1475,TGFBR1,TGFBR1_TGFBR2,0.18426353,0.104,Malig_TACSTD2low,NK,0.13599336,0.98
TNFSF9,TNFSF9,0.06997565,0.1125,TNFRSF9,TNFRSF9,0.19923176,0.1065,Malig_TACSTD2low,T,0.13460371,0.96
TGFB1,TGFB1,0.079935454,0.1385,TGFBR1,TGFBR1_TGFBR2,0.18426353,0.104,Malig_TACSTD2high,NK,0.1320995,1.0
MIF,MIF,0.06730329,0.1275,TNFRSF14,TNFRSF14,0.19494364,0.1125,Malig_TACSTD2high,T,0.13112347,0.0
TNFSF9,TNFSF9,0.06997565,0.1125,ADGRG5,ADGRG5,0.18897893,0.114,Malig_TACSTD2low,NK,0.12947729,0.0
