unit	n_cells_high_nhood	n_cells_low_nhood	frac_tnk_high_nhood	frac_tnk_low_nhood	graph	n_cells	n_malignant	n_tnk	malignant_cldn4	frac_tnk	cldn4_arm
P1006	586	552	0.0017064846416382253	0.06521739130434782	GSE205335	6090	1282	2998	1.338077425956726	0.4922824302134647	high
P1017	871	901	0.0	0.038845726970033294	GSE205335	6266	2186	2370	1.446833848953247	0.3782317267794446	high
P1018	514	333	0.0019455252918287938	0.015015015015015015	GSE205335	5029	1180	2546	1.4567127227783203	0.5062636707098827	high
P1027	955	346	0.0020942408376963353	0.05202312138728324	GSE205335	4600	1318	2619	2.1198792457580566	0.5693478260869566	high
P1037	274	2596	0.08394160583941605	0.13944530046224962	GSE205335	4983	3671	611	0.9543756246566772	0.12261689745133454	low
P1062	60	112	0.1	0.33035714285714285	GSE205335	3057	188	1934	0.9858523607254028	0.6326463853451095	high
P1063	55	137	0.41818181818181815	0.5693430656934306	GSE205335	4297	131	3144	0.7369170188903809	0.7316732604142425	low
P1076	261	745	0.007662835249042145	0.07114093959731543	GSE205335	6975	849	2089	0.9238031506538391	0.2994982078853047	low
P1079	158	311	0.0	0.0	GSE205335	1277	543	501	0.9667482972145081	0.3923257635082224	low
P1084	160	127	0.08125	0.4330708661417323	GSE205335	3534	196	2350	2.256213903427124	0.6649688737973967	high
P1089	519	165	0.0019267822736030828	0.04242424242424243	GSE205335	1609	1063	272	2.1514415740966797	0.16904909881914232	high
P1119	268	826	0.0	0.04963680387409201	GSE205335	2386	1222	621	0.5610693097114563	0.26026823134953897	low
P1016	2542	1812	0.0	0.04304635761589404	GSE205335	6924	5336	763	1.4550707340240479	0.11019641825534374	high
P1115	2598	716	0.03887605850654349	0.09078212290502793	GSE205335	4397	3769	271	1.622982144355774	0.06163293154423471	high
P1015	99	182	0.0	0.005494505494505495	GSE205335	1195	291	473	0.7684376239776611	0.39581589958158997	low
P1025	581	179	0.0	0.0893854748603352	GSE205335	1222	980	128	1.694045066833496	0.10474631751227496	high
P1056	688	1645	0.0	0.0182370820668693	GSE205335	5103	2386	1354	0.8104878067970276	0.26533411718596905	low
P1072	106	233	0.0	0.0	GSE205335	1273	406	586	0.9359386563301086	0.4603299293008641	low
P0031	147	212	0.1292517006802721	0.18396226415094338	GSE205335	6428	319	3824	0.9488405585289001	0.5948973242065961	low
P4001	38	126	0.7105263157894737	0.7301587301587301	GSE205335	2308	27	1801	0.7331695556640625	0.7803292894280762	low
P1030	198	183	0.005050505050505051	0.0273224043715847	GSE205335	861	603	140	1.6170852184295654	0.16260162601626016	high
P1090	58	419	0.0	0.002386634844868735	GSE205335	976	566	247	0.6880064606666565	0.2530737704918033	low
