graph	nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
GSE205335	37	31	0	31	0.0	1.0	0.35032764077186584	0.35032764077186584	Epithelial cells	1	31			False		
GSE205335	38	31	4	27	0.12903225806451613	0.8709677419354839	0.3722230792045593	0.3320668637752533	Epithelial cells	1	31			False		
GSE205335	39	31	0	31	0.0	1.0	1.4642634391784668	1.4642634391784668	Epithelial cells	1	31			False		
GSE205335	40	31	0	0	0.0	0.0	0.026918642222881317		Myeloid cells	4	31			False		
GSE205335	41	31	0	0	0.0	0.0	0.04748399183154106		Myeloid cells	1	31			False		
GSE205335	42	31	0	31	0.0	1.0	1.389406442642212	1.389406442642212	Epithelial cells	1	31			False		
GSE205335	43	31	0	31	0.0	1.0	1.8647189140319824	1.8647189140319824	Epithelial cells	1	31			False		
GSE205335	44	31	0	0	0.0	0.0	0.09404387325048447		Myeloid cells	2	31			False		
GSE205335	45	31	0	31	0.0	1.0	1.5446635484695435	1.5446635484695435	Epithelial cells	1	31			False		
GSE205335	46	31	0	31	0.0	1.0	1.6490064859390259	1.6490064859390259	Epithelial cells	1	31			False		
GSE205335	47	31	0	31	0.0	1.0	1.9224079847335815	1.9224079847335815	Epithelial cells	1	31			False		
GSE205335	48	31	0	31	0.0	1.0	1.4117251634597778	1.4117251634597778	Epithelial cells	1	31			False		
GSE205335	49	31	0	0	0.0	0.0	0.05399574339389801		Myeloid cells	2	31			False		
GSE205335	50	31	0	31	0.0	1.0	1.4056098461151123	1.4056098461151123	Epithelial cells	1	31			False		
GSE205335	51	31	0	0	0.0	0.0	0.07767365872859955		Myeloid cells	1	31			False		
GSE205335	52	31	1	29	0.03225806451612903	0.9354838709677419	0.40953052043914795	0.43777400255203247	Epithelial cells	1	31			False		
GSE205335	53	31	0	29	0.0	0.9354838709677419	0.8264489769935608	0.8307764530181885	Epithelial cells	1	31			False		
GSE205335	54	31	22	7	0.7096774193548387	0.22580645161290322	0.4503157138824463	0.8198352456092834	T/NK cells	4	31			False		
GSE205335	55	31	0	0	0.0	0.0	0.05188640579581261		Myeloid cells	1	31			False		
GSE205335	56	31	0	31	0.0	1.0	1.8489408493041992	1.8489408493041992	Epithelial cells	1	31			False		
GSE205335	57	31	0	0	0.0	0.0	0.07655734568834305		Myeloid cells	1	31			False		
GSE205335	58	31	0	31	0.0	1.0	0.7153565287590027	0.7153565287590027	Epithelial cells	1	31			False		
GSE205335	59	31	0	0	0.0	0.0	0.16031278669834137		Myeloid cells	1	31			False		
GSE205335	60	31	0	15	0.0	0.4838709677419355	2.6210546493530273	2.383796453475952	Epithelial cells	9	31	0.2833333333333333	0.46003032896572005	True	0.9501089752289928	0.9494130709426671
GSE205335	61	31	0	0	0.0	0.0	0.033159706741571426		Myeloid cells	5	31	0.3	0.623837664781073	True	0.9501089752289928	0.9494130709426671
GSE205335	62	31	0	31	0.0	1.0	1.680745005607605	1.680745005607605	Epithelial cells	1	31			False		
GSE205335	63	31	0	31	0.0	1.0	1.9303983449935913	1.9303983449935913	Epithelial cells	1	31			False		
GSE205335	64	31	0	31	0.0	1.0	1.6653631925582886	1.6653631925582886	Epithelial cells	1	31			False		
GSE205335	65	31	0	31	0.0	1.0	1.6077160835266113	1.6077160835266113	Epithelial cells	1	31			False		
GSE205335	66	31	0	31	0.0	1.0	1.8263850212097168	1.8263850212097168	Epithelial cells	1	31			False		
GSE205335	67	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	68	31	0	0	0.0	0.0	0.05275525897741318		Myeloid cells	1	31			False		
GSE205335	69	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	70	31	0	0	0.0	0.0	0.04006938263773918		Myeloid cells	2	31			False		
GSE205335	71	31	0	31	0.0	1.0	1.533957600593567	1.533957600593567	Epithelial cells	1	31			False		
GSE205335	72	31	0	31	0.0	1.0	1.557945728302002	1.557945728302002	Epithelial cells	1	31			False		
GSE205335	73	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	74	31	12	19	0.3870967741935484	0.6129032258064516	0.6500077247619629	0.6278578639030457	Epithelial cells	3	31			False		
GSE205335	75	31	0	0	0.0	0.0	0.08885873109102249		Myeloid cells	6	31	-0.3714285714285715	0.4684781341107872	True	0.9501089752289928	0.9494130709426671
GSE205335	76	31	5	26	0.16129032258064516	0.8387096774193549	0.6944847702980042	0.619290292263031	Epithelial cells	2	31			False		
GSE205335	77	31	0	0	0.0	0.0	0.04748399183154106		Myeloid cells	1	31			False		
GSE205335	78	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	79	31	0	31	0.0	1.0	1.7360880374908447	1.7360880374908447	Epithelial cells	1	31			False		
GSE205335	80	31	0	31	0.0	1.0	1.290459394454956	1.290459394454956	Epithelial cells	1	31			False		
GSE205335	81	31	0	31	0.0	1.0	1.1775065660476685	1.1775065660476685	Epithelial cells	1	31			False		
GSE205335	82	31	31	0	1.0	0.0	0.04615979269146919		T/NK cells	1	31			False		
GSE205335	83	31	0	31	0.0	1.0	0.550204873085022	0.550204873085022	Epithelial cells	1	31			False		
GSE205335	84	31	0	31	0.0	1.0	1.8190841674804688	1.8190841674804688	Epithelial cells	1	31			False		
GSE205335	85	31	0	31	0.0	1.0	0.38073065876960754	0.38073065876960754	Epithelial cells	1	31			False		
GSE205335	86	31	0	31	0.0	1.0	1.787725567817688	1.787725567817688	Epithelial cells	1	31			False		
GSE205335	87	31	0	0	0.0	0.0	0.07709930837154388		Myeloid cells	3	31			False		
GSE205335	88	31	0	31	0.0	1.0	2.055030107498169	2.055030107498169	Epithelial cells	1	31			False		
GSE205335	89	31	0	31	0.0	1.0	1.5466852188110352	1.5466852188110352	Epithelial cells	1	31			False		
GSE205335	90	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE205335	91	31	0	0	0.0	0.0	0.02123592607676983		Myeloid cells	3	31			False		
GSE205335	92	31	0	31	0.0	1.0	1.2724939584732056	1.2724939584732056	Epithelial cells	1	31			False		
GSE205335	93	31	0	31	0.0	1.0	1.1777616739273071	1.1777616739273071	Epithelial cells	1	31			False		
GSE205335	94	31	0	31	0.0	1.0	1.4477583169937134	1.4477583169937134	Epithelial cells	1	31			False		
GSE205335	95	31	0	31	0.0	1.0	1.7746957540512085	1.7746957540512085	Epithelial cells	1	31			False		
GSE205335	96	31	4	26	0.12903225806451613	0.8387096774193549	0.16495256125926971	0.1966741979122162	Epithelial cells	6	31	-0.48571428571428577	0.3287230320699708	True	0.9501089752289928	0.9494130709426671
GSE205335	97	31	0	31	0.0	1.0	1.4212764501571655	1.4212764501571655	Epithelial cells	1	31			False		
GSE205335	98	31	0	31	0.0	1.0	1.7276610136032104	1.7276610136032104	Epithelial cells	1	31			False		
GSE205335	99	31	0	31	0.0	1.0	1.8808215856552124	1.8808215856552124	Epithelial cells	1	31			False		
GSE205335	100	31	31	0	1.0	0.0	0.0		T/NK cells	4	31			False		
GSE205335	101	31	0	31	0.0	1.0	1.2001867294311523	1.2001867294311523	Epithelial cells	1	31			False		
GSE205335	102	31	0	0	0.0	0.0	0.03786329925060272		Myeloid cells	1	31			False		
GSE205335	103	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	104	31	0	0	0.0	0.0	0.07501011341810226		Myeloid cells	4	31			False		
GSE205335	105	31	0	0	0.0	0.0	0.07050644606351852		Myeloid cells	3	31			False		
GSE205335	106	31	0	31	0.0	1.0	1.973447322845459	1.973447322845459	Epithelial cells	1	31			False		
GSE205335	107	31	0	31	0.0	1.0	1.2647247314453125	1.2647247314453125	Epithelial cells	1	31			False		
GSE205335	108	31	0	31	0.0	1.0	1.8985270261764526	1.8985270261764526	Epithelial cells	1	31			False		
GSE205335	109	31	0	0	0.0	0.0	0.05399574339389801		Myeloid cells	2	31			False		
GSE205335	110	31	0	31	0.0	1.0	1.1061086654663086	1.1061086654663086	Epithelial cells	1	31			False		
GSE205335	111	31	0	31	0.0	1.0	1.5516023635864258	1.5516023635864258	Epithelial cells	1	31			False		
GSE205335	112	31	0	0	0.0	0.0	0.03786329925060272		Myeloid cells	2	31			False		
GSE205335	113	31	0	29	0.0	0.9354838709677419	0.8988555073738098	0.9081764221191406	Epithelial cells	1	31			False		
GSE205335	114	31	0	31	0.0	1.0	1.782680630683899	1.782680630683899	Epithelial cells	1	31			False		
GSE205335	115	31	0	0	0.0	0.0	0.04006938263773918		Myeloid cells	3	31			False		
GSE205335	116	31	1	28	0.03225806451612903	0.9032258064516129	1.0192550420761108	0.983745276927948	Epithelial cells	1	31			False		
GSE205335	117	31	0	31	0.0	1.0	1.477894902229309	1.477894902229309	Epithelial cells	1	31			False		
GSE205335	118	31	0	31	0.0	1.0	1.7540837526321411	1.7540837526321411	Epithelial cells	1	31			False		
GSE205335	119	31	0	0	0.0	0.0	0.04748399183154106		Myeloid cells	1	31			False		
GSE205335	120	31	0	31	0.0	1.0	1.5580370426177979	1.5580370426177979	Epithelial cells	1	31			False		
GSE205335	121	31	0	0	0.0	0.0	0.08881724625825882		Myeloid cells	2	31			False		
GSE205335	122	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	123	31	8	6	0.25806451612903225	0.1935483870967742	0.0	0.0	Epithelial cells	7	31	0.21428571428571433	0.6445115810207203	True	0.9501089752289928	0.9494130709426671
GSE205335	124	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	125	31	0	31	0.0	1.0	1.4203879833221436	1.4203879833221436	Epithelial cells	1	31			False		
GSE205335	126	31	0	31	0.0	1.0	1.5958284139633179	1.5958284139633179	Epithelial cells	1	31			False		
GSE205335	127	31	0	31	0.0	1.0	1.7316597700119019	1.7316597700119019	Epithelial cells	1	31			False		
GSE205335	128	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	129	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False		
GSE205335	130	31	31	0	1.0	0.0	0.10538196563720703		T/NK cells	1	31			False		
GSE205335	131	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	132	31	29	0	0.9354838709677419	0.0	0.08883284032344818		T/NK cells	1	31			False		
GSE205335	133	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	134	31	30	0	0.967741935483871	0.0	0.10011057555675507		T/NK cells	1	31			False		
GSE205335	135	31	0	0	0.0	0.0	0.025396864861249924		Myeloid cells	1	31			False		
GSE205335	136	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False		
GSE205335	137	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	138	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False		
GSE205335	139	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	140	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	141	31	29	2	0.9354838709677419	0.06451612903225806	0.0	0.0	T/NK cells	1	31			False		
GSE205335	142	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	143	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	144	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False		
GSE205335	145	31	6	7	0.1935483870967742	0.22580645161290322	0.0	0.0	Epithelial cells	6	31	0.7142857142857143	0.11078717201166179	True	0.9501089752289928	0.9494130709426671
GSE205335	146	31	0	31	0.0	1.0	1.5532370805740356	1.5532370805740356	Epithelial cells	1	31			False		
GSE205335	147	31	29	1	0.9354838709677419	0.03225806451612903	0.0770089253783226	0.0	T/NK cells	1	31			False		
GSE205335	148	31	0	31	0.0	1.0	1.5460456609725952	1.5460456609725952	Epithelial cells	1	31			False		
GSE205335	149	31	31	0	1.0	0.0	0.04704640433192253		T/NK cells	1	31			False		
GSE205335	150	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False		
GSE205335	151	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False		
GSE205335	152	31	0	31	0.0	1.0	1.4231407642364502	1.4231407642364502	Epithelial cells	1	31			False		
GSE205335	153	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	154	31	30	0	0.967741935483871	0.0	0.0435665138065815		T/NK cells	1	31			False		
GSE205335	155	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False		
GSE205335	156	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	157	31	0	29	0.0	0.9354838709677419	0.17710860073566437	0.18932297825813293	Epithelial cells	5	31	0.09999999999999999	0.8728885715695384	True	0.9501089752289928	0.9494130709426671
GSE205335	158	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	159	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False		
GSE205335	160	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	161	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	162	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	163	31	30	0	0.967741935483871	0.0	0.08883284032344818		T/NK cells	1	31			False		
GSE205335	164	31	31	0	1.0	0.0	0.0630846843123436		T/NK cells	1	31			False		
GSE205335	165	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False		
GSE205335	166	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	167	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False		
GSE205335	168	31	30	0	0.967741935483871	0.0	0.04704640433192253		T/NK cells	1	31			False		
GSE205335	169	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	170	31	29	1	0.9354838709677419	0.03225806451612903	0.09523358941078186	0.0	T/NK cells	1	31			False		
GSE205335	171	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	172	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	173	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	174	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE205335	175	31	0	0	0.0	0.0	0.021142156794667244		Myeloid cells	1	31			False		
GSE205335	176	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	177	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	178	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	179	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	180	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	181	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	182	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	183	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE205335	184	31	28	1	0.9032258064516129	0.03225806451612903	0.17562349140644073	0.0	T/NK cells	2	31			False		
GSE205335	185	31	0	0	0.0	0.0	0.021383346989750862		Myeloid cells	1	31			False		
GSE205335	186	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	187	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	188	31	0	0	0.0	0.0	0.04664214700460434		B/Plasma cells	1	31			False		
GSE205335	189	31	30	1	0.967741935483871	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False		
GSE205335	190	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	191	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	192	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False		
GSE205335	193	31	0	31	0.0	1.0	1.4669358730316162	1.4669358730316162	Epithelial cells	1	31			False		
GSE205335	194	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	195	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	196	31	31	0	1.0	0.0	0.04896372929215431		T/NK cells	1	31			False		
GSE205335	197	31	31	0	1.0	0.0	0.08995472639799118		T/NK cells	1	31			False		
GSE205335	198	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	199	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	200	31	16	2	0.5161290322580645	0.06451612903225806	0.03285042569041252	0.0	T/NK cells	2	31			False		
GSE205335	201	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	202	31	31	0	1.0	0.0	0.04079008847475052		T/NK cells	1	31			False		
GSE205335	203	31	31	0	1.0	0.0	0.09621264785528183		T/NK cells	1	31			False		
GSE205335	204	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False		
GSE205335	205	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	206	31	0	0	0.0	0.0	0.032215263694524765		B/Plasma cells	1	31			False		
GSE205335	207	31	0	30	0.0	0.967741935483871	0.6104504466056824	0.5380412340164185	Epithelial cells	1	31			False		
GSE205335	208	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	209	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	210	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	211	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	212	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	213	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	214	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False		
GSE205335	215	31	31	0	1.0	0.0	0.0379982516169548		T/NK cells	1	31			False		
GSE205335	216	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	217	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE205335	218	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	219	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	220	31	0	0	0.0	0.0	0.03096017986536026		Myeloid cells	1	31			False		
GSE205335	221	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	222	31	31	0	1.0	0.0	0.04704640433192253		T/NK cells	1	31			False		
GSE205335	223	31	30	1	0.967741935483871	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False		
GSE205335	224	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False		
GSE205335	225	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	226	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False		
GSE205335	227	31	0	0	0.0	0.0	0.04664214700460434		B/Plasma cells	1	31			False		
GSE205335	228	31	31	0	1.0	0.0	0.05415530130267143		T/NK cells	1	31			False		
GSE205335	229	31	0	0	0.0	0.0	0.029673408716917038		AMB cells	1	31			False		
GSE205335	230	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False		
GSE205335	231	31	0	29	0.0	0.9354838709677419	0.3275502622127533	0.35013994574546814	Epithelial cells	4	31			False		
GSE205335	232	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	233	31	0	31	0.0	1.0	1.5814368724822998	1.5814368724822998	Epithelial cells	1	31			False		
GSE205335	234	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	235	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False		
GSE205335	236	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	237	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	238	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	239	31	0	0	0.0	0.0	0.03623237460851669		B/Plasma cells	1	31			False		
GSE205335	240	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	241	31	31	0	1.0	0.0	0.0379982516169548		T/NK cells	1	31			False		
GSE205335	242	31	0	0	0.0	0.0	0.03096017986536026		Myeloid cells	1	31			False		
GSE205335	243	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	244	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	245	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	246	31	0	0	0.0	0.0	0.03096017986536026		Myeloid cells	1	31			False		
GSE205335	247	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	248	31	0	4	0.0	0.12903225806451613	0.05744345858693123	0.19059598445892334	Epithelial cells	2	31			False		
GSE205335	249	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	250	31	31	0	1.0	0.0	0.1020919606089592		T/NK cells	1	31			False		
GSE205335	251	31	0	0	0.0	0.0	0.029673408716917038		AMB cells	1	31			False		
GSE205335	252	31	31	0	1.0	0.0	0.04566604271531105		T/NK cells	1	31			False		
GSE205335	253	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	254	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False		
GSE205335	255	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	256	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	257	31	31	0	1.0	0.0	0.08888421207666397		T/NK cells	1	31			False		
GSE205335	258	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	259	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	260	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	261	31	4	27	0.12903225806451613	0.8709677419354839	0.0	0.0	Epithelial cells	2	31			False		
GSE205335	262	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	263	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	264	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	265	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	266	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False		
GSE205335	267	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	268	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	269	31	30	0	0.967741935483871	0.0	0.04896372929215431		T/NK cells	1	31			False		
GSE205335	270	31	31	0	1.0	0.0	0.03583090752363205		T/NK cells	1	31			False		
GSE205335	271	31	30	0	0.967741935483871	0.0	0.04896372929215431		T/NK cells	1	31			False		
GSE205335	272	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	273	31	0	0	0.0	0.0	0.056357044726610184		Myeloid cells	1	31			False		
GSE205335	274	31	29	1	0.9354838709677419	0.03225806451612903	0.04896372929215431	0.0	T/NK cells	1	31			False		
GSE205335	275	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	276	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	277	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	278	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
GSE205335	279	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE205335	280	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False		
GSE205335	281	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False		
