gene_x	gene_y	subset	role	n	rho	p	ci_low	ci_high
CD8A	CD274	all_tumors	panel_inventory_not_claim	72	0.420375003447071	0.00023648649592326691	0.21678512444549103	0.591007259585753
CD8A	IFNG	all_tumors	panel_inventory_not_claim	72	0.3617484957751393	0.0017945170057780692	0.14204965387276594	0.5623926639613133
CD274	IFNG	all_tumors	panel_inventory_not_claim	72	0.262328579289796	0.026006316015841937	0.032366259211083014	0.47895268507851213
CD8A	ImmuneScore_A1_7of8	all_tumors	panel_inventory_not_claim	72	0.7651529064052024	5.067355544780642e-15	0.6204698059241496	0.8612007248499054
CD274	ImmuneScore_A1_7of8	all_tumors	panel_inventory_not_claim	72	0.3576512574781205	0.002039843327123499	0.12389453837384645	0.5645105350820568
CD274	pdl1_ihc	all_tumors	panel_inventory_not_claim	71	0.07227714731144386	0.5491780648124897	-0.16391403838109647	0.2874862334223062
