accession	contrast	unit	metric	n_KL	n_sensitive	mean_KL	mean_sensitive	delta_KL_minus_sensitive	welch_p	mwu_p	rank_biserial	status	note
GSE6135	KL_minus_KP	tumor	cldn4	10	5	6.335658315600001	5.8952590655999995	0.44039925000000135	0.2390827245944768	0.594072594072594	0.19999999999999996	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	tumor	cldn4	10	5	6.335658315600001	5.6142367526	0.7214215630000007	0.10514937615445333	0.2544122544122544	0.3999999999999999	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	tumor	tnk_score	10	5	-0.30789067567613043	0.44381429217429974	-0.7517049678504302	0.013532590350450714	0.019314019314019312	-0.76	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	tumor	tnk_score	10	5	-0.30789067567613043	-0.16207248283271986	-0.14581819284341058	0.6845708083911354	1.0	0.0	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	tumor	ifn_score	10	5	0.4429989415565664	-0.2519255419477887	0.6949244835043551	0.019585529187339315	0.02797202797202797	0.72	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	tumor	ifn_score	10	5	0.4429989415565664	-0.39672891377388525	0.8397278553304517	0.00935429759368059	0.02797202797202797	0.72	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	tumor	mhc_score	10	5	-0.2905348523552851	0.10402601942206298	-0.39456087177734805	0.302842920365278	0.5134865134865134	-0.24	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	tumor	mhc_score	10	5	-0.2905348523552851	0.5513374391630872	-0.8418722915183723	0.009264866217579293	0.03996003996003995	-0.6799999999999999	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	tumor	ifn_mhc_score	10	5	0.07623204460064062	-0.07394976126286286	0.1501818058635035	0.48752972862373534	0.37096237096237095	0.32000000000000006	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	tumor	ifn_mhc_score	10	5	0.07623204460064062	0.07730426269460096	-0.0010722180939603393	0.9954159780418501	1.0	0.0	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	cldn4	7	5	6.119266131428572	5.8952590655999995	0.22400706582857222	0.6252609051170812	0.8762626262626263	0.08571428571428563	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	cldn4	7	5	6.119266131428572	5.6142367526	0.5050293788285716	0.3277855556751575	0.638888888888889	0.19999999999999996	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	tnk_score	7	5	-0.21406773988014138	0.44381429217429974	-0.6578820320544412	0.025790753925428705	0.030303030303030304	-0.7714285714285715	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	tnk_score	7	5	-0.21406773988014138	-0.16207248283271986	-0.05199525704742153	0.883825770583917	0.8762626262626263	0.08571428571428563	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	ifn_score	7	5	0.3376512048325712	-0.2519255419477887	0.5895767467803599	0.037903501294906744	0.030303030303030304	0.7714285714285714	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	ifn_score	7	5	0.3376512048325712	-0.39672891377388525	0.7343801186064565	0.017817024980817567	0.030303030303030304	0.7714285714285714	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	mhc_score	7	5	-0.17373144656902353	0.10402601942206298	-0.2777574659910865	0.4939748925947463	0.638888888888889	-0.19999999999999996	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	mhc_score	7	5	-0.17373144656902353	0.5513374391630872	-0.7250688857321107	0.047024293971202065	0.10606060606060606	-0.6	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_KP	mouse	ifn_mhc_score	7	5	0.08195987913177386	-0.07394976126286286	0.15590964039463673	0.4044699544224076	0.3434343434343435	0.37142857142857144	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
GSE6135	KL_minus_K	mouse	ifn_mhc_score	7	5	0.08195987913177386	0.07730426269460096	0.004655616437172896	0.9750392598304571	1.0	0.02857142857142847	ok	KL = Lkb1 L/L or L/- primary tumors; excluded L/+ het and metastasis. T/NK and IFN/MHC are mean z-scores of present genes across the 25 arrays.
