accession	unit	mouse_id	genotype	primary_arm	cohort	treatment	restorable	n_barcodes	n_cells	cldn4	cldn4_pctpos	stk11	ifn_score	mhc_score	ifn_mhc_score	tnk_score	tnk_fraction
GSE179502	mouse	CM0875	KT;Lkb1XTR	KL	NonRestored	Tamoxifen	False	3011	2522	0.26054232835502533	0.24940523394131642	0.005375975872853033	0.07420999593391364	0.6309399715324019	0.3525749837331577		
GSE179502	mouse	CM0879	KT;Lkb1XTR	Restored	Restored	Tamoxifen	True	4663	3322	0.13401608521486807	0.11438892233594221	0.2943805998987329	0.07370010780874148	0.7105050607167607	0.39210258426275113		
GSE179502	mouse	CM0884	KT;Lkb1XTR	Restored	Restored	Tamoxifen	True	952	836	0.21452883783955545	0.22488038277511962	0.3114934272219883	0.06274914716059787	0.864338165553434	0.463543656357016		
GSE179502	mouse	ZR1932	KT;Lkb1XTR	KL	NonRestored	Vehicle	False	1103	972	0.3403630274271542	0.30246913580246915	0.012654273476014175	0.07484831027805429	0.83494128707144	0.45489479867474714		
GSE179502	mouse	ZR1966	KT;Lkb1XTR	KL	NonRestored	Vehicle	True	3652	2889	0.2995715021221076	0.297680858428522	0.003856682208442951	0.06379151686567311	0.6569030979141193	0.3603473073898961		
GSE179502	mouse	ZR1969	KT;Lkb1XTR	Restored	Restored	Tamoxifen	True	2636	2102	0.07976149069184602	0.07754519505233111	0.3089964798859067	0.06445789255258248	0.8021733356616711	0.43331561410712677		
