contrast	n	rho	p	q
CLDN4 vs DPT	22	0.6182947487295314	0.0021621583150805016	0.0027799178336749305
CLDN4 vs AT2 score	22	-0.8328627893845286	1.5104375042937865e-06	4.53131251288136e-06
CLDN4 vs club score	22	-0.18690005646527386	0.40493287244281234	0.40493287244281234
CLDN4 vs basal score	22	0.6103896103896105	0.0025539020592147206	0.0028731398166165606
CLDN4 vs barrier/keratin (no CLDN4)	22	0.7752682100508189	2.2569555621554798e-05	5.0781500148498294e-05
CLDN4 vs malignant-like score	22	0.7210615471485038	0.0001528714095424258	0.00027516853717636644
CLDN4 vs TACSTD2 (comparator)	22	0.8633540372670809	2.3025547385902737e-07	2.0722992647312464e-06
SFTPC vs DPT (control)	22	-0.6736307171089779	0.0005887354485823171	0.0008831031728734756
AT2 score vs DPT (control)	22	-0.8498023715415021	5.58790857753614e-07	2.5145588598912633e-06
