Sample	Sample_Origin	n_high	n_low	AT2_high	AT2_low	barrier_high	barrier_low	malignant_high	malignant_low	dpt_high	dpt_low	club_high	club_low
LUNG_N01	nLung	20	140	1.534943524499734	3.4284664669207165	0.8992377875993649	0.6831255890783811	0.09765430291493733	0.06273273485047477	0.370208740234375	0.0848659798502922	2.133776760101318	1.7220118178498176
LUNG_N06	nLung	35	94	0.876696681408655	2.8239783188658403	0.8813643051754861	0.6246369790734975	0.08287766433897474	0.15629431668748248	0.6719106435775757	0.17383097112178802	1.1481133415585474	1.1404759658777968
LUNG_N08	nLung	51	165	0.8888362425994251	2.4678995476602905	1.0613617673029307	0.7493825940622223	0.20720491962495194	0.18452147889618922	0.5620352625846863	0.22211423516273499	2.024068293228648	1.3279783843743682
LUNG_N09	nLung	33	231	2.2115738242112024	3.8491528721641837	1.0112604756246917	0.70166687112608	0.2575946901783799	0.11393720363125656	0.28011342883110046	0.05060066282749176	1.7607321970992618	0.5850628272107496
LUNG_N18	nLung	156	137	0.6120376180156938	1.4229469638671317	1.205535421004662	0.9804849707659722	0.2064684766034285	0.22481392726410915	0.5844777226448059	0.2820960283279419	2.0608030625770235	1.6167881651226335
LUNG_N19	nLung	19	84	2.277665276276438	3.80099387407776	0.9537500770468462	0.5136684696116145	0.17607553904516654	0.044963258481214914	0.29324445128440857	0.04898974299430847	0.7989170504243751	0.7576506060976831
LUNG_N20	nLung	36	163	2.2174934045308166	2.8567029922164533	0.8117026603884168	0.5802796643021648	0.3227789771777612	0.1956624900027043	0.22404639422893524	0.13935653865337372	1.469188865136217	1.3943682300776306
LUNG_N28	nLung	17	127	2.4335232260180453	3.736460156797423	0.8874729322452171	0.5896124629367369	0.23964444328756893	0.06642538543761248	0.1593298614025116	0.05125544220209122	0.6310440687572255	1.370519389474173
LUNG_N30	nLung	133	118	0.7390294208525117	1.6930520574504373	1.0805827246834163	0.748380446627652	0.12830129347947009	0.10495423900205535	0.4811595678329468	0.26753973960876465	2.484358721209648	1.9406266045772422
LUNG_N31	nLung	147	244	1.398470598114591	2.458095869059608	1.0288550333709132	0.913306002958062	0.15682422939071308	0.15257183075602587	0.45687294006347656	0.1886015683412552	1.2132877262136024	1.028029128257694
LUNG_N34	nLung	178	295	1.7626425833179709	2.814197164251979	1.2150260936678126	0.8746869669795709	0.20733032562536244	0.16506264009381416	0.3347068428993225	0.14294607937335968	1.2561118437556293	1.5329673323590878
LUNG_T06	tLung	51	38	0.884471879578104	1.64768130162306	1.4299222649702057	0.8407235761222086	0.4921890243985294	0.29138277026644926	0.22727739810943604	0.1557457000017166	0.7430857788113986	0.9426526599808743
LUNG_T08	tLung	15	11	1.6879925828840998	1.6788535443219272	1.2015275087621475	0.9593867415731604	0.7057714064915974	0.6177422964211666	0.11210259795188904	0.11490711569786072	2.1161349289947085	2.6592956600767192
LUNG_T09	tLung	11	74	2.4057625053506912	3.469121501856559	1.4143753968405002	0.8401237772525968	0.25681123318094196	0.14282493024795978	0.09447794407606125	0.04509790614247322	0.7615984389276215	0.7242524763485333
LUNG_T18	tLung	542	143	0.12755180186927687	0.11026110560882897	1.6516372532541388	1.4147121220097678	1.2155772168074732	0.8984537480316519	0.4603392481803894	0.38152918219566345	0.3956892628309765	0.4571423716756291
LUNG_T19	tLung	66	114	1.5994864705235066	3.015672352317481	0.9310876494555762	0.6094029408972167	0.6150078225617456	0.31476285914231455	0.20448893308639526	0.10674065351486206	0.44315119027489364	0.5025076048328863
LUNG_T20	tLung	263	95	1.0756650108877093	1.3696590640435091	2.120519861087902	1.6287544157290663	0.6916242659620762	0.4429967590329941	0.4078005254268646	0.2797500491142273	0.2958886974853557	0.45707667689574394
LUNG_T25	tLung	73	75	2.0052429035510104	2.1479849969016183	1.2431913240042995	1.1087894001934264	0.6897811793029037	0.46817823992835156	0.1500915139913559	0.14699310064315796	0.6850596158743993	0.4994648342662387
LUNG_T28	tLung	649	195	0.6760680994844523	2.1406086701995286	1.6062281846839401	1.008342493013439	0.5479089232227652	0.3407057800608823	0.5760629773139954	0.2681697607040405	0.5891863060153688	1.2384315617318844
LUNG_T30	tLung	180	439	1.9140419975199081	2.491644533694741	1.0314577860412775	0.8278226331159213	0.08121806029920225	0.05371094820349164	0.30611753463745117	0.29126083850860596	1.7119353675180013	1.5897263163133564
LUNG_T31	tLung	51	121	1.247492579073688	1.961769277932887	1.7250367521850114	1.3482938973084297	0.4741017473678963	0.2734070917791572	0.4158283770084381	0.24790284037590027	0.5099425015885847	0.5282146207803536
LUNG_T34	tLung	932	555	1.6347617398073446	1.6635195363972997	1.3194882270129922	1.0525125168554776	0.6996751306618488	0.6306981414646	0.36391913890838623	0.3464888334274292	1.6298636430408142	1.3358740321329763
