Sample	Sample_Origin	n_cells	n_author_AT2	n_author_club	n_author_tumor_state	n_cldn4_low	n_cldn4_mid	n_cldn4_high	mean_CLDN4	mean_TACSTD2	mean_dpt	mean_AT2	mean_club	mean_basal	mean_barrier_keratin	mean_malignant_like	pct_CLDN4_pos	patient_id
LUNG_N01	nLung	199	145	17	0	140	39	20	0.8613929139010271	0.8440279999570032	0.14451146125793457	3.0958519345976203	1.8144947658082347	0.028923598178966562	0.7093558902516836	0.06839333177611258	0.7386934673366834	01
LUNG_N06	nLung	178	91	18	0	94	49	35	1.0707642204975814	1.0626884270250128	0.29974085092544556	2.2994657949813075	1.2128454886293143	0.010731825856177995	0.6987417630488507	0.13437382703863282	0.6685393258426966	06
LUNG_N08	nLung	299	137	26	0	165	83	51	0.9901027141207437	1.3060140054560825	0.30031073093414307	2.136456595420206	1.6059474250013082	0.023626645447617788	0.8078167385431038	0.1896306162361583	0.6789297658862876	08
LUNG_N09	nLung	384	330	12	0	231	120	33	0.9422875666447604	0.9986042738116035	0.07727369666099548	3.6552058512202676	0.7668692922840515	0.038956305904624365	0.7420399842861419	0.12889802693906757	0.7838541666666666	09
LUNG_N18	nLung	399	76	76	0	137	106	156	1.4548882380464023	1.580309668131042	0.43559426069259644	1.0604453933928644	1.8811988788240637	0.02712160111743406	1.1137186966170445	0.22085592120811157	0.7644110275689223	18
LUNG_N19	nLung	174	151	5	0	84	71	19	1.0937852910880386	0.7239453427750489	0.08467813581228256	3.5335685724670864	0.8679324165272072	0.011541545391082764	0.6117296862305353	0.09555048361363538	0.7988505747126436	19
LUNG_N20	nLung	305	191	34	0	163	106	36	0.9568159937858581	0.962481038492234	0.16213229298591614	2.7210176552579703	1.602583027374549	0.023680771691877333	0.6208814621948805	0.20094399452209472	0.6786885245901639	20
LUNG_N28	nLung	233	208	1	0	127	89	17	0.9816396226187121	0.779050844933342	0.05601683631539345	3.6485711629042807	1.2931135733410695	0.014660290830125112	0.6706613976513708	0.09900354239050412	0.7725321888412017	28
LUNG_N30	nLung	334	72	104	0	118	83	133	1.4649804826089723	1.7236147186534847	0.3735213577747345	1.181366440310271	2.4329390854178787	0.048758829023666725	0.9504077280100115	0.11697617637183139	0.7365269461077845	30
LUNG_N31	nLung	548	250	73	0	244	157	147	1.1684690686146708	1.374260120474509	0.28501683473587036	2.1164682263150416	1.145425696460725	0.028065382713710306	0.9628988344430778	0.16670093040034137	0.6788321167883211	31
LUNG_N34	nLung	650	369	73	0	295	177	178	1.1834716243010301	1.415915164213914	0.18581682443618774	2.6537782637125407	1.501853427199217	0.02503536558495118	0.9701616327808453	0.1630749636200758	0.6923076923076923	34
LUNG_T06	tLung	145	0	0	100	38	56	51	1.5804975090355708	1.669714777222995	0.18183153867721558	1.3421747903885513	0.939461488216773	0.0860216818492988	1.0988676445922634	0.4357455508804869	0.903448275862069	06
LUNG_T08	tLung	42	0	0	42	11	16	15	1.5308861633141835	1.7756109748567854	0.11359026283025742	1.7298725569650297	2.2762608092928693	0.056664274916762396	1.163533501445301	0.7359670002072577	0.8571428571428571	08
LUNG_T09	tLung	119	0	0	5	74	34	11	0.9208936232979558	0.9969280364633608	0.049556914716959	3.4231749031724044	0.7338590816456396	0.03401352724983912	0.9160245639853786	0.17089094985432984	0.7815126050420168	09
LUNG_T18	tLung	1028	0	0	1002	143	343	542	1.8020615624662504	1.6603958527865577	0.44891563057899475	0.1502478528591465	0.4655453664155244	0.11283951463967794	1.5996599848105555	1.1761196117447121	0.9173151750972762	18
LUNG_T19	tLung	316	0	0	222	114	136	66	1.251507072131845	1.001735983864416	0.15078286826610565	2.4216203453797327	0.42889366940229756	0.017232310781373255	0.7272523693300249	0.5281208432299176	0.810126582278481	19
LUNG_T20	tLung	526	0	0	434	95	168	263	1.7519009543915665	1.9562858763529773	0.3720551133155823	1.2238728369695946	0.3532912140790047	0.09078117887429298	1.978801614613153	0.6519960939024867	0.8935361216730038	20
LUNG_T25	tLung	226	0	0	223	75	78	73	1.3795573307877094	1.5738655952489482	0.13730089366436005	2.182234507284861	0.6229882724253477	0.030433714521669708	1.184065752192936	0.599369957163974	0.7964601769911505	25
LUNG_T28	tLung	1228	0	0	984	195	384	649	1.8509966683989627	1.7247362283425534	0.4739432632923126	1.1449583945563317	0.7974240264888696	0.07772189868668683	1.421131715845887	0.4913509865488602	0.9283387622149837	28
LUNG_T30	tLung	882	0	0	784	439	263	180	1.0363113711210066	1.448900653154942	0.3022368252277374	2.3497879753904365	1.6064736667741724	0.01749510238635567	0.9171072816080607	0.06139991856486349	0.6303854875283447	30
LUNG_T31	tLung	272	0	0	182	121	100	51	1.10025347495342	1.2906128623906303	0.38551583886146545	1.4785467909338572	0.5088851682330463	0.07000436177751158	1.5701818207242324	0.3730369649243121	0.6985294117647058	31
LUNG_T34	tLung	2486	0	0	2374	555	999	932	1.5813966180203138	1.617509141522411	0.35800400376319885	1.6710842108360464	1.511832025854157	0.04841877419834212	1.2055885189738085	0.6886839531132285	0.912711182622687	34
