gene	logFC	se	t	p	fdr	AveExpr	method	contrast	family
ZEB1	-1.47990195259525	0.806618450994158	-1.83469886012559	0.0758307716158479	0.385235408118104	1.72461797875061	limma-voom	stacked	TJ
ZNFX1	-0.707576855975609	0.228983042878385	-3.09008408256419	0.00408554801848891	0.0931123121297856	4.36232654551736	limma-voom	stacked	IFN
ACTB	-0.569297973333329	0.237088637647687	-2.40120310691271	0.0222042404990358	0.211512737816206	11.5407405312045	edgeR-QL	stacked	TJ
ACTG1	-0.301696737411287	0.229211926646434	-1.3162349002749	0.197268274673525	0.55152598246363	11.1272175407731	edgeR-QL	stacked	TJ
ACTN1	-0.0481539902845403	0.440632449892047	-0.109283803987513	0.913654903145914	0.976610347511013	5.91953768316621	edgeR-QL	stacked	TJ
ACTN4	-0.548247272090983	0.313674961966215	-1.74781968141286	0.0899021591563016	0.390654678044471	7.50092781928041	edgeR-QL	stacked	TJ
ACTR2	-0.277741314653487	0.171043201812829	-1.62380797196147	0.114040926857648	0.430495672190497	6.6979064742616	edgeR-QL	stacked	TJ
ACTR3	-0.486438015541498	0.209680957424838	-2.31989600541512	0.0267525146381447	0.229713669706267	6.80478402032753	edgeR-QL	stacked	TJ
ACTR3B	0.0556916891485053	0.301923887372644	0.184456054912174	0.854797502061291	0.957787789103791	2.72238734191678	edgeR-QL	stacked	TJ
ACTR3C	0.0173957240058557	0.372324536368659	0.0467219382733111	0.96301967588758	0.990225915676949	2.48304685468857	edgeR-QL	stacked	TJ
ADAR	-0.232812388151916	0.203301614083209	-1.1451575984863	0.260475241954118	0.621399848394944	6.54381321541047	edgeR-QL	stacked	IFN
AMOT	1.47618414341601	0.610090934485414	2.41961330676238	0.021340312356236	0.208282247289262	2.64879954845411	edgeR-QL	stacked	TJ
AMOTL1	0.909802476017402	0.629743528188427	1.44471905671602	0.15818825001517	0.499686355553101	3.33711848600769	edgeR-QL	stacked	TJ
AMOTL2	-0.529590393117966	0.465829991663319	-1.13687483115241	0.263971749100275	0.622860443484316	4.49930306637794	edgeR-QL	stacked	TJ
APC	0.130829240230396	0.282318916111386	0.46340940250273	0.646147698822922	0.876369725396339	3.9781932545241	edgeR-QL	stacked	TJ
APOL6	-0.307988605723948	0.415329308880367	-0.741552785076053	0.463727243608938	0.7738959264519	5.12514708498706	edgeR-QL	stacked	IFN
ARHGAP17	-0.049085664235376	0.247430805197954	-0.198381378568063	0.843977714847009	0.953269710994317	3.54538951853692	edgeR-QL	stacked	TJ
ARHGEF2	0.722265529553867	0.275931246068842	2.61755614793139	0.0133191083100677	0.164538893236733	4.91520094275084	edgeR-QL	stacked	TJ
ARID5B	-0.505973493697732	0.31876055190349	-1.58731527686313	0.122087085451813	0.443169841661963	5.74316575299711	edgeR-QL	stacked	IFN
ARL2	-0.559962366249668	0.228362254949334	-2.4520793349755	0.0197282894885683	0.198016605233163	6.35130589495964	edgeR-QL	stacked	TJ
ARL4A	0.0680530276806699	0.281022799411649	0.242161944949471	0.810170492819729	0.940837637886743	6.70957427045729	edgeR-QL	stacked	IFN
ARPC1A	-0.224397398350324	0.2422042216439	-0.926480128328411	0.360999796534961	0.701772747401461	7.73890943715132	edgeR-QL	stacked	TJ
ARPC1B	-0.72783767602849	0.372556720028119	-1.9536291708107	0.0593742075467863	0.33270555182647	8.68714087860654	edgeR-QL	stacked	TJ
ARPC2	-0.549155747008558	0.206818759559693	-2.65525113958561	0.0121581299919018	0.158755135676075	8.42455178506335	edgeR-QL	stacked	TJ
ARPC3	-0.169208694725567	0.228640241562274	-0.74006523772623	0.464553066010057	0.774273963235798	8.84133126417159	edgeR-QL	stacked	TJ
ARPC4	-0.336926495484143	0.205419403488988	-1.64018826732795	0.110574004182754	0.423403900204825	6.45121073939298	edgeR-QL	stacked	TJ
ARPC5	-0.172382275948716	0.177151089016168	-0.973080532025312	0.337673135872196	0.683247352421124	7.24504621965928	edgeR-QL	stacked	TJ
ARPC5L	0.0985380429235855	0.189105511381095	0.521074410808719	0.605834052035907	0.853846616082183	6.75907695570381	edgeR-QL	stacked	TJ
AUTS2	1.45284742073113	0.597816902385375	2.43025484046045	0.0208301882888699	0.204989899762865	5.28964538740146	edgeR-QL	stacked	IFN
B2M	-0.709817229133479	0.325470333302199	-2.18089686372249	0.0365071019082551	0.264708109223902	12.0036338339461	edgeR-QL	stacked	IFN|MHC-I/APM
BANK1	0.565989279125885	0.564909667802625	1.00191112205153	0.323836879224806	0.674631035992931	2.88390586622707	edgeR-QL	stacked	IFN
BATF2	-1.01855505499436	0.522571735247785	-1.9491200658057	0.0599222872135966	0.333927078608493	2.31923753468983	edgeR-QL	stacked	IFN
BPGM	-0.306591381573048	0.289173601372323	-1.06023295390059	0.296824945145497	0.654582484383984	4.37931565375289	edgeR-QL	stacked	IFN
BST2	-1.08998835444696	0.563989406032395	-1.93263976732278	0.0621073614477645	0.339891240676364	7.43022911864879	edgeR-QL	stacked	IFN
BTG1	-0.266524830575647	0.258360317990467	-1.03160126388094	0.309846096540282	0.666483471496528	8.64043100256265	edgeR-QL	stacked	IFN
C1R	-1.77366963166005	0.668187969333834	-2.65444712126193	0.0122377649693044	0.159128782063358	5.59428087677079	edgeR-QL	stacked	IFN
C1S	-2.64744714993938	0.949446461302564	-2.78841120362626	0.00881390221351213	0.133376358840771	5.50144265721406	edgeR-QL	stacked	IFN
CACNA1D	1.16285306228101	0.636970314826272	1.82560008718486	0.0771610971402845	0.366092252722083	2.36511702297346	edgeR-QL	stacked	TJ
CALR	-0.0615641189729285	0.180639393613998	-0.34081225441048	0.735429951824958	0.912403073117798	8.80567298552219	edgeR-QL	stacked	MHC-I/APM
CANX	0.19763545268353	0.216223146911922	0.914034669766583	0.367404640569086	0.706810473723393	7.71701284524613	edgeR-QL	stacked	MHC-I/APM
CASP1	-1.07620576187953	0.608302201885895	-1.76919590056228	0.0863228898596056	0.383017565711075	3.95651876801498	edgeR-QL	stacked	IFN
CASP3	0.166696434731959	0.271729442970623	0.613464749751028	0.543822776572948	0.821868011248631	4.4411418593039	edgeR-QL	stacked	IFN
CASP4	-0.247172403341026	0.478297262501777	-0.516775701471024	0.608840490915803	0.855351089496069	6.07200727428181	edgeR-QL	stacked	IFN
CASP7	-0.149801163075826	0.210316388136944	-0.712265764940228	0.481363219255335	0.7847655745929	3.89979974407116	edgeR-QL	stacked	IFN
CASP8	-0.113539725701074	0.270929261656302	-0.419075167469763	0.67790761784857	0.889580420861856	4.45317149993931	edgeR-QL	stacked	IFN
CCL2	-0.599425434036493	0.810992987475051	-0.739125298608002	0.465179520955638	0.774827758326678	5.75810899664008	edgeR-QL	stacked	IFN|chemokine
CCL3	-2.14576925140994	0.543664365641196	-3.94686388702197	0.000402805739120009	0.0271127222319693	5.97984994286936	edgeR-QL	stacked	chemokine
CCL4	-2.08433522934186	0.518411468448716	-4.02061944265812	0.000327312240272419	0.0244841604027092	6.58336658288146	edgeR-QL	stacked	chemokine
CCL5	-2.54289286451134	0.504070664504923	-5.04471504408783	1.71358582695617e-05	0.00559199978361759	5.37846412884405	edgeR-QL	stacked	IFN|chemokine
CCND1	1.00156550950756	0.546496483821673	1.83270256837441	0.0760982507279316	0.364583878634841	7.26672018162461	edgeR-QL	stacked	TJ
CCR7	-3.85943080706102	0.818251560970522	-4.71668004211734	4.4513434053281e-05	0.00786597538277762	3.48474493871045	edgeR-QL	stacked	chemokine
CCRL2	0.270205580604896	0.701495540525654	0.38518502969017	0.702626360638686	0.899187930547253	2.04378045014144	edgeR-QL	stacked	IFN
CD274	-1.75777069384397	0.527832132998218	-3.33016992326594	0.00216405241078723	0.0662972136802228	2.03877121310627	edgeR-QL	stacked	IFN
CD38	-1.98959118128416	1.0997256683444	-1.80917044909885	0.0797596635909462	0.371056100279417	3.61676162203528	edgeR-QL	stacked	IFN
CD40	-0.551409927930013	0.425513089017857	-1.29587066100068	0.204222700403964	0.558650147969996	4.73613936719506	edgeR-QL	stacked	IFN
CD47	0.573703788560989	0.3372601238918	1.7010721040506	0.0984577127153617	0.405025266915791	7.27319864755649	edgeR-QL	stacked	IFN
CD69	-3.36197580460347	0.717615989592218	-4.68492320873995	4.88073410030594e-05	0.00815216313493566	5.84292302909892	edgeR-QL	stacked	IFN
CD74	-0.6738221439876	0.630852026217025	-1.06811441666955	0.293403117155837	0.652074109135892	10.5660343106198	edgeR-QL	stacked	IFN
CD86	-2.8378838346315	0.562428392510389	-5.04576915465568	1.65801620493234e-05	0.00559199978361759	1.8327226558423	edgeR-QL	stacked	IFN
CDC42	0.1676922021726	0.15831052858122	1.05926121070695	0.297260505502472	0.65495073068154	7.91847383094906	edgeR-QL	stacked	TJ
CDH1	0.604359906198471	0.381042821262376	1.58606821195648	0.122472491739356	0.443688658136847	6.69756749388646	edgeR-QL	stacked	TJ
CDK4	0.191958819164682	0.285037786914159	0.673450426495528	0.505403982704901	0.80029557989532	6.68291821374002	edgeR-QL	stacked	TJ
CDKN1A	-0.117866668659351	0.319742520699177	-0.368629947626651	0.714785216890865	0.904647721564285	6.9527816494438	edgeR-QL	stacked	IFN
CFB	-1.53911976563383	0.703970686665539	-2.18634070251434	0.0361626906925592	0.26387294291704	3.91995119178248	edgeR-QL	stacked	IFN
CFH	-0.335216179734301	0.739034842011476	-0.453586435548725	0.653165586944948	0.879382935430204	5.11935188954045	edgeR-QL	stacked	IFN
CGN	0.100122782433604	0.405657073607001	0.24681631098735	0.806615564083734	0.939413412049881	4.78431088021259	edgeR-QL	stacked	TJ
CGNL1	1.41779747526235	0.549678308826422	2.57932221900731	0.0146619629254242	0.171944784142901	3.4728016694557	edgeR-QL	stacked	TJ
CIITA	-0.527680551773478	0.515106368603352	-1.02441084781036	0.313194529495089	0.668109278017617	2.60909423578622	edgeR-QL	stacked	IFN
CLDN1	-0.247451861491252	0.917380363947038	-0.269737473371011	0.789081575519229	0.932143773916143	5.97130496951871	edgeR-QL	stacked	TJ
CLDN10	-1.73840540368923	1.40497867809181	-1.23731799691812	0.22490712991166	0.583839181395118	5.53844120795871	edgeR-QL	stacked	TJ
CLDN12	0.309531944772217	0.271338705760088	1.14075853610763	0.262275392213363	0.622225866723411	4.32889867275545	edgeR-QL	stacked	TJ
CLDN15	0.501186782584031	0.312534018674983	1.60362313423946	0.118435734049799	0.438000274573612	3.28778736292782	edgeR-QL	stacked	TJ
CLDN23	0.250739473353841	0.404936233934815	0.619207303128629	0.540080012821624	0.819247940482423	3.31768658039266	edgeR-QL	stacked	TJ
CLDN3	1.79096611435383	0.38092034204483	4.70168147161607	4.5899606854569e-05	0.00792115413208745	7.65660786988316	edgeR-QL	stacked	TJ
CLDN4	0.974169903677219	0.449806888279202	2.16575141257627	0.037826889439744	0.268934847194635	8.96143460928549	edgeR-QL	stacked	other
CLDN5	0.137376947591496	1.03676871080541	0.132504912773433	0.895408638779648	0.969955858129122	4.41229033155366	edgeR-QL	stacked	TJ
CLDN7	-0.0443399655028008	0.378893675782979	-0.117024823418266	0.90756366878578	0.974713627543823	7.61536416624434	edgeR-QL	stacked	TJ
CLDN9	0.614960838436725	0.757766883575747	0.811543565396855	0.42300602055517	0.748267236394134	3.19433228508863	edgeR-QL	stacked	TJ
CMPK2	-0.561231113944213	0.44723447603744	-1.25489233056628	0.218442967180952	0.576759441064822	3.09963466514865	edgeR-QL	stacked	IFN
CMTR1	-0.135049424838574	0.245900988928022	-0.54920244699831	0.586606213162878	0.84156836770149	3.36005186098435	edgeR-QL	stacked	IFN
CNP	0.0777038175645493	0.181962776197237	0.427031391740929	0.672161516553428	0.887984188135405	4.97801251844303	edgeR-QL	stacked	IFN
CRB3	0.465132497946655	0.432392287724125	1.07571876546378	0.290039011606836	0.64808367714338	5.72798721088705	edgeR-QL	stacked	TJ
CSF1	-0.0483272061874319	0.515337405037934	-0.0937777962845033	0.925866159495307	0.980632101763557	3.61902014159982	edgeR-QL	stacked	IFN
CTTN	-0.199333785953657	0.261882761803905	-0.76115657472299	0.452030434452836	0.766801927432706	6.63691929489768	edgeR-QL	stacked	TJ
CX3CL1	0.684066330541602	0.831870511214824	0.822323091538158	0.41693472264491	0.745810704540312	4.21141323645288	edgeR-QL	stacked	chemokine
CXCL10	-4.22149949220489	1.07122962292579	-3.94079794085132	0.000409722758717648	0.0271508130274145	4.45981490001734	edgeR-QL	stacked	IFN|chemokine
CXCL13	-1.93314937639226	0.752024141931202	-2.57059483679331	0.0149706594365794	0.174010724985904	3.67750324235318	edgeR-QL	stacked	chemokine
CXCL16	0.0732807357433244	0.381190377002124	0.192241830236224	0.848757930888946	0.955451609318906	5.63171650219367	edgeR-QL	stacked	chemokine
CXCL8	0.142955103483463	0.575071137669115	0.248586816690002	0.805257419429315	0.938657257070505	7.72903447422505	edgeR-QL	stacked	chemokine
CXCR3	-2.7651889460049	0.790399358627013	-3.49847063490569	0.00138947209874568	0.0507240517964254	2.65059016253378	edgeR-QL	stacked	chemokine
CXCR4	-1.86202677002384	0.515445656278722	-3.6124599118107	0.00101859265675367	0.0426793823498195	6.61754689293389	edgeR-QL	stacked	chemokine
DDX58	-0.836192823967068	0.357664659778537	-2.33792408924279	0.0256768807785023	0.226984812967345	2.87813392861421	edgeR-QL	stacked	IFN
DDX60	-0.588302559694783	0.476044698770377	-1.2358136981976	0.225428436804255	0.584445870711096	3.42308609334742	edgeR-QL	stacked	IFN
DHX58	-0.316540850643139	0.399583793390304	-0.79217639924137	0.43398039225843	0.755567889611499	2.46938387718042	edgeR-QL	stacked	IFN
DLG1	-0.0127267098867683	0.234777165841292	-0.0542076135946349	0.957100343978028	0.989576404568769	5.16518580454049	edgeR-QL	stacked	TJ
DLG3	0.980339164895672	0.268311429544538	3.6537361325226	0.000898633267910896	0.0401976640550411	4.31688932191447	edgeR-QL	stacked	TJ
ECT2	0.156273258773719	0.305614907008085	0.511340432649722	0.612556186764393	0.85829417032282	4.2848712924298	edgeR-QL	stacked	TJ
EIF2AK2	-0.193390526418354	0.193102785731394	-1.00149009081288	0.323960375434473	0.674631035992931	5.70802072417106	edgeR-QL	stacked	IFN
EIF4E3	-0.152659157802717	0.423818346512995	-0.36019950306242	0.721019444484715	0.907215949189962	3.17092799689279	edgeR-QL	stacked	IFN
ELF1	-0.627931499115034	0.265474950298966	-2.36531355748587	0.0241174768380527	0.221101048937126	5.82549287093742	edgeR-QL	stacked	IFN
EPB41L4B	0.411289102663082	0.349568657489956	1.17656172500219	0.247883866352473	0.609856332210594	3.31302294652675	edgeR-QL	stacked	TJ
EPHA2	0.0214964647319935	0.538495750608742	0.0399194695737021	0.968403558241389	0.992069862979509	5.17613246243865	edgeR-QL	stacked	TJ
EPHB2	-0.272397221980171	0.619437062278112	-0.439749634899746	0.663052832414122	0.882970387752067	3.77554039994193	edgeR-QL	stacked	TJ
EPSTI1	-2.13448358582473	0.598935016574699	-3.56379828655171	0.00116342361269928	0.0457600777730396	4.44411504878623	edgeR-QL	stacked	IFN
ERAP1	-0.6871437586961	0.345600829815554	-1.9882584166908	0.0552270457959734	0.320811514716676	3.70023480548589	edgeR-QL	stacked	MHC-I/APM
ERAP2	-0.663821165835962	0.547485318216134	-1.21249126460393	0.234136417736754	0.59314883471104	4.04835093208528	edgeR-QL	stacked	MHC-I/APM
ERBB2	0.40053334145208	0.357823934437951	1.11935872059876	0.271229268675535	0.629324162314139	5.35975100676172	edgeR-QL	stacked	TJ
ESAM	1.8262172858075	0.723319973360099	2.52477099080235	0.0166920723356878	0.183012373232107	3.31459003292958	edgeR-QL	stacked	TJ
EXT1	-0.232438628005298	0.321848940654294	-0.722197896729963	0.475317841033365	0.7808610126273	4.21385301762073	edgeR-QL	stacked	TJ
EZR	-0.123587421824296	0.333170576626602	-0.370943386044577	0.713077559012459	0.903826839657614	8.31048733544672	edgeR-QL	stacked	TJ
F11R	0.40202453033018	0.240290684167897	1.6730758070058	0.103876148994782	0.412426533602533	6.40433591589987	edgeR-QL	stacked	TJ
FAS	-0.604024286775844	0.518898042752504	-1.16405196591567	0.252946756928231	0.615765253212152	3.97949138204774	edgeR-QL	stacked	IFN
FGL2	-1.30506080584412	0.485415298082269	-2.68854486251262	0.0112114569056215	0.151385707696836	2.42648174629013	edgeR-QL	stacked	IFN
FPR1	-1.99900710553763	0.711645416067207	-2.80899315924048	0.0083583588224417	0.130826019412107	1.69012034853086	edgeR-QL	stacked	IFN
FZD5	0.538320517403567	0.383374877305192	1.40416221633383	0.169750415921684	0.515765467563692	3.98660766810405	edgeR-QL	stacked	TJ
GBP2	-2.36139471644728	0.558353187018758	-4.22921328533215	0.000181132669486563	0.0174213568369657	5.10998463039801	edgeR-QL	stacked	IFN
GBP4	-2.6836455777818	0.590252441310258	-4.54660648556502	7.28256474423129e-05	0.00977085807494198	3.93432396867427	edgeR-QL	stacked	IFN
GCH1	0.421897607995755	0.371019869326224	1.13712941779082	0.26376722808615	0.622807022854853	3.68275832176517	edgeR-QL	stacked	IFN
GMPR	-0.108267260887604	0.652320646268084	-0.165972457727652	0.869215282729267	0.961126502432026	3.29043921140823	edgeR-QL	stacked	IFN
GRHL2	0.717538689174621	0.424437812812648	1.69056259247889	0.100488100991452	0.407626359323753	3.46043294350098	edgeR-QL	stacked	TJ
GZMA	-2.65830086661509	0.559657000141429	-4.7498751305591	4.04253268064002e-05	0.00746827287500663	3.98792201226461	edgeR-QL	stacked	IFN
HCLS1	-1.07167494111529	0.777014314270714	-1.37922161977304	0.177321417362373	0.52597556189047	4.76995619901239	edgeR-QL	stacked	TJ
HELZ2	-0.00205710911322982	0.241310433030787	-0.00852474170881525	0.993250237504405	0.998079787859833	4.32215886619086	edgeR-QL	stacked	IFN
HERC6	-0.438076161425381	0.437408766473527	-1.0015257923549	0.323943385071637	0.674631035992931	2.97831732650951	edgeR-QL	stacked	IFN
HIF1A	-0.378200915632015	0.257316745296289	-1.46978742171068	0.151197726619582	0.490911541112474	6.23597235873362	edgeR-QL	stacked	IFN
HLA-A	-0.682657367666466	0.404197355894653	-1.68892091378348	0.100783586991355	0.407862510437094	10.4740048359442	edgeR-QL	stacked	IFN|MHC-I/APM
HLA-B	-1.2674866182712	0.456589997597775	-2.77598419794507	0.00906444929339774	0.135883071437436	10.7967850491893	edgeR-QL	stacked	IFN|MHC-I/APM
HLA-C	-0.922675195912922	0.392067837598687	-2.353355994626	0.0247873995557282	0.22340976561277	10.1873181251555	edgeR-QL	stacked	IFN|MHC-I/APM
HLA-DMA	-0.444636491438712	0.527938698704514	-0.842212348762813	0.405874745135013	0.735448174681411	6.99669065775326	edgeR-QL	stacked	IFN
HLA-DQA1	-2.17499478407297	0.797466816803444	-2.72737967053123	0.0102447750008503	0.144298782931189	6.90484766532169	edgeR-QL	stacked	IFN
HLA-DRB1	-1.19340575066923	0.683011105365788	-1.74727137127602	0.0901126916823816	0.390982461259345	8.84821260660113	edgeR-QL	stacked	IFN
HLA-E	-0.832799426050295	0.314519572842809	-2.64784610548391	0.0123785223232652	0.159619798250746	8.36630169110352	edgeR-QL	stacked	MHC-I/APM
HLA-F	-1.25825773602407	0.555907661286161	-2.26342938522008	0.0304748826155096	0.243659176216989	6.26958718829567	edgeR-QL	stacked	MHC-I/APM
HLA-G	0.00842848651714141	1.25652190008081	0.00670779117864905	0.994689339961244	0.998268934027198	5.29758449040894	edgeR-QL	stacked	IFN|MHC-I/APM
HSPA4	-0.482515949793945	0.207957730108431	-2.3202597448162	0.0267304158801238	0.229713669706267	5.57747123080497	edgeR-QL	stacked	TJ
ICAM1	0.233516488568765	0.534770557734554	0.436666688529021	0.665264267048794	0.884390342703825	6.7230810732016	edgeR-QL	stacked	IFN
IDO1	-2.64230674089975	0.967113094977861	-2.732158994249	0.0101253470113792	0.143430776711095	3.6640668609342	edgeR-QL	stacked	IFN
IFI27	-0.851756277175544	0.879743618848639	-0.968186934155063	0.340159806243522	0.685661847830595	9.71189300847332	edgeR-QL	stacked	IFN
IFI30	-0.49758964328073	0.322579046565552	-1.54253553843155	0.132588565613484	0.463224177800921	4.87138762163352	edgeR-QL	stacked	IFN
IFI35	-1.11042816504237	0.299533474926133	-3.70719221054079	0.000775222942938299	0.0374616228260313	5.44814181159256	edgeR-QL	stacked	IFN
IFI44	-0.671044331001368	0.466436104819333	-1.43866292524951	0.159885786962021	0.501824858900224	4.34733700792254	edgeR-QL	stacked	IFN
IFI44L	-1.65770065956456	0.697696396994446	-2.37596276361129	0.0236112359638938	0.21926260480408	4.51307297860063	edgeR-QL	stacked	IFN
IFIH1	-0.715252299394595	0.294051073477883	-2.43240839400776	0.0206540739235497	0.203915079635499	3.88339319300881	edgeR-QL	stacked	IFN
IFIT1	-0.806067325629772	0.550512765165242	-1.4642118705237	0.152821288757151	0.492386087406323	3.39907390668421	edgeR-QL	stacked	IFN
IFIT2	-0.860692097310917	0.435100989133416	-1.97814327893196	0.0564087208740604	0.324004986448166	3.06533193853306	edgeR-QL	stacked	IFN
IFIT3	-0.7266173491451	0.479466528850456	-1.5154704352089	0.139399171742167	0.475437927573549	4.20690555904074	edgeR-QL	stacked	IFN
IFITM1	-2.09634831016665	0.774222006983479	-2.707683702165	0.0107509262266388	0.147993800443813	6.14358340716706	edgeR-QL	stacked	IFN
IFITM2	-0.719617464730554	0.494487840390435	-1.45527838290697	0.155262677960304	0.495977657075597	7.50070748063277	edgeR-QL	stacked	IFN
IFITM3	-0.840296689430589	0.387928063075783	-2.16611472438495	0.0377294744316562	0.268898249183748	9.21727640191138	edgeR-QL	stacked	IFN
IFNAR2	-0.182961848149019	0.288323373280994	-0.634571682715116	0.53013287223229	0.812865959648932	4.86313886899495	edgeR-QL	stacked	IFN
IKBKB	0.306096083476364	0.307334786068888	0.99596953339266	0.326594918503939	0.676242179828178	4.29870468819226	edgeR-QL	stacked	TJ
IL10RA	-2.45154092924113	0.53186725840596	-4.60930973000397	5.95557051792174e-05	0.00896497176852096	2.75767958891546	edgeR-QL	stacked	IFN
IL15	-0.875957219377444	0.470609410639767	-1.86132533598644	0.0717291214656199	0.357715129330225	2.76204916176582	edgeR-QL	stacked	IFN|chemokine
IL15RA	-1.48454031856707	0.499430460461357	-2.97246651154537	0.00554085596580562	0.106239784088392	3.39721814994826	edgeR-QL	stacked	IFN
IL18BP	-1.28845946645143	0.444257199128313	-2.90025568292319	0.00662469749118205	0.116726786864137	1.78144686681264	edgeR-QL	stacked	IFN
IL2RB	-2.44136523426609	0.780250860805805	-3.12894910714327	0.00370976367019366	0.0893767540858149	2.52337296502603	edgeR-QL	stacked	IFN
IL4R	-0.872786721307594	0.472379031242592	-1.84764069440536	0.0738492500114234	0.360721090622165	4.69551863016891	edgeR-QL	stacked	IFN
IL6	-2.95168113460249	0.758817181164521	-3.88984489000721	0.000472592515874143	0.0285952540742616	3.97650568054308	edgeR-QL	stacked	IFN
IL7	-0.640587661995967	0.616834596740693	-1.03850799773681	0.306713610856473	0.663251715024871	1.76540729056016	edgeR-QL	stacked	IFN|chemokine
ILDR1	0.652531250213016	0.374343391366749	1.74313548806241	0.0907289086581314	0.392150862555334	2.49390743111091	edgeR-QL	stacked	TJ
IRF1	-0.784726959641324	0.315473785296102	-2.4874553646503	0.0181582117725789	0.188910474524791	6.95715091432545	edgeR-QL	stacked	IFN|MHC-I/APM
IRF2	-0.0991957072482648	0.198911017501175	-0.498693880783547	0.621340855132599	0.863264476598881	4.65248441922964	edgeR-QL	stacked	IFN
IRF4	-2.35345641338606	0.911817807681527	-2.58105993714926	0.0146012034164528	0.171514906798468	2.51540482693929	edgeR-QL	stacked	IFN
IRF5	-0.36223896412325	0.599741762402241	-0.603991562422328	0.550032166860889	0.825115921571705	1.9934259247956	edgeR-QL	stacked	IFN
IRF7	0.0695437169740545	0.321682309901607	0.216187570262492	0.830189570728711	0.949043606027551	5.50751165559236	edgeR-QL	stacked	IFN
IRF8	-2.21192684818311	0.628053621674142	-3.52187579507461	0.00130399678074936	0.0487718795941012	3.01033874362956	edgeR-QL	stacked	IFN
IRF9	-0.663013112003565	0.326330901338089	-2.03172028540645	0.050403705313023	0.308365468580878	4.81954073921297	edgeR-QL	stacked	IFN
ISG15	-0.794756653533178	0.615668954872403	-1.29088310729894	0.205926178068884	0.560584480730946	8.29469050273704	edgeR-QL	stacked	IFN
ISG20	-0.507982211001131	0.509058820904763	-0.997885097243344	0.325767523630626	0.676041217787495	6.62506696478258	edgeR-QL	stacked	IFN
ISOC1	0.43763350421382	0.206979982338643	2.11437598587578	0.0422127657889463	0.283352873311017	4.42948357623673	edgeR-QL	stacked	IFN
ITGB1	-0.777385792676525	0.317734406702206	-2.44665285307022	0.0199798188651176	0.19886851544684	7.64938574005299	edgeR-QL	stacked	TJ
ITGB7	-1.91477674565507	0.663540123395329	-2.88569851037368	0.00690080291371371	0.118342461219285	2.28847003155997	edgeR-QL	stacked	IFN
JAK2	-1.07996944510887	0.30057797337594	-3.59297600213083	0.00106206344966554	0.0437491204113916	2.1543061827043	edgeR-QL	stacked	IFN
JUN	0.339974916315622	0.241352188703232	1.40862578517428	0.168405306909798	0.514548831843461	10.238770816864	edgeR-QL	stacked	TJ
KRT10	0.333346623732402	0.25088142276561	1.32870190250729	0.193165351143677	0.547227027531331	8.14935148364117	edgeR-QL	stacked	keratin
KRT15	0.213748930054139	0.916086676511646	0.233328281629497	0.816981910012088	0.942258102517023	6.829949223217	edgeR-QL	stacked	keratin
KRT16	-2.28468135617858	1.31447431793676	-1.73809508866228	0.0917399976518297	0.39386823639745	5.59024450406701	edgeR-QL	stacked	keratin
KRT17	-2.13708944707273	0.913037254577432	-2.34063773012396	0.0255975935899735	0.226984812967345	6.7572983747764	edgeR-QL	stacked	keratin
KRT18	0.0753368314418345	0.511833939587499	0.147189988031178	0.883898850646709	0.964989823294412	10.0923820496262	edgeR-QL	stacked	keratin
KRT19	-0.601124066565037	0.644847769169238	-0.932195310746705	0.358165733178728	0.700115606051666	10.4543125110275	edgeR-QL	stacked	keratin
KRT4	-1.22424243680784	1.11907579288347	-1.09397633707489	0.282073285967513	0.639878319915458	2.85721174607699	edgeR-QL	stacked	keratin
KRT6A	-6.17783036016949	2.42166876828959	-2.55106331677756	0.0156833391876805	0.177818867952969	6.83491116139865	edgeR-QL	stacked	keratin
KRT7	-0.487252328420717	0.633163181050161	-0.769552530853995	0.447168281443866	0.764318622628636	9.29612233923453	edgeR-QL	stacked	keratin
KRT8	-0.116702644994632	0.474430934332879	-0.245984476452265	0.807251848910623	0.939738571106285	9.75261861836167	edgeR-QL	stacked	keratin
LAMP3	1.05925028932797	0.616246113091253	1.71887540842163	0.0952285803617387	0.400022491058615	4.61525403953405	edgeR-QL	stacked	IFN
LAP3	-0.901055895435007	0.26363994110775	-3.41775184613148	0.00171064678743938	0.0579386563312453	5.71010254025469	edgeR-QL	stacked	IFN
LATS2	-1.05619049585663	0.526667086114179	-2.00542339497489	0.0533737163846484	0.315357071579325	3.428399422812	edgeR-QL	stacked	IFN
LCP2	-2.59101709826891	0.670417625575589	-3.86478069702356	0.000506880898245002	0.0297134557322178	3.38518389608605	edgeR-QL	stacked	IFN
LGALS3BP	0.538691724811697	0.4013869987948	1.34207566869173	0.188919623133551	0.541390841693379	8.12738601643204	edgeR-QL	stacked	IFN
LLGL1	-0.302292506866068	0.356148108643049	-0.848783131315296	0.402187035236672	0.733793141987494	2.18188311263955	edgeR-QL	stacked	TJ
LLGL2	0.754828274558583	0.31285187192802	2.41273376408708	0.0216238798806685	0.20939894169583	5.79520640082122	edgeR-QL	stacked	TJ
LPAR6	-0.680975350972586	0.63179113398876	-1.07784885595546	0.289090119573343	0.647122421141505	2.45490391658416	edgeR-QL	stacked	IFN
LSR	0.0191760832152765	0.338372909259781	0.0566714494290509	0.955153766553427	0.989391407364357	7.14145844030691	edgeR-QL	stacked	TJ
