gene	family	method	k	logFC	se	p_z	p_t	fdr_kge2	fdr_kge3	tau2	I2	max_weight_share	dominant_cohort
ARHGAP17	TJ	edgeR-QL	4	0.0239402979438568	0.221439431806608	0.913906712872277	0.920731883947132	0.9852863312682	0.983707057409858	0	0	0.428769532021429	GSE189357
ARHGEF18	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
ARHGEF2	TJ	edgeR-QL	4	0.490160319898427	0.398541651725042	0.218740246689757	0.306393417135477	0.909018311673697	0.858699677948844	0.410846931516134	0.650667228834948	0.278036539097383	GSE189357
ARID5B	IFN	edgeR-QL	4	-0.754635724374596	0.465947070500778	0.105323835251148	0.203762522294919	0.909018311673697	0.853828235683129	0.656149543148244	0.773164449328978	0.281048448839116	GSE189357
ARL2	TJ	edgeR-QL	4	-0.623802710445485	0.199140341086449	0.00173337497328061	0.0519655639938796	0.909018311673697	0.853828235683129	0.00470334324403349	0.0275703867349188	0.426283780306139	GSE131907
ARL4A	IFN	edgeR-QL	4	0.258583067001511	0.215783904576296	0.230783629386856	0.316818808044455	0.909018311673697	0.859166561344228	0	0	0.484935157055485	GSE189357
ARPC1A	TJ	edgeR-QL	4	-0.108137444834768	0.205197807158688	0.59819967853135	0.634683418163588	0.941133590877278	0.927804688429634	0	0	0.31968872304932	GSE189357
ARPC1B	TJ	edgeR-QL	4	-0.602340866599857	0.392660387863282	0.125029758278493	0.222579481334413	0.909018311673697	0.853828235683129	0.298539638499702	0.489844823434766	0.321945148125428	GSE123902
ARPC2	TJ	edgeR-QL	4	-0.588587194535317	0.194983439560814	0.00253901806022653	0.0568198606768152	0.909018311673697	0.853828235683129	0.00876284504933722	0.0558043828037395	0.373901456301337	GSE131907
ARPC3	TJ	edgeR-QL	4	-0.211084647382242	0.212026672710997	0.319465415225936	0.392843450964396	0.909018311673697	0.869323311656903	0	0	0.438852460601923	GSE131907
ARPC4	TJ	edgeR-QL	4	-0.230041045407377	0.201645925339787	0.25394619657352	0.336769384129947	0.909018311673697	0.860170407605519	0.0314279735665303	0.188863528829991	0.372487289467708	GSE131907
ARPC5	TJ	edgeR-QL	4	-0.172621140850208	0.173825979181753	0.320676471411599	0.393878228624405	0.909018311673697	0.869323311656903	0	0	0.358390568676111	GSE189357
ARPC5L	TJ	edgeR-QL	4	0.0195500707848389	0.175181015435624	0.911141162883586	0.918189012805737	0.983943759756756	0.982173092531026	0.000935244109322688	0.0074471424959477	0.347923906136927	GSE189357
AUTS2	IFN	edgeR-QL	4	0.807033566808288	0.273648000241294	0.00318632067613843	0.0600649282906287	0.909018311673697	0.853828235683129	0	0	0.775669618725126	GSE189357
B2M	IFN|MHC-I/APM	edgeR-QL	4	-0.872734591092541	0.410328141044216	0.0334268398853053	0.12337068372795	0.909018311673697	0.853828235683129	0.421026395086168	0.647668308951139	0.297914172888236	GSE123902
BANK1	IFN	edgeR-QL	4	0.279299232417794	0.545215137089874	0.608459652820039	0.643789510346576	0.943977440925016	0.930909547657693	0.561747226559411	0.488718251206943	0.395378034758121	GSE189357
BATF2	IFN	edgeR-QL	3	-1.28518662946334	0.538048224956922	0.0169123080587601	0.139509737909737	0.909018311673697	0.853828235683129	0	0	0.390903630889182	GSE131907
BPGM	IFN	edgeR-QL	4	-0.198799516563529	0.226146877825144	0.379361930559378	0.444083543719257	0.909018311673697	0.875731383750189	0.00658184683521405	0.0292341533978468	0.472646948493817	GSE189357
BST2	IFN	edgeR-QL	4	-0.888155895546125	0.322710889387919	0.0059201405905972	0.0706135891108735	0.909018311673697	0.853828235683129	0	0	0.65695486412014	GSE189357
BTG1	IFN	edgeR-QL	4	-0.307053490781874	0.236754518057658	0.194656067179074	0.285393167112926	0.909018311673697	0.854758130640836	0	0	0.348882856955418	GSE189357
C1R	IFN	edgeR-QL	4	-1.90736707562162	0.332099916357435	9.2819904020999e-09	0.0104832658810013	0.909018311673697	0.853828235683129	0	0	0.719562328677636	GSE189357
C1S	IFN	edgeR-QL	4	-2.42825727796368	0.413249711266577	4.20286198400265e-09	0.00983330014797798	0.909018311673697	0.853828235683129	0	0	0.787624472979904	GSE189357
CACNA1D	TJ	edgeR-QL	4	0.741795514013836	0.697603868646682	0.287624271926896	0.365628642838406	0.909018311673697	0.864288008723921	1.03314883224586	0.547545171860711	0.341371491628093	GSE189357
CALR	MHC-I/APM	edgeR-QL	4	0.0247547440754147	0.177735924913384	0.889230296383047	0.898054654495499	0.979123807049561	0.97726810313893	0	0	0.473000899929073	GSE131907
CANX	MHC-I/APM	edgeR-QL	4	0.284959859155903	0.272066566157958	0.294919642935778	0.371867052167451	0.909018311673697	0.864820668987309	0.124758947531844	0.421771808610589	0.275569193827051	GSE205335
CASP1	IFN	edgeR-QL	4	-0.688721609789396	0.559122239716984	0.218027255003015	0.305774834048875	0.909018311673697	0.858699677948844	0.70019333730457	0.587421644203514	0.343340238757975	GSE189357
CASP3	IFN	edgeR-QL	4	0.267168777502743	0.225475683974146	0.236052358307104	0.321367255673453	0.909018311673697	0.859166561344228	0.0167893187319759	0.0775074520007955	0.412010127772101	GSE131907
CASP4	IFN	edgeR-QL	4	-0.361237652342803	0.272736756473798	0.185339697876003	0.277200140803842	0.909018311673697	0.853918811757095	0	0	0.52791796694464	GSE189357
CASP7	IFN	edgeR-QL	4	0.00235842953149254	0.286760524898423	0.993437962571782	0.993954301277599	0.998806318988609	0.998870800447786	0.169437119435316	0.520697308168196	0.289199459175462	GSE189357
CASP8	IFN	edgeR-QL	4	-0.117929843323944	0.21120935201061	0.576601847466131	0.615565714598897	0.935987133329128	0.921262936335328	0	0	0.502588767065396	GSE189357
CCL19	chemokine	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CCL2	IFN|chemokine	edgeR-QL	4	-0.472609073519648	0.911877196012844	0.604261884300971	0.640061962892133	0.943221459319627	0.930190075879695	1.97073005189593	0.607551004057855	0.302785288204497	GSE189357
CCL21	chemokine	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CCL22	chemokine	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CCL3	chemokine	edgeR-QL	4	-1.98775656131961	0.48196175380444	3.7185825414077e-05	0.0258447807235984	0.909018311673697	0.853828235683129	0.0693394520936614	0.0741559615798176	0.308995554524765	GSE131907
CCL4	chemokine	edgeR-QL	4	-2.02949777138401	0.46405486096381	1.22325998759041e-05	0.022118912963789	0.909018311673697	0.853828235683129	0	0	0.336277892435776	GSE205335
CCL5	IFN|chemokine	edgeR-QL	4	-2.24426785090421	0.406757445381394	3.43934735707983e-08	0.0117257087229487	0.909018311673697	0.853828235683129	0	0	0.355087160598479	GSE131907
CCND1	TJ	edgeR-QL	4	1.02103732901576	0.248721364403605	4.04060906203238e-05	0.0261638591929647	0.909018311673697	0.853828235683129	0	0	0.57956351014766	GSE189357
CCR7	chemokine	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CCRL2	IFN	edgeR-QL	3	0.184616583210058	0.912464787375372	0.839660819196408	0.858375019144598	0.972935999236318	0.969876794323308	1.47231366551625	0.589306935278967	0.442849479259082	GSE189357
CD1A	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CD1C	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CD1D	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CD1E	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CD274	IFN	edgeR-QL	3	-1.66099097823626	0.857353517882851	0.0527029816057386	0.192303180950387	0.909018311673697	0.853828235683129	1.69543283375913	0.784651351892245	0.383166558407008	GSE189357
CD38	IFN	edgeR-QL	4	-1.65404828328785	1.23641590507295	0.180969267390075	0.273340399852429	0.909018311673697	0.853918811757095	4.49147865632878	0.77243938871457	0.320545539435539	GSE189357
CD40	IFN	edgeR-QL	4	-0.560429336117546	0.24738743689682	0.0234886805119863	0.10838498251824	0.909018311673697	0.853828235683129	0	0	0.665660704698818	GSE189357
CD47	IFN	edgeR-QL	4	0.382513104131551	0.247446760407764	0.122143210081926	0.219864319259262	0.909018311673697	0.853828235683129	0	0	0.462042199328562	GSE189357
CD69	IFN	edgeR-QL	4	-2.61079908875885	1.39733077603512	0.0617037189170941	0.158501559230411	0.909018311673697	0.853828235683129	6.84563979803235	0.900419800293029	0.276791365978004	GSE189357
CD74	IFN	edgeR-QL	4	-0.0537309509367816	0.512774762259206	0.9165466488184	0.923159548923679	0.985827324289001	0.984230663568384	0.391606620922087	0.375308296057305	0.407977373308723	GSE189357
CD86	IFN	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CDC42	TJ	edgeR-QL	4	0.231224914936076	0.168841691591219	0.170850031412446	0.26435835806764	0.909018311673697	0.853918811757095	0	0	0.37556830807512	GSE131907
CDH1	TJ	edgeR-QL	4	0.657948139423459	0.285105342842603	0.0210137706175175	0.104246724029472	0.909018311673697	0.853828235683129	0	0	0.511506041844688	GSE189357
CDH5	TJ	edgeR-QL	2	-2.01657929091846	0.78193823808312	0.00991012500635368	0.235489332416995	0.909018311673697	NA	0	0	0.6247037538721	GSE189357
CDK4	TJ	edgeR-QL	4	-0.0451677329295433	0.275934744049617	0.869975262457025	0.880381465294265	0.976012615183052	0.973843117385395	0.110118872429487	0.367575176335609	0.361465452996589	GSE189357
CDKN1A	IFN	edgeR-QL	4	-0.0740293281103913	0.249157833061148	0.766376266081011	0.78576122283062	0.962044674755944	0.95800531636497	0	0	0.378461363559706	GSE189357
CFB	IFN	edgeR-QL	4	-0.981734920873465	0.525917168420363	0.0619420743514676	0.158770123316238	0.909018311673697	0.853828235683129	0	0	0.332262321886393	GSE123902
CFH	IFN	edgeR-QL	4	-0.554632177664608	1.35283147008749	0.681821523579775	0.709340532863324	0.952629301285168	0.943661019637731	6.31918342588865	0.876387880720011	0.268670794758877	GSE123902
CFTR	TJ	edgeR-QL	2	-0.87663781804825	1.04287205455306	0.400572290339869	0.55499561015237	0.926033998640579	NA	1.03242873642426	0.401908975476204	0.695730223992568	GSE189357
CGN	TJ	edgeR-QL	4	0.113199417248245	0.424914174854246	0.789927031270219	0.807188346783332	0.966044713515312	0.96317142430664	0.346384084361943	0.487814410455857	0.318777166179899	GSE189357
CGNL1	TJ	edgeR-QL	4	1.02194437239704	0.502281332809456	0.0418905814943193	0.13474466794578	0.909018311673697	0.853828235683129	0.37776734608842	0.370028699141766	0.433352809151887	GSE189357
CIITA	IFN	edgeR-QL	3	-0.1430467197765	0.709812237738443	0.840286091128456	0.858923700731105	0.972935999236318	0.969876794323308	0.954426113797595	0.635343199888115	0.461422527516114	GSE189357
CLDN1	TJ	edgeR-QL	4	-0.0429074795485336	0.951263961490909	0.964023013963879	0.966857506879573	0.995372222591027	0.99428073567215	2.5183515867278	0.728691586607418	0.326091760764151	GSE123902
CLDN10	TJ	edgeR-QL	3	-2.35083617348963	1.82729487490738	0.198264550117963	0.327080105352606	0.909018311673697	0.860069092264624	7.04351551603851	0.707265364269048	0.380621038112412	GSE123902
CLDN11	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CLDN12	TJ	edgeR-QL	4	0.443405658589095	0.328428232045524	0.176989081647871	0.26981537872643	0.909018311673697	0.853918811757095	0.195318073433405	0.457384338901329	0.335357927440579	GSE131907
CLDN15	TJ	edgeR-QL	4	0.466155648675622	0.265913722480488	0.0795962666087771	0.177880341246192	0.909018311673697	0.853828235683129	0	0	0.375674944075411	GSE189357
CLDN16	TJ	edgeR-QL	2	-2.77379226384742	1.88310465086795	0.140754026611327	0.379691764953214	0.909018311673697	NA	5.17049846968085	0.724284645363762	0.540397024426186	GSE189357
CLDN18	TJ	edgeR-QL	2	0.0296526574210854	2.21848291246344	0.989335643312407	0.991491327768381	0.998604651811429	NA	8.82208039666402	0.892253354822556	0.533386160942523	GSE189357
CLDN2	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CLDN23	TJ	edgeR-QL	4	0.354137040034276	0.265957121193243	0.183005835455573	0.275140367469365	0.909018311673697	0.853918811757095	0	0	0.524653474200006	GSE189357
CLDN3	TJ	edgeR-QL	4	1.55739747953769	0.356281556105102	1.23534500693536e-05	0.0221479327074801	0.909018311673697	0.853828235683129	0.2005299542343	0.400507862268972	0.328269119832442	GSE189357
CLDN4	other	edgeR-QL	4	0.960995695698544	0.303751197861055	0.00155745511533071	0.0507239030174972	0.909018311673697	0.853828235683129	0	0	0.364186456336992	GSE205335
CLDN5	TJ	edgeR-QL	3	-1.50783827845048	1.24761369248195	0.226825068995379	0.350326521004727	0.909018311673697	0.860417615215719	2.82908277667151	0.607150722609393	0.430434254210907	GSE189357
CLDN6	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CLDN7	TJ	edgeR-QL	4	0.28258154050819	0.23526417617037	0.229702952599532	0.315884994527489	0.909018311673697	0.859166561344228	0	0	0.504121961261411	GSE189357
CLDN8	TJ	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CLDN9	TJ	edgeR-QL	3	1.30263877559103	0.430380084780955	0.00247225191226988	0.0940171890081382	0.909018311673697	0.853828235683129	0	0	0.697060822201147	GSE189357
CMPK2	IFN	edgeR-QL	3	-0.76205871420798	0.451757764699208	0.0916274604315657	0.233677731365706	0.909018311673697	0.853828235683129	0.253967150972627	0.416467558836844	0.422875918947453	GSE189357
CMTR1	IFN	edgeR-QL	4	-0.0110761547215073	0.264608973376561	0.966611439301878	0.969241518283387	0.995458782546351	0.994470145991625	0.0876910117499521	0.312807636970839	0.314731382198209	GSE205335
CNP	IFN	edgeR-QL	4	0.183346938352501	0.183220213765917	0.316975904653799	0.390716322141071	0.909018311673697	0.868900549046168	0.0149785743445957	0.108388400579069	0.313049509435398	GSE131907
CRB3	TJ	edgeR-QL	4	0.458400454452546	0.305583499925858	0.133593038605664	0.230564068115984	0.909018311673697	0.853828235683129	0.0530639636529658	0.132308613306784	0.4558597010855	GSE189357
CSF1	IFN	edgeR-QL	4	-0.550601075981609	0.409537950844378	0.178804668037922	0.2714245530516	0.909018311673697	0.853918811757095	0.126124327231134	0.182559731541344	0.380030439719509	GSE189357
CSF2RB	IFN	edgeR-QL	2	-2.75449212672646	1.61159159940703	0.0874185319638467	0.337010509553583	0.909018311673697	NA	4.73552144402581	0.908754778776261	0.528173934046547	GSE189357
CTTN	TJ	edgeR-QL	4	0.0178670180681779	0.211480748692565	0.932670576530404	0.93799270436883	0.989224152302814	0.988004281452585	0	0	0.343994817477249	GSE123902
CX3CL1	chemokine	edgeR-QL	4	1.26427622049633	0.505508951238018	0.0123844331262707	0.0876296204573775	0.909018311673697	0.853828235683129	0.267515918232835	0.257088007981586	0.409567640221875	GSE189357
CXCL10	IFN|chemokine	edgeR-QL	4	-3.3668638067247	1.02039102557673	0.000968289529378535	0.0457477891874756	0.909018311673697	0.853828235683129	1.64119185175416	0.395674298720483	0.317014156856836	GSE189357
CXCL13	chemokine	edgeR-QL	3	-1.72998318716593	1.44234113745298	0.230361877734636	0.353182969749122	0.909018311673697	0.861792916878918	5.01646136807086	0.811367277410248	0.373761569122759	GSE189357
CXCL16	chemokine	edgeR-QL	4	0.145624457624824	0.233436245337469	0.532739447296413	0.576955896559747	0.928148974405562	0.911141520712708	0	0	0.557638521253461	GSE189357
CXCL8	chemokine	edgeR-QL	4	0.105490476118232	0.398611664272245	0.79128315899373	0.808423847399553	0.966594252887909	0.963768037684173	0	0	0.432611135215946	GSE189357
CXCL9	IFN|chemokine	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
CXCR3	chemokine	edgeR-QL	2	-3.54303224533055	0.831675613274764	2.04323408288168e-05	0.146779903361051	0.909018311673697	NA	0	0	0.759259977843779	GSE189357
CXCR4	chemokine	edgeR-QL	4	-1.88263068308511	0.433045591675046	1.37748844048943e-05	0.0224736435416765	0.909018311673697	0.853828235683129	0.0499098032120715	0.0661510555630436	0.294683352266771	GSE123902
CXCR5	chemokine	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
DDX58	IFN	edgeR-QL	4	-0.698140425079191	0.432518257382463	0.106499366643039	0.204905340435494	0.909018311673697	0.853828235683129	0.401985080116269	0.551859938214021	0.336934764960883	GSE189357
DDX60	IFN	edgeR-QL	4	-0.494156481898586	0.454345466744762	0.276761667786413	0.356333251337149	0.909018311673697	0.86333261978937	0.394818097207722	0.486357065170996	0.419507118596081	GSE189357
DHX58	IFN	edgeR-QL	3	-0.23808788572929	0.36260353357523	0.511433882013605	0.578884746847039	0.928626251699703	0.911514984816889	0.0461073730035105	0.104505011240929	0.556874964112445	GSE189357
DLG1	TJ	edgeR-QL	4	-0.0670792587147087	0.301600819292314	0.823994158816178	0.838275689967978	0.968547806153363	0.965005979246563	0.188581256970141	0.523439202268313	0.272481206776324	GSE131907
DLG2	TJ	edgeR-QL	2	1.09632534227487	0.878634800249584	0.21211896790153	0.430110537048012	0.909018311673697	NA	0.979589662144582	0.598909096848989	0.618341069804584	GSE189357
DLG3	TJ	edgeR-QL	4	0.890818247686215	0.248282333688871	0.000333320876821922	0.0370775656863102	0.909018311673697	0.853828235683129	0	0	0.284361138923002	GSE205335
ECT2	TJ	edgeR-QL	4	0.113337320498421	0.269376997274359	0.673945917746704	0.702267768202847	0.950638120349106	0.940988190899208	0	0	0.342130628976587	GSE131907
EIF2AK2	IFN	edgeR-QL	4	-0.155924701033636	0.188064978657328	0.407047741837389	0.467854031208614	0.912430299791093	0.881721493047847	0	0	0.283589225654584	GSE123902
EIF4E3	IFN	edgeR-QL	4	0.130052112318491	0.510625588697366	0.798961207563376	0.815422195052947	0.967054622752246	0.964133660557325	0.6980794942985	0.707658010460676	0.313610850235556	GSE189357
ELF1	IFN	edgeR-QL	4	-0.538629795433491	0.245359735230358	0.0281445483529218	0.115682899243176	0.909018311673697	0.853828235683129	0.0943780455015229	0.399542111560021	0.320320152304368	GSE189357
EPB41L4B	TJ	edgeR-QL	4	0.541800898291043	0.396438686136415	0.171728734293565	0.265141002613712	0.909018311673697	0.853918811757095	0.314256769568189	0.504602806055661	0.335360810685656	GSE189357
EPHA2	TJ	edgeR-QL	4	0.327000883124747	0.302808655815405	0.280189925834108	0.359267904307047	0.909018311673697	0.863495382907191	0	0	0.669124071316384	GSE189357
EPHB2	TJ	edgeR-QL	4	-0.48109151762661	0.342457366130498	0.160074323413949	0.25471420141079	0.909018311673697	0.853828235683129	0	0	0.498280998382862	GSE123902
EPSTI1	IFN	edgeR-QL	4	-2.14395921924918	0.384159704459242	2.39268866639274e-08	0.0113581117323926	0.909018311673697	0.853828235683129	0	0	0.531001743897791	GSE189357
ERAP1	MHC-I/APM	edgeR-QL	4	-0.325177539004149	0.415538953897448	0.433894903756489	0.490982161092308	0.915130249619856	0.887929712441656	0.411140437163402	0.60773939176943	0.289296426442776	GSE189357
ERAP2	MHC-I/APM	edgeR-QL	4	-0.250357746751848	0.411885380527397	0.54329788535329	0.586223452218485	0.930553977168958	0.914232196771225	0.151897295822818	0.200378431593068	0.52778953448649	GSE189357
ERBB2	TJ	edgeR-QL	4	0.585473950446675	0.350550213306165	0.0948882724425403	0.193480973120906	0.909018311673697	0.853828235683129	0.258517620651612	0.550832548032702	0.345040885512623	GSE189357
ESAM	TJ	edgeR-QL	3	0.546328360490949	1.10081042748936	0.619685236473601	0.668864040651552	0.947331492411142	0.934486456041104	2.89255642868826	0.810038163237116	0.394908078965145	GSE189357
EXT1	TJ	edgeR-QL	4	-0.328574714640516	0.319902677190398	0.304369441807968	0.379944233328284	0.909018311673697	0.866242089020168	0.131233718540933	0.31889362835381	0.36357031736425	GSE189357
EZR	TJ	edgeR-QL	4	0.0236530106504265	0.385834194933483	0.951117453744704	0.954973025674826	0.993411381961499	0.992226175906147	0.320515769130034	0.544268821452139	0.325996346728001	GSE189357
F11R	TJ	edgeR-QL	4	0.432208805732054	0.289026493937072	0.134811355962861	0.23169211019822	0.909018311673697	0.853828235683129	0.177712272706794	0.53922525057962	0.279287418869974	GSE189357
FAS	IFN	edgeR-QL	4	-0.483440621342521	0.550171614820723	0.379559203876867	0.444252669068187	0.909018311673697	0.875731383750189	0.686450097287225	0.580779567511054	0.353945762911874	GSE189357
FCGR1A	IFN	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
FGL2	IFN	edgeR-QL	3	-1.62403560159069	0.608268005398972	0.00758660935555208	0.116310500292188	0.909018311673697	0.853828235683129	0.461819921129124	0.415501865799998	0.3659099091152	GSE189357
FPR1	IFN	edgeR-QL	2	-1.39264264379156	0.724250081278112	0.0544957035166802	0.305298775505286	0.909018311673697	NA	0	0	0.612568646381974	GSE189357
FRMPD2	TJ	edgeR-QL	2	-1.59021195241837	0.828713614671513	0.054997999177966	0.305839497235891	0.909018311673697	NA	0	0	0.540488001980382	GSE205335
FZD5	TJ	edgeR-QL	4	0.71252960965178	0.630529788155898	0.258455542399865	0.340641605624374	0.909018311673697	0.860170407605519	1.29056954746711	0.845144934421169	0.273072617555326	GSE189357
GBP2	IFN	edgeR-QL	4	-1.94465866015936	0.644652043308714	0.00255625177189142	0.0569124119408998	0.909018311673697	0.853828235683129	1.04605215149028	0.657932789979949	0.33686618660394	GSE189357
GBP4	IFN	edgeR-QL	4	-2.19138782655355	0.468164155926081	2.85742589225994e-06	0.0184240026259072	0.909018311673697	0.853828235683129	0.262644477998631	0.28082708958625	0.496474765134528	GSE189357
GBP6	IFN	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
GCH1	IFN	edgeR-QL	4	0.626678976736554	0.282305516509816	0.0264282116857903	0.11305782878416	0.909018311673697	0.853828235683129	0	0	0.430867978834644	GSE189357
GMPR	IFN	edgeR-QL	4	-0.289171811157403	0.54206126982045	0.593710333788648	0.630703866882318	0.939455121475854	0.925894454465382	0.511938180273099	0.442373634210709	0.39751608885916	GSE189357
GPR18	IFN	edgeR-QL	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE123902
GRHL2	TJ	edgeR-QL	4	0.685840201443173	0.270257124486714	0.0111573331848333	0.0848476853952879	0.909018311673697	0.853828235683129	0	0	0.585423965661911	GSE189357
GZMA	IFN	edgeR-QL	4	-2.3437297441346	0.544645524444542	1.68333226959999e-05	0.023094188588575	0.909018311673697	0.853828235683129	0.422913635355614	0.356921510454757	0.30967670776039	GSE123902
HCLS1	TJ	edgeR-QL	4	-1.1180959082113	0.960188797440674	0.244239980955546	0.328422722448553	0.909018311673697	0.860170407605519	2.87485603951693	0.823825069296753	0.292484923123438	GSE189357
HELZ2	IFN	edgeR-QL	4	0.0472916221307882	0.222348873060757	0.831567924072974	0.845200407883838	0.971135539619576	0.968183191871573	0	0	0.352512101891627	GSE189357
HERC6	IFN	edgeR-QL	4	-0.250692422917014	0.313995909285494	0.42464193407025	0.483001487891833	0.91485643292099	0.886449789542658	0.0109837545457196	0.0254481396582138	0.461991034505128	GSE189357
HIF1A	IFN	edgeR-QL	4	-0.452912275182674	0.221554099791071	0.0409287192902017	0.133499585276776	0.909018311673697	0.853828235683129	0	0	0.358582162634128	GSE189357
HLA-A	IFN|MHC-I/APM	edgeR-QL	4	-0.515746045563105	0.293907907985116	0.079295591190857	0.177565947251493	0.909018311673697	0.853828235683129	0	0	0.370799130539422	GSE189357
HLA-B	IFN|MHC-I/APM	edgeR-QL	4	-1.12452227304748	0.308736583383799	0.000270175440889692	0.0356832988609199	0.909018311673697	0.853828235683129	0.00794250240859528	0.0191135876242367	0.412664375094864	GSE189357
HLA-C	IFN|MHC-I/APM	edgeR-QL	4	-1.15480007355109	0.298507326631767	0.000109470118089289	0.030556335626518	0.909018311673697	0.853828235683129	0	0	0.367108591762154	GSE123902
HLA-DMA	IFN	edgeR-QL	4	0.061234901208879	0.397658722441633	0.87761874158011	0.887394474007497	0.976701009298133	0.97476296906799	0.125488025597596	0.180626806895015	0.504885436606515	GSE189357
HLA-DQA1	IFN	edgeR-QL	4	-1.63954111402468	0.923829377081184	0.0759436588766989	0.174038062111106	0.909018311673697	0.853828235683129	2.23915363925491	0.688088696632189	0.309313218290471	GSE123902
HLA-DRB1	IFN	edgeR-QL	4	-0.541357987780681	0.545828103986684	0.321290025553969	0.394402478431332	0.909018311673697	0.869323311656903	0.326163751072123	0.266817548792288	0.423846341170835	GSE189357
HLA-E	MHC-I/APM	edgeR-QL	4	-0.75611271729034	0.253120849795997	0.00281581438826871	0.0582625697737964	0.909018311673697	0.853828235683129	0	0	0.343022773231062	GSE189357
HLA-F	MHC-I/APM	edgeR-QL	4	-1.04215105641878	0.320661464737445	0.00115403368322349	0.047489393672416	0.909018311673697	0.853828235683129	0	0	0.543266544758722	GSE189357
HLA-G	IFN|MHC-I/APM	edgeR-QL	3	-1.45501688804196	1.14790299154504	0.204961047023652	0.332563637670115	0.909018311673697	0.860170407605519	2.06923249481291	0.521098330237243	0.432099108497373	GSE189357
HSPA4	TJ	edgeR-QL	4	-0.330711364454781	0.219574343711749	0.132029294945281	0.229113409631368	0.909018311673697	0.853828235683129	0.0466968070724804	0.240331680124953	0.339502422135638	GSE189357
ICAM1	IFN	edgeR-QL	4	0.377266581755301	0.315666763815045	0.232031586573484	0.317896789068989	0.909018311673697	0.859166561344228	0	0	0.499255514623336	GSE189357
IDO1	IFN	edgeR-QL	3	-1.80478554419297	1.63849162647958	0.270682551060322	0.385521392400388	0.909018311673697	0.86839375010682	6.89986842220416	0.856802356638128	0.336359896860176	GSE131907
IFI27	IFN	edgeR-QL	4	-0.97073217131911	0.537568908966928	0.0709524238206675	0.168700797951669	0.909018311673697	0.853828235683129	0	0	0.541605555293279	GSE189357
IFI30	IFN	edgeR-QL	4	-0.535261371313982	0.292015968526463	0.0668045567264148	0.164180413677411	0.909018311673697	0.853828235683129	0	0	0.348119695829138	GSE123902
IFI35	IFN	edgeR-QL	4	-0.958493529019719	0.399206165789153	0.0163503896695099	0.0957884167844384	0.909018311673697	0.853828235683129	0.381806976454783	0.609117176911156	0.302593561398921	GSE189357
IFI44	IFN	edgeR-QL	4	-0.550149359486664	0.432746883866953	0.203623383724234	0.293239617801976	0.909018311673697	0.855246908601341	0.30731280124978	0.408460588220631	0.422687005509047	GSE189357
IFI44L	IFN	edgeR-QL	4	-1.06025703441802	0.619761284539317	0.0871271490283693	0.185653108855707	0.909018311673697	0.853828235683129	0.71866843084691	0.481362748213324	0.400471030176431	GSE189357
IFIH1	IFN	edgeR-QL	4	-0.694860817848509	0.23704964669922	0.00337559525428446	0.0609372101445536	0.909018311673697	0.853828235683129	0	0	0.44824515462666	GSE189357
IFIT1	IFN	edgeR-QL	4	-0.462015225852531	0.382820840864243	0.227481973622166	0.313964860482786	0.909018311673697	0.859166561344228	0	0	0.524888554064695	GSE189357
IFIT2	IFN	edgeR-QL	4	-0.615063529473632	0.410751419675829	0.134286452019077	0.231206330877501	0.909018311673697	0.853828235683129	0.193984039762073	0.284848360053665	0.367427060883772	GSE189357
IFIT3	IFN	edgeR-QL	4	-0.696557294021964	0.363791528741006	0.0555287904512393	0.151422026172033	0.909018311673697	0.853828235683129	0	0	0.4007467994218	GSE189357
IFITM1	IFN	edgeR-QL	4	-1.5479085666612	0.517351474362542	0.00277168625576981	0.0580385436558655	0.909018311673697	0.853828235683129	0	0	0.518767721365249	GSE189357
