quartile	cancer_subtype	in_de	n
Q1	ADC	FALSE	1
Q1	ADC	TRUE	4
Q4	ADC	TRUE	2
Q4	SCLC	TRUE	3
Q1	SQ	TRUE	1
Q4	SQ	TRUE	1
