	GSM9161914	GSM9161915	GSM9161916	GSM9161917	GSM9161918	GSM9161919	GSM9161920	GSM9161921	GSM9161922	GSM9161923	GSM9161924	GSM9161925	GSM9161926	GSM9161927	GSM9161928	GSM9161929	GSM9161930	GSM9161931	GSM9161932	GSM9161933	GSM9161934	GSM9161935	GSM9161936	GSM9161937	GSM9161938	GSM9161939	GSM9161940	GSM9161941	GSM9161942	GSM9161943	GSM9161944	GSM9161945	GSM9161946	GSM9161947	GSM9161948	GSM9161949	GSM9161950	GSM9161951	GSM9161952	GSM9161953	GSM9161954	GSM9161955	GSM9161956	GSM9161957	GSM9161958	GSM9161959	GSM9161960	GSM9161961	GSM9161962	GSM9161963	GSM9161964	GSM9161965	GSM9161966	GSM9161967	GSM9161968	GSM9161969	GSM9161970	GSM9161971	GSM9161972	GSM9161973	GSM9161974	GSM9161975	GSM9161976	GSM9161977	GSM9161978	GSM9161979	GSM9161980	GSM9161981	GSM9161982	GSM9161983	GSM9161984	GSM9161985	GSM9161986	GSM9161987	GSM9161988	GSM9161989	GSM9161991	GSM9161992	GSM9161993	GSM9161994	GSM9161995	GSM9161996	GSM9161997	GSM9161998	GSM9161999	GSM9162000	GSM9162001	GSM9162002	GSM9162003	GSM9162004	GSM9162005	GSM9162006	GSM9162007	GSM9162008	GSM9162009	GSM9162010	GSM9162011	GSM9162012	GSM9162013	GSM9162014	GSM9162015	GSM9162016	GSM9162017	GSM9162018	GSM9162019	GSM9162020	GSM9162021	GSM9162022	GSM9162023	GSM9162024	GSM9162025	GSM9162026	GSM9162027	GSM9162028	GSM9162029	GSM9162030	GSM9162031	GSM9162032	GSM9162033	GSM9162034	GSM9162035	GSM9162036	GSM9162037	GSM9162038	GSM9162039	GSM9162040	GSM9162041	GSM9162042	GSM9162043	GSM9162044	GSM9162045	GSM9162046	GSM9162047	GSM9162048	GSM9162049	GSM9162050	GSM9162051	GSM9162052	GSM9162053	GSM9162054	GSM9162055	GSM9162056	GSM9162057	GSM9162058	GSM9162059	GSM9162060	GSM9162061	GSM9162062	GSM9162063	GSM9162064	GSM9162065	GSM9162066	GSM9162071	GSM9162072	GSM9162073	GSM9162074	GSM9162075	GSM9162076	GSM9162077	GSM9162078	GSM9162079	GSM9162080	GSM9162081	GSM9162082	GSM9162083	GSM9162084	GSM9162085	GSM9162086	GSM9162087	GSM9162088	GSM9162089	GSM9162090	GSM9162091
1569421_at	6.291363581	5.920456603	5.882514571	6.350560195	6.150265535	5.704763996	6.284930374	6.553479255	5.695246343	6.229580286	6.159455241	5.976806961	5.988979817	5.923956157	6.314586075	5.640483114	6.131437564	6.266640993	6.335659417	6.162499588	6.308118766	5.795384013	6.293769689	6.128555955	6.396255002	6.330228956	6.398131343	6.107547522	6.092124897	5.976765618	6.39162046	6.177810226	6.137536197	6.01965045	6.134507225	6.30015097	6.280113648	6.268795876	6.258626338	5.748212178	5.906511084	5.914111547	6.39653107	6.593198099	6.420369502	6.270678302	6.076846715	5.863795973	6.54707546	6.278268964	6.143293086	6.218631718	6.437874931	6.644834138	6.237596704	6.167069152	6.178685384	6.002138902	6.137992818	5.972960836	6.042199833	6.060901739	6.21894918	6.430371305	6.273279216	6.434651011	6.255115464	6.448885632	6.163034898	6.32436763	6.599427525	6.313733228	6.130625792	6.230096998	6.281335557	6.282027523	6.230996808	6.278521683	6.316916393	6.040124242	5.964782059	5.804017463	5.955097419	6.040498942	5.988052439	6.21219127	6.129852706	6.321643964	5.953335046	5.983812452	6.432752484	5.93011909	6.02403901	6.639476757	6.046406213	6.158065622	6.113996369	6.149201996	6.126668479	6.052014384	6.524077173	6.080812922	6.086901601	6.254840869	5.919626104	6.140511831	5.8980047	6.010216401	6.085496023	5.981734349	6.252752454	6.190491897	6.137237185	6.140442356	6.109381528	5.656789533	6.057834717	6.346974966	6.150584235	6.11703449	6.316681752	6.428603074	5.95956016	6.008754432	6.417860449	6.405891747	6.058870617	6.036539178	6.408291204	6.569956304	6.674485635	6.443444194	6.061999393	6.086824154	6.152443342	5.969540795	6.150265535	6.213507142	6.318654811	6.316297222	6.150744254	6.559492217	6.405080464	6.214299719	6.103580954	6.428721146	6.388317381	6.262859544	6.432132908	6.243820969	6.324892889	6.358680565	6.007346142	6.272877417	5.846522516	5.731101652	6.209936693	5.94848064	5.953774949	5.954395541	5.761384384	5.838512358	6.077936104	6.002679103	5.941381104	5.945715483	6.30630667	6.055212665	5.949737753	5.844773376	5.855894931	5.76911377	5.97768545
201428_at	3.40467636	3.272663151	3.241309534	3.531948598	3.476100086	3.285770524	3.049255112	3.688854716	3.220245205	3.27462998	3.370864151	3.228207082	3.466029629	3.449534451	3.577507956	3.17509137	3.466201643	3.254446867	3.194460308	3.406279432	3.490704528	3.683476022	3.67151384	2.884106508	3.338018091	3.465553787	3.426834665	3.263636121	3.229808984	3.252420966	3.351185217	3.302515887	3.260854703	3.42085869	3.447423452	3.146420677	3.087472847	3.353513748	4.055881746	3.100620587	3.339052087	3.819531366	3.508885267	3.449602254	3.405965968	3.325055666	3.063589024	3.37846503	3.128809662	3.253872646	3.480135049	3.473996565	3.661876276	3.478474953	3.151684977	3.443724144	3.376145703	3.387713078	3.43701929	3.492223933	3.314272811	3.038388609	3.11401654	3.197766548	3.150416634	3.637838236	3.283237472	3.33316799	3.232070706	3.268777243	3.252425992	3.264689318	3.109906063	3.413835075	3.100501114	3.234636644	3.52974349	3.368659772	3.562882077	3.306586629	3.319074476	3.273563741	3.412773985	3.659435718	3.322139276	3.731825465	3.836248118	3.40556828	3.240408874	3.484484744	3.41162866	3.139751571	3.078382606	3.590359148	3.331578836	3.252076772	3.481278402	3.478789676	4.02110102	3.451140026	3.549673706	3.084681746	3.565595721	3.639348183	3.112630606	3.196277946	3.51066131	3.532239267	3.685968657	3.041656371	3.048064957	3.50129347	3.307192684	3.539898136	3.285934083	3.102118223	3.579397397	3.61950965	3.716814231	3.335261853	3.561937301	3.402955685	2.875914459	3.760363102	3.968295631	4.144556477	3.194675458	3.326971769	3.756606509	3.446778649	4.156234898	3.656236205	3.552302162	3.446903648	3.469240509	3.24903406	3.168959878	3.977043964	3.303884637	3.815453539	3.414699076	3.921461469	3.80013702	3.710842871	3.545112029	4.004045393	3.760543286	3.560963872	3.505741624	3.495944194	3.874084391	3.797289888	3.376441968	3.347581317	3.136418376	3.371615967	3.375685898	3.316558707	3.340471867	3.169235872	3.333313468	3.401259538	3.46804632	3.345656578	3.536682598	3.396858893	3.438990449	3.338029671	3.398447909	3.376534841	3.251378792	3.339833658	3.52074478
202285_s_at	3.672707382	3.729851364	3.759937885	3.243704335	3.902823207	3.284416708	3.636528458	3.942713755	3.74196887	3.399471752	3.470632243	3.679702841	3.672707382	4.041460288	4.055841584	3.810172202	3.467540714	3.886421416	4.240960402	4.073829344	4.160733732	3.455100255	3.904075428	3.813880182	3.969825964	3.989442796	3.822777332	3.977976169	3.497188067	3.733217199	3.885644664	4.037146437	3.858569577	3.921942613	3.93845116	4.121957651	3.896814644	3.256780526	3.6357581	3.763863956	3.886386819	3.45025374	3.870155407	4.370049517	3.821002813	3.883266031	3.763142307	3.59786874	4.193518917	4.134271198	3.964857235	4.067433302	4.513222424	3.80644347	3.883126637	3.763384232	3.820338001	3.696431914	3.425688596	3.498091901	3.653949932	3.932922597	3.949107463	4.263953337	3.908487484	3.986953825	3.554302557	3.869608993	4.1151868	4.101688335	4.02817922	3.634582786	3.571146184	4.31180633	4.032305434	3.832728496	4.290652425	3.964382789	3.816210138	3.685591082	3.626937058	3.830178564	3.475720406	3.867607791	4.06450562	3.899066788	4.29877417	3.643953015	3.495045629	3.898459995	3.824670511	3.645444467	3.693159322	4.309680819	3.399028832	3.675046678	3.967788051	4.157335539	4.040169344	3.91872833	3.832249391	3.863547776	3.696377306	3.821568614	3.507236691	3.683062201	3.842284523	3.875907222	3.967368465	3.745692329	3.69394165	4.570629401	3.679677689	3.834363941	3.813211488	3.587984035	3.956159325	4.280462867	4.073298004	3.942709525	3.758944874	4.104731986	3.784115966	4.109082762	4.249075417	4.192340424	3.763400644	3.760252846	3.959557776	3.822520343	4.421626005	4.001146228	3.690254205	3.773099461	3.780075643	3.761351771	3.652685272	3.745878904	3.517746155	4.35291581	3.685652865	3.947748723	4.203045131	4.010191204	3.911575305	4.217613491	4.0049981	3.250450973	4.125622984	3.966946659	3.925579762	4.590549588	3.903410625	3.83463921	3.842284523	3.567414524	3.74741244	3.854056706	3.549425666	3.603170549	3.805416357	3.503801373	3.695048798	3.774898552	3.961199787	4.123134081	3.468971901	3.572002438	3.697264243	3.81786751	3.670270228	3.538823095	3.590898475
202286_s_at	5.669574004	3.549997833	3.513884801	3.673336324	3.277903754	3.972206244	3.542860368	3.217326451	3.604157341	4.505445578	3.129739813	3.896282509	6.205132881	3.771167962	4.189435789	4.02282319	3.192890409	5.146393181	3.128993794	6.402815599	3.90661733	3.523618281	4.561227589	3.308839956	3.45123362	5.961124112	4.1789959	5.210997794	4.930307998	2.929650631	2.850414119	3.510975369	3.447249496	5.453536902	6.144239963	3.982615222	3.767908227	2.898302496	3.279869729	3.810475683	5.163537375	2.821792995	2.94165532	6.230762964	3.464923415	3.03386329	3.650986081	6.51877988	5.290202589	3.293336805	3.513453616	4.771267145	4.214646052	4.867630592	3.294383981	3.689489431	7.108673864	2.970963189	5.510043185	6.477192771	4.689023204	4.772174426	4.590049029	5.187789901	5.141749282	3.9369328	3.337930087	5.127753807	3.617535957	2.99451159	3.49812549	5.756216206	3.816387848	6.286295234	3.699971871	5.825081974	5.754431868	3.36759673	3.408704392	3.433523161	3.61704906	3.408611997	3.622519712	3.375329403	3.323789241	4.79297086	3.071986578	3.630352702	6.390678898	3.647483632	4.660225547	3.942397214	3.461329037	5.244309036	3.477855354	7.388291665	4.21952275	3.281078949	4.918483303	3.906064538	3.454181206	6.232143313	4.298844539	5.819091388	5.823073596	3.666280798	2.929941713	2.901285098	3.37373694	5.622620409	5.390001894	3.562518435	3.735828154	3.689402699	2.76560132	3.428676863	6.218778747	3.303648979	3.174573854	5.950254026	3.175614782	3.417446024	3.272220448	5.60790597	5.638835909	4.320074768	3.172903638	5.351193864	5.201543822	5.097403019	3.705323661	3.688052049	7.410358296	3.422232971	5.057746697	6.48693028	5.643827734	3.282763762	4.487954165	4.650897013	3.00497822	3.772839519	3.789540119	4.934359911	5.205171374	2.825375475	3.582847346	5.816056802	4.274754414	6.348872252	3.490766318	4.798582036	2.845158549	4.415047161	3.220428234	4.795944224	3.762899684	4.010885108	3.131931995	4.505953521	2.93927418	5.002963813	4.682392405	3.367790734	3.350725676	4.303212182	5.086721715	3.353509357	4.805337897	3.714350519	3.335700054	4.667764066	3.048430654
202287_s_at	3.280865037	3.4692571	3.339104246	3.169882562	3.224488361	2.791595707	3.073127522	3.702085596	2.809489613	3.276306285	3.068200907	3.160367616	3.381762265	3.100102759	3.132364835	2.995577581	3.081138782	3.0892891	3.087179573	3.47786395	3.600538623	3.299914084	3.217970655	3.025802963	3.305413206	3.371210586	3.000628172	3.118628304	3.149207969	2.976074093	3.17816754	3.538488646	3.096066489	2.966940355	3.410822609	3.330799375	3.25893627	3.204555303	3.234635709	3.070842974	3.111361809	3.014334904	2.91434308	3.626701481	3.328808676	3.009797614	3.19468108	3.223504787	3.114235406	3.212079372	3.065005197	3.027653923	3.371540365	3.637386161	3.239928078	3.088999737	3.488864381	3.185083706	3.103726934	3.161746444	3.116880842	3.560995454	3.191072123	3.253574583	3.294656255	3.160930042	3.018975157	3.177120586	3.146232656	3.344821987	3.268071624	3.303935004	3.398735508	3.102573429	3.053117437	3.159528229	3.225090679	3.291785527	3.431595325	3.054678942	2.99515185	2.922807359	3.146798774	3.052705016	3.071630273	3.083456927	3.176723088	3.263651413	2.729728882	3.125436093	3.183190556	2.923787776	2.908669781	3.339062998	2.98974806	3.108237081	3.207170987	3.245187097	3.062973601	3.158120173	3.082912679	3.171213941	3.088797179	3.220476065	3.048322289	2.966744856	2.87707552	3.046104073	3.293350134	2.960526935	2.920019153	3.330009554	2.939535003	2.889256228	2.985026305	2.857686691	3.153803683	3.098012938	3.016930393	3.04438227	3.271452517	3.06628542	3.040384278	3.128098906	3.197807694	3.322202864	3.045119319	2.924871495	3.138909592	3.229852095	3.627101541	3.470576527	3.315890252	3.122077505	2.986330012	3.108738474	2.860690977	2.926656625	3.044311609	3.136223364	2.94713053	3.321487609	3.372066926	3.181197595	3.1542268	3.135451758	3.293336805	2.925140873	3.416904897	2.977350511	3.210508894	3.038080765	2.835855224	3.264238009	2.919138236	3.050943554	3.181210556	2.864244345	2.882752857	2.816401901	2.980096214	2.83517657	3.030668737	2.83517657	3.048256348	3.146379464	2.944765703	2.844746298	2.963419372	3.168109614	2.948846179	2.962770827	2.972414172
