	GSM4204391	GSM4204392	GSM4204393	GSM4204394	GSM4204395	GSM4204396	GSM4204397	GSM4204398	GSM4204399	GSM4204400	GSM4204401	GSM4204402	GSM4204403	GSM4204404	GSM4204405	GSM4204406	GSM4204407	GSM4204408	GSM4204409	GSM4204410	GSM4204411	GSM4204412	GSM4204413	GSM4204414	GSM4204415	GSM4204416	GSM4204417	GSM4204418	GSM4204419	GSM4204420	GSM4204421	GSM4204422	GSM4204423	GSM4204424	GSM4204425	GSM4204426	GSM4204427	GSM4204428	GSM4204429	GSM4204430	GSM4204431	GSM4204432	GSM4204433	GSM4204434	GSM4204435	GSM4204436	GSM4204437	GSM4204438	GSM4204439	GSM4204440	GSM4204441	GSM4204442	GSM4204443	GSM4204444	GSM4204445	GSM4204446	GSM4204447	GSM4204448	GSM4204449	GSM4204450	GSM4204451	GSM4204452	GSM4204453	GSM4204454	GSM4204455	GSM4204456	GSM4204457	GSM4204458	GSM4204459	GSM4204460	GSM4204461	GSM4204462	GSM4204463	GSM4204464
TC0100014340.hg.1	10.30786041	17.27827157	15.96821339	18.10579977	16.92198611	10.77753244	15.32750532	13.04388752	27.62918306	17.82603576	20.73157761	12.83471184	14.97726197	13.65691764	15.13150938	19.31117442	13.07251663	25.18641709	22.53713154	16.42055518	25.83901196	17.66316534	14.1944594	14.76287703	18.60677347	16.66113755	16.76592296	46.35493394	14.39884315	14.31651061	9.452710031	12.20870268	11.68373794	15.99583057	9.578222836	8.640279607	15.46923556	14.31212512	9.111622648	13.76678713	16.87294619	18.69148127	31.71679306	21.73330985	15.41266036	12.48886098	18.38274108	12.94498151	13.4541468	18.65009404	22.23395971	19.7510302	22.33415861	22.7598635	17.13167134	23.7489035	13.15731313	24.16746086	16.29588727	17.03579064	15.82205405	14.4255658	10.43439465	21.24521443	14.73766438	26.5165835	13.31521667	23.48886341	45.18302634	20.04727165	13.53497202	16.15179948	25.36260452	16.92338196
TC0700007993.hg.1	12.61046876	7.9567816	10.31071875	9.875439802	8.616494211	9.146355533	11.12495812	11.32690654	10.44206399	10.4438881	8.861838284	10.02745092	9.916795463	10.37045293	12.52995215	10.6274311	10.13237168	12.62737627	12.01390287	12.05510239	9.734399607	9.062040886	10.10796031	12.68935646	8.700648887	9.833329594	11.11090942	10.38462345	11.75509261	13.56852507	5.594057178	12.55579087	9.608658333	11.66509378	9.83491102	10.66745412	9.781793441	12.94713516	12.65042545	7.72137617	9.047260425	8.228885222	12.14172923	11.16884426	9.336145209	9.058260315	9.739535712	13.48161102	9.945645438	8.851481845	9.941420439	9.744201723	9.047404661	15.2051801	9.400444655	9.369298278	7.795253825	11.69029151	14.76500561	8.726541508	8.295511843	13.68878979	10.0672867	9.099933484	9.847810496	10.23374298	12.64546339	14.31901154	11.04674939	9.450855963	11.77396223	9.304966782	9.237567492	12.87943142
