	GSM2445676	GSM2445677	GSM2445678	GSM2445679	GSM2445680	GSM2445681	GSM2445682	GSM2445683	GSM2445684	GSM2445685	GSM2445686	GSM2445687	GSM2445688	GSM2445689	GSM2445690	GSM2445691	GSM2445692	GSM2445693	GSM2445694	GSM2445695	GSM2445696	GSM2445697	GSM2445698	GSM2445699	GSM2445700	GSM2445701	GSM2445702	GSM2445703	GSM2445704	GSM2445705	GSM2445706	GSM2445707	GSM2445708	GSM2445709	GSM2445710	GSM2445711	GSM2445712	GSM2445713	GSM2445714	GSM2445715	GSM2445716	GSM2445717	GSM2445718	GSM2445719	GSM2445720	GSM2445721	GSM2445722	GSM2445723	GSM2445724	GSM2445725	GSM2445726	GSM2445727	GSM2445728	GSM2445729	GSM2445730	GSM2445731	GSM2445732	GSM2445733	GSM2445734	GSM2445735	GSM2445736	GSM2445737	GSM2445738	GSM2445739	GSM2445740
CD274	6.104799	5.808044917	8.430529717	6.065911136	7.900599136	8.566830431	7.568119794	3.456800341	6.679560805	6.727525975	9.794445053	6.568139047	5.954425575	7.206153082	6.486326246	6.539290856	5.915979571	5.562205379	5.736812477	5.626875982	8.561142154	6.614852865	6.598592754	7.932314581	6.367374605	6.243725495	7.883561012	6.867099043	5.242911798	8.158926896	5.869572326	9.2078486	4.528521094	6.724566323	6.806687155	5.815091223	4.935771811	7.333086526	4.937100179	6.486882461	3.96288566	4.615225779	3.384558709	6.890571252	6.342946117	5.901884401	3.557125974	6.036950646	5.506842494	5.715436187	3.062729682	5.413635126	4.509029744	7.653310162	6.03274249	7.627896445	5.165200297	4.460546806	5.232059595	3.535131964	6.013006693	5.229421517	4.372942997	5.198231553	5.849350127
CD8A	5.144327364	6.201708766	7.556060599	7.140678904	6.848937016	7.899544204	8.350528359	5.880011772	7.840841712	7.892379987	9.590431161	8.457956129	6.316995654	6.497201864	8.495786575	6.864130546	8.420771723	3.495091183	6.764293213	7.041913482	6.292653319	4.933028825	7.553078095	8.200653019	6.577592313	6.71404543	8.131488525	6.050320867	6.157664511	9.432960301	6.882869149	4.974597663	4.218180974	6.139603823	6.821186724	5.230128723	5.123398814	4.997483494	5.686292076	6.597065379	4.033274987	5.385743933	5.513841726	8.023837783	8.050055727	7.883107194	6.364480896	9.186697765	7.135659284	8.504757186	3.577302855	8.476247103	6.245995339	9.730067361	6.948130262	10.44724613	6.371651174	6.9048489	6.878422641	5.879086365	7.534172543	6.637506255	5.247412115	5.461265958	8.821916897
CXCL9	7.292426003	8.320494918	11.73043151	7.978927834	14.26379839	11.27395307	8.271726791	6.683869249	9.873417316	12.49696367	12.54639368	13.20391051	8.316995654	10.96418029	10.72221451	9.557392662	8.695210892	6.717483604	9.169086681	8.630628117	9.705640078	8.424881921	11.40530747	10.48095557	10.46478711	11.28994005	11.77433194	9.065134751	9.095172669	13.10454989	8.828930342	9.08472958	7.17051454	9.718689757	9.995912712	6.786522071	5.623827805	7.481683018	7.448600518	10.9168703	8.412447034	8.120219975	7.688339457	13.01819122	10.56595919	12.10223343	7.842528193	11.51470891	9.774322804	11.15260023	6.384657777	9.456618297	11.33133501	12.11310008	10.60240585	13.67569315	7.475987834	10.45906788	9.850604696	7.958813558	8.932324939	10.87327771	7.670623546	8.277182894	9.743004896
GZMB	6.394305617	8.290437684	9.940724449	6.640605301	9.651991801	7.471994094	7.543173437	6.226187413	7.915189054	9.456878385	10.52696474	8.609959222	7.316995654	6.926045162	9.54217948	7.23186233	8.756374755	3.857661262	7.358300853	6.308700022	5.740112295	6.446098407	9.790257407	7.858733449	6.309659108	8.038141361	11.50072233	6.836725394	7.691552827	10.20421294	7.148107826	8.245701499	5.896252879	5.826445937	9.362205877	6.352119247	5.013774323	6.547680577	6.783390764	8.669473875	4.54784816	5.228202656	4.291449305	8.647181376	7.93945024	8.315366434	5.879054069	7.65166049	7.135659284	8.157658516	4.612926765	7.82576103	6.782048239	9.49296142	8.23278748	8.88858691	6.322741574	6.922126892	6.858244759	5.5626127	8.94680995	8.61113084	7.054767037	7.520159647	10.09311101
HLA-DRA	12.82988118	13.1885272	13.9339941	12.90444456	13.800586	13.90310217	12.77176844	12.06345791	14.94246391	14.76869516	14.42453813	12.77931161	12.29681777	13.397372	11.69166937	14.69533562	12.81896571	12.09871753	12.24947698	13.68745934	13.51826245	14.07927927	12.36422633	15.05754965	14.31322004	13.72156807	13.49949712	11.6555455	11.1817683	13.48434709	13.07341877	11.96415592	10.55696192	12.26712638	14.5298568	9.604145329	10.07532316	11.10351668	13.13958876	13.90272481	11.5553427	11.74086716	11.60130457	13.75415806	13.6016966	13.31215298	11.61376369	13.10774245	11.19178588	13.35442291	10.14335689	12.78951537	11.68727961	14.61195003	14.02738236	14.3424988	12.62683715	13.43011026	13.09570722	11.3786907	13.47350167	12.22942152	12.95586901	12.90869363	13.54312348
IFNG	4.104799	4.595051194	8.029991787	5.318677206	6.218170826	6.007526885	4.640470638	3.997368722	5.462330089	6.665465007	5.424153937	7.095386049	6.468998748	5.381724646	6.367681749	5.33619899	5.793989047	3.803213478	4.20629776	5.596502333	5.003146701	4.669994419	5.677066812	4.891900313	5.694949264	5.18232495	7.156579506	4.530064056	4.521627826	6.188073242	4.699647325	4.274157945	3.783778149	4.482491536	4.877770253	3.843105599	4.520734312	4.06459769	3.841942946	4.901919961	2.810882566	3.527762938	3.384558709	6.345765878	4.922102996	5.436220829	4.879054069	4.737390364	4.559309914	5.191874231	3.425299762	5.103295006	6.093992245	6.810035666	5.086513746	7.627896445	3.924192197	4.758628159	4.956425153	4.004617247	3.979583692	4.921299221	3.372942997	4.576743176	4.82945057
PDCD1	4.256802093	5.383547089	5.971098098	4.759249798	5.848937016	6.20190493	5.161302802	3.904259318	6.369220685	6.327595368	7.193541009	5.065638706	5.468998748	5.256193764	5.630716155	4.954328355	6.683806129	3.272698761	5.1238356	4.796800984	5.640576622	5.020491666	5.571456624	6.582215814	6.087266686	7.18232495	6.546526025	4.954561884	4.521627826	7.258462569	5.400087043	4.859120446	3.744249785	4.911334835	6.499258629	4.230128723	3.225278428	4.775091073	5.110431782	5.509602538	3.640957565	4.33511786	3.843990328	5.395806561	6.491468642	6.583062217	4.727050975	7.166233663	5.999882505	6.23626835	3.577302855	6.567963273	5.093992245	7.394998166	5.635852337	8.040590004	4.712688092	4.851737564	5.100815062	3.922155087	5.471436788	4.776909312	4.311542452	4.876303458	6.085790323
STAT1	9.817517048	11.11361494	12.25341434	9.632855802	12.36824564	11.00882681	11.2855808	8.801499743	11.27675234	12.61299759	11.73703689	10.64054754	9.539388076	11.69006368	10.61343816	10.59730992	10.27827885	10.3695603	10.08803488	9.375068832	10.4516072	12.00850797	12.09084405	9.540993151	10.6549512	11.73491052	11.89478827	11.35828407	10.69803686	12.0882155	10.51021896	10.70147079	9.715154555	10.47988818	11.08572316	9.41179256	9.194206982	9.967109845	11.84450228	11.70743354	10.33270108	10.23684675	10.36183863	11.93743122	11.62299013	11.78957773	9.95800541	10.53679653	11.32560218	11.92107009	9.259595226	10.70973723	10.25498412	12.76628369	11.19758578	12.75931917	10.50093419	10.88653653	10.37027574	9.857060059	10.83873019	11.16651235	11.24484823	9.755886707	11.54826882
