gse	file	bytes	sha256	url
GSE329813	GSE329813_processed_data_file_normalized_data.csv.gz	1708869	80894da3d785ff4d870646bc02f4344968724248885d05f22c6032da0b84247a	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE329nnn/GSE329813/suppl/GSE329813_processed_data_file_normalized_data.csv.gz
GSE292299	GSE292299_sample_metadata.csv.gz	1053	e1db4d82ae868fd23adc4b7406e979d053d1e18c9085358dcb3df5b099391727	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE292nnn/GSE292299/suppl/GSE292299_sample_metadata.csv.gz
GSE292299	GSM8855703_NSCLC_P1_filtered_feature_bc_matrix.h5	32547323	133e11e7c2f6b5e90e520c375026fc1d4fc52a2cb363309faf2bb26f970f66e8	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8855nnn/GSM8855703/suppl/GSM8855703_NSCLC_P1_filtered_feature_bc_matrix.h5
GSE292299	GSM8855704_NSCLC_P2_filtered_feature_bc_matrix.h5	28125433	705fa9234988bd9a57c2354950cab40a81b2c03a6549f6412798c25a6d265ccc	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8855nnn/GSM8855704/suppl/GSM8855704_NSCLC_P2_filtered_feature_bc_matrix.h5
GSE292299	GSM8855705_NSCLC_P3_filtered_feature_bc_matrix.h5	30827991	6caeb9fb669f3864011e1fe87b8489610d25d24c0d27448849dff00a91ac7a64	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8855nnn/GSM8855705/suppl/GSM8855705_NSCLC_P3_filtered_feature_bc_matrix.h5
GSE292299	GSM8855706_NSCLC_P4_filtered_feature_bc_matrix.h5	27236536	b7a43a1a3d9e82aa1cc8004b32c736b2d4b71eb3045f00af4795c61eee893ee7	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8855nnn/GSM8855706/suppl/GSM8855706_NSCLC_P4_filtered_feature_bc_matrix.h5
GSE292299	GSM8855707_NSCLC_P5_filtered_feature_bc_matrix.h5	12297071	82c52dc7e23bb4318fc8402ae941150e073ff3170a419f8c0a22aeff37077536	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8855nnn/GSM8855707/suppl/GSM8855707_NSCLC_P5_filtered_feature_bc_matrix.h5
GSE292299	GSM8855708_NSCLC_P6_filtered_feature_bc_matrix.h5	62276942	9e854758324b567e09fc2859707d0af4980986156365da49e9a5f77993959836	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8855nnn/GSM8855708/suppl/GSM8855708_NSCLC_P6_filtered_feature_bc_matrix.h5
GSE292299	GSM8855709_NSCLC_P7_filtered_feature_bc_matrix.h5	27823341	493e01a4148a4506bc24e3793991361d4112b8b1368eb4cfcef6ef328cba5409	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8855nnn/GSM8855709/suppl/GSM8855709_NSCLC_P7_filtered_feature_bc_matrix.h5
GSE292299	GSM8855710_NSCLC_P8_filtered_feature_bc_matrix.h5	12260266	785c43dfec29880c333213fb01b2e708a22987e16287651ff8eddcf728077628	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM8855nnn/GSM8855710/suppl/GSM8855710_NSCLC_P8_filtered_feature_bc_matrix.h5
