ok,status,bytes,filename,path,url,final_url,content_type,sha256,error,retrieved_at
True,200,8503,figshare_25232284_meta.json,,https://api.figshare.com/v2/articles/25232284,https://api.figshare.com/v2/articles/25232284,application/json,60cccaf7d35587bc0922f03feeb3cebe02d6b33aa62ad813d2afe53d0b8f833b,,2026-08-16T19:32:10Z
True,200,15524,ccr-23-2566_supplementary_table_s1_suppts1.docx,results/grok_ihc/raw/bessede_ccr2024/S1_OAK_POPLAR_characteristics/ccr-23-2566_supplementary_table_s1_suppts1.docx,https://ndownloader.figshare.com/files/44570659,https://s3-eu-west-1.amazonaws.com/figshare-production-eu-aacr-storage5856-eu-west-1/44570659/ccr232566_supplementary_table_s1_suppts1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,83e5580379260515b32891f480f63aa42c71e5b24eca62cfb75e3c3f7dd10895,,2026-08-16T19:32:11Z
True,200,8550,figshare_25232281_meta.json,,https://api.figshare.com/v2/articles/25232281,https://api.figshare.com/v2/articles/25232281,application/json,d6cabf8477ae28423025e6057caf223bb80396dcae2a887b772c16d19ff4ae03,,2026-08-16T19:32:11Z
True,200,14842,ccr-23-2566_supplementary_table_s2_suppts2.docx,results/grok_ihc/raw/bessede_ccr2024/S2_OAK_POPLAR_multivariate/ccr-23-2566_supplementary_table_s2_suppts2.docx,https://ndownloader.figshare.com/files/44570656,https://s3-eu-west-1.amazonaws.com/figshare-production-eu-aacr-storage5856-eu-west-1/44570656/ccr232566_supplementary_table_s2_suppts2.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,9e7499f15e104713aad1b4bbbafc0fc802f9908c528c0a08ae34edccd27cdc5b,,2026-08-16T19:32:12Z
True,200,8510,figshare_25232278_meta.json,,https://api.figshare.com/v2/articles/25232278,https://api.figshare.com/v2/articles/25232278,application/json,e1e08427bec1df448fd6f0b983553fc55f60e9b3349e4d8d3ded6e4d919d4965,,2026-08-16T19:32:12Z
True,200,15192,ccr-23-2566_supplementary_table_s3_suppts3.docx,results/grok_ihc/raw/bessede_ccr2024/S3_BIP_mIHF_characteristics/ccr-23-2566_supplementary_table_s3_suppts3.docx,https://ndownloader.figshare.com/files/44570653,https://s3-eu-west-1.amazonaws.com/figshare-production-eu-aacr-storage5856-eu-west-1/44570653/ccr232566_supplementary_table_s3_suppts3.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,b8fab9557107f2404001574eef00f42c1ff63534266ad629c1f48e59e44d9bc1,,2026-08-16T19:32:13Z
True,200,8522,figshare_25232275_meta.json,,https://api.figshare.com/v2/articles/25232275,https://api.figshare.com/v2/articles/25232275,application/json,1c76affe1a33baa9bc948456121940b04e2ab83fb302b5fe5c521d8fdcc0bda6,,2026-08-16T19:32:13Z
True,200,14642,ccr-23-2566_supplementary_table_s4_suppts4.docx,results/grok_ihc/raw/bessede_ccr2024/S4_BIP_plasma_proteomics_characteristics/ccr-23-2566_supplementary_table_s4_suppts4.docx,https://ndownloader.figshare.com/files/44570650,https://s3-eu-west-1.amazonaws.com/figshare-production-eu-aacr-storage5856-eu-west-1/44570650/ccr232566_supplementary_table_s4_suppts4.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,292bf1a788f31a97f9686ae36c5288a87cd8ee0ca8188139a1e01dc813a06ae1,,2026-08-16T19:32:14Z
False,403,0,bessede_ccr2024_landing.html,,https://aacrjournals.org/clincancerres/article/30/4/779/734210/TROP2-Is-Associated-with-Primary-Resistance-to,https://aacrjournals.org/clincancerres/article/30/4/779/734210/TROP2-Is-Associated-with-Primary-Resistance-to,,,HTTPError: HTTP Error 403: Forbidden,2026-08-16T19:32:28Z
False,403,0,bessede_ccr2024_article.pdf,,https://aacrjournals.org/clincancerres/article-pdf/30/4/779/3359782/779.pdf,https://aacrjournals.org/clincancerres/article-pdf/30/4/779/3359782/779.pdf,,,HTTPError: HTTP Error 403: Forbidden,2026-08-16T19:32:42Z
