stratum,x,y,n,rho,p,rho_ci95_lo,rho_ci95_hi,x_tumour,y_stroma,q_bh
cross_core_tumourX_stromaY,EpCAM,CD8,47,-0.10557354301572618,0.48002417074775994,-0.3811839187707204,0.18727079816753214,EpCAM,CD8,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,CD3,47,-0.05585106382978723,0.7092404276698758,-0.3376032022079148,0.2350861946305225,EpCAM,CD3,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,PD-1,47,-0.2846901017576318,0.05243739764142395,-0.5286388142657825,0.002697216916240243,EpCAM,PD-1,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,CD45,47,-0.1234967622571693,0.4082225773521009,-0.3965985354144195,0.16968788978016078,EpCAM,CD45,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,CD4,47,0.009135060129509714,0.9514056805468682,-0.2787630266601363,0.29552662087437814,EpCAM,CD4,0.9514056805468684
cross_core_tumourX_stromaY,EpCAM,GZMB,47,-0.0786308973172988,0.5993294031290806,-0.35772031830088463,0.2133534750417146,EpCAM,GZMB,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,CD20,47,-0.055272895467160035,0.7121199316959965,-0.3370892441832111,0.2356340269432829,EpCAM,CD20,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,FOXP3,47,-0.19888991674375578,0.1801678457377205,-0.45979568919235736,0.09362420216442728,EpCAM,FOXP3,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,CD68,47,-0.054925994449583716,0.7138495428714782,-0.33678078872090506,0.2359626376128583,EpCAM,CD68,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,HLA-DR,47,0.10314523589269195,0.49023792144027767,-0.189638651442082,0.3790836325732501,EpCAM,HLA-DR,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,PD-L1,47,-0.16038390379278447,0.28151646675094566,-0.4278454649476484,0.13290406145099296,EpCAM,PD-L1,0.7787449558597944
cross_core_tumourX_stromaY,EpCAM,CD56,47,-0.07227104532839965,0.6292691866977549,-0.35212980923452547,0.21945020191099898,EpCAM,CD56,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,CD8,47,0.06290471785383904,0.6744439253534185,-0.22838772323043005,0.3438599919409766,PanCk,CD8,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,CD3,47,0.06070767807585569,0.6852143182933335,-0.23047709381086093,0.3419138271844162,PanCk,CD3,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,PD-1,47,0.1572617946345976,0.29111112357250657,-0.13604904179917668,0.42522527623037687,PanCk,PD-1,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,CD45,47,0.03584643848288622,0.8109426464834878,-0.25393434983092333,0.3197220607992742,PanCk,CD45,0.8462010224175525
cross_core_tumourX_stromaY,PanCk,CD4,47,0.1267345050878816,0.39594673602774866,-0.16649159217117354,0.39936678441983436,PanCk,CD4,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,GZMB,47,-0.1167900092506938,0.4343364099590631,-0.3908484613041015,0.17628922833742394,PanCk,GZMB,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,CD20,47,0.06961147086031452,0.6419699920984941,-0.22199300402736571,0.3497860234443014,PanCk,CD20,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,FOXP3,47,-0.11817761332099908,0.4288583978155929,-0.3920398893655788,0.17492559366737695,PanCk,FOXP3,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,CD68,47,0.1481267345050879,0.32039042756388825,-0.14521719275935707,0.4175329142850191,PanCk,CD68,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,HLA-DR,47,0.19854301572617944,0.18094435605226578,-0.09398218697459228,0.45951083335822385,PanCk,HLA-DR,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,PD-L1,47,0.12742830712303424,0.39334451998550873,-0.16580586860129293,0.3999593345534815,PanCk,PD-L1,0.7787449558597944
cross_core_tumourX_stromaY,PanCk,CD56,47,0.14512025901942646,0.3304195598848986,-0.1482235809170242,0.4149927769835997,PanCk,CD56,0.7787449558597944
