stratum,x,y,n,rho,p,rho_ci95_lo,rho_ci95_hi,q_bh_within_barrier
tumour_aoi,EpCAM,CD8,47,-0.1866327474560592,0.20907717606954176,-0.44969810983356373,0.10622728703999434,0.6272315282086253
tumour_aoi,EpCAM,CD3,47,-0.08013413506012951,0.5923449247089152,-0.3590387947398027,0.21190909996179436,0.845053896250421
tumour_aoi,EpCAM,PD-1,47,-0.09146623496762257,0.540895386498094,-0.3689423812569021,0.20097951815422777,0.845053896250421
tumour_aoi,EpCAM,CD45,47,-0.4231036077705828,0.003045664714499574,-0.6333210764048085,-0.15473762035414654,0.03654797657399489
tumour_aoi,EpCAM,CD4,47,-0.22872340425531917,0.12200696185123233,-0.48409406075777706,0.06255192881141128,0.4880278474049293
tumour_aoi,EpCAM,GZMB,47,-0.07620259019426458,0.6106874490516316,-0.3555881186224016,0.21568400316227793,0.845053896250421
tumour_aoi,EpCAM,CD20,47,-0.058279370952821465,0.6971906972623599,-0.3397599929191357,0.23278327860389367,0.845053896250421
tumour_aoi,EpCAM,FOXP3,47,-0.04290009250693802,0.7746327382295526,-0.326050135100083,0.24731349343657996,0.845053896250421
tumour_aoi,EpCAM,CD68,47,0.009366327474560593,0.9501769717615748,-0.27854969882300235,0.295737693892262,0.9501769717615748
tumour_aoi,EpCAM,HLA-DR,47,-0.23034227567067528,0.11931557836537403,-0.4854014069710878,0.060849528855176235,0.4880278474049293
tumour_aoi,EpCAM,PD-L1,47,-0.04671600370027753,0.7551811245483233,-0.3294629753334252,0.24372038656818304,0.845053896250421
tumour_aoi,EpCAM,CD56,47,0.0977104532839963,0.5135000951537917,-0.19492582079557522,0.37437266759864113,0.845053896250421
tumour_aoi,PanCk,CD8,47,-0.020582793709528216,0.8907752816903937,-0.3059412796619837,0.26816908363668,0.891995214109404
tumour_aoi,PanCk,CD3,47,-0.05619796484736356,0.7075146467728548,-0.3379114964042433,0.234757406491848,0.8663276829666036
tumour_aoi,PanCk,PD-1,47,0.15714616096207215,0.29147051240823574,-0.1361654091339659,0.4251281458709231,0.5829410248164715
tumour_aoi,PanCk,CD45,47,-0.21426919518963924,0.14810480453508185,-0.47237057235990376,0.07767717053468005,0.4725099251075936
tumour_aoi,PanCk,CD4,47,-0.3151017576318224,0.03097844549270026,-0.5522933312308635,-0.03071417215442256,0.3717413459124031
tumour_aoi,PanCk,GZMB,47,-0.18813598519888994,0.2053668926629622,-0.4509401205210721,0.10468667156654762,0.49288054239110934
tumour_aoi,PanCk,CD20,47,0.20952821461609622,0.15750330836919788,-0.08260915247855759,0.4685052749783577,0.4725099251075936
tumour_aoi,PanCk,FOXP3,47,0.05330712303422758,0.7219397358055029,-0.23749527493594952,0.3353405295671551,0.8663276829666036
