stratum,split,split_median,y,n_high,n_low,high_median,low_median,delta_high_minus_low,U,p,q_bh
tumour_aoi,EpCAM,9.61871687,CD8,24,23,7.8193659925,7.86337646,-0.044010467499999706,235.0,0.388744069374785,0.6522129461015327
tumour_aoi,EpCAM,9.61871687,CD3,24,23,6.867787667,7.188504225,-0.320716558,241.0,0.46282151671134464,0.6522129461015327
tumour_aoi,EpCAM,9.61871687,PD-1,24,23,5.932069476500001,5.97835093,-0.04628145349999979,265.0,0.8231815274918841,0.8980162118093282
tumour_aoi,EpCAM,9.61871687,CD45,24,23,9.057085755500001,9.816399236,-0.7593134804999995,160.0,0.013971191653540695,0.16765429984248834
tumour_aoi,EpCAM,9.61871687,CD4,24,23,7.5348454785,7.589158346,-0.05431286749999931,223.0,0.26387710472720083,0.6522129461015327
tumour_aoi,EpCAM,9.61871687,GZMB,24,23,8.314584805500001,8.288554283,0.02603052250000104,281.0,0.9237061355849945,0.9237061355849945
tumour_aoi,EpCAM,9.61871687,CD20,24,23,5.8153915430000005,5.953353934,-0.1379623909999994,241.0,0.46282151671134464,0.6522129461015327
tumour_aoi,EpCAM,9.61871687,FOXP3,24,23,3.0840650305,3.201443529,-0.11737849849999993,231.0,0.3436271148554936,0.6522129461015327
tumour_aoi,EpCAM,9.61871687,CD68,24,23,8.9547697855,9.196449579,-0.24167979349999946,258.0,0.7095766425318525,0.851491971038223
tumour_aoi,EpCAM,9.61871687,HLA-DR,24,23,9.186145273000001,9.424976033,-0.23883075999999903,184.0,0.05150485211063124,0.3090291126637874
tumour_aoi,EpCAM,9.61871687,PD-L1,24,23,2.8331588114999997,3.005375476,-0.1722166645000005,239.0,0.4372935444271038,0.6522129461015327
tumour_aoi,EpCAM,9.61871687,CD56,24,23,7.1472560785,7.059775876,0.0874802025000001,309.0,0.4891597095761495,0.6522129461015327
tumour_aoi,PanCk,12.74294246,CD8,24,23,7.823609986999999,7.84742982,-0.02381983300000101,243.0,0.4891597095761495,0.6522129461015327
tumour_aoi,PanCk,12.74294246,CD3,24,23,6.8198560829999995,7.051943577,-0.23208749400000084,273.0,0.9575697405400247,0.9575697405400247
tumour_aoi,PanCk,12.74294246,PD-1,24,23,5.9642066665,5.943595505,0.020611161499999753,310.0,0.47589071739669675,0.6522129461015327
tumour_aoi,PanCk,12.74294246,CD45,24,23,9.346176858,9.428753499,-0.08257664100000106,231.0,0.3436271148554936,0.6522129461015327
