stratum,x,y,n,rho,p,rho_ci95_lo,rho_ci95_hi,x_tumour,y_stroma
cross_patient_tumourX_stromaY,EpCAM,CD8,40,-0.08724202626641653,0.5924473046139408,-0.3882013412114482,0.2305324351084187,EpCAM,CD8
cross_patient_tumourX_stromaY,EpCAM,CD3,40,-0.07598499061913698,0.6412104251532312,-0.37853441671863064,0.24123438467634933,EpCAM,CD3
cross_patient_tumourX_stromaY,EpCAM,PD-1,40,-0.30431519699812387,0.05623835705690252,-0.562501111820915,0.007947556745022207,EpCAM,PD-1
cross_patient_tumourX_stromaY,EpCAM,CD45,40,-0.15103189493433397,0.3522305890296028,-0.44175750431933497,0.16840032690194356,EpCAM,CD45
cross_patient_tumourX_stromaY,EpCAM,CD4,40,-0.037335834896810506,0.819083100404856,-0.34483459831183455,0.27739980182906937,EpCAM,CD4
cross_patient_tumourX_stromaY,EpCAM,GZMB,40,-0.0275797373358349,0.865851375476089,-0.3362006700233887,0.2863900879841312,EpCAM,GZMB
cross_patient_tumourX_stromaY,EpCAM,CD20,40,-0.09868667917448407,0.5446213756143546,-0.39796195218385766,0.21957273602887187,EpCAM,CD20
cross_patient_tumourX_stromaY,EpCAM,FOXP3,40,-0.3060037523452158,0.05481808233089513,-0.563772589994515,0.006085704413941767,EpCAM,FOXP3
cross_patient_tumourX_stromaY,EpCAM,CD68,40,-0.024953095684803007,0.8785271998627115,-0.3338672535701384,0.2888011399574153,EpCAM,CD68
cross_patient_tumourX_stromaY,EpCAM,HLA-DR,40,0.14634146341463417,0.3675563711082522,-0.17305698846130116,0.4378888881281716,EpCAM,HLA-DR
cross_patient_tumourX_stromaY,EpCAM,PD-L1,40,-0.14221388367729834,0.38136735104248376,-0.43447555111116754,0.17714307246053745,EpCAM,PD-L1
cross_patient_tumourX_stromaY,EpCAM,CD56,40,-0.04784240150093809,0.7694037319155724,-0.3540748472109125,0.2676559187429906,EpCAM,CD56
cross_patient_tumourX_stromaY,PanCk,CD8,40,0.05572232645403378,0.7327202413890775,-0.26030541051182177,0.36096601803552736,PanCk,CD8
cross_patient_tumourX_stromaY,PanCk,CD3,40,0.0804878048780488,0.6215110571820474,-0.2369628432550492,0.3824091232168716,PanCk,CD3
cross_patient_tumourX_stromaY,PanCk,PD-1,40,0.03639774859287055,0.8235559577219843,-0.2782666542061501,0.34400666776374716,PanCk,PD-1
cross_patient_tumourX_stromaY,PanCk,CD45,40,0.012382739212007506,0.9395505580605444,-0.3002849104701123,0.32264752728860807,PanCk,CD45
cross_patient_tumourX_stromaY,PanCk,CD4,40,0.12401500938086307,0.4458101399899976,-0.19502865435924616,0.41932506182665863,PanCk,CD4
cross_patient_tumourX_stromaY,PanCk,GZMB,40,-0.10300187617260789,0.5270800636061514,-0.4016246767385184,0.215419430871749,PanCk,GZMB
cross_patient_tumourX_stromaY,PanCk,CD20,40,0.0476547842401501,0.7702835735852811,-0.2678304843906723,0.3539103654061477,PanCk,CD20
cross_patient_tumourX_stromaY,PanCk,FOXP3,40,-0.10825515947467168,0.5061059433086323,-0.4060707886166164,0.2103476364634454,PanCk,FOXP3
cross_patient_tumourX_stromaY,PanCk,CD68,40,0.1712945590994372,0.29058258054645797,-0.14811836456874608,0.4583465992712783,PanCk,CD68
cross_patient_tumourX_stromaY,PanCk,HLA-DR,40,0.20825515947467169,0.19720752158951438,-0.11041734105369445,0.4880998006183202,PanCk,HLA-DR
cross_patient_tumourX_stromaY,PanCk,PD-L1,40,0.075046904315197,0.6453457566510707,-0.24212274474310624,0.3777258492842262,PanCk,PD-L1
cross_patient_tumourX_stromaY,PanCk,CD56,40,0.15159474671669798,0.3504179744692099,-0.16784056774597989,0.4422210128255265,PanCk,CD56
