donor	tissue	n_high	n_low	barrier_high	barrier_low	IFN_high	IFN_low	AT2_high	AT2_low	sling_high	sling_low	dpt_high	dpt_low
LX255B	METASTASIS	66	120	0.8871294202828648	0.6515814595752292	0.35762093757205005	0.26973533652446885	0.5777702406801359	0.33844010780255	36.39008334310013	37.83961195391715	0.48331695795059204	0.49251988530158997
LX653	PRIMARY	72	35	1.11644042669623	0.6957604902131218	0.3769903842037843	0.3091761692491158	1.2653801558815219	1.0528274445306687	32.86352297902503	35.3600171695229	0.5105445384979248	inf
LX661	PRIMARY	46	43	0.9838741916245308	0.5493616285019142	0.4107970099854202	0.37673760725956973	1.321944031810415	0.5170277805291404	37.32694567581395	39.714431191593945	0.5530470013618469	inf
LX666	METASTASIS	40	100	1.4224680677056312	1.139087487657865	0.49902017454582237	0.37052660664474524	1.432821347564459	0.9657700536151727	40.937740268113785	39.221193073185844	0.8231132626533508	0.742675244808197
LX675	PRIMARY	52	243	1.7045416925341272	0.49894097242989816	0.5430857050537723	0.36817600903869346	1.3978693235474522	0.26209238085727143	42.98323030678045	33.36492729610263	0.506991446018219	inf
LX676	PRIMARY	50	83	1.4907594175140064	0.5452124623649092	0.3981378472955139	0.3507052104103943	0.2660540424784025	0.018558494656918993	41.79818411729087	42.97761957155764	0.5992876887321472	inf
LX679	PRIMARY	103	190	1.7041996741564915	0.937851349251312	0.4907734163027793	0.4013969400821374	0.11475090971849497	0.07454488266978347	44.75385447456564	43.510253764686205	0.5785970091819763	inf
LX680	PRIMARY	157	36	1.399510053470889	0.6955057959313744	0.306583483539316	0.33483066639782466	0.6044081548216996	0.23340425888697305	48.30381735060162	42.59778748834337	0.5334538817405701	0.5221177339553833
LX681	METASTASIS	137	66	1.7598681177246018	1.292348748355201	0.4889659955009927	0.3208035130292076	1.2361873317500824	0.7400717980632878	44.785242723037435	42.409059338550186	0.6041340827941895	0.5619118213653564
LX682	PRIMARY	55	282	2.3138434133746406	0.5475812261268038	0.8524984069595033	0.5461118874789099	0.19430307447910308	0.02619444821954619	34.912701804075176	37.369925996209744	0.49842751026153564	inf
LX684	PRIMARY	68	41	1.0545214394143985	0.7714786369626115	0.3119272640328002	0.2823547260548041	2.1729956787883067	2.049815527549604	42.89095489995332	43.54738731964645	0.5380983352661133	0.5362299084663391
