leiden	n_cells	n_donors	n_tumor	n_normal	top_tissue	mean_CLDN4	mean_AT2	mean_barrier	mean_IFN	mean_sling	mean_dpt	is_start
0	301	13	289	12	PRIMARY	1.3363738915452925	1.0925999804836175	1.0903657550530577	0.356559108980793	32.783589725601594	0.507057785987854	False
1	87	8	63	24	PRIMARY	0.008756029194798964	0.07728733082383987	0.45340909240803046	0.30390001135006417	56.42266005963681	inf	False
2	217	7	11	206	NORMAL	0.6525936820265335	3.7699787838301537	0.6106325562144936	0.18292941870512786	46.93031498796526	0.5847031474113464	False
3	68	9	64	4	PRIMARY	0.031477129196419436	0.04938421551795567	0.4479580507705025	0.5258980057727796	55.58974806887421	0.48471730947494507	False
4	193	12	189	4	PRIMARY	0.03015416976392578	0.09257537601370885	0.4368544801400528	0.49560900313328976	9.587447759940895	0.10820137709379196	True
5	213	13	139	74	PRIMARY	0.04208297209000923	0.11814780773504611	0.5019662729777826	0.4650497426211036	55.93268036781966	0.5851563811302185	False
6	98	8	32	66	NORMAL	1.3425172962704484	0.7177769815942058	1.2676603651675238	0.28249946297431483	41.58895757557748	0.523952305316925	False
7	100	1	100	0	PRIMARY	1.1727113804221154	1.6064554519206284	1.6164214422181247	0.5063730744300066	43.93494131192362	0.5070293545722961	False
8	216	13	189	27	PRIMARY	0.019508541734130296	0.04874475263519052	0.39185046579366856	0.3991020156379753	40.02378658091765	0.5485569834709167	False
9	119	10	112	7	PRIMARY	0.023595172317088152	0.02920013332233375	0.3783908637464881	0.40356282363455864	41.15640328973831	0.5545032024383545	False
10	155	3	154	1	PRIMARY	1.0262241263543406	2.2187212127831675	1.0061074270035633	0.3059471377691203	43.44453461860253	0.5359064936637878	False
11	142	7	27	115	NORMAL	1.9248970914894425	0.18109959601796288	1.162908767240708	0.42347426008264044	62.42870973535956	0.9062644243240356	False
12	178	7	177	1	METASTASIS	0.8131122522139818	0.5309246848808246	0.8527178825733814	0.31004986502431703	35.674919103697746	0.483271986246109	False
13	336	1	336	0	METASTASIS	0.5994682708489043	1.321137370955613	1.319695648774209	0.4542196184984775	40.10685789445608	0.8070462346076965	False
14	53	6	53	0	METASTASIS	0.0	0.0373536819041525	0.17535970882518484	0.3045262649530385	47.412919651855596	0.5263809561729431	False
15	132	8	132	0	PRIMARY	0.9546437759065267	0.18012024793359968	1.7479016886779455	0.5897507110859376	34.46617866733861	0.464083194732666	False
16	218	5	1	217	NORMAL	1.609011112549983	0.24791822297675162	2.0334542451557396	0.29733135973236574	47.151564869753834	0.6986023783683777	False
17	271	2	271	0	PRIMARY	0.9075402188565018	0.060440945082778266	1.446017814408369	0.47209818045167923	45.9774378524499	0.5827396512031555	False
18	177	1	177	0	PRIMARY	1.7705338893637146	0.5424929670708888	1.336185975999987	0.29670259720686964	49.31295747419274	0.5337147116661072	False
19	336	2	336	0	METASTASIS	1.1119227688759565	1.190581927127722	1.6790177916612714	0.44541011851221796	44.45801877092608	0.5990210175514221	False
