donor	n_cells	tissue	mean_CLDN4	mean_TACSTD2	mean_SFTPC	mean_AT2	mean_barrier	mean_IFN	mean_malignant	mean_club	mean_basal	mean_dpt	mean_sling
LX255B	198	METASTASIS	0.6911038313851212	0.5180041165363909	0.003294697313597708	0.4304301623844538	0.7623948104152776	0.30551494762797593	0.21429068768265272	0.24695316027310563	0.04177578342984421	0.48886788	37.24355908819312
LX653	139	PRIMARY	1.1690545722091799	1.6265932504864906	0.5522602071864999	1.180320364894341	0.9750572226280504	0.34936374573192375	0.6576406622676254	1.9160036983893072	0.02358488290965986	inf	33.550174102399275
LX661	112	PRIMARY	0.9157968030444213	0.7205084594232696	0.1696221594299589	1.0714421199545974	0.8156204639623563	0.3988723715757409	0.6349198113062552	2.0195674343655505	0.029341234293367182	inf	38.1396962930537
LX666	350	METASTASIS	0.5754895400149481	0.04600645271795137	0.014415051894528526	1.2775369448037375	1.2883600777884325	0.447894845720006	0.04928166126921063	0.042513562596979595	0.004422467574477196	0.7941256	40.33889109831929
LX675	350	PRIMARY	0.41838383189269474	0.476317538363593	0.7792673751711845	0.6179719103588944	0.8000362586088124	0.408102104102493	0.32681472046034676	1.005897038011324	0.029764779550688607	inf	35.81268722567139
LX676	145	PRIMARY	0.8238047899871037	0.8879644474078869	0.0	0.12358930083526962	0.9524288604485578	0.36905123846055904	0.16999151583375602	1.1556938557104133	0.10080651489311251	inf	42.528906431983884
LX679	350	PRIMARY	0.7096752990995134	0.6238803977625711	0.07449058685983931	0.08458941629954747	1.253773481193043	0.44470891055606665	0.6452518619526001	0.10229698666504451	0.0171366443165711	inf	44.36291166597481
LX680	220	PRIMARY	1.5736854374408722	0.1589396838437427	0.23092681216922673	0.5331258313504584	1.2556461260456477	0.3105869673518621	0.6414957482819303	0.15627871807100194	0.03506836931813847	0.5319668	47.33130120940621
LX681	350	METASTASIS	1.063082759295191	1.0151163575478963	0.1332448085291045	1.1464356840863115	1.6354729777326185	0.44247059080020457	0.5951741826960019	0.8575912165216037	0.016277161735509124	0.59574234	44.433492192762
LX682	350	PRIMARY	0.40333184663738525	0.43463443032332827	0.0	0.059188629034019655	0.8412057443601745	0.5982281940142629	0.04108974241784641	0.10377220490858667	0.038852839209139345	inf	36.721148960707595
LX684	166	PRIMARY	1.0249991517469108	0.6623337349618774	0.2927323768296874	2.157782933648571	0.9827965493482279	0.31080330787280586	0.9661466947880136	1.747353135821331	0.11407053210290082	0.5369004	43.3251558225546
LX699	39	METASTASIS	0.3312247105133839	0.2673029876672305	0.0	0.014912008602395015	0.6524504491279267	0.33130741834017857	0.004815618324483561	0.023252311934772722	0.006572555081966596	0.45881715	36.87885436914817
LX701	83	METASTASIS	0.22537671442491464	0.4046340635023921	0.0	0.2024598298332538	0.6831896579917894	0.361952515594106	0.2838598133090988	0.02432403698503732	0.027639121041599525	0.49982587	42.623763406648685
