probe_id	gene_symbol	entrez_id	note
202285_s_at	TACSTD2	4070	HG-U133 Plus 2.0 / GPL570
202286_s_at	TACSTD2	4070	HG-U133 Plus 2.0 / GPL570
202287_s_at	TACSTD2	4070	NM_002353 canonical probe used for GSE190731 correlations
227128_s_at	TACSTD2	4070	HG-U133 Plus 2.0 / GPL570
