cohort	malig_def	immune_def	score	n_patients	n_q1	n_q4	n_compared	spearman_rho	spearman_p	q4q1_r_rb	q4q1_p	median_tnk_q1	median_tnk_q4	delta_median_tnk	thin	unit
GSE205335	author_malig	same_patient_tnk_fraction	pct_pos	22	6	6	12	-0.43534726143421804	0.042861326301676765	-0.7777777777777778	0.025974025974025976	0.5142311424633498	0.11640665785333915	-0.39782448461001063	False	patient
GSE205335	author_malig	same_patient_tnk_fraction	mean	22	6	6	12	-0.20045172219085267	0.3710825718233011	-0.5555555555555556	0.13203463203463203	0.3305750083837795	0.16582536241770124	-0.16474964596607827	False	patient
