family	n	n_q1	n_q4	median_q1	median_q4	delta_median	r_rb	p	usable	spearman_rho	spearman_p
IFN	34	9	9	6.521690401753198	6.565537696192019	0.043847294438820406	0.11111111111111116	0.7239320396139757	True	0.14102368220015277	0.426303928860813
MHC-I/APM	34	9	9	7.460717246767884	8.109643517512453	0.6489262707445684	0.2592592592592593	0.37722461666745344	True	0.147135217723453	0.40632329884882146
TJ	34	9	9	6.44500451444106	6.460261871203563	0.015257356762502283	0.08641975308641969	0.7910815129207817	True	0.15966386554621848	0.36707032192034594
