Supplementary Table 3. Characteristics of patients from the BIP study analyzed by mIHF
,,N (%)
Age,<65,20 (40.0)
,>65,30 (60.0)
Gender,Male,14 (28.0)
,Female,36(72.0)
PS,0-1,37 (74.0)
,≥2,13 (26.0)
Previous line of treatment,0,38 (76.0)
,≥1,12 (24.0)
PD-L1 Status,Negative (<1%),20 (40.0)
,Positive (≥1%),29 (58.0)
,NA,1 (2.0)
Response (RECIST),CR,6 (12.0)
,PR,19 (38.0)
,SD,1 (2.0)
,PD,24 (48.0)
Benefit,DCB,25 (50.0)
,NDB,25 (50.0)
