abundance_rank,gene,median_log2_normcount1,mean_log2_normcount1
1864,KIR2DS4,0.9241999999999999,1.325775
1865,GRM1,0.92265,1.1497472222222223
1866,RAET1L,0.9213,1.2066250000000003
1867,ADAM20,0.9198,0.8367805555555555
1868,LHFPL1,0.9068499999999999,1.0188666666666668
1869,P2RX2,0.9063,1.315736111111111
1870,SLC39A2,0.8905,1.14205
1871,FCRL2,0.8892,2.020383333333333
1872,DSG3,0.88045,1.4576222222222226
1873,TSHR,0.8381000000000001,1.2693777777777777
1874,SLC14A2,0.8329,0.8674694444444443
1875,CD300LG,0.82515,1.0921250000000002
1876,CACNG6,0.80555,1.7785861111111114
1877,GABRB2,0.79715,1.037583333333333
1878,BTNL3,0.7945,1.0666583333333335
1879,PCDHA9,0.77855,1.4629249999999996
1880,ART3,0.7756,0.8628166666666668
1881,AQP8,0.7514,1.1289944444444446
1882,SIGLEC6,0.74635,1.2484805555555558
1883,ZACN,0.7072,0.5914777777777778
1884,CDH8,0.70435,1.0248944444444446
1885,KIR2DL1,0.6944,1.0263722222222222
1886,CDHR4,0.69035,0.7989527777777778
1887,GRIK1,0.68935,0.8451305555555556
1888,SCNN1G,0.6837,1.2686027777777777
1889,CNR2,0.6796,1.4898694444444442
1890,GLP1R,0.67605,1.5822055555555554
1891,GABRR1,0.67605,1.1260972222222223
1892,SLC7A10,0.6664,1.2295444444444446
1893,GPR156,0.6657,0.8069500000000001
1894,TNFRSF13B,0.65025,1.7743861111111112
1895,OR5K2,0.64225,0.744461111111111
1896,NIPAL4,0.64195,1.240286111111111
1897,GABRG3,0.6396999999999999,1.5124888888888892
1898,UMODL1,0.6368,0.8995083333333334
1899,KCNV2,0.6355999999999999,0.8823305555555554
1900,KIR3DL2,0.6324,1.0816166666666664
1901,DPEP3,0.63225,0.830963888888889
1902,LRFN5,0.6315,0.9139333333333332
1903,CCR9,0.6299999999999999,1.2555944444444445
1904,LRFN2,0.6273,1.067736111111111
1905,OR7D2,0.6273,1.239086111111111
1906,GPR142,0.62515,0.9240638888888889
1907,SLC12A1,0.6241,0.9683055555555554
1908,IGDCC3,0.622,0.8840555555555557
1909,GJB6,0.6206499999999999,1.6878861111111112
1910,LRRC3B,0.6188,0.8208027777777778
1911,ALK,0.61785,0.9757055555555554
1912,OR56B4,0.6171500000000001,0.8052444444444445
1913,SLITRK2,0.6147,1.1754666666666669
1914,RPRML,0.6147,0.7413416666666666
1915,GDPD2,0.61395,1.093777777777778
1916,CSMD1,0.61265,1.2127555555555556
1917,AQP10,0.6123,1.5464777777777778
1918,PTPRQ,0.6123,1.2123138888888887
1919,HTR2A,0.61155,0.7127222222222223
1920,TMEM132D,0.608,1.2230555555555558
1921,NPY6R,0.60375,0.8915944444444445
1922,NUP210L,0.5992500000000001,0.7099305555555554
1923,EPHA8,0.5992500000000001,0.7019500000000001
1924,GPR25,0.5964,0.9365472222222222
1925,LRRTM4,0.59625,0.9781916666666667
1926,OR52N4,0.59585,0.7975027777777779
1927,KIR3DL1,0.5951500000000001,1.157713888888889
1928,DLL3,0.5922000000000001,0.9691638888888888
1929,MAG,0.5922000000000001,0.7678861111111112
1930,HTR1B,0.591,0.8762555555555555
1931,SORCS3,0.58985,1.1561166666666667
1932,CHRNG,0.5891500000000001,0.6582555555555556
1933,CALCR,0.5858,0.8953055555555556
1934,RPRM,0.5858,1.008888888888889
1935,GABRA4,0.5843499999999999,0.7329833333333332
1936,ATP13A5,0.5831999999999999,0.9016638888888888
1937,DRD2,0.5788500000000001,1.0810944444444446
1938,ATP1A4,0.57875,0.7886916666666666
1939,CNTNAP5,0.5776,1.9736277777777778
1940,AMHR2,0.5768,0.8108416666666668
1941,TAS1R1,0.57275,0.7580694444444445
1942,ZP1,0.57195,0.6221888888888889
1943,GPR15,0.57125,0.7722166666666668
1944,SLC17A8,0.5708,0.6979583333333333
1945,SLC35F4,0.5699,0.5032972222222222
1946,CD300E,0.5699,0.960752777777778
1947,GPR45,0.5699,0.6845277777777778
1948,P2RY4,0.5699,0.692525
1949,IZUMO1,0.5668,0.8853583333333332
1950,SLC26A5,0.56515,0.7433888888888889
1951,GPR152,0.5599000000000001,0.9837833333333332
1952,GRM7,0.5529999999999999,0.6424027777777778
1953,GJB7,0.5529999999999999,0.6165194444444445
1954,CLCA2,0.5528,0.6911527777777777
1955,SLC34A1,0.5422,0.7051194444444444
1956,PLP1,0.54045,1.1038583333333334
1957,NLGN4Y,0.54,3.0255638888888887
1958,IL23R,0.5338499999999999,0.5480277777777779
1959,INSRR,0.52845,0.735736111111111
1960,FCRL4,0.52325,0.9769638888888887
1961,NRXN1,0.52165,1.1251833333333332
1962,CLEC4M,0.5208999999999999,1.5179083333333334
1963,NTNG1,0.5153,1.373152777777778
1964,MEP1A,0.5097,0.9416722222222224
1965,RHO,0.5074000000000001,0.861275
1966,RXFP4,0.5074000000000001,0.9054333333333334
1967,CRHR2,0.5071,1.0537194444444442
1968,IL1RAPL1,0.5071,0.8080361111111112
1969,GRIA1,0.485,0.6404027777777777
1970,VSTM1,0.45204999999999995,0.615775
1971,NPFFR2,0.45204999999999995,0.7626583333333333
1972,RHAG,0.43069999999999997,0.665411111111111
1973,BTN1A1,0.43069999999999997,0.7823972222222223
1974,GPR111,0.30405,0.9807027777777777
1975,SLC22A16,0.2849,0.6139416666666667
1976,LCT,0.27425,0.5932277777777777
1977,CACNG1,0.25515,1.060388888888889
1978,EPHA5,0.25515,0.8131611111111111
1979,GPR158,0.2486,1.2377694444444445
1980,ADRB3,0.2486,0.6220777777777777
1981,GSG1L,0.2486,0.6018805555555555
1982,HEPACAM2,0.22985,0.7814750000000001
1983,ALPP,0.22725,0.8773111111111112
1984,OR2W3,0.22725,0.49840277777777786
1985,SV2C,0.22725,0.9337750000000001
1986,GPR22,0.22725,0.39420833333333327
1987,LRRTM3,0.20345,0.6065500000000003
1988,LRTM2,0.20345,0.6269416666666666
1989,SHISA6,0.20345,0.7421388888888889
1990,OR13C3,0.0,0.014175
1991,OR10A6,0.0,0.011302777777777778
1992,OR10A7,0.0,0.0
1993,SLC4A1,0.0,0.5512083333333333
1994,OR13C9,0.0,0.0
1995,OR10AD1,0.0,0.4040277777777777
1996,OPN1LW,0.0,0.06793611111111111
1997,OR10A5,0.0,0.0
1998,OR10A4,0.0,0.027825000000000003
1999,OR10A3,0.0,0.079
2000,OR13C4,0.0,0.049897222222222225
2001,OR10A2,0.0,0.03246944444444445
2002,OR13C5,0.0,0.0
2003,OR10AG1,0.0,0.0
2004,OPRM1,0.0,0.05163055555555555
2005,OPRK1,0.0,0.3082083333333333
2006,OR13C8,0.0,0.0
2007,OPN5,0.0,0.11953888888888889
2008,OPRD1,0.0,0.11146111111111111
2009,OPN4,0.0,0.27070555555555553
2010,NPFFR1,0.0,0.2779666666666667
2011,NPSR1,0.0,0.2657416666666667
2012,NPY2R,0.0,0.06456666666666666
2013,TAAR5,0.0,0.0
2014,MSLNL,0.0,0.5696166666666668
2015,MTNR1B,0.0,0.23885833333333334
2016,MUC15,0.0,0.7825638888888888
2017,MUC17,0.0,0.5891861111111111
2018,OPN1MW,0.0,0.0
2019,NCR1,0.0,0.6238166666666668
2020,NCR2,0.0,0.236325
2021,NKAIN3,0.0,0.18384999999999996
2022,C11orf87,0.0,0.12646666666666667
2023,SVOPL,0.0,0.5845555555555557
2024,SYNPR,0.0,0.3959027777777779
2025,TAAR1,0.0,0.3948527777777778
2026,TAAR2,0.0,0.0
2027,MUSK,0.0,0.7157777777777778
2028,OR10C1,0.0,0.08696111111111111
2029,OR10G2,0.0,0.12023055555555556
2030,OR10G3,0.0,0.0
2031,OR10G4,0.0,0.012769444444444444
2032,SLC39A12,0.0,0.27598888888888884
2033,OR10G7,0.0,0.0
2034,SLCO6A1,0.0,0.4223777777777778
2035,SLITRK1,0.0,0.18628888888888892
2036,NPBWR2,0.0,0.0
2037,SLITRK3,0.0,1.107997222222222
2038,SLC36A3,0.0,0.05996388888888888
2039,SPACA1,0.0,0.1222638888888889
2040,SPAM1,0.0,0.04076111111111111
2041,SSTR4,0.0,0.019436111111111112
2042,BRS3,0.0,0.19031111111111113
2043,NMBR,0.0,0.21364166666666667
2044,NMUR2,0.0,0.5090138888888889
2045,SLC36A2,0.0,0.2503027777777778
2046,SLC38A8,0.0,0.19988333333333336
2047,OR10G9,0.0,0.0
2048,OR10H1,0.0,0.18966666666666665
2049,OR10H2,0.0,0.01556388888888889
2050,OR1F1,0.0,0.17198333333333332
2051,OR10H3,0.0,0.0
2052,OR1E2,0.0,0.0
2053,OR10H4,0.0,0.0
2054,OR10H5,0.0,0.12615
2055,CCKBR,0.0,0.5920444444444444
2056,OR10J3,0.0,0.016891666666666666
2057,OR10J5,0.0,0.018247222222222224
2058,OR10K1,0.0,0.0
2059,OR1E1,0.0,0.11424722222222222
2060,OR10K2,0.0,0.0
2061,OR10P1,0.0,0.0
2062,OR10R2,0.0,0.0
2063,OR10S1,0.0,0.0
2064,OR10J1,0.0,0.01668888888888889
2065,OR1I1,0.0,0.0
2066,OR1J1,0.0,0.3278027777777778
2067,OR1J2,0.0,0.3992388888888889
2068,OR1J4,0.0,0.17932499999999996
2069,OR1K1,0.0,0.03161666666666666
2070,OR1L1,0.0,0.0
2071,OR1L3,0.0,0.024849999999999997
2072,SLC5A7,0.0,0.3161777777777778
2073,OR10G8,0.0,0.0
2074,SLC6A18,0.0,0.6475416666666667
2075,SLC6A2,0.0,0.7393416666666667
2076,OR1G1,0.0,0.03375555555555555
2077,OR1F2P,0.0,0.10540555555555556
2078,CACNG2,0.0,0.12206111111111112
2079,CACNG3,0.0,0.4190166666666667
2080,CACNG5,0.0,0.1633777777777778
2081,CACNG7,0.0,0.1874527777777778
2082,CACNG8,0.0,0.27815555555555554
2083,SLC6A15,0.0,0.7088222222222222
2084,OR13J1,0.0,0.19571666666666665
2085,OR11H6,0.0,0.04742777777777778
2086,OR13H1,0.0,0.03271944444444444
2087,OR11L1,0.0,0.0
2088,OR12D2,0.0,1.6898388888888887
2089,OR12D3,0.0,0.28191944444444444
2090,OR13C2,0.0,0.0
2091,OR13G1,0.0,0.012625
2092,OR10T2,0.0,0.03246944444444445
2093,CCKAR,0.0,0.02722222222222222
2094,OR13F1,0.0,0.04068333333333333
2095,SLC6A5,0.0,0.0
2096,SLC7A14,0.0,0.72185
2097,SLC7A3,0.0,0.39107777777777775
2098,NTSR2,0.0,0.32701111111111114
2099,OR13D1,0.0,0.11420277777777778
2100,OPALIN,0.0,0.030622222222222217
2101,CALY,0.0,0.8158222222222222
2102,OR1D4,0.0,0.02993888888888889
2103,OR10V1,0.0,0.01587777777777778
2104,OR10W1,0.0,0.19849444444444442
2105,OR1D2,0.0,0.16399444444444444
2106,OR10X1,0.0,0.0
2107,OR1C1,0.0,0.0
2108,OR10Z1,0.0,0.0
2109,OR1B1,0.0,0.03256666666666667
2110,OR14A16,0.0,0.0
2111,OR1A2,0.0,0.0
2112,OR11G2,0.0,0.0
2113,OR1A1,0.0,0.0
2114,OR14J1,0.0,0.18434444444444445
2115,OR11H1,0.0,0.011302777777777778
2116,OR14I1,0.0,0.03059722222222222
2117,OR11H12,0.0,0.01587777777777778
2118,OR14C36,0.0,0.0
2119,OR11H4,0.0,0.08074722222222223
2120,OR11A1,0.0,1.2009138888888886
2121,TMPRSS11D,0.0,0.17655833333333334
2122,TMPRSS15,0.0,0.14761666666666665
2123,GABRA1,0.0,0.09156944444444444
2124,GABRA2,0.0,0.7790916666666666
2125,GABRA3,0.0,0.42883333333333334
2126,GABRA6,0.0,0.0
2127,GABRB1,0.0,0.45480000000000004
2128,GPRC6A,0.0,0.06271666666666667
2129,TAS2R38,0.0,0.3534722222222222
2130,CLDN22,0.0,0.23740833333333333
2131,PCDHB1,0.0,0.35789166666666666
2132,CNTNAP4,0.0,0.3086611111111111
2133,ZP2,0.0,0.03158333333333333
2134,PCDH11Y,0.0,0.16325
2135,PCDH15,0.0,0.4437111111111111
2136,PCDH8,0.0,0.1326
2137,OR9Q1,0.0,0.04495277777777778
2138,OR9Q2,0.0,0.0
2139,ZP4,0.0,0.0388
2140,TMEM114,0.0,0.49154166666666665
2141,FFAR1,0.0,0.4219833333333334
2142,HRH3,0.0,0.6890666666666667
2143,HTR1A,0.0,0.031441666666666666
2144,HTR1E,0.0,0.23530833333333334
2145,HTR2C,0.0,0.36202222222222225
2146,HTR3B,0.0,0.06579722222222223
2147,GSG1,0.0,0.4668388888888889
2148,TMPRSS11B,0.0,0.07209166666666667
2149,HCRTR1,0.0,0.11509722222222224
2150,HCRTR2,0.0,0.10576111111111111
2151,HEPACAM,0.0,1.071336111111111
2152,TMEM211,0.0,0.15609722222222222
2153,TMEM213,0.0,0.6089666666666669
2154,TMEM225,0.0,0.0
2155,TMEM30C,0.0,0.0
2156,TMEM95,0.0,0.019436111111111112
2157,TMIGD1,0.0,0.15651944444444446
2158,GYPA,0.0,0.11333888888888888
2159,GPR52,0.0,0.30133055555555555
2160,GPR6,0.0,0.22186666666666666
2161,OR8B12,0.0,0.0
2162,GPR78,0.0,0.18109444444444442
2163,FSHR,0.0,0.276225
2164,GPR26,0.0,0.34449722222222223
2165,GPR31,0.0,0.5402194444444445
2166,GPR32,0.0,0.0
2167,OTOP1,0.0,0.0
2168,ALPI,0.0,1.1747861111111113
2169,ALPPL2,0.0,0.6202499999999999
2170,GPR101,0.0,0.015947222222222224
2171,GPR112,0.0,0.06472777777777777
2172,GPR119,0.0,0.10166666666666666
2173,GPR12,0.0,0.1906916666666667
2174,GPR139,0.0,0.0
2175,GPR144,0.0,0.3651666666666667
2176,GPR148,0.0,0.07537777777777777
2177,AGTR2,0.0,0.13878055555555557
2178,OTOP2,0.0,0.13474722222222224
2179,OXGR1,0.0,0.6664472222222222
2180,P2RX3,0.0,0.5023583333333334
2181,CNTN5,0.0,0.5609666666666667
2182,CNTN6,0.0,0.37484444444444454
2183,CLEC1B,0.0,1.140077777777778
2184,CLRN1,0.0,0.06557777777777778
2185,CLRN2,0.0,0.031069444444444445
2186,GPR50,0.0,0.22255555555555556
2187,OR7E24,0.0,0.06427500000000001
2188,OR7G1,0.0,0.0
2189,OR7G2,0.0,0.0
2190,OR7G3,0.0,0.0
2191,OR8A1,0.0,0.07960833333333334
2192,GJD2,0.0,0.17374444444444445
2193,GRIA2,0.0,0.5104944444444445
2194,GRID2,0.0,0.015827777777777777
2195,GRIN2B,0.0,0.41156944444444443
2196,PRLHR,0.0,0.48851111111111106
2197,TAAR6,0.0,0.08398055555555556
2198,TAAR8,0.0,0.0
2199,TAAR9,0.0,0.03896111111111111
2200,TACR3,0.0,0.016891666666666666
2201,TARM1,0.0,0.0
2202,TAS1R2,0.0,0.18672222222222223
2203,TAS2R1,0.0,0.18965555555555558
2204,TAS2R16,0.0,0.0
2205,TMEFF2,0.0,0.4074333333333333
2206,TAS2R30,0.0,0.203775
2207,SLC32A1,0.0,0.1506888888888889
2208,TAS2R39,0.0,0.0
2209,TAS2R46,0.0,0.36969166666666664
2210,TAS2R7,0.0,0.0
2211,TAS2R8,0.0,0.14455555555555555
2212,TAS2R9,0.0,0.13124166666666667
2213,TECTB,0.0,0.05932222222222223
2214,TEX101,0.0,0.27086388888888885
2215,TAS2R3,0.0,0.3437083333333334
2216,DCC,0.0,0.7340277777777777
2217,DCT,0.0,0.40923888888888893
2218,MRGPRD,0.0,0.18995555555555554
2219,MRGPRE,0.0,0.53565
2220,MRGPRG,0.0,0.0
2221,MRGPRX1,0.0,0.0
2222,MRGPRX2,0.0,0.014763888888888889
2223,MRGPRX3,0.0,0.9326083333333332
2224,MOG,0.0,0.2963527777777778
2225,MS4A15,0.0,0.6004166666666667
2226,MC2R,0.0,0.33300833333333335
2227,MC3R,0.0,0.0
2228,MC4R,0.0,0.4478277777777777
2229,MC5R,0.0,0.23567499999999997
2230,MCHR2,0.0,0.0
2231,MDGA2,0.0,0.444075
2232,MEP1B,0.0,0.2632527777777778
2233,MLNR,0.0,0.35692777777777773
2234,MRGPRX4,0.0,0.21333333333333332
2235,ATP4B,0.0,0.17985
2236,BEST2,0.0,0.1937638888888889
2237,ITLN1,0.0,1.0370222222222223
2238,KCNG4,0.0,0.017416666666666667
2239,KCNK18,0.0,0.0
2240,KIR3DL3,0.0,0.21986111111111112
2241,EPGN,0.0,0.2521
2242,IL5RA,0.0,0.6557194444444444
2243,DRD3,0.0,0.04926944444444445
2244,HTR3D,0.0,0.03325
2245,HTR3E,0.0,0.15155833333333335
2246,HTR4,0.0,0.5567666666666666
2247,HTR5A,0.0,0.024072222222222224
2248,HTR6,0.0,0.22736666666666666
2249,FAM187B,0.0,0.30667777777777777
2250,ANTXRL,0.0,0.2285416666666667
2251,AQP2,0.0,1.0014361111111112
2252,ART1,0.0,0.17179166666666668
2253,HTR3C,0.0,0.15258333333333332
2254,DRD5,0.0,0.18639444444444442
2255,DSC1,0.0,0.4756111111111111
2256,DSG4,0.0,0.44583055555555556
2257,LYPD2,0.0,1.0071416666666668
2258,LYPD4,0.0,0.17798333333333333
2259,MAS1,0.0,0.035
2260,MAS1L,0.0,0.48373611111111103
2261,LRRC52,0.0,0.08294722222222223
2262,LRTM1,0.0,0.13613055555555553
2263,ATP2B3,0.0,0.39290277777777777
2264,LY6G6D,0.0,0.12975277777777777
2265,LY6G6F,0.0,0.11951666666666666
2266,LPPR5,0.0,0.3578527777777778
2267,LRIT1,0.0,0.0
2268,LRIT2,0.0,0.2429694444444445
2269,LIM2,0.0,0.19752777777777777
2270,LINGO2,0.0,0.5671472222222222
2271,LHCGR,0.0,0.09719722222222221
2272,ATP1B4,0.0,0.0
2273,LY6D,0.0,1.1471972222222222
2274,OR5H1,0.0,0.0
2275,OR5H14,0.0,0.0
2276,OR5H15,0.0,0.0
2277,OR5H2,0.0,0.0
2278,OR5H6,0.0,0.017433333333333335
2279,OR5I1,0.0,0.0
2280,OR5J2,0.0,0.0
2281,OR5K1,0.0,0.1422222222222222
2282,OR5K3,0.0,0.0
2283,OR2AG2,0.0,0.18217499999999998
2284,OR5L1,0.0,0.0
2285,OR5L2,0.0,0.0
2286,OR5M1,0.0,0.0
2287,OR5M10,0.0,0.01812222222222222
2288,OR5M11,0.0,0.07441666666666667
2289,OR5M3,0.0,0.0
2290,OR5M8,0.0,0.0
2291,OR5M9,0.0,0.0
2292,OR5P2,0.0,0.015947222222222224
2293,OR5P3,0.0,0.04546388888888889
2294,OR5K4,0.0,0.0
2295,OR6K6,0.0,0.04309722222222222
2296,OR6M1,0.0,0.0
2297,OR6N1,0.0,0.054372222222222225
2298,OR6N2,0.0,0.018247222222222224
2299,OR6P1,0.0,0.0
2300,OR6Q1,0.0,0.014175
2301,OR6S1,0.0,0.07641944444444444
2302,OR6T1,0.0,0.01583333333333333
2303,OR6V1,0.0,0.014175
2304,OR6X1,0.0,0.0
2305,OR5F1,0.0,0.0
2306,OR7A10,0.0,0.0
2307,OR7A17,0.0,0.0
2308,OR7A5,0.0,0.12708055555555553
2309,OR7C1,0.0,0.14986666666666668
2310,OR7C2,0.0,0.0
2311,OR7D4,0.0,0.01621111111111111
2312,RGR,0.0,0.387575
2313,ROS1,0.0,0.7852916666666666
2314,CDH7,0.0,0.045858333333333334
2315,CDH9,0.0,0.3668444444444444
2316,OR6Y1,0.0,0.0
2317,OR56A1,0.0,0.0
2318,OR56A3,0.0,0.09891944444444443
2319,OR56A4,0.0,0.014763888888888889
2320,OR56A5,0.0,0.07930277777777778
2321,OR56B1,0.0,0.21091666666666667
2322,OR5A1,0.0,0.0
2323,OR5A2,0.0,0.0
2324,OR5AC2,0.0,0.0
2325,OR5AK2,0.0,0.03284166666666667
2326,OR5R1,0.0,0.0
2327,OR5AP2,0.0,0.0
2328,OR5AR1,0.0,0.0
2329,OR5AS1,0.0,0.0
2330,OR5AU1,0.0,0.01712222222222222
2331,OR5B12,0.0,0.3000277777777778
2332,OR5B17,0.0,0.0
2333,OR5B2,0.0,0.2063638888888889
2334,OR5B21,0.0,0.07984444444444444
2335,OR5B3,0.0,0.0
2336,OR5C1,0.0,0.05143055555555555
2337,OR5AN1,0.0,0.0
2338,OR5T1,0.0,0.0
2339,OR5T2,0.0,0.0
2340,OR5T3,0.0,0.0
2341,OR5V1,0.0,0.5747333333333333
2342,OR5W2,0.0,0.0
2343,OR6A2,0.0,0.15784444444444445
2344,OR6B1,0.0,0.017416666666666667
2345,OR6B2,0.0,0.07230555555555555
2346,OR6B3,0.0,0.0
2347,CEACAM20,0.0,0.3610472222222222
2348,OR52W1,0.0,0.2093611111111111
2349,CHRM2,0.0,0.3537138888888889
2350,RXFP2,0.0,0.0
2351,RXFP3,0.0,0.28659722222222217
2352,SCN10A,0.0,0.1120027777777778
2353,SCN1A,0.0,0.6150861111111111
2354,OR52M1,0.0,0.0
2355,OR52N1,0.0,0.050374999999999996
2356,OR52N2,0.0,0.40305
2357,OR52N5,0.0,0.014894444444444445
2358,OR52R1,0.0,0.0
2359,CEACAM8,0.0,0.33796944444444443
2360,VN1R4,0.0,0.0
2361,GABRG2,0.0,0.3412388888888889
2362,GABRQ,0.0,0.7658277777777777
2363,GABRR3,0.0,0.012625
2364,GALR1,0.0,0.22696111111111106
2365,GALR3,0.0,0.2214861111111111
2366,GFRA4,0.0,0.08754444444444444
2367,GFRAL,0.0,0.0
2368,TPO,0.0,0.49358611111111106
2369,OR6K3,0.0,0.07990277777777778
2370,ADAM18,0.0,0.04421666666666667
2371,ADAM2,0.0,0.0
2372,ADAM29,0.0,0.4083472222222222
2373,ADAM30,0.0,0.011302777777777778
2374,ADAM7,0.0,0.0
2375,GPR61,0.0,0.4208333333333333
2376,OR8B2,0.0,0.0
2377,OR8B3,0.0,0.0
2378,OR8B4,0.0,0.0
2379,OR8B8,0.0,0.04018611111111111
2380,TRHR,0.0,0.09051111111111111
2381,ADCYAP1R1,0.0,0.6227111111111111
2382,ABCC12,0.0,0.24169444444444446
2383,ACPT,0.0,0.3652722222222222
2384,UMOD,0.0,0.11755555555555554
2385,UNC5D,0.0,0.5025416666666668
2386,TRPV5,0.0,0.4615250000000001
2387,TYR,0.0,0.30611944444444444
2388,XCR1,0.0,0.7646416666666666
2389,XKR3,0.0,0.41123611111111114
2390,ZAN,0.0,0.08674444444444444
2391,VN1R2,0.0,0.0
2392,GPR150,0.0,0.5865027777777777
2393,GPR151,0.0,0.055577777777777775
2394,GHSR,0.0,0.05688055555555555
2395,GPR149,0.0,0.01381111111111111
2396,GLRA1,0.0,0.3688055555555556
2397,GLRA2,0.0,0.16124444444444444
2398,GLRA3,0.0,0.21258611111111111
2399,GLRA4,0.0,0.12732777777777776
2400,GML,0.0,0.02975833333333333
2401,UTS2R,0.0,0.44349722222222226
2402,ZNRF4,0.0,0.015547222222222221
2403,PROKR2,0.0,0.06860277777777778
2404,PRSS41,0.0,0.32528333333333337
2405,PTCHD3,0.0,1.0175805555555555
2406,CHRNA2,0.0,0.29061944444444443
2407,CHRNA9,0.0,0.14789444444444444
2408,CHRNB3,0.0,0.33311388888888893
2409,CHRND,0.0,1.2788888888888887
2410,CLCA4,0.0,0.25286111111111104
2411,OR6C1,0.0,0.0
2412,OR6C2,0.0,0.0
2413,OR8D1,0.0,0.0
2414,OR6C4,0.0,0.0
2415,OR6C6,0.0,0.0
2416,OR6C65,0.0,0.0
2417,OR6C68,0.0,0.0
2418,OR6C70,0.0,0.02873611111111111
2419,OR6C74,0.0,0.0
2420,OR6C75,0.0,0.0
2421,OR6C76,0.0,0.0
2422,OR6F1,0.0,0.0
2423,OR6K2,0.0,0.0
2424,OR6C3,0.0,0.0
2425,OR8D2,0.0,0.0
2426,OR8D4,0.0,0.0
2427,OR8G2,0.0,0.0
2428,OR8G5,0.0,0.0
2429,OR8H1,0.0,0.0
2430,OR8H2,0.0,0.0
2431,OR8H3,0.0,0.0
2432,OR8I2,0.0,0.0
2433,OR8J1,0.0,0.0
2434,OR8J3,0.0,0.0
2435,PROKR1,0.0,0.4441805555555556
2436,OR8K3,0.0,0.0
2437,OR8K5,0.0,0.0
2438,OR8S1,0.0,0.14471944444444443
2439,OR8U1,0.0,0.0
2440,OR9A2,0.0,0.03073888888888889
2441,OR9A4,0.0,0.09294166666666664
2442,OR9G4,0.0,0.028452777777777778
2443,OR9G9,0.0,0.01621111111111111
2444,OR9I1,0.0,0.17853333333333335
2445,OR9K2,0.0,0.0
2446,OR8K1,0.0,0.0
2447,SLC24A2,0.0,0.33211111111111113
2448,SLC26A3,0.0,0.9071361111111111
2449,SLC28A2,0.0,0.6234500000000001
2450,OR2G2,0.0,0.0
2451,OR2G3,0.0,0.0
2452,OR2G6,0.0,0.019436111111111112
2453,OR2J2,0.0,0.03267222222222223
2454,OR2J3,0.0,0.07091666666666667
2455,OR2K2,0.0,0.46331944444444445
2456,OR5D13,0.0,0.0
2457,OR2L2,0.0,0.019436111111111112
2458,OR2L3,0.0,0.015947222222222224
2459,OR2L8,0.0,0.0
2460,OR2M2,0.0,0.0
2461,OR2M3,0.0,0.0
2462,OR2M4,0.0,0.062025
2463,OR2M5,0.0,0.0
2464,OR2M7,0.0,0.0
2465,OR2S2,0.0,0.0
2466,OR2T1,0.0,0.0
2467,OR2L13,0.0,0.5660305555555556
2468,OR4C3,0.0,0.0
2469,OR4C45,0.0,0.0
2470,OR4C46,0.0,0.0
2471,OR4C6,0.0,0.38045833333333334
2472,OR4D1,0.0,0.017877777777777777
2473,OR4D10,0.0,0.0
2474,OR4D11,0.0,0.0
2475,OR4D2,0.0,0.0
2476,OR4D5,0.0,0.0
2477,OR4D6,0.0,0.0
2478,SLC22A8,0.0,0.09751666666666667
2479,OR4E2,0.0,0.027180555555555555
2480,OR4F15,0.0,0.0
2481,CD300LD,0.0,0.04762222222222222
2482,SLC17A6,0.0,0.12500277777777777
2483,SLC18A1,0.0,0.8784222222222222
2484,SLC18A3,0.0,0.2373611111111111
2485,SLC1A6,0.0,0.1481222222222222
2486,SLC22A12,0.0,0.5461444444444444
2487,SLC22A2,0.0,0.39929166666666666
2488,SLC22A6,0.0,0.0
2489,OR4D9,0.0,0.0
2490,OR2A12,0.0,0.04039722222222222
2491,OR2A14,0.0,0.15856111111111112
2492,OR2A2,0.0,0.12070555555555555
2493,OR2A25,0.0,0.3155666666666666
2494,OR2A5,0.0,0.05798333333333334
2495,OR2AE1,0.0,0.2844305555555555
2496,OR2AG1,0.0,0.0
2497,PCDH11X,0.0,0.5021388888888888
2498,OR2AK2,0.0,0.0
2499,OR2T10,0.0,0.0633
2500,OR2B11,0.0,0.11875000000000001
2501,OR2B2,0.0,0.1567361111111111
2502,OR2B3,0.0,0.03299722222222222
2503,OR2C1,0.0,0.3561888888888889
2504,OR2C3,0.0,0.06641944444444443
2505,OR2D2,0.0,0.01381111111111111
2506,OR2D3,0.0,0.0
2507,OR2F1,0.0,0.06687499999999999
2508,OR2F2,0.0,0.0
2509,SLC2A7,0.0,0.10857222222222222
2510,OR2AT4,0.0,0.07453611111111111
2511,OR2T11,0.0,0.0
2512,OR2T12,0.0,0.0
2513,OR2T2,0.0,0.057836111111111116
2514,OR2T27,0.0,0.0
2515,OR2T29,0.0,0.0
2516,OR2T3,0.0,0.019436111111111112
2517,OR2T33,0.0,0.012769444444444444
2518,OR2T34,0.0,0.0
2519,OR2T35,0.0,0.0
2520,OR2T4,0.0,0.01712222222222222
2521,OR1S2,0.0,0.01556388888888889
2522,OR2T6,0.0,0.0
2523,CD200R1L,0.0,0.07970277777777778
2524,OR1L4,0.0,0.0
2525,OR1L6,0.0,0.0
2526,OR1L8,0.0,0.3399944444444445
2527,OR1M1,0.0,0.01556388888888889
2528,OR1N1,0.0,0.012769444444444444
2529,OR1N2,0.0,0.0
2530,OR1Q1,0.0,0.11674722222222221
