split	direction	interaction_name	pathway_name	ligand	receptor	ligand_genes	receptor_genes	focus	ligand_class	n_paired	n_GSE131907	n_GSE205335	median_prob_high	median_prob_low	delta_median	median_paired_delta	wilcoxon_w	p	thin	test
median	outgoing	GDF15_TGFBR2	GDF	GDF15	TGFBR2	GDF15	TGFBR2	other	other	8	3	5	0.09634247292879349	0.007745036609343395	0.08859743631945009	0.09095131138800853	0.0	0.0078125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	LAMA3_CD44	LAMININ	LAMA3	CD44	LAMA3	CD44	other	other	12	5	7	0.17466829749618823	0.052436637754439255	0.12223165974174897	0.07357985407985151	7.0	0.00927734375	False	wilcoxon_signed_rank_paired_patient
median	outgoing	TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	TGM2	ADGRG1	other	other	11	6	5	0.06611566420688454	0.03438585632315367	0.03172980788373087	0.01525684423107537	5.0	0.009765625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-E_KLRK1	MHC-I	HLA-E	KLRK1	HLA-E	KLRK1	MHC-I	inhibitory	20	0	20	0.40312191889754817	0.29021423554587333	0.11290768335167484	0.09020022883615973	38.0	0.01068878173828125	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	CLEC2B	KLRB1	other	other	14	13	1	0.19828083057796375	0.0789197514983969	0.11936107907956685	0.06651053699995992	14.0	0.013427734375	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	HLA-E_KLRC1	MHC-I	HLA-E	KLRC1	HLA-E	KLRC1	MHC-I	inhibitory	7	6	1	0.10835351485501507	0.09172391031424192	0.016629604540773155	0.04069813199833272	0.0	0.015625	True	wilcoxon_signed_rank_paired_patient
median	outgoing	JAG1_NOTCH1	NOTCH	JAG1	NOTCH1	JAG1	NOTCH1	other	other	7	0	7	0.013039978314584526	0.0064492317849372234	0.006590746529647302	0.002884523191449174	0.0	0.015625	True	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	LGALS9	HAVCR2	other	inhibitory	8	6	2	0.0034114482132169615	0.0022432630204949656	0.0011681851927219959	0.0012380816669288544	0.0	0.015625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	COL4A4_CD44	COLLAGEN	COL4A4	CD44	COL4A4	CD44	other	other	12	9	3	0.05453916146094922	0.028996870421583932	0.025542291039365287	0.02998957604419783	9.0	0.01611328125	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	LPAR2	ADGRE5	other	other	15	12	3	0.018238060168621454	0.00998947675216221	0.008248583416459244	0.0080155163255192	19.0	0.01806640625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	SPP1_CD44	SPP1	SPP1	CD44	SPP1	CD44	other	other	23	19	4	0.30558191575983745	0.1844403115989689	0.12114160416086855	0.009792763202183585	63.0	0.021372318267822266	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	COL1A1_CD44	COLLAGEN	COL1A1	CD44	COL1A1	CD44	other	other	18	16	2	0.30210026201048495	0.2838077284609142	0.018292533549570777	0.05394971097081727	34.0	0.02367401123046875	False	wilcoxon_signed_rank_paired_patient
median	outgoing	THBS1_CD47	THBS	THBS1	CD47	THBS1	CD47	other	other	15	9	6	0.039781446621605016	0.01919681414593392	0.020584632475671095	0.008622107355197306	21.0	0.02557373046875	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	ICAM1_ITGAL	ICAM	ICAM1	ITGAL	ICAM1	ITGAL	other	other	12	10	2	0.06366626511646546	0.028115884715602953	0.03555038040086251	0.023409722202590338	11.0	0.02685546875	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	HLA-E	KLRC2	MHC-I	inhibitory	6	3	3	0.11468652653226866	0.08805124546478865	0.026635281067480004	0.026635281067480004	0.0	0.03125	True	wilcoxon_signed_rank_paired_patient
median	outgoing	F11R_F11R	JAM	F11R	F11R	F11R	F11R	other	barrier	6	0	6	0.040712189192537454	0.015495860650458916	0.025216328542078538	0.006035279370118212	0.0	0.03125	True	wilcoxon_signed_rank_paired_patient
median	outgoing	COL4A3_CD44	COLLAGEN	COL4A3	CD44	COL4A3	CD44	other	other	6	6	0	0.04734014198990763	0.03635160243965101	0.010988539550256624	0.012979710398660289	0.0	0.03125	True	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	BAG6_NCR3-PS	BAG	BAG6	NCR3	BAG6	NCR3	other	other	6	5	1	0.044130879356120534	0.033983513105384486	0.010147366250736048	0.013819523145601328	0.0	0.03125	True	wilcoxon_signed_rank_paired_patient
median	outgoing	JAG1_NOTCH2	NOTCH	JAG1	NOTCH2	JAG1	NOTCH2	other	other	6	0	6	0.0069882404267201026	0.004775664395723477	0.0022125760309966254	0.0025227010275151746	0.0	0.03125	True	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	FN1_CD44	FN1	FN1	CD44	FN1	CD44	other	other	18	16	2	0.3774544681813847	0.3281240877016769	0.04933038047970778	0.03436996254069674	38.0	0.03849029541015625	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	CLEC2D	KLRB1	other	other	8	6	2	0.031448030194128236	0.005764896341066191	0.025683133853062045	0.023133139689657058	3.0	0.0390625	False	wilcoxon_signed_rank_paired_patient
median	outgoing	PPIA_BSG	CypA	PPIA	BSG	PPIA	BSG	other	other	51	29	22	0.6557083413804358	0.6339375995385705	0.021770741841865227	-0.0037470518408071474	447.0	0.04290137994401204	False	wilcoxon_signed_rank_paired_patient
median	outgoing	NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	NECTIN3	TIGIT	other	other	16	11	5	0.031469933864128656	0.02050768945547371	0.010962244408654946	0.010174786745115686	29.0	0.0443115234375	False	wilcoxon_signed_rank_paired_patient
q4q1	outgoing	COL9A2_CD44	COLLAGEN	COL9A2	CD44	COL9A2	CD44	other	other	7	4	3	0.055943447717555085	0.0170763343406054	0.03886711337694969	0.035467170186170724	2.0	0.046875	True	wilcoxon_signed_rank_paired_patient
median	outgoing	PVR_CD226	PVR	PVR	CD226	PVR	CD226	other	barrier|inhibitory	8	2	6	0.011795607477362219	0.004432496991184239	0.00736311048617798	0.0046662236692836725	5.0	0.078125	False	wilcoxon_signed_rank_paired_patient
median	outgoing	HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	HLA-DQB1	CD4	other	other	20	13	7	0.0642345836561449	0.06429493704939172	-6.0353393246823095e-05	0.007831817180813515	59.0	0.08969497680664062	False	wilcoxon_signed_rank_paired_patient
median	outgoing	MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	MIF	CD74|CXCR4	other	other	51	29	22	0.8638502738586037	0.8690855100420963	-0.005235236183492642	-0.0021903752982487257	484.0	0.09337627437220898	False	wilcoxon_signed_rank_paired_patient
median	outgoing	TNFSF10_TNFRSF10B	TRAIL	TNFSF10	TNFRSF10A	TNFSF10	TNFRSF10A	other	other	6	0	6	0.025786182837232514	0.014276378282421337	0.011509804554811176	0.011509804554811176	2.0	0.09375	True	wilcoxon_signed_rank_paired_patient
median	outgoing	CD274_PDCD1	PD-L1	CD274	PDCD1	CD274	PDCD1	CD274–PDCD1	inhibitory	6	4	2	0.010396305582260307	0.0016727895912857509	0.008723515990974557	0.005718105882114357	2.0	0.09375	True	wilcoxon_signed_rank_paired_patient
