ligand	receptor	pathway	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop
HLA-C	CD8B	MHC_I	24060	4384	1.199673056602478	0.19132335484027863	0.6894014962593517	0.09739963503649635	0.6954982057213783	0.22952547390067757	False
APLP2	PIGR	other	24060	4384	1.281179428100586	0.02080327831208706	0.7592269326683292	0.011633211678832116	0.6509913532063365	0.02665273221049702	False
TNFSF10	TNFRSF10A	other	24060	4384	1.229273796081543	0.07163328677415848	0.6342477140482128	0.04311131386861314	0.6504535414278507	0.08805692235866758	False
TNFSF10	TNFRSF11B	other	24060	4384	1.229273796081543	0.055966611951589584	0.6342477140482128	0.02645985401459854	0.6426202040165663	0.06879828952755318	False
APLP2	PLXNA4	other	24060	4384	1.281179428100586	0.00048700018669478595	0.7592269326683292	0.0002281021897810219	0.6408332141436404	0.0006239346206745044	False
HLA-E	KLRD1	MHC_I	24060	4384	1.0615715980529785	0.20360320806503296	0.6667497921862011	0.09854014598540146	0.6325874030590057	0.21613938295431012	False
SPP1	ITGA4+ITGB1	other	24060	4384	0.9579551815986633	0.2926633656024933	0.406857855361596	0.15967153284671534	0.6253092736005783	0.28035838754301246	True
TNFSF10	TNFRSF10B	other	24060	4384	1.229273796081543	0.015560414642095566	0.6342477140482128	0.011405109489051095	0.6224171053618193	0.01912800997569164	False
AKR1C3	PTGDR	other	24060	4384	1.230645775794983	0.011957397684454918	0.5749792186201164	0.006386861313868613	0.6213015867397189	0.014715320949875155	False
TNFSF10	TNFRSF10D	other	24060	4384	1.229273796081543	0.011896883137524128	0.6342477140482128	0.008895985401459854	0.6205853396095335	0.014624526696002782	False
CD44	TYROBP	other	24060	4384	0.6327856183052063	0.6031131148338318	0.47626766417290106	0.2561587591240876	0.617949366569519	0.38164130527810514	True
TNFSF10	TNFRSF10C	other	24060	4384	1.229273796081543	0.004957215860486031	0.6342477140482128	0.0029653284671532845	0.6171155059710145	0.006093775558815295	False
AKR1C3	PTGFR	other	24060	4384	1.230645775794983	0.0007605415885336697	0.5749792186201164	0.0004562043795620438	0.6157031586917583	0.0009359572932453666	False
ALCAM	CD6	other	24060	4384	1.0674058198928833	0.16067765653133392	0.6144222776392353	0.08781934306569343	0.6140417382121086	0.17150826570829558	False
HLA-E	VSIR	MHC_I_partial	24060	4384	1.0615715980529785	0.1577681005001068	0.6667497921862011	0.0885036496350365	0.6096698492765427	0.1674821345696813	False
HLA-C	KIR2DL1	MHC_I	24060	4384	1.199673056602478	0.004420180805027485	0.6894014962593517	0.002052919708029197	0.6020466187037528	0.005302771817102925	False
ANXA1	FPR1	other	24060	4384	1.1596400737762451	0.042544178664684296	0.5926018287614297	0.02281021897810219	0.6010921262204647	0.04933593448546425	False
HLA-E	KLRC1	MHC_I	24060	4384	1.0615715980529785	0.11207050085067749	0.6667497921862011	0.05406021897810219	0.586821049451828	0.11897086068265139	False
HLA-E	KLRC1+KLRD1	MHC_I	24060	4384	1.0615715980529785	0.11207050085067749	0.6667497921862011	0.05406021897810219	0.586821049451828	0.11897086068265139	False
ANXA1	FPR2	other	24060	4384	1.1596400737762451	0.004773634020239115	0.5926018287614297	0.002509124087591241	0.5822068538982421	0.005535697307410881	False
ANXA1	FPR3	other	24060	4384	1.1596400737762451	0.003563044825568795	0.5926018287614297	0.0018248175182481751	0.581601559300907	0.004131849564390666	False
HLA-E	KLRC2	MHC_I	24060	4384	1.0615715980529785	0.05230944976210594	0.6667497921862011	0.028284671532846715	0.5569405239075422	0.0555302261772308	False
HLA-E	KLRC2+KLRD1	MHC_I	24060	4384	1.0615715980529785	0.05230944976210594	0.6667497921862011	0.028284671532846715	0.5569405239075422	0.0555302261772308	False
MDK	PTPRZ1	other	24060	4384	0.9882052540779114	0.011006216518580914	0.6039068994181214	0.006614963503649635	0.49960573529824615	0.010876400991180757	False
MDK	ALK	other	24060	4384	0.9882052540779114	0.0006660599610768259	0.6039068994181214	0.0004562043795620438	0.4944356570194941	0.0006582039530670485	False
PTGES3	PTGER4	other	24060	4384	0.8574813604354858	0.11115099489688873	0.6134663341645885	0.0625	0.4843161776661873	0.0953099063179419	False
SPP1	ITGA9+ITGB1	other	24060	4384	0.9579551815986633	0.009165605530142784	0.406857855361596	0.00479014598540146	0.48356039356440306	0.008780239310089644	False
PTGR1	LTB4R	other	24060	4384	0.9541468620300293	0.01239338330924511	0.5409393183707398	0.007527372262773723	0.4832701226696372	0.011825107794451561	False
SPP1	ITGAV+ITGB3	other	24060	4384	0.9579551815986633	0.00036954431561753154	0.406857855361596	0.0002281021897810219	0.47916236295714043	0.0003540068919761462	False
PTGR1	LTB4R2	other	24060	4384	0.9541468620300293	0.0006863136659376323	0.5409393183707398	0.0006843065693430657	0.47741658784798346	0.0006548440307227177	False
PTGES3	PTGER2	other	24060	4384	0.8574813604354858	0.03205746412277222	0.6134663341645885	0.017563868613138685	0.44476941227912903	0.0274886779481065	False
NTS	SORT1	other	24060	4384	0.8493614792823792	0.017114615067839622	0.3130091438071488	0.011405109489051095	0.4332380471751094	0.014536494771368758	False
PTGES3	PTGER3	other	24060	4384	0.8574813604354858	0.0017465752316638827	0.6134663341645885	0.0011405109489051094	0.42961396783357486	0.00149765570575007	False
PTGES3	PTGER1	other	24060	4384	0.8574813604354858	0.0	0.6134663341645885	0.0	0.4287406802177429	0.0	False
CD55	ADGRE5	other	24060	4384	0.5865342617034912	0.25682175159454346	0.3751454696591854	0.13800182481751824	0.42167800664901733	0.15063475646090296	True
EFNA1	EPHA4	other	24060	4384	0.8257699012756348	0.01453543920069933	0.5602660016625104	0.00843978102189781	0.42015267023816705	0.012002928193759477	False
EFNA1	EPHA1	other	24060	4384	0.8257699012756348	0.0037869259249418974	0.5602660016625104	0.002281021897810219	0.41477841360028833	0.0031271294471774125	False
EFNA1	EPHA2	other	24060	4384	0.8257699012756348	0.001734205987304449	0.5602660016625104	0.0011405109489051094	0.4137520536314696	0.0014320551069280096	False
EFNA1	EPHA7	other	24060	4384	0.8257699012756348	0.0015987686347216368	0.5602660016625104	0.0018248175182481751	0.4136843349551782	0.0013202150176566674	False
EFNA1	EPHA5	other	24060	4384	0.8257699012756348	0.0	0.5602660016625104	0.0	0.4128849506378174	0.0	False
EFNA1	EPHA8	other	24060	4384	0.8257699012756348	0.0	0.5602660016625104	0.0	0.4128849506378174	0.0	False
EFNA1	EPHA3	other	24060	4384	0.8257699012756348	0.0	0.5602660016625104	0.0	0.4128849506378174	0.0	False
LRPAP1	SORT1	other	24060	4384	0.7730393409729004	0.017114615067839622	0.5673316708229427	0.011405109489051095	0.39507697802037	0.013230270753047613	False
ADM	RAMP3	other	24060	4384	0.7881262302398682	0.002008092822507024	0.49060681629260183	0.0013686131386861315	0.3950671615311876	0.0015826306261741974	False
ADM	CALCRL+GPER1+RAMP3	other	24060	4384	0.7881262302398682	0.0	0.49060681629260183	0.0	0.3940631151199341	0.0	False
CD99	PILRA	other	24060	4384	0.76806640625	0.005753559060394764	0.5349127182044888	0.0034215328467153286	0.3869099826551974	0.004419115430664533	False
CLU	TREM2+TYROBP	other	24060	4384	0.7291564345359802	0.01196745689958334	0.43977556109725685	0.007071167883211679	0.3705619457177818	0.008726148203363204	False
F11R	ITGAL+ITGB2	other	24060	4384	0.4742487370967865	0.25300610065460205	0.4092684954280964	0.1364051094890511	0.3636274188756943	0.11998782371322747	True
CEACAM5	CD8A	MHC_I_partial	24060	4384	0.36362722516059875	0.3621886372566223	0.16529509559434746	0.16537408759124086	0.36290793120861053	0.13170164915032423	True
SDC1	ADGRA2	other	24060	4384	0.7074244618415833	0.0036725231911987066	0.48744804655029095	0.0034215328467153286	0.355548492516391	0.002598032742134479	False
PTHLH	PTH1R	other	24060	4384	0.701402485370636	0.0002248200762551278	0.41068162926018287	0.0002281021897810219	0.35081365272344556	0.00015768936024656253	False
PTHLH	PTH2R	other	24060	4384	0.701402485370636	0.00020220430451445282	0.41068162926018287	0.0002281021897810219	0.3508023448375752	0.00014182660173907811	False
IGFBP3	TMEM219	other	24060	4384	0.43753674626350403	0.2571089267730713	0.24954280964256026	0.1468978102189781	0.34732283651828766	0.11249460325559113	True
LCN2	SLC22A17	other	24060	4384	0.6739252805709839	0.004524300340563059	0.292809642560266	0.002737226277372263	0.3392247904557735	0.0030490403764013574	False
CEACAM6	CEACAM6	other	24060	4384	0.5956560969352722	0.06112825497984886	0.24326683291770573	0.03102189781021898	0.32839217595756054	0.03641141777376089	False
SIGLEC15	CD44	other	24060	4384	0.0014296998269855976	0.6518888473510742	0.0016625103906899418	0.33553832116788324	0.3266592735890299	0.0009320053722716715	False
NECTIN2	TIGIT	checkpoint	24060	4384	0.1800021380186081	0.468448668718338	0.17497921862011637	0.22331204379562045	0.32422540336847305	0.0843217619212715	True
CD44	SELE	other	24060	4384	0.6327856183052063	0.00011878473014803603	0.47626766417290106	0.0002281021897810219	0.31645220151767717	7.516526891194206e-05	False
PVR	CD96	checkpoint_partial	24060	4384	0.050667960196733475	0.5780147910118103	0.059310058187863675	0.2839872262773723	0.3143413756042719	0.029286830424109622	False
DHCR24	RORA	other	24060	4384	0.3054991066455841	0.30622121691703796	0.27211138819617625	0.16149635036496351	0.30586016178131104	0.09355030820407872	True
PRNP	ADGRG6	other	24060	4384	0.5883848071098328	0.0034658554941415787	0.4454696591853699	0.002052919708029197	0.29592533130198717	0.002039256716391047	False
AKR1B1	PTGFR	other	24060	4384	0.5550570487976074	0.0007605415885336697	0.40602660016625103	0.0004562043795620438	0.27790879519307055	0.000422143969619343	False
JAG1	CD46	other	24060	4384	0.26463583111763	0.2869812846183777	0.23778054862842893	0.15921532846715328	0.27580855786800385	0.0759455307701895	True
KLRB1	CLEC2D	other	24060	4384	0.002602785360068083	0.5464263558387756	0.002743142144638404	0.2748631386861314	0.27451457059942186	0.001422230519332518	False
CD47	SIRPG	other	24060	4384	0.3467675745487213	0.1996198296546936	0.3020781379883624	0.10812043795620438	0.27319370210170746	0.06922168416118701	True
DSC2	DSG2	other	24060	4384	0.5131403207778931	0.027997151017189026	0.36105569409808813	0.021213503649635035	0.27056873589754105	0.014366467053827492	False
VEGFA	NRP2	other	24060	4384	0.4891355633735657	0.04601551592350006	0.35881130507065667	0.028512773722627737	0.26757553964853287	0.022507825305166484	False
CD24	SELP	other	24060	4384	0.5279933214187622	0.0007288645138032734	0.33308395677472985	0.0004562043795620438	0.26436109296628274	0.0003848355955072616	False
DSG2	DSC3	other	24060	4384	0.5140670537948608	0.00880525168031454	0.4107231920199501	0.005474452554744526	0.2614361527375877	0.004526489789221544	False
PVR	TIGIT	checkpoint	24060	4384	0.050667960196733475	0.468448668718338	0.059310058187863675	0.22331204379562045	0.25955831445753574	0.023735338500833536	False
VEGFA	NRP1	other	24060	4384	0.4891355633735657	0.01413778681308031	0.35881130507065667	0.008667883211678832	0.251636675093323	0.0069152943176714055	False
VEGFA	FLT1	other	24060	4384	0.4891355633735657	0.011554786004126072	0.35881130507065667	0.007071167883211679	0.2503451746888459	0.005651856761789198	False
IL7	IL2RG+IL7R	other	24060	4384	0.017134714871644974	0.4817329943180084	0.019866999168744806	0.2073448905109489	0.2494338545948267	0.008254357501902843	False
TNF	TNFRSF1B	other	24060	4384	0.013034199364483356	0.4856675863265991	0.012759767248545304	0.2385948905109489	0.24935089284554124	0.006330288145048324	False
NECTIN3	TIGIT	checkpoint_partial	24060	4384	0.02370496466755867	0.468448668718338	0.027015793848711556	0.22331204379562045	0.24607681669294834	0.011104559140533099	False
VEGFA	FLT1+KDR	other	24060	4384	0.4891355633735657	0.002231888473033905	0.35881130507065667	0.0013686131386861315	0.2456837259232998	0.0010916960256444064	False
VEGFA	KDR	other	24060	4384	0.4891355633735657	0.002231888473033905	0.35881130507065667	0.0013686131386861315	0.2456837259232998	0.0010916960256444064	False
CXCL12	CXCR4	T_recruit	24060	4384	0.01787705533206463	0.4695589244365692	0.016458852867830425	0.23608576642335766	0.24371798988431692	0.008394330873817302	False
LTA	TNFRSF1B	other	24060	4384	0.001205977750942111	0.4856675863265991	0.0014131338320864505	0.2385948905109489	0.24343678203877062	0.0005857043034636356	False
GAST	ADGRG1	other	24060	4384	0.32096531987190247	0.13822443783283234	0.19721529509559435	0.07048357664233576	0.2295948788523674	0.04436525090312893	False
CXCL8	CXCR2	other	24060	4384	0.43520885705947876	0.02207157015800476	0.2383624272651704	0.011405109489051095	0.22864021360874176	0.009605742821973351	False
CXCL8	CXCR1	other	24060	4384	0.43520885705947876	0.012143070809543133	0.2383624272651704	0.006614963503649635	0.22367596393451095	0.005284771968213586	False
APP	SORL1	other	24060	4384	0.3569374084472656	0.0807044506072998	0.30644222776392355	0.044023722627737225	0.21882092952728271	0.028806437449929945	False
CXCL8	ACKR1	other	24060	4384	0.43520885705947876	0.00039167178329080343	0.2383624272651704	0.0002281021897810219	0.21780026442138478	0.0001704590291484384	False
ALDH1A1	CRABP2+RARG	other	24060	4384	0.4241500794887543	0.005981385242193937	0.3299667497921862	0.0038777372262773723	0.2150657323654741	0.0025370050259294202	False
ALDH1A1	CRABP2+RARA	other	24060	4384	0.4241500794887543	0.005981385242193937	0.3299667497921862	0.0038777372262773723	0.2150657323654741	0.0025370050259294202	False
ALDH1A1	CRABP2+RARA+RXRA	other	24060	4384	0.4241500794887543	0.005981385242193937	0.3299667497921862	0.0038777372262773723	0.2150657323654741	0.0025370050259294202	False
ALDH1A1	CRABP2+RXRA	other	24060	4384	0.4241500794887543	0.005981385242193937	0.3299667497921862	0.0038777372262773723	0.2150657323654741	0.0025370050259294202	False
ALDH1A1	CRABP2+RXRB	other	24060	4384	0.4241500794887543	0.005981385242193937	0.3299667497921862	0.0038777372262773723	0.2150657323654741	0.0025370050259294202	False
ALDH1A1	RORB	other	24060	4384	0.4241500794887543	0.0059124198742210865	0.3299667497921862	0.005246350364963503	0.21503124968148768	0.0025077533596217644	False
ICAM1	SPN	other	24060	4384	0.14669069647789001	0.27954912185668945	0.1184954280964256	0.14849452554744524	0.21311990916728973	0.04100725538494032	True
ALDH1A1	CRABP2+RARB	other	24060	4384	0.4241500794887543	0.0018877789843827486	0.3299667497921862	0.0013686131386861315	0.2130189292365685	0.0008007016062831426	False
ALDH1A1	CRABP2+RARB+RXRB	other	24060	4384	0.4241500794887543	0.0018877789843827486	0.3299667497921862	0.0013686131386861315	0.2130189292365685	0.0008007016062831426	False
CXCL1	CXCR2	other	24060	4384	0.40363001823425293	0.02207157015800476	0.20723192019950123	0.011405109489051095	0.21285079419612885	0.008908748265334054	False
CEACAM5	CEACAM6	other	24060	4384	0.36362722516059875	0.06112825497984886	0.16529509559434746	0.03102189781021898	0.2123777400702238	0.022227897737231994	False
ALDH1A1	CRABP2+RARG+RXRG	other	24060	4384	0.4241500794887543	0.0002310609124833718	0.3299667497921862	0.0002281021897810219	0.21219057020061882	9.800450439656624e-05	False
ALDH1A1	CRABP2+RXRG	other	24060	4384	0.4241500794887543	0.0002310609124833718	0.3299667497921862	0.0002281021897810219	0.21219057020061882	9.800450439656624e-05	False
DHCR7	RORA	other	24060	4384	0.11647336184978485	0.30622121691703796	0.12206982543640897	0.16149635036496351	0.2113472893834114	0.03566661460405962	True
CXCL1	CXCR1	other	24060	4384	0.40363001823425293	0.012143070809543133	0.20723192019950123	0.006614963503649635	0.20788654452189803	0.004901307892275719	False
CD86	CTLA4	checkpoint	24060	4384	0.01388491503894329	0.3987835943698883	0.013965087281795512	0.18407846715328466	0.2063342547044158	0.005537076326750323	False
CXCL16	CXCR6	T_recruit	24060	4384	0.22213608026504517	0.18812310695648193	0.1961346633416459	0.09717153284671533	0.20512959361076355	0.04178892958659475	False
PLAUR	ITGA4+ITGB1	other	24060	4384	0.11737632006406784	0.2926633656024933	0.10644222776392352	0.15967153284671534	0.20501984283328056	0.034351748871985555	True
LIPA	RORA	other	24060	4384	0.09921324998140335	0.30622121691703796	0.10743973399833749	0.16149635036496351	0.20271723344922066	0.030381202143599628	True
CXCL1	ACKR1	other	24060	4384	0.40363001823425293	0.00039167178329080343	0.20723192019950123	0.0002281021897810219	0.20201084500877187	0.00015809048903150935	False
ICAM1	ITGAL	other	24060	4384	0.14669069647789001	0.25300610065460205	0.1184954280964256	0.1364051094890511	0.19984839856624603	0.03711364111817872	True
ICAM1	ITGAL+ITGB2	other	24060	4384	0.14669069647789001	0.25300610065460205	0.1184954280964256	0.1364051094890511	0.19984839856624603	0.03711364111817872	True
CD80	CTLA4	checkpoint	24060	4384	0.0004428944084793329	0.3987835943698883	0.0005818786367414796	0.18407846715328466	0.19961324438918382	0.00017661902413971392	False
ITGAV+ITGB1	ADGRE5	other	24060	4384	0.1413484513759613	0.25682175159454346	0.14181213632585205	0.13800182481751824	0.19908510148525238	0.03630135686755054	True
TNC	ITGA4+ITGB1	other	24060	4384	0.09526870399713516	0.2926633656024933	0.08694929343308395	0.15967153284671534	0.19396603479981422	0.02788165954838928	False
CXCL2	DPP4	other	24060	4384	0.29386308789253235	0.09070995450019836	0.17219451371571073	0.04881386861313869	0.19228652119636536	0.026656307332019402	False
CDH1	ITGAE+ITGB7	other	24060	4384	0.2725217044353485	0.10729685425758362	0.2523275145469659	0.06113138686131387	0.18990927934646606	0.029240721602827868	False
CDH1	KLRG1	other	24060	4384	0.2725217044353485	0.10651537030935287	0.2523275145469659	0.057025547445255474	0.1895185373723507	0.02902775026526716	False
CEACAM5	CEACAM1	other	24060	4384	0.36362722516059875	0.0113386120647192	0.16529509559434746	0.006614963503649635	0.18748291861265898	0.00412302804226633	False
HBEGF	EGFR	other	24060	4384	0.35707589983940125	0.01562602072954178	0.2661679135494597	0.011405109489051095	0.1863509602844715	0.005579675412910268	False
APP	TREM2+TYROBP	other	24060	4384	0.3569374084472656	0.01196745689958334	0.30644222776392355	0.007071167883211679	0.18445243267342448	0.004271633051441626	False
APP	TNFRSF21	other	24060	4384	0.3569374084472656	0.01181605365127325	0.30644222776392355	0.0072992700729927005	0.18437673104926944	0.004217591568359325	False
HBEGF	ERBB2	other	24060	4384	0.35707589983940125	0.011478821747004986	0.2661679135494597	0.008211678832116789	0.18427736079320312	0.004098810604407893	False
CEACAM5	CD1D	other	24060	4384	0.36362722516059875	0.004044573754072189	0.16529509559434746	0.002737226277372263	0.18383589945733547	0.0014707171311506562	False
CD47	SIRPA	other	24060	4384	0.3467675745487213	0.018953315913677216	0.3020781379883624	0.011177007299270073	0.18286044523119926	0.00657239538904153	False
THY1	ADGRE5	other	24060	4384	0.10541009902954102	0.25682175159454346	0.08811305070656691	0.13800182481751824	0.18111592531204224	0.02707160626852101	False
APP	FPR2	other	24060	4384	0.3569374084472656	0.004773634020239115	0.30644222776392355	0.002509124087591241	0.18085552123375237	0.0017038885560598516	False
LGALS9	P4HB	checkpoint_partial	24060	4384	0.09553846716880798	0.26565349102020264	0.09389027431421447	0.15556569343065693	0.1805959790945053	0.025380127330112856	False
FN1	ITGA4+ITGB1	other	24060	4384	0.06785682588815689	0.2926633656024933	0.056608478802992516	0.15967153284671534	0.1802600957453251	0.01985920704353039	False
CD47	SIRPB1+TYROBP	other	24060	4384	0.3467675745487213	0.011331305839121342	0.3020781379883624	0.006386861313868613	0.17904944019392133	0.003929329442301871	False
APP	PLXNA4	other	24060	4384	0.3569374084472656	0.00048700018669478595	0.30644222776392355	0.0002281021897810219	0.1787122043169802	0.00017382858455217143	False
HBEGF	ERBB4	other	24060	4384	0.35707589983940125	0.0	0.2661679135494597	0.0	0.17853794991970062	0.0	False
NECTIN1	NECTIN3	other	24060	4384	0.3295411169528961	0.02196129411458969	0.2904821280133001	0.013914233576642336	0.1757512055337429	0.007237149392252951	False
LPAR1	ADGRE5	other	24060	4384	0.09251092374324799	0.25682175159454346	0.10058187863674148	0.13800182481751824	0.17466633766889572	0.023758817477370187	True
CEL	RORA	other	24060	4384	0.04027503356337547	0.30622121691703796	0.03516209476309227	0.16149635036496351	0.17324812524020672	0.012333069789151385	False
NECTIN1	NECTIN4	other	24060	4384	0.3295411169528961	0.0087124677374959	0.2904821280133001	0.005930656934306569	0.169126792345196	0.0028711163496304704	False
AREG	EGFR	other	24060	4384	0.32224714756011963	0.01562602072954178	0.21321695760598502	0.011405109489051095	0.1689365841448307	0.005035440607810138	False
CLSTN1	NRXN2	other	24060	4384	0.30913907289505005	0.026015754789114	0.28595178719867	0.017791970802919707	0.16757741384208202	0.00804248631617166	False
MPZL1	MPZL1	other	24060	4384	0.29993343353271484	0.03404093161225319	0.2813383208645054	0.025547445255474453	0.16698718257248402	0.010210013499115433	False
NECTIN1	CADM3	other	24060	4384	0.3295411169528961	0.0019010272808372974	0.2904821280133001	0.0018248175182481751	0.1657210721168667	0.0006264666534850499	False
IL1RN	IL1R2+IL1RAP	other	24060	4384	0.30682075023651123	0.017934931442141533	0.18915211970074813	0.010264598540145985	0.16237784083932638	0.005502809120518259	False
IL1RN	IL1R1+IL1RAP	other	24060	4384	0.30682075023651123	0.017934931442141533	0.18915211970074813	0.010264598540145985	0.16237784083932638	0.005502809120518259	False
LPAR3	ADGRE5	other	24060	4384	0.06738552451133728	0.25682175159454346	0.07098919368246051	0.13800182481751824	0.16210363805294037	0.017306068437118682	False
GAST	CCKBR	other	24060	4384	0.32096531987190247	0.0	0.19721529509559435	0.0	0.16048265993595123	0.0	False
RNASET2	TLR8	other	24060	4384	0.31955891847610474	0.0006988378008827567	0.2874064837905237	0.0004562043795620438	0.16012887813849375	0.00022331985184031317	False
PTGES2	PTGER4	other	24060	4384	0.20774394273757935	0.11115099489688873	0.21251039068994182	0.0625	0.15944746881723404	0.023090945919084227	False
CLSTN1	NRXN1	other	24060	4384	0.30913907289505005	0.009348341263830662	0.28595178719867	0.006614963503649635	0.15924370707944036	0.0028899375514071513	False
PTN	PTPRZ1	other	24060	4384	0.3056376278400421	0.011006216518580914	0.21005818786367414	0.006614963503649635	0.15832192217931151	0.0033639139082329572	False
DHCR24	RORC	other	24060	4384	0.3054991066455841	0.010997910983860493	0.27211138819617625	0.006843065693430657	0.1582485088147223	0.0033598519805370375	False
CXCL2	CXCR2	other	24060	4384	0.29386308789253235	0.02207157015800476	0.17219451371571073	0.011405109489051095	0.15796732902526855	0.006486019761267947	False
HLA-F	VSIR	MHC_I_partial	24060	4384	0.15794406831264496	0.1577681005001068	0.15211970074812967	0.0885036496350365	0.15785608440637589	0.024918535642945105	False
HSD17B12	AR	other	24060	4384	0.310668408870697	0.0020831830333918333	0.2970074812967581	0.0013686131386861315	0.15637579595204443	0.000647179158370273	False
CDH1	ITGA2+ITGB1	other	24060	4384	0.2725217044353485	0.039408937096595764	0.2523275145469659	0.023722627737226276	0.15596532076597214	0.010739790707549712	False
CLSTN1	NRXN3	other	24060	4384	0.30913907289505005	0.0006219462375156581	0.28595178719867	0.0004562043795620438	0.15488050956628285	0.00019226788325615515	False
LPAR2	ADGRE5	other	24060	4384	0.04974646866321564	0.25682175159454346	0.055860349127182046	0.13800182481751824	0.15328411012887955	0.012775975217730107	False
PTN	ALK	other	24060	4384	0.3056376278400421	0.0006660599610768259	0.21005818786367414	0.0004562043795620438	0.15315184390055947	0.00020357298650275184	False
CD70	CD27	other	24060	4384	0.009827864356338978	0.2963818609714508	0.009600997506234414	0.15625	0.1531048626638949	0.0029128007273067358	False
JAG1	NOTCH1	other	24060	4384	0.26463583111763	0.03402600809931755	0.23778054862842893	0.02075729927007299	0.14933091960847378	0.00900450093297811	False
VCAM1	ITGA4+ITGB1	other	24060	4384	0.004988056141883135	0.2926633656024933	0.004945968412302577	0.15967153284671534	0.1488257108721882	0.001459821298297706	False
JAG1	NOTCH2	other	24060	4384	0.26463583111763	0.03004642203450203	0.23778054862842893	0.01916058394160584	0.14734112657606602	0.007951359867211516	False
JAM2	ITGA4+ITGB1	other	24060	4384	0.0002770019054878503	0.2926633656024933	0.00033250207813798836	0.15967153284671534	0.14647018375399057	8.106830993837803e-05	False
PLA2G2A	ITGA4+ITGB1	other	24060	4384	0.00022110163990873843	0.2926633656024933	0.00020781379883624273	0.15967153284671534	0.146442233621201	6.470835007592194e-05	False
CLEC2B	KLRF1	other	24060	4384	0.27094998955726624	0.01975671760737896	0.19621778886118038	0.010036496350364963	0.1453533535823226	0.005353082429405187	False
ICAM3	ITGAL+ITGB2	other	24060	4384	0.029918448999524117	0.25300610065460205	0.034704904405652534	0.1364051094890511	0.14146227482706308	0.007569550119003177	False
SFTPD	ADGRE5	other	24060	4384	0.02499997802078724	0.25682175159454346	0.02173732335827099	0.13800182481751824	0.14091086480766535	0.0064205381451236665	False
TNFSF4	TNFRSF4	other	24060	4384	0.0007414128631353378	0.28029870986938477	0.0008728179551122195	0.12773722627737227	0.14052006136626005	0.00020781706901740193	False
JAG1	NOTCH4	other	24060	4384	0.26463583111763	0.007889107801020145	0.23778054862842893	0.004562043795620438	0.13626246945932508	0.0020877405996995446	False
JAG1	NOTCH3	other	24060	4384	0.26463583111763	0.005215171258896589	0.23778054862842893	0.0031934306569343066	0.1349255011882633	0.0013801211805188757	False
