ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	product_score_high	pass_expr_prop_high	Patient	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	product_score_low	pass_expr_prop_low	delta_high_minus_low	pass_either
ALDH1A2	CRABP2+RARG	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1	1666	59	0.008120087906718254	0.0	0.011404561824729893	0.0	0.004060043953359127	0.0	False	-0.0005022336263209581	False
ALDH1A2	CRABP2+RARG+RXRG	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1	1666	59	0.008120087906718254	0.0	0.011404561824729893	0.0	0.004060043953359127	0.0	False	-0.0005022336263209581	False
ALDH1A2	CRABP2+RXRA	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1	1666	59	0.008120087906718254	0.0	0.011404561824729893	0.0	0.004060043953359127	0.0	False	-0.0005022336263209581	False
ALDH1A2	CRABP2+RXRB	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1	1666	59	0.008120087906718254	0.0	0.011404561824729893	0.0	0.004060043953359127	0.0	False	-0.0005022336263209581	False
ALDH1A2	CRABP2+RXRG	other	2234	59	0.007115620654076338	0.0	0.008952551477170993	0.0	0.003557810327038169	0.0	False	P1	1666	59	0.008120087906718254	0.0	0.011404561824729893	0.0	0.004060043953359127	0.0	False	-0.0005022336263209581	False
ALDH1A2	RORB	other	2234	59	0.007115620654076338	0.020416608080267906	0.008952551477170993	0.01694915254237288	0.013766114367172122	0.00014527683814213616	False	P1	1666	59	0.008120087906718254	0.020416608080267906	0.011404561824729893	0.01694915254237288	0.01426834799349308	0.00016578465236878961	False	-0.0005022336263209581	False
ALDH1A3	CRABP2+RARA	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	CRABP2+RARA+RXRA	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	CRABP2+RARB	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	CRABP2+RARB+RXRB	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	CRABP2+RARG	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	CRABP2+RARG+RXRG	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	CRABP2+RXRA	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	CRABP2+RXRB	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	CRABP2+RXRG	other	2234	59	0.003415716579183936	0.0	0.0040286481647269475	0.0	0.001707858289591968	0.0	False	P1	1666	59	0.004566817544400692	0.0	0.004201680672268907	0.0	0.002283408772200346	0.0	False	-0.0005755504826083779	False
ALDH1A3	RORB	other	2234	59	0.003415716579183936	0.020416608080267906	0.0040286481647269475	0.01694915254237288	0.011916162329725921	6.97373467104718e-05	False	P1	1666	59	0.004566817544400692	0.020416608080267906	0.004201680672268907	0.01694915254237288	0.012491712812334299	9.32389239781204e-05	False	-0.0005755504826083779	False
ALOX12	CYSLTR1	other	2234	59	0.04995344579219818	0.04513624310493469	0.05863921217547001	0.03389830508474576	0.04754484444856644	0.002254710873205834	False	P1	1666	59	0.03545299917459488	0.04513624310493469	0.04081632653061224	0.03389830508474576	0.040294621139764786	0.0016002151895435635	False	0.007250223308801651	False
ALOX12	FPR2	other	2234	59	0.04995344579219818	0.0	0.05863921217547001	0.0	0.02497672289609909	0.0	False	P1	1666	59	0.03545299917459488	0.0	0.04081632653061224	0.0	0.01772649958729744	0.0	False	0.007250223308801651	False
ALOX5+ALOX5AP+LTC4S	CYSLTR1	other	2234	59	0.0057297563180327415	0.04513624310493469	0.006266786034019696	0.03389830508474576	0.025432999711483717	0.0002586196741027613	False	P1	1666	59	0.00912074837833643	0.04513624310493469	0.00900360144057623	0.03389830508474576	0.02712849574163556	0.00041167631610353195	False	-0.001695496030151844	False
ALOX5+ALOX5AP+LTC4S	CYSLTR2	other	2234	59	0.0057297563180327415	0.0	0.006266786034019696	0.0	0.0028648781590163708	0.0	False	P1	1666	59	0.00912074837833643	0.0	0.00900360144057623	0.0	0.004560374189168215	0.0	False	-0.001695496030151844	False
ALOX5+ALOX5AP+LTC4S	FPR2	other	2234	59	0.0057297563180327415	0.0	0.006266786034019696	0.0	0.0028648781590163708	0.0	False	P1	1666	59	0.00912074837833643	0.0	0.00900360144057623	0.0	0.004560374189168215	0.0	False	-0.001695496030151844	False
ALOX5+ALOX5AP+LTC4S	OXER1	other	2234	59	0.0057297563180327415	0.0	0.006266786034019696	0.0	0.0028648781590163708	0.0	False	P1	1666	59	0.00912074837833643	0.0	0.00900360144057623	0.0	0.004560374189168215	0.0	False	-0.001695496030151844	False
AMH	ACVR1+AMHR2	other	2234	59	0.0022271270863711834	0.0	0.0035810205908683975	0.0	0.0011135635431855917	0.0	False	P1	1666	59	0.0031178698409348726	0.0	0.004201680672268907	0.0	0.0015589349204674363	0.0	False	-0.0004453713772818446	False
AMH	AMHR2+BMPR1A	other	2234	59	0.0022271270863711834	0.0	0.0035810205908683975	0.0	0.0011135635431855917	0.0	False	P1	1666	59	0.0031178698409348726	0.0	0.004201680672268907	0.0	0.0015589349204674363	0.0	False	-0.0004453713772818446	False
AMH	AMHR2+BMPR1B	other	2234	59	0.0022271270863711834	0.0	0.0035810205908683975	0.0	0.0011135635431855917	0.0	False	P1	1666	59	0.0031178698409348726	0.0	0.004201680672268907	0.0	0.0015589349204674363	0.0	False	-0.0004453713772818446	False
ANGPT1	TEK	other	2234	59	0.01974453777074814	0.0	0.022381378692927483	0.0	0.00987226888537407	0.0	False	P1	1666	59	0.020978765562176704	0.0	0.026410564225690276	0.0	0.010489382781088352	0.0	False	-0.000617113895714283	False
ANGPT2	TEK	other	2234	59	0.010128567926585674	0.0	0.008952551477170993	0.0	0.005064283963292837	0.0	False	P1	1666	59	0.012143228203058243	0.0	0.011404561824729893	0.0	0.006071614101529121	0.0	False	-0.0010073301382362843	False
ANXA1	FPR1	other	2234	59	1.1298315525054932	0.0689082220196724	0.6624888093106536	0.05084745762711865	0.5993698872625828	0.07785468346487967	False	P1	1666	59	0.9733920693397522	0.0689082220196724	0.6158463385354142	0.05084745762711865	0.5211501456797123	0.06707471682625199	False	0.07821974158287048	False
ANXA1	FPR2	other	2234	59	1.1298315525054932	0.0	0.6624888093106536	0.0	0.5649157762527466	0.0	False	P1	1666	59	0.9733920693397522	0.0	0.6158463385354142	0.0	0.4866960346698761	0.0	False	0.07821974158287048	False
ANXA1	FPR3	other	2234	59	1.1298315525054932	0.0	0.6624888093106536	0.0	0.5649157762527466	0.0	False	P1	1666	59	0.9733920693397522	0.0	0.6158463385354142	0.0	0.4866960346698761	0.0	False	0.07821974158287048	False
APELA	APLNR	other	2234	59	0.0006213761516846716	0.022674206644296646	0.0008952551477170994	0.01694915254237288	0.011647791397990659	1.4089211267136062e-05	False	P1	1666	59	0.0	0.022674206644296646	0.0	0.01694915254237288	0.011337103322148323	0.0	False	0.0003106880758423358	False
APLN	APLNR	other	2234	59	0.0	0.022674206644296646	0.0	0.01694915254237288	0.011337103322148323	0.0	False	P1	1666	59	0.0	0.022674206644296646	0.0	0.01694915254237288	0.011337103322148323	0.0	False	0.0	False
APLP2	PIGR	other	2234	59	1.160543441772461	0.0	0.8119964189794091	0.0	0.5802717208862305	0.0	False	P1	1666	59	1.1174391508102417	0.0	0.7911164465786314	0.0	0.5587195754051208	0.0	False	0.02155214548110962	False
APLP2	PLXNA4	other	2234	59	1.160543441772461	0.0	0.8119964189794091	0.0	0.5802717208862305	0.0	False	P1	1666	59	1.1174391508102417	0.0	0.7911164465786314	0.0	0.5587195754051208	0.0	False	0.02155214548110962	False
APOA1	ABCA1	other	2234	59	0.005539184436202049	0.08276119828224182	0.007609668755595345	0.05084745762711865	0.044150191359221935	0.00045842954144642567	False	P1	1666	59	0.005356926936656237	0.08276119828224182	0.0078031212484993995	0.05084745762711865	0.04405906260944903	0.0004433456923880891	False	9.11287497729063e-05	False
APOA1	AMN+CUBN	other	2234	59	0.005539184436202049	0.0	0.007609668755595345	0.0	0.0027695922181010246	0.0	False	P1	1666	59	0.005356926936656237	0.0	0.0078031212484993995	0.0	0.0026784634683281183	0.0	False	9.11287497729063e-05	False
APOA1	TREM2+TYROBP	other	2234	59	0.005539184436202049	0.03744128718972206	0.007609668755595345	0.03389830508474576	0.021490235812962055	0.0002073941952726796	False	P1	1666	59	0.005356926936656237	0.03744128718972206	0.0078031212484993995	0.03389830508474576	0.02139910706318915	0.0002005702398897042	False	9.11287497729063e-05	False
APOA2	TREM2+TYROBP	other	2234	59	0.0	0.03744128718972206	0.0	0.03389830508474576	0.01872064359486103	0.0	False	P1	1666	59	0.0	0.03744128718972206	0.0	0.03389830508474576	0.01872064359486103	0.0	False	0.0	False
APOB	APOBR	other	2234	59	0.0	0.07069557160139084	0.0	0.05084745762711865	0.03534778580069542	0.0	False	P1	1666	59	0.0	0.07069557160139084	0.0	0.05084745762711865	0.03534778580069542	0.0	False	0.0	False
APOB	TREM2+TYROBP	other	2234	59	0.0	0.03744128718972206	0.0	0.03389830508474576	0.01872064359486103	0.0	False	P1	1666	59	0.0	0.03744128718972206	0.0	0.03389830508474576	0.01872064359486103	0.0	False	0.0	False
APOE	TREM2+TYROBP	other	2234	59	0.11197328567504883	0.03744128718972206	0.12264995523724262	0.03389830508474576	0.07470728643238544	0.0041924239465362945	False	P1	1666	59	0.12494973838329315	0.03744128718972206	0.12725090036014405	0.03389830508474576	0.0811955127865076	0.004678279039089517	False	-0.006488226354122162	False
APP	CD74	other	2234	59	0.14109450578689575	1.722245216369629	0.17547000895255147	0.7796610169491526	0.9316698610782623	0.24299933764751813	True	P1	1666	59	0.15470711886882782	1.722245216369629	0.18547418967587034	0.7796610169491526	0.9384761676192284	0.26644359541016627	True	-0.006806306540966034	True
APP	FPR2	other	2234	59	0.14109450578689575	0.0	0.17547000895255147	0.0	0.07054725289344788	0.0	False	P1	1666	59	0.15470711886882782	0.0	0.18547418967587034	0.0	0.07735355943441391	0.0	False	-0.006806306540966034	False
APP	PLXNA4	other	2234	59	0.14109450578689575	0.0	0.17547000895255147	0.0	0.07054725289344788	0.0	False	P1	1666	59	0.15470711886882782	0.0	0.18547418967587034	0.0	0.07735355943441391	0.0	False	-0.006806306540966034	False
APP	SORL1	other	2234	59	0.14109450578689575	0.026599867269396782	0.17547000895255147	0.01694915254237288	0.08384718652814627	0.003753095126372563	False	P1	1666	59	0.15470711886882782	0.026599867269396782	0.18547418967587034	0.01694915254237288	0.0906534930691123	0.00411518882754161	False	-0.006806306540966034	False
APP	TNFRSF21	other	2234	59	0.14109450578689575	0.0	0.17547000895255147	0.0	0.07054725289344788	0.0	False	P1	1666	59	0.15470711886882782	0.0	0.18547418967587034	0.0	0.07735355943441391	0.0	False	-0.006806306540966034	False
APP	TREM2+TYROBP	other	2234	59	0.14109450578689575	0.03744128718972206	0.17547000895255147	0.03389830508474576	0.0892678964883089	0.005282759912059065	False	P1	1666	59	0.15470711886882782	0.03744128718972206	0.18547418967587034	0.03389830508474576	0.09607420302927494	0.005792433667862251	False	-0.006806306540966034	False
AREG	EGFR	other	2234	59	0.24221520125865936	0.1654103547334671	0.20993733213965982	0.11864406779661017	0.20381277799606323	0.04006490236203297	True	P1	1666	59	0.24316859245300293	0.1654103547334671	0.21608643457382953	0.11864406779661017	0.20428947359323502	0.040222603137689106	True	-0.00047669559717178345	True
ARTN	GFRA1+RET	other	2234	59	0.020389389246702194	0.0	0.02730528200537153	0.0	0.010194694623351097	0.0	False	P1	1666	59	0.021177560091018677	0.0	0.028811524609843937	0.0	0.010588780045509338	0.0	False	-0.00039408542215824127	False
ARTN	GFRA3+RET	other	2234	59	0.020389389246702194	0.0	0.02730528200537153	0.0	0.010194694623351097	0.0	False	P1	1666	59	0.021177560091018677	0.0	0.028811524609843937	0.0	0.010588780045509338	0.0	False	-0.00039408542215824127	False
ASIP	MC1R	other	2234	59	0.006405023857951164	0.022952117025852203	0.008952551477170993	0.01694915254237288	0.014678570441901684	0.00014700885714107048	False	P1	1666	59	0.007385542616248131	0.022952117025852203	0.01020408163265306	0.01694915254237288	0.015168829821050167	0.00016951383842754575	False	-0.0004902593791484833	False
AVP	AVPR1A	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
AVP	OXTR	other	2234	59	0.0	0.018002087250351906	0.0	0.01694915254237288	0.009001043625175953	0.0	False	P1	1666	59	0.0	0.018002087250351906	0.0	0.01694915254237288	0.009001043625175953	0.0	False	0.0	False
BAG6	NCR3	other	2234	59	0.20873259007930756	0.0	0.2457475380483438	0.0	0.10436629503965378	0.0	False	P1	1666	59	0.22340169548988342	0.0	0.2617046818727491	0.0	0.11170084774494171	0.0	False	-0.007334552705287933	False
BDNF	NGFR	other	2234	59	0.1018991693854332	0.0	0.11504028648164727	0.0	0.0509495846927166	0.0	False	P1	1666	59	0.09915467351675034	0.0	0.117046818727491	0.0	0.04957733675837517	0.0	False	0.0013722479343414307	False
BDNF	NTRK2	other	2234	59	0.1018991693854332	0.0	0.11504028648164727	0.0	0.0509495846927166	0.0	False	P1	1666	59	0.09915467351675034	0.0	0.117046818727491	0.0	0.04957733675837517	0.0	False	0.0013722479343414307	False
BDNF	SORT1	other	2234	59	0.1018991693854332	0.02798341028392315	0.11504028648164727	0.01694915254237288	0.06494128983467817	0.0028514862645035582	False	P1	1666	59	0.09915467351675034	0.02798341028392315	0.117046818727491	0.01694915254237288	0.06356904190033674	0.0027746859105876737	False	0.0013722479343414307	False
BMP2	ACVR2A+BMPR1A	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1	1666	59	0.006370417773723602	0.0	0.006602641056422569	0.0	0.003185208886861801	0.0	False	0.0026243808679282665	False
BMP2	ACVR2A+BMPR1B	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1	1666	59	0.006370417773723602	0.0	0.006602641056422569	0.0	0.003185208886861801	0.0	False	0.0026243808679282665	False
BMP2	ACVR2B+BMPR1A	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1	1666	59	0.006370417773723602	0.0	0.006602641056422569	0.0	0.003185208886861801	0.0	False	0.0026243808679282665	False
BMP2	ACVR2B+BMPR1B	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1	1666	59	0.006370417773723602	0.0	0.006602641056422569	0.0	0.003185208886861801	0.0	False	0.0026243808679282665	False
BMP2	BMPR1A+BMPR2	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1	1666	59	0.006370417773723602	0.0	0.006602641056422569	0.0	0.003185208886861801	0.0	False	0.0026243808679282665	False
BMP2	BMPR1B+BMPR2	other	2234	59	0.011619179509580135	0.0	0.010743061772605193	0.0	0.005809589754790068	0.0	False	P1	1666	59	0.006370417773723602	0.0	0.006602641056422569	0.0	0.003185208886861801	0.0	False	0.0026243808679282665	False
BMP4	ACVR2A+BMPR1A	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1	1666	59	0.05872061103582382	0.0	0.07262905162064826	0.0	0.02936030551791191	0.0	False	0.005333065986633301	False
BMP4	ACVR2A+BMPR1B	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1	1666	59	0.05872061103582382	0.0	0.07262905162064826	0.0	0.02936030551791191	0.0	False	0.005333065986633301	False
BMP4	ACVR2B+BMPR1A	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1	1666	59	0.05872061103582382	0.0	0.07262905162064826	0.0	0.02936030551791191	0.0	False	0.005333065986633301	False
BMP4	ACVR2B+BMPR1B	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1	1666	59	0.05872061103582382	0.0	0.07262905162064826	0.0	0.02936030551791191	0.0	False	0.005333065986633301	False
BMP4	BMPR1A+BMPR2	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1	1666	59	0.05872061103582382	0.0	0.07262905162064826	0.0	0.02936030551791191	0.0	False	0.005333065986633301	False
BMP4	BMPR1B+BMPR2	other	2234	59	0.06938674300909042	0.0	0.0792300805729633	0.0	0.03469337150454521	0.0	False	P1	1666	59	0.05872061103582382	0.0	0.07262905162064826	0.0	0.02936030551791191	0.0	False	0.005333065986633301	False
BMP5	ACVR1+ACVR2A	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP5	ACVR1+ACVR2B	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP5	ACVR1+BMPR2	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP5	ACVR2A+BMPR1A	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP5	ACVR2A+BMPR1B	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP5	ACVR2B+BMPR1A	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP5	ACVR2B+BMPR1B	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP5	BMPR1A+BMPR2	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP5	BMPR1B+BMPR2	other	2234	59	0.0	0.0	0.0	0.0	0.0	0.0	False	P1	1666	59	0.0	0.0	0.0	0.0	0.0	0.0	False	0.0	False
BMP6	ACVR1+ACVR2A	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1	1666	59	0.0012194125447422266	0.0	0.0024009603841536613	0.0	0.0006097062723711133	0.0	False	0.0005465984577313066	False
BMP6	ACVR1+ACVR2B	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1	1666	59	0.0012194125447422266	0.0	0.0024009603841536613	0.0	0.0006097062723711133	0.0	False	0.0005465984577313066	False
BMP6	ACVR1+BMPR2	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1	1666	59	0.0012194125447422266	0.0	0.0024009603841536613	0.0	0.0006097062723711133	0.0	False	0.0005465984577313066	False
BMP6	ACVR2A+BMPR1A	other	2234	59	0.0023126094602048397	0.0	0.0035810205908683975	0.0	0.0011563047301024199	0.0	False	P1	1666	59	0.0012194125447422266	0.0	0.0024009603841536613	0.0	0.0006097062723711133	0.0	False	0.0005465984577313066	False
