ligand	receptor	pathway	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop	Patient
FGA+FGB+FGG	ITGAX+ITGB2	other	64	241	0.010636446997523308	0.0	0.015625	0.0	0.005318223498761654	0.0	False	P13
FGF1	FGFR1	other	64	241	0.07270613312721252	0.025701327249407768	0.078125	0.016597510373443983	0.049203730188310146	0.001868644120541496	False	P13
FGF1	FGFR2	other	64	241	0.07270613312721252	0.0	0.078125	0.0	0.03635306656360626	0.0	False	P13
FGF1	FGFR3	other	64	241	0.07270613312721252	0.0	0.078125	0.0	0.03635306656360626	0.0	False	P13
FGF1	FGFR4	other	64	241	0.07270613312721252	0.0	0.078125	0.0	0.03635306656360626	0.0	False	P13
FGF1	ITGAV+ITGB3	other	64	241	0.07270613312721252	0.0	0.078125	0.0	0.03635306656360626	0.0	False	P13
FGF10	FGFR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF19	FGFR4+KLB	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF2	FGFR1	other	64	241	0.0	0.025701327249407768	0.0	0.016597510373443983	0.012850663624703884	0.0	False	P13
FGF2	FGFR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF2	FGFR3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF2	FGFR4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF2	ITGAV+ITGB3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF20	FGFR3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF22	FGFR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF4	FGFR1	other	64	241	0.0	0.025701327249407768	0.0	0.016597510373443983	0.012850663624703884	0.0	False	P13
FGF5	FGFR1	other	64	241	0.0	0.025701327249407768	0.0	0.016597510373443983	0.012850663624703884	0.0	False	P13
FGF7	FGFR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF8	FGFR3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGF9	FGFR3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGFR4	TGFBR3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FGL1	LAG3	other	64	241	0.03374972939491272	0.02978171408176422	0.03125	0.012448132780082987	0.03176572173833847	0.001005124791176204	False	P13
FLRT2	ADGRL1	other	64	241	0.0	0.007171885576099157	0.0	0.004149377593360996	0.0035859427880495787	0.0	False	P13
FLRT2	ADGRL3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FLRT3	ADGRL2	other	64	241	0.05795092135667801	0.0	0.046875	0.0	0.028975460678339005	0.0	False	P13
FLRT3	ADGRL3	other	64	241	0.05795092135667801	0.0	0.046875	0.0	0.028975460678339005	0.0	False	P13
FLRT3+TENM2	ADGRL1	other	64	241	0.0	0.007171885576099157	0.0	0.004149377593360996	0.0035859427880495787	0.0	False	P13
FLRT3+TENM2	ADGRL2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FLRT3+TENM3	ADGRL3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FLRT3+TENM4	ADGRL1	other	64	241	0.0	0.007171885576099157	0.0	0.004149377593360996	0.0035859427880495787	0.0	False	P13
FLT3LG	FLT3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
FN1	ITGA10+ITGB1	other	64	241	0.21878114342689514	0.02074582502245903	0.265625	0.012448132780082987	0.11976348422467709	0.004538795319747879	False	P13
FN1	ITGA11+ITGB1	other	64	241	0.21878114342689514	0.0	0.265625	0.0	0.10939057171344757	0.0	False	P13
FN1	ITGA2+ITGB1	other	64	241	0.21878114342689514	0.014792926609516144	0.265625	0.008298755186721992	0.11678703501820564	0.003236413398260085	False	P13
FN1	ITGA2B+ITGB3	other	64	241	0.21878114342689514	0.0	0.265625	0.0	0.10939057171344757	0.0	False	P13
FN1	ITGA3+ITGB1	other	64	241	0.21878114342689514	0.05982126668095589	0.265625	0.029045643153526972	0.13930120505392551	0.013087765125704753	False	P13
FN1	ITGA4+ITGB1	other	64	241	0.21878114342689514	0.2687162756919861	0.265625	0.14107883817427386	0.2437487095594406	0.058790054053309504	True	P13
FN1	ITGA4+ITGB7	other	64	241	0.21878114342689514	0.09208443015813828	0.265625	0.04979253112033195	0.1554327867925167	0.02014633692181156	False	P13
FN1	ITGA5+ITGB1	other	64	241	0.21878114342689514	0.012813280336558819	0.265625	0.008298755186721992	0.11579721188172698	0.00280330412308169	False	P13
FN1	ITGA8+ITGB1	other	64	241	0.21878114342689514	0.0	0.265625	0.0	0.10939057171344757	0.0	False	P13
FN1	ITGAV+ITGB1	other	64	241	0.21878114342689514	0.02200988493859768	0.265625	0.012448132780082987	0.12039551418274641	0.004815347793560798	False	P13
FN1	ITGAV+ITGB3	other	64	241	0.21878114342689514	0.0	0.265625	0.0	0.10939057171344757	0.0	False	P13
FN1	ITGAV+ITGB5	other	64	241	0.21878114342689514	0.016809752210974693	0.265625	0.008298755186721992	0.11779544781893492	0.003677656809439822	False	P13
FTH1	SCARA5	other	64	241	3.0633578300476074	0.0	0.953125	0.0	1.5316789150238037	0.0	False	P13
FTL	SCARA5	other	64	241	2.5023045539855957	0.0	0.953125	0.0	1.2511522769927979	0.0	False	P13
GAD1+SLC6A1	GABBR1	other	64	241	0.0	0.007494059391319752	0.0	0.004149377593360996	0.003747029695659876	0.0	False	P13
GAD1+SLC6A1	GABBR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A1	GABRA2+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A1	GABRA3+GABRB3+GABRE	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A1	GABRA3+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A1	GABRA3+GABRB3+GABRQ	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A1	GABRA5+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A11	GABBR1	other	64	241	0.0	0.007494059391319752	0.0	0.004149377593360996	0.003747029695659876	0.0	False	P13
GAD1+SLC6A11	GABBR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A11	GABRA2+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A11	GABRA3+GABRB3+GABRE	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A11	GABRA3+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A11	GABRA3+GABRB3+GABRQ	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A11	GABRA5+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A12	GABBR1	other	64	241	0.0	0.007494059391319752	0.0	0.004149377593360996	0.003747029695659876	0.0	False	P13
GAD1+SLC6A12	GABBR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A12	GABRA2+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A12	GABRA3+GABRB3+GABRE	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A12	GABRA3+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A12	GABRA3+GABRB3+GABRQ	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A12	GABRA5+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A6	GABBR1	other	64	241	0.0	0.007494059391319752	0.0	0.004149377593360996	0.003747029695659876	0.0	False	P13
GAD1+SLC6A6	GABBR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A6	GABRA2+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A6	GABRA3+GABRB3+GABRE	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A6	GABRA3+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A6	GABRA3+GABRB3+GABRQ	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A6	GABRA5+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A8	GABBR1	other	64	241	0.0	0.007494059391319752	0.0	0.004149377593360996	0.003747029695659876	0.0	False	P13
GAD1+SLC6A8	GABBR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A8	GABRA2+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A8	GABRA3+GABRB3+GABRE	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A8	GABRA3+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A8	GABRA3+GABRB3+GABRQ	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAD1+SLC6A8	GABRA5+GABRB3+GABRG2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAL	GALR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAL	GALR3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GAS6	AXL	other	64	241	0.0217074453830719	0.012889394536614418	0.03125	0.008298755186721992	0.01729841995984316	0.0002797958279244228	False	P13
GAS6	MERTK	other	64	241	0.0217074453830719	0.014336809515953064	0.03125	0.008298755186721992	0.01802212744951248	0.0003112155095350566	False	P13
GAS6	TYRO3	other	64	241	0.0217074453830719	0.0	0.03125	0.0	0.01085372269153595	0.0	False	P13
GAST	ADGRG1	other	64	241	0.0	0.04824165627360344	0.0	0.02074688796680498	0.02412082813680172	0.0	False	P13
GAST	CCKBR	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF10	ACVR1B+ACVR2B	other	64	241	0.0	0.012930816039443016	0.0	0.004149377593360996	0.006465408019721508	0.0	False	P13
GDF11	ACVR1B+ACVR2A	other	64	241	0.068904809653759	0.006102536804974079	0.0625	0.004149377593360996	0.03750367322936654	0.00042049413695179755	False	P13
GDF11	ACVR1B+ACVR2B	other	64	241	0.068904809653759	0.012930816039443016	0.0625	0.004149377593360996	0.04091781284660101	0.0008909954178655949	False	P13
GDF11	ACVR2A+TGFBR1	other	64	241	0.068904809653759	0.006102536804974079	0.0625	0.004149377593360996	0.03750367322936654	0.00042049413695179755	False	P13
GDF11	ACVR2B+TGFBR1	other	64	241	0.068904809653759	0.012930816039443016	0.0625	0.004149377593360996	0.04091781284660101	0.0008909954178655949	False	P13
GDF5	ACVR2A+BMPR1A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF5	ACVR2A+BMPR1B	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF5	ACVR2B+BMPR1A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF5	ACVR2B+BMPR1B	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF5	BMPR1B+BMPR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF7	ACVR2A+BMPR1A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF7	ACVR2A+BMPR1B	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF7	ACVR2B+BMPR1A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF7	ACVR2B+BMPR1B	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF7	BMPR1A+BMPR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF7	BMPR1B+BMPR2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GDF9	BMPR2+TGFBR1	other	64	241	0.0	0.021514389663934708	0.0	0.012448132780082987	0.010757194831967354	0.0	False	P13
GDNF	GFRA1+RET	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GGT1	CYSLTR1	other	64	241	0.19826076924800873	0.17895270884037018	0.203125	0.0954356846473029	0.18860673904418945	0.035479301713706723	False	P13
GGT1	CYSLTR2	other	64	241	0.19826076924800873	0.0	0.203125	0.0	0.09913038462400436	0.0	False	P13
GGT1+GGT5	CYSLTR1	other	64	241	0.19826076924800873	0.17895270884037018	0.203125	0.0954356846473029	0.18860673904418945	0.035479301713706723	False	P13
GGT1+GGT5	CYSLTR2	other	64	241	0.19826076924800873	0.0	0.203125	0.0	0.09913038462400436	0.0	False	P13
GHRL	GPR39	other	64	241	0.0	0.006102536804974079	0.0	0.004149377593360996	0.0030512684024870396	0.0	False	P13
GIP	GIPR	other	64	241	0.0	0.013330457732081413	0.0	0.008298755186721992	0.006665228866040707	0.0	False	P13
GJA1	GJA1	other	64	241	0.02934633381664753	0.0	0.03125	0.0	0.014673166908323765	0.0	False	P13
GJA1	GJA5	other	64	241	0.02934633381664753	0.0	0.03125	0.0	0.014673166908323765	0.0	False	P13
GJA3	GJA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GJA3	GJA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GJA3	GJA5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GJA3	GJC1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GJA5	GJA5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GJC1	GJA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GJC1	GJA5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GJC1	GJC1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIA4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIK1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIK1+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIK1+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIK2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIK2+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIK2+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIN1+GRIN2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRIN1+GRIN2D	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRM1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRM4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRM5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRM7	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC17A7	GRM8	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A1	GRIA1	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIA3	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIA4	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIK1	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIK1+GRIK4	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIK1+GRIK5	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIK2	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIK2+GRIK4	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIK2+GRIK5	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIN1+GRIN2A	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRIN1+GRIN2D	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRM1	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRM4	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRM5	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRM7	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A1	GRM8	other	64	241	0.041826024651527405	0.0	0.0625	0.0	0.020913012325763702	0.0	False	P13
GLS+SLC1A2	GRIA1	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIA3	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIA4	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIK1	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIK1+GRIK4	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIK1+GRIK5	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIK2	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIK2+GRIK4	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIK2+GRIK5	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIN1+GRIN2A	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRIN1+GRIN2D	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRM1	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRM4	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRM5	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRM7	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A2	GRM8	other	64	241	0.009722616523504257	0.0	0.015625	0.0	0.004861308261752129	0.0	False	P13
GLS+SLC1A3	GRIA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIA4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIK1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIK1+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIK1+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIK2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIK2+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIK2+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIN1+GRIN2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRIN1+GRIN2D	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRM1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRM4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRM5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRM7	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A3	GRM8	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIA4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIK1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIK1+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIK1+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIK2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIK2+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIK2+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIN1+GRIN2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRIN1+GRIN2D	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRM1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRM4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRM5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRM7	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A6	GRM8	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIA4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIK1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIK1+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIK1+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIK2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIK2+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIK2+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIN1+GRIN2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRIN1+GRIN2D	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRM1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRM4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRM5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRM7	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS+SLC1A7	GRM8	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIA1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIA3	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIA4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIK1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIK1+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIK1+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIK2	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIK2+GRIK4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIK2+GRIK5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIN1+GRIN2A	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRIN1+GRIN2D	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRM1	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRM4	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRM5	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRM7	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC17A7	GRM8	other	64	241	0.0	0.0	0.0	0.0	0.0	0.0	False	P13
GLS2+SLC1A1	GRIA1	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13
GLS2+SLC1A1	GRIA3	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13
GLS2+SLC1A1	GRIA4	other	64	241	0.01466278824955225	0.0	0.015625	0.0	0.007331394124776125	0.0	False	P13
