ligand	receptor	pathway	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop	Patient
VEGFD	FLT4	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
VEGFD	KDR	other	162	159	0.0	0.009631249122321606	0.0	0.006289308176100629	0.004815624561160803	0.0	False	P28
VTN	ITGA2B+ITGB3	other	162	159	0.0	0.010189197026193142	0.0	0.006289308176100629	0.005094598513096571	0.0	False	P28
VTN	ITGAV+ITGB1	other	162	159	0.0	0.04700314626097679	0.0	0.031446540880503145	0.023501573130488396	0.0	False	P28
VTN	ITGAV+ITGB3	other	162	159	0.0	0.010189197026193142	0.0	0.006289308176100629	0.005094598513096571	0.0	False	P28
VWF	ITGAV+ITGB3	other	162	159	0.0	0.010189197026193142	0.0	0.006289308176100629	0.005094598513096571	0.0	False	P28
WNT10A	FRZB	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT10A	FZD1+LRP5	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT10A	FZD1+LRP6	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT10A	FZD5+LRP5	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT10A	FZD5+LRP6	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT10A	FZD7+LRP5	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT10A	FZD7+LRP6	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT10A	FZD8+LRP5	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT10A	FZD8+LRP6	other	162	159	0.010113068856298923	0.0	0.012345679012345678	0.0	0.005056534428149462	0.0	False	P28
WNT11	FRZB	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD1+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD1+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD10+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD10+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD2+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD2+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD3+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD3+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD4+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD4+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD5+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD5+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD6+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD6+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD7+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD7+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD8+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD8+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD9+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	FZD9+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	SFRP1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	SFRP2	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	SFRP4	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	SFRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT11	WIF1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FRZB	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD1+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD1+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD10+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD10+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD2+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD2+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD3+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD3+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD4+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD4+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD5+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD5+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD6+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD6+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD7+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD7+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD8+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD8+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD9+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	FZD9+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	SFRP1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	SFRP2	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	SFRP4	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	SFRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT16	WIF1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FRZB	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD1+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD1+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD10+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD10+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD2+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD2+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD3+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD3+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD4+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD4+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD5+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD5+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD6+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD6+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD7+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD7+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD8+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD8+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD9+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	FZD9+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	SFRP1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	SFRP2	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	SFRP4	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	SFRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2	WIF1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FRZB	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD1+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD1+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD10+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD10+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD2+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD2+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD3+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD3+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD4+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD4+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD5+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD5+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD6+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD6+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD7+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD7+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD8+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD8+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD9+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	FZD9+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	SFRP1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	SFRP2	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	SFRP4	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	SFRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT2B	WIF1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FRZB	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD1+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD1+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD10+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD10+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD2+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD2+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD3+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD3+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD4+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD4+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD5+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD5+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD6+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD6+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD7+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD7+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD8+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD8+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD8+RYK	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD9+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	FZD9+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	SFRP1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	SFRP2	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	SFRP4	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	SFRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3	WIF1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FRZB	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD1+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD1+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD10+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD10+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD2+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD2+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD3+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD3+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD4+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD4+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD5+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD5+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD6+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD6+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD7+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD7+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD8+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD8+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD8+RYK	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD9+LRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	FZD9+LRP6	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	SFRP1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	SFRP2	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	SFRP4	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	SFRP5	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT3A	WIF1	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
WNT4	FRZB	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD1+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD1+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD10+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD10+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD2+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD2+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD3+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD3+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD4+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD4+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD5+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD5+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD6+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD6+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD7+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD7+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD8+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD8+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD9+LRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	FZD9+LRP6	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	SFRP1	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	SFRP2	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	SFRP4	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	SFRP5	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT4	WIF1	other	162	159	0.020337844267487526	0.0	0.024691358024691357	0.0	0.010168922133743763	0.0	False	P28
WNT5A	FRZB	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD10+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD10+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD2+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD2+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD3+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD3+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD4+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD4+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD5+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD5+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD6+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD6+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD7+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD7+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD8+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD8+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD8+RYK	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD9+LRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	FZD9+LRP6	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	ROR1	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	ROR2	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	SFRP1	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	SFRP2	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	SFRP4	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	SFRP5	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5A	WIF1	other	162	159	0.024295909330248833	0.0	0.024691358024691357	0.0	0.012147954665124416	0.0	False	P28
WNT5B	FRZB	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD1+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD1+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD10+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD10+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD2+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD2+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD3+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD3+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD4+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD4+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD5+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD5+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD6+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD6+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD7+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD7+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD8+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD8+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD9+LRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	FZD9+LRP6	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	SFRP1	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	SFRP2	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	SFRP4	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	SFRP5	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT5B	WIF1	other	162	159	0.02725500799715519	0.0	0.030864197530864196	0.0	0.013627503998577595	0.0	False	P28
WNT6	FRZB	other	162	159	0.0	0.0	0.0	0.0	0.0	0.0	False	P28
