dataset	leiden	n_cells	n_patients	n_leftover	n_malignant	mean_CLDN4	mean_AT2	mean_barrier_keratin	mean_dpt
GSE205335	0	316	1	4	312	1.3041379135207884	0.05221509389257585	1.356595796669918	0.0424240306019783
GSE205335	1	285	12	86	199	1.8510642558174193	0.09640118669429418	1.1779948344592728	0.2959213852882385
GSE205335	2	829	19	576	253	0.09131218447736002	0.057141617874533916	0.2457291209285459	0.09217162430286407
GSE205335	3	152	8	95	57	0.043231805592385056	0.0629778749725109	0.08648379463461514	0.07365407794713974
GSE205335	4	400	2	106	294	0.978290255869988	0.00712082259487208	0.8067654569683975	0.4795762598514557
GSE205335	5	81	2	0	81	1.5101323186021147	0.3561675093279418	1.9707395079780594	0.02995038963854313
GSE205335	6	272	7	9	263	2.163476168522183	0.8847247651918331	1.8973654396184978	0.014757237397134304
GSE205335	7	361	10	27	334	0.8288810924306752	0.2734232178237557	1.529582961823804	0.02424749732017517
GSE205335	8	407	4	109	298	0.6717558292473406	0.003399448517924549	0.6337442677772184	0.13527195155620575
GSE205335	9	184	10	126	58	2.8273647239057396	0.22177254345517677	1.9707085931848902	0.0572439469397068
GSE205335	10	207	2	1	206	1.338915377264966	0.020427336497717465	1.3950936145633366	0.11416668444871902
GSE205335	11	125	3	1	124	2.256104560560119	0.24405320079024195	1.8774591458092567	0.011698590591549873
GSE205335	12	437	6	3	434	1.495692284569325	0.2768627081569694	1.8344359274959365	0.03187873959541321
GSE205335	13	135	1	12	123	0.8694797502384369	0.050528120922046074	2.362541027081408	0.3231121599674225
GSE205335	14	138	5	59	79	1.2284998048087665	3.1043254914405134	1.1562628340211096	0.007097803056240082
GSE205335	15	401	3	1	400	2.1711570441855916	0.6307320945646757	0.9625516693908187	0.08342394977807999
GSE205335	16	326	3	34	292	0.8551961452875615	0.2570477782712088	1.4983313949881236	0.028496086597442627
GSE205335	17	372	2	1	371	0.9865853394460117	0.009034349637925463	2.0961863226580686	0.3550856113433838
GSE205335	18	154	1	1	153	2.4888374776513182	0.0403807820148048	2.226271256219516	0.08693782985210419
GSE205335	19	373	1	101	272	0.511124041970186	0.006351034815891832	0.9898232988638259	0.19161291420459747
GSE205335	20	270	1	0	270	1.5460961436987128	0.060165248354188114	0.5786648914693495	0.473397433757782
GSE205335	21	403	3	0	403	1.598737325880787	0.00649507390289547	0.595237137980159	0.4128899574279785
GSE205335	22	399	2	0	399	1.6971817696327014	0.02070514563769988	1.248288307404539	0.2753501832485199
GSE205335	23	386	1	3	383	0.9292876653074947	0.01364136549134959	0.7620671464791423	0.7975884675979614
GSE205335	24	353	2	0	353	0.6456688962662354	0.045659597307924085	1.4005232170539048	0.23582229018211365
GSE205335	25	116	1	3	113	1.6142877612344617	0.07443394382064648	0.5133078240004859	0.27620333433151245
