section,n_spots,n_cldn4_hi_epi,n_cd8_hi,frac_cldn4_pos,frac_cd8a_pos,same_rho,same_p,krt8_resid_rho,krt8_resid_p,nearest_cd8_hi_median,nearest_cd8_lo_median,nearest_cd8_mw_p,nei_cd8_hi_median,nei_cd8_lo_median,nei_cd8_mw_p
GSM9684206_D06053D2,187607,9102,322,0.2706935242288401,0.006854754886544745,0.0020459439976240642,0.6963097017626958,0.2829208349516336,0.0,322.063653720008,301.2308085173228,1.7841958848888934e-18,0.0,0.0,0.012454232799621998
GSM9684207_D06047C3,97833,47,82,0.01373769586949189,0.0033526519681498063,-0.011356001055416025,0.6264919495707318,0.9000987123944849,0.0,459.34409760004536,410.4905521920027,0.3379533465310225,0.0,0.0,0.5842562468192938
GSM9684208_D06047F6,47651,140,107,0.0507859226459046,0.008981973096052549,0.0156428833498452,0.48884909136783,0.765333801292699,0.0,312.4374845896248,327.5683106977272,0.4361374182249509,0.0,0.0,0.5544612737030461
GSM9684209_D06047E1,55714,16,69,0.010500053846429982,0.004953871558315684,-0.009420805172639829,0.7603222551186948,0.9406921358653014,0.0,512.5634692628713,370.3039292257105,0.22641169373453784,0.0,0.0,0.6411974826977082
GSM9684210_D06050A2,33012,8,32,0.018447837150127225,0.003816793893129771,-0.006141952387906261,0.8949139240175931,-0.9557259025808537,4.073349980017236e-248,280.4375235405766,351.77833929905347,0.5668567795040051,0.0,0.0,0.6765089459328542
GSM9684211_D06047A2,130466,901,419,0.058758603774163386,0.012830929130961323,0.024053139452817018,0.04591301197109674,0.6012025159631771,0.0,271.326371737065,247.9697562203907,7.816030232571862e-07,0.0,0.0,4.419386593511246e-05
GSM9684212_D06050C2,91489,55,73,0.018515887155832942,0.003191640525090448,-0.010514795159488596,0.6736130591810722,0.8731901968142111,0.0,417.5739455473725,430.7075444430518,0.47126536002787944,0.0,0.0,0.4962872800650763
GSM9684213_D06047D4,138901,435,170,0.04078444359651839,0.00496036745595784,0.008457749854844881,0.5246640011479409,0.7593581167276269,0.0,360.82682827084795,333.94610343586885,0.00040776277667096473,0.0,0.0,0.19967508212090845
GSM9684214_D06047E2,152381,388,468,0.03961123762148824,0.012344058642481674,0.05187316230474174,2.0433244991938577e-05,0.7898801621023802,0.0,208.56606857338772,185.1026514268319,1.1229103902811472e-05,0.0,0.0,0.17268144105482885
GSM9684215_D06050D4,93235,197,391,0.03291682308146082,0.016753365152571458,0.01721594302992734,0.2994164233120234,0.7924492276491414,0.0,148.48568954616468,140.73023839957068,0.2433588055496314,0.0,0.0,0.7331657679993222
GSM9684216_D06050E4,70055,519,179,0.08834487188637499,0.010249090000713725,0.00011608739846671796,0.9944306334773462,0.5823720431261383,0.0,229.65191050805564,228.0350850198276,0.6669268771291699,0.0,0.0,0.09519399640496076
