dataset,gene,unit,n_responder,n_nonresponder,median_responder,median_nonresponder,mean_responder,mean_nonresponder,mannwhitney_U,auc_resp_gt_nonresp,rank_biserial,p_value,p_fdr_bh
GSE126044,TACSTD2,log2CPM,5,11,6.168039700600696,6.288184233072098,4.986764638005527,6.130874194150848,20.0,0.36363636363636365,-0.2727272727272727,0.440934065934066,0.7054945054945055
GSE126044,CLDN4,log2CPM,5,11,2.542294564145926,3.7711716113053324,2.231615462887736,3.4971479267993018,13.0,0.23636363636363636,-0.5272727272727273,0.11492673992673993,0.7054945054945055
GSE166449,TACSTD2,log2(TPM+1),7,15,2.1197704230813343,1.7805740834843327,1.9518042044305592,1.7819660865903417,65.0,0.6190476190476191,0.23809523809523814,0.4068627450980391,0.7054945054945055
GSE166449,CLDN4,log2(TPM+1),7,15,1.2081052560568217,1.3282401491644622,1.2640651565608654,1.194396615436625,54.0,0.5142857142857142,0.02857142857142847,0.9452106201332205,0.9452106201332205
GSE207422,TACSTD2,log2TPM,9,15,4.9991896090022,6.22219707106702,5.285527827404026,5.9960698211943155,51.0,0.37777777777777777,-0.24444444444444446,0.3400554635028641,0.7054945054945055
GSE207422,CLDN4,log2TPM,9,15,5.8539397241997,6.27200773153137,4.94069983931336,5.169349190358748,48.0,0.35555555555555557,-0.28888888888888886,0.2572389851810263,0.7054945054945055
