dataset,gene,model,n,n_events,HR,HR_CI_low,HR_CI_high,p,status,note
GSE135222,TACSTD2,PFS ~ gene,27,21,1.0346659738348483,0.8180462621221966,1.308646866296301,0.7761590515627184,ok,HR>1 => higher expr worse PFS
GSE135222,TACSTD2,PFS ~ gene + epithelial,27,21,0.8862768228646717,0.6373013276911083,1.2325199597384362,0.4730722046474144,ok,HR>1 => higher expr worse PFS
GSE135222,TACSTD2,PFS ~ gene + leukocyte,27,21,1.0489668696764165,0.8474257628207115,1.2984399837175302,0.6605478619994167,ok,HR>1 => higher expr worse PFS
GSE135222,TACSTD2,PFS ~ resid(gene|epithelial),27,21,0.9017945555092883,0.6563624457818378,1.2390005332762413,0.5236317018317321,ok,HR>1 => higher expr worse PFS
GSE135222,CLDN4,PFS ~ gene,27,21,1.050290401564358,0.8707701842073682,1.2668209679484408,0.6079130783877547,ok,HR>1 => higher expr worse PFS
GSE135222,CLDN4,PFS ~ gene + epithelial,27,21,0.806230768403549,0.5755199041582517,1.1294275788276529,0.21045863689702457,ok,HR>1 => higher expr worse PFS
GSE135222,CLDN4,PFS ~ gene + leukocyte,27,21,1.082204711233383,0.8958612620415138,1.3073084936688095,0.4125709816110279,ok,HR>1 => higher expr worse PFS
GSE135222,CLDN4,PFS ~ resid(gene|epithelial),27,21,0.8525219788318372,0.6154035540314113,1.1810034563990424,0.33730133148354013,ok,HR>1 => higher expr worse PFS
