dataset,n_samples,gene,immune_signature,n,spearman_raw,p_raw,partial_epi,p_partial_epi,partial_epi_leuk,p_partial_epi_leuk
TCGA_LUAD,510,TACSTD2,CD8_Tcell,510,-0.12011833774873365,0.006610839945418664,-0.01034533436860961,0.8158904825635911,-0.2096772027687009,1.866762890606726e-06
TCGA_LUAD,510,TACSTD2,NK_cell,510,-0.10007307398728212,0.023815115744579795,-0.030870676374425036,0.48710073155399763,-0.1626421064773884,0.00023206975434087314
TCGA_LUAD,510,TACSTD2,Cytotoxic,510,-0.12307295939290448,0.005383447984797248,-0.0525986315021516,0.2361828390450831,-0.2174185998366902,7.513372492391991e-07
TCGA_LUAD,510,TACSTD2,CD8_NK,510,-0.11065171588853649,0.012404670404170209,-0.0235806036947747,0.5955792065509068,-0.19610463505203532,8.491991187615804e-06
TCGA_LUAD,510,CLDN4,CD8_Tcell,510,-0.13454401864629373,0.002328107970538689,-0.015534908035851412,0.7266067031989334,-0.103268757924642,0.019909282967862752
TCGA_LUAD,510,CLDN4,NK_cell,510,-0.17979990876777013,4.4301753098169114e-05,-0.11393617202214747,0.010094375164498365,-0.20836212191981843,2.1716056765576047e-06
TCGA_LUAD,510,CLDN4,Cytotoxic,510,-0.17153210666617216,9.896041360340508e-05,-0.1005216188287992,0.023326604508147074,-0.20733577247705492,2.442071245117555e-06
TCGA_LUAD,510,CLDN4,CD8_NK,510,-0.17084585213367853,0.00010561433446076049,-0.0832567272950518,0.06051821335040523,-0.20001762305239054,5.544590480599728e-06
TCGA_LUSC,484,TACSTD2,CD8_Tcell,484,-0.25394682738719243,1.465782276583402e-08,-0.2157881924963432,1.695852291463025e-06,-0.3186243014423383,7.798787067924016e-13
TCGA_LUSC,484,TACSTD2,NK_cell,484,-0.11950750850551184,0.00849326273692316,-0.07307785552741304,0.10870634894291699,-0.01508775508642252,0.7410955957746039
TCGA_LUSC,484,TACSTD2,Cytotoxic,484,-0.1557754661295674,0.0005834013547188576,-0.10778623350408298,0.01780659472094676,-0.0776116025058742,0.08874267395019834
TCGA_LUSC,484,TACSTD2,CD8_NK,484,-0.17365162037343282,0.00012320112930977385,-0.12902828008602749,0.0045082164481959315,-0.13013816929749106,0.0042113697698179225
TCGA_LUSC,484,CLDN4,CD8_Tcell,484,-0.04829289124957598,0.2890012390751763,0.059603895259878116,0.1909753968214912,-0.08754862264487218,0.054758822583464595
TCGA_LUSC,484,CLDN4,NK_cell,484,-0.05179585501495774,0.2554020723474804,0.054496879376011005,0.2319005749461557,-0.06746938466704291,0.13911458943924263
TCGA_LUSC,484,CLDN4,Cytotoxic,484,-0.06308954482215554,0.16581963144521383,0.049722606448053486,0.2754445512822076,-0.08277237546651545,0.06942803301830668
TCGA_LUSC,484,CLDN4,CD8_NK,484,-0.05248476310780209,0.24912651591212576,0.057595795452758045,0.20638543304626322,-0.09286865276062232,0.04155024352650988
OncoSG_LUAD,169,TACSTD2,CD8_Tcell,169,-0.387357664959475,1.962573302121325e-07,-0.2329301429566552,0.0023777019852517225,-0.13206469289538442,0.08888792204147704
OncoSG_LUAD,169,TACSTD2,NK_cell,169,-0.42045149420715033,1.2605879625274788e-08,-0.26449732320971414,0.0005310363950990282,-0.18399911080614928,0.017298898144538853
OncoSG_LUAD,169,TACSTD2,Cytotoxic,169,-0.409469941822883,3.240675309767315e-08,-0.27895676731659036,0.0002505892891180956,-0.2048643909114715,0.007912633824714093
OncoSG_LUAD,169,TACSTD2,CD8_NK,169,-0.43893888916513357,2.3781289403669143e-09,-0.2678758531535133,0.0004472223758618616,-0.18964743664628805,0.014100372767600766
OncoSG_LUAD,169,CLDN4,CD8_Tcell,169,-0.4500024862015813,8.347036645675692e-10,-0.3239372573151117,1.8403001269673602e-05,-0.12352202630730756,0.11175287695487429
OncoSG_LUAD,169,CLDN4,NK_cell,169,-0.5207523245984785,3.938139949846017e-13,-0.4064152214221313,4.597717324152362e-08,-0.2841796096102016,0.00019776163285189013
OncoSG_LUAD,169,CLDN4,Cytotoxic,169,-0.5022574710357516,3.465327664812746e-12,-0.4065155057394285,4.559546358857074e-08,-0.2814498842260623,0.00022907789475821197
OncoSG_LUAD,169,CLDN4,CD8_NK,169,-0.5332529461488739,8.391089428844032e-14,-0.4048728413654606,5.224901428672014e-08,-0.27930442639430986,0.00025686380413014493
