Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,cytokines,count,pvalue,label,cell
MOC1e1_ifng_514_LZ5733_S8_R1_001,Tacstd2,6.61445823382622,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e1_ifng_588_LZ5733_S9_R1_001,Tacstd2,6.59819452137851,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e1_ifng_600__LZ5733_S7_R1_001,Tacstd2,6.57492099802605,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e2_ifng_431_LZ5733_S14_R1_001,Tacstd2,7.15950403838426,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e2_ifng_613_LZ5733_S13_R1_001,Tacstd2,7.18341880465938,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e2_ifng_682_LZ5733_S15_R1_001,Tacstd2,7.16694616936152,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
Manguso_C38_clone3_IFNg_rep1_c10,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone3_IFNg_rep2_c11,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone3_IFNg_rep3_c12,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone4_IFNg_rep1_e10,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone4_IFNg_rep2_e11,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone4_IFNg_rep3_e12,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone7_IFNg_rep1_g10,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone7_IFNg_rep2_g11,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone7_IFNg_rep3_g12,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_parental_IFNg_rep1_a10,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_parental_IFNg_rep2_a11,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_parental_IFNg_rep3_a12,Tacstd2,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,1,NA,MC38
Manguso_C38_clone3_NS_rep1_c07,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone3_NS_rep2_c08,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone3_NS_rep3_c09,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep1_e07,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep2_e08,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep3_e09,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep1_g07,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep2_g08,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep3_g09,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep1_a07,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep2_a08,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep3_a09,Tacstd2,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_LLC_clone7_IFNg_rep1_b04,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone7_IFNg_rep2_b05,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone7_IFNg_rep3_b06,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone8_fng_rep1_c04,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone8_fng_rep2_c05,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone8_fng_rep3_c06,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone9_IFNg_rep1_d04,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone9_IFNg_rep2_d05,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone9_IFNg_rep3_d06,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_parental_IFNg_rep1_a04,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_parental_IFNg_rep3_a06,Tacstd2,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,1,NA,LLC
Manguso_LLC_clone7_NS_rep1_b01,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone7_NS_rep2_b02,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone7_NS_rep3_b03,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep1_d01,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep2_d02,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep3_d03,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep1_a01,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep2_a02,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep3_a03,Tacstd2,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_KPC_IFNg_rep1,Tacstd2,0,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,KPC
Manguso_KPC_IFNg_rep2,Tacstd2,0,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,KPC
Manguso_KPC_IFNg_rep3,Tacstd2,0,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,KPC
Manguso_KPC_nostim_rep1,Tacstd2,0,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Manguso_KPC_nostim_rep2,Tacstd2,0,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Manguso_KPC_nostim_rep3,Tacstd2,0,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Shawn_COP1_EMT6_ifng_s19,Tacstd2,0,EMT6_XW33589424(n=6),no,0,XW33589424,IFNg,6,1,NA,EMT6
Shawn_COP1_EMT6_ifng_s20,Tacstd2,0,EMT6_XW33589424(n=6),no,0,XW33589424,IFNg,6,1,NA,EMT6
Mouse4_USR17006874L_HM2KTBBXX,Tacstd2,0,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Mouse6_USR17006876L_HM2KTBBXX,Tacstd2,0,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Shawn_COP1_EMT6_nt_s17,Tacstd2,0,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Shawn_COP1_EMT6_nt_s18,Tacstd2,0,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Manguso_CT26_IFNg_rep1,Tacstd2,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,CT26
Manguso_CT26_IFNg_rep2,Tacstd2,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,CT26
Manguso_CT26_IFNg_rep3,Tacstd2,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,CT26
Manguso_CT26_nostim_rep1,Tacstd2,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
Manguso_CT26_nostim_rep2,Tacstd2,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
Manguso_CT26_nostim_rep3,Tacstd2,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
SRX2015209,Tacstd2,0.0028958956908863,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.728280619352291,NA,B16
SRX2015207,Tacstd2,0.002795335798482,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.728280619352291,NA,B16
SRX2015208,Tacstd2,0.0024204682480254,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.728280619352291,NA,B16
SRX2015206,Tacstd2,0.0030080427213775,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015210,Tacstd2,0.0027746102457542,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015211,Tacstd2,0.0025485552468999,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015212,Tacstd2,0.0027436056110216,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX3349230,Tacstd2,0.0023120757009099,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0735223080701906,NA,B16
SRX3349231,Tacstd2,0.00227756734557,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0735223080701906,NA,B16
SRX3349229,Tacstd2,0.0022030467091388,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0735223080701906,NA,B16
SRX3349226,Tacstd2,0.0023576922733423,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3349227,Tacstd2,0.0025659135309538,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3349228,Tacstd2,0.0024275010708868,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3442499,Tacstd2,0.0041515610626038,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.423453281958641,NA,B16
SRX3442500,Tacstd2,0.003901338886657,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.423453281958641,NA,B16
SRX3442501,Tacstd2,0.0038322366151531,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.423453281958641,NA,B16
SRX3442487,Tacstd2,0.0038904483618422,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
SRX3442488,Tacstd2,0.100657862467007,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
SRX3442489,Tacstd2,0.0038984612858426,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
Stan_Timecourse_s11_USR18002662L_HFC32DMXX_1,Tacstd2,0.0326252680177692,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s16_USR18002667L_HFC32DMXX_1,Tacstd2,0.0028445060960946,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s10_USR18002661L_HFC32DMXX_1,Tacstd2,0.002771186594754,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s12_USR18002663L_HFC32DMXX_1,Tacstd2,0.0027336714257922,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s8_USR18002659L_HFC32DMXX_1,Tacstd2,0.0027264639286169,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s15_USR18002666L_HFC32DMXX_1,Tacstd2,0.0026948761305285,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s7_USR18002658L_HFC32DMXX_1,Tacstd2,0.0026458922290707,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s6_USR18002657L_HFC32DMXX_1,Tacstd2,0.002644904108238,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s5_USR18002656L_HFC32DMXX_1,Tacstd2,0.002585508377358,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s13_USR18002664L_HFC32DMXX_1,Tacstd2,0.002584137206383,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s9_USR18002660L_HFC32DMXX_1,Tacstd2,0.0025814791226249,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s14_USR18002665L_HFC32DMXX_1,Tacstd2,0.0023958454368478,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.486423032899541,NA,B16
Stan_Timecourse_s1_USR18002652L_HFC32DMXX_1,Tacstd2,0.0026027589757203,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s2_USR18002653L_HCFFNDMXX_1,Tacstd2,0.0034866220132546,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s3_USR18002654L_HCFFNDMXX_1,Tacstd2,0.0035980877873399,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s4_USR18002655L_HCFFNDMXX_1,Tacstd2,0.0036968618790257,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_TRAF3_RNA_11,Tacstd2,0.0041318956515534,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_09,Tacstd2,0.0041307095967905,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_10,Tacstd2,0.0040524048693357,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_08,Tacstd2,0.0040110814001847,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_07,Tacstd2,0.003969542468299,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_12,Tacstd2,0.0038729912071276,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_01,Tacstd2,0.0039224844846711,B16_GSE149824(n=8),no,1,GSE149824,Baseline,8,NA,NA,B16
Stan_TRAF3_RNA_02,Tacstd2,0.0039974597009637,B16_GSE149824(n=8),no,1,GSE149824,Baseline,8,NA,NA,B16
Manguso_4T1_IFNg_rep2,Tacstd2,6.11657759183221,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0157787296977578,*,4T1
Manguso_4T1_IFNg_rep3,Tacstd2,5.9287088221809,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0157787296977578,NA,4T1
Manguso_4T1_IFNg_rep1,Tacstd2,5.90498901840934,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0157787296977578,NA,4T1
Manguso_4T1_nostim_rep1,Tacstd2,5.52648623698075,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Manguso_4T1_nostim_rep2,Tacstd2,5.30776344859416,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Manguso_4T1_nostim_rep3,Tacstd2,5.10350372536835,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Shawn_COP1_4T1_s15,Tacstd2,5.89739474178555,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.235732887100336,NA,4T1
Shawn_COP1_4T1_s16,Tacstd2,5.84307013747199,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.235732887100336,NA,4T1
Shawn_COP1_4T1_s10,Tacstd2,5.04549414604714,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.235732887100336,NA,4T1
Shawn_COP1_4T1_s4,Tacstd2,4.97503620250146,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.235732887100336,NA,4T1
Shawn_COP1_4T1_s6,Tacstd2,4.78385490684779,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.235732887100336,NA,4T1
Shawn_COP1_4T1_s5,Tacstd2,4.69239899631839,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.235732887100336,NA,4T1
Shawn_COP1_4T1_s12,Tacstd2,4.64630407113545,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.235732887100336,NA,4T1
Shawn_COP1_4T1_s11,Tacstd2,4.54772143367474,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.235732887100336,NA,4T1
Mouse1_USR17006871L_HM2KTBBXX,Tacstd2,5.11003849212982,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Mouse2_USR17006872L_HM2KTBBXX,Tacstd2,5.27094464234732,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Mouse3_USR17006873L_HM2KTBBXX,Tacstd2,5.33153398747315,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s1,Tacstd2,5.08123179540408,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s13,Tacstd2,5.77112612570349,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s14,Tacstd2,5.80610722416896,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s7,Tacstd2,4.97711799175386,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
