Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,cytokines,count,pvalue,label,cell
MOC1e1_ifng_588_LZ5733_S9_R1_001,F11r,6.09335593061108,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e1_ifng_600__LZ5733_S7_R1_001,F11r,6.00416375759568,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e2_ifng_431_LZ5733_S14_R1_001,F11r,6.29192030988506,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e2_ifng_613_LZ5733_S13_R1_001,F11r,6.40859732048866,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
MOC1e2_ifng_682_LZ5733_S15_R1_001,F11r,6.31921864156351,MOC1_RU31562203_LZ5733(n=18),no,1,RU31562203_LZ5733,Baseline,18,NA,NA,MOC1
Manguso_C38_clone3_IFNg_rep1_c10,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone3_IFNg_rep2_c11,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone3_IFNg_rep3_c12,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone4_IFNg_rep1_e10,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone4_IFNg_rep2_e11,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone4_IFNg_rep3_e12,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone7_IFNg_rep1_g10,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone7_IFNg_rep2_g11,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone7_IFNg_rep3_g12,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_parental_IFNg_rep1_a10,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_parental_IFNg_rep2_a11,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_parental_IFNg_rep3_a12,F11r,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.274853056169427,NA,MC38
Manguso_C38_clone3_NS_rep1_c07,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone3_NS_rep2_c08,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone3_NS_rep3_c09,F11r,0.0345805161161542,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep1_e07,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep2_e08,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep3_e09,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep1_g07,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep2_g08,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep3_g09,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep1_a07,F11r,0.236544506610716,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep2_a08,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep3_a09,F11r,0,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_LLC_clone8_fng_rep1_c04,F11r,3.9648705181331,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone8_fng_rep3_c06,F11r,3.75809566756829,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone8_fng_rep2_c05,F11r,3.62270802489758,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone7_IFNg_rep3_b06,F11r,2.70412215033403,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_parental_IFNg_rep3_a06,F11r,2.51869688355052,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone7_IFNg_rep1_b04,F11r,2.3111820771982,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone7_IFNg_rep2_b05,F11r,2.25647991111387,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_parental_IFNg_rep1_a04,F11r,2.24913180704093,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone9_IFNg_rep2_d05,F11r,1.63884877119148,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone9_IFNg_rep3_d06,F11r,1.62361545035497,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone9_IFNg_rep1_d04,F11r,1.61935173290836,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.420110680362038,NA,LLC
Manguso_LLC_clone7_NS_rep1_b01,F11r,2.13364848807327,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone7_NS_rep2_b02,F11r,1.80357096706779,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone7_NS_rep3_b03,F11r,2.29109383950968,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep1_d01,F11r,1.55382883528331,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep2_d02,F11r,2.2226858471602,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep3_d03,F11r,2.07870463061273,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep1_a01,F11r,2.93549696436022,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep2_a02,F11r,2.81675935348471,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep3_a03,F11r,2.99004227136646,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_KPC_IFNg_rep2,F11r,8.28564970306586,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.00282220264166731,**,KPC
Manguso_KPC_IFNg_rep3,F11r,8.17454576438751,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.00282220264166731,NA,KPC
Manguso_KPC_IFNg_rep1,F11r,8.12343231991738,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.00282220264166731,NA,KPC
Manguso_KPC_nostim_rep1,F11r,7.79473814272069,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Manguso_KPC_nostim_rep2,F11r,7.60223965308532,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Manguso_KPC_nostim_rep3,F11r,7.64151478769679,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Shawn_COP1_EMT6_ifng_s19,F11r,6.19723617796362,EMT6_XW33589424(n=6),no,0,XW33589424,IFNg,6,0.000112388708971127,***,EMT6
Shawn_COP1_EMT6_ifng_s20,F11r,6.08336080074407,EMT6_XW33589424(n=6),no,0,XW33589424,IFNg,6,0.000112388708971127,NA,EMT6
Mouse4_USR17006874L_HM2KTBBXX,F11r,4.34181158891332,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Mouse6_USR17006876L_HM2KTBBXX,F11r,4.49352488413582,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Shawn_COP1_EMT6_nt_s17,F11r,4.73442414156101,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Shawn_COP1_EMT6_nt_s18,F11r,4.62295494210334,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Manguso_CT26_IFNg_rep1,F11r,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.422649730810374,NA,CT26
Manguso_CT26_IFNg_rep2,F11r,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.422649730810374,NA,CT26
Manguso_CT26_IFNg_rep3,F11r,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.422649730810374,NA,CT26
Manguso_CT26_nostim_rep1,F11r,0.163533287103536,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
Manguso_CT26_nostim_rep2,F11r,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
Manguso_CT26_nostim_rep3,F11r,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
SRX2015209,F11r,0.155769677922896,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.0965406528159671,NA,B16
SRX2015208,F11r,0.13492891930751,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.0965406528159671,NA,B16
SRX2015207,F11r,0.107642060152967,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.0965406528159671,NA,B16
SRX2015206,F11r,0.546985276725606,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015210,F11r,0.229296932770683,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015211,F11r,0.399414624976456,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015212,F11r,0.168548402628202,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX3349230,F11r,0.195708555326743,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0607907073460417,NA,B16
SRX3349231,F11r,0.0847216242822451,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0607907073460417,NA,B16
SRX3349229,F11r,0.0551285742912014,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0607907073460417,NA,B16
SRX3349226,F11r,0.203583398030316,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3349227,F11r,0.430528727511486,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3349228,F11r,0.36371911539391,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3442499,F11r,2.02496129267392,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.444712918179103,NA,B16
SRX3442500,F11r,1.51359254292811,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.444712918179103,NA,B16
SRX3442501,F11r,1.42824985023021,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.444712918179103,NA,B16
SRX3442487,F11r,1.33505213159575,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
SRX3442488,F11r,1.85303184736352,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
SRX3442489,F11r,0.958721940590688,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
Stan_Timecourse_s14_USR18002665L_HFC32DMXX_1,F11r,1.4252118442363,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s5_USR18002656L_HFC32DMXX_1,F11r,1.24358638314483,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s13_USR18002664L_HFC32DMXX_1,F11r,0.838901623434753,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s9_USR18002660L_HFC32DMXX_1,F11r,0.783826220858651,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s8_USR18002659L_HFC32DMXX_1,F11r,0.782266055168825,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s6_USR18002657L_HFC32DMXX_1,F11r,0.754368911874242,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s10_USR18002661L_HFC32DMXX_1,F11r,0.576778630830415,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s7_USR18002658L_HFC32DMXX_1,F11r,0.453769522040271,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s16_USR18002667L_HFC32DMXX_1,F11r,0.322262073894045,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s11_USR18002662L_HFC32DMXX_1,F11r,0.297501936829118,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s15_USR18002666L_HFC32DMXX_1,F11r,0.246982178765581,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s12_USR18002663L_HFC32DMXX_1,F11r,0.226669148261194,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.579817402476482,NA,B16
Stan_Timecourse_s1_USR18002652L_HFC32DMXX_1,F11r,1.04321970629149,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s2_USR18002653L_HCFFNDMXX_1,F11r,0.978134104648326,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s3_USR18002654L_HCFFNDMXX_1,F11r,0.511088444384828,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s4_USR18002655L_HCFFNDMXX_1,F11r,0.536191436768107,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_TRAF3_RNA_12,F11r,0.910450732464998,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.795600637066569,NA,B16
Stan_TRAF3_RNA_08,F11r,0.783826220858651,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.795600637066569,NA,B16
Stan_TRAF3_RNA_09,F11r,0.702099029280734,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.795600637066569,NA,B16
Stan_TRAF3_RNA_11,F11r,0.541165756917778,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.795600637066569,NA,B16
Stan_TRAF3_RNA_07,F11r,0.41232674316598,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.795600637066569,NA,B16
Stan_TRAF3_RNA_10,F11r,0.276855300713068,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.795600637066569,NA,B16
Stan_TRAF3_RNA_01,F11r,0.596131890452121,B16_GSE149824(n=8),no,1,GSE149824,Baseline,8,NA,NA,B16
Stan_TRAF3_RNA_02,F11r,0.558859985172696,B16_GSE149824(n=8),no,1,GSE149824,Baseline,8,NA,NA,B16
Manguso_4T1_IFNg_rep3,F11r,6.90451095739237,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.184114483368418,NA,4T1
Manguso_4T1_IFNg_rep2,F11r,6.83211904763431,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.184114483368418,NA,4T1
Manguso_4T1_IFNg_rep1,F11r,6.76962366082934,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.184114483368418,NA,4T1
Manguso_4T1_nostim_rep1,F11r,6.62029756638826,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Manguso_4T1_nostim_rep2,F11r,6.68986669809819,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Manguso_4T1_nostim_rep3,F11r,6.83060558713648,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Shawn_COP1_4T1_s15,F11r,5.9750390237312,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.441567440590419,NA,4T1
Shawn_COP1_4T1_s16,F11r,5.91038185889729,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.441567440590419,NA,4T1
Shawn_COP1_4T1_s6,F11r,5.57930092936362,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.441567440590419,NA,4T1
Shawn_COP1_4T1_s10,F11r,5.53993074756301,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.441567440590419,NA,4T1
Shawn_COP1_4T1_s5,F11r,5.5201994369811,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.441567440590419,NA,4T1
Shawn_COP1_4T1_s11,F11r,5.46381287373529,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.441567440590419,NA,4T1
Shawn_COP1_4T1_s4,F11r,5.40431032417423,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.441567440590419,NA,4T1
Shawn_COP1_4T1_s12,F11r,5.38316895383873,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.441567440590419,NA,4T1
Mouse1_USR17006871L_HM2KTBBXX,F11r,5.16453654883616,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Mouse2_USR17006872L_HM2KTBBXX,F11r,5.27525534883303,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Mouse3_USR17006873L_HM2KTBBXX,F11r,4.98012544493128,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s1,F11r,5.68352230181284,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s13,F11r,5.82610589901523,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s14,F11r,5.85532099069858,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s7,F11r,5.54625595369904,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
