Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,cytokines,count,pvalue,label,cell
Manguso_LLC_parental_IFNg_rep3_a06,Ocln,2.34493873203252,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.117528234260661,NA,LLC
Manguso_LLC_parental_IFNg_rep1_a04,Ocln,2.17819775087452,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.117528234260661,NA,LLC
Manguso_LLC_clone9_IFNg_rep1_d04,Ocln,2.06130859160005,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.117528234260661,NA,LLC
Manguso_LLC_clone9_IFNg_rep2_d05,Ocln,1.9730452830448,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.117528234260661,NA,LLC
Manguso_LLC_clone8_fng_rep1_c04,Ocln,1.89646393946794,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.117528234260661,NA,LLC
Manguso_LLC_clone9_IFNg_rep3_d06,Ocln,1.89646393946794,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.117528234260661,NA,LLC
Manguso_LLC_clone8_fng_rep2_c05,Ocln,1.86019671888142,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.117528234260661,NA,LLC
Manguso_LLC_clone8_fng_rep3_c06,Ocln,1.72695641224989,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.117528234260661,NA,LLC
Manguso_LLC_clone7_NS_rep1_b01,Ocln,3.03197284137853,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone7_NS_rep2_b02,Ocln,2.76935112647889,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone7_NS_rep3_b03,Ocln,2.99897174117667,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep1_d01,Ocln,1.9884136898126,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep2_d02,Ocln,2.04533342834703,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep3_d03,Ocln,2.19782766294831,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep1_a01,Ocln,2.43762952725397,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep2_a02,Ocln,2.58921131912397,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep3_a03,Ocln,2.51869688355052,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_KPC_IFNg_rep3,Ocln,3.98345780829962,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.962378102483344,NA,KPC
Manguso_KPC_IFNg_rep1,Ocln,3.92618306574236,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.962378102483344,NA,KPC
Manguso_KPC_IFNg_rep2,Ocln,3.88733809816266,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.962378102483344,NA,KPC
Manguso_KPC_nostim_rep1,Ocln,4.17737815522087,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Manguso_KPC_nostim_rep2,Ocln,3.59371147197284,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Manguso_KPC_nostim_rep3,Ocln,3.99811740772228,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Shawn_COP1_EMT6_ifng_s19,Ocln,0.301515071071831,EMT6_XW33589424(n=6),no,0,XW33589424,IFNg,6,0.580136984391468,NA,EMT6
Shawn_COP1_EMT6_ifng_s20,Ocln,0.197265296613527,EMT6_XW33589424(n=6),no,0,XW33589424,IFNg,6,0.580136984391468,NA,EMT6
Mouse4_USR17006874L_HM2KTBBXX,Ocln,0.0478189436819509,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Mouse6_USR17006876L_HM2KTBBXX,Ocln,0.255463267911125,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Shawn_COP1_EMT6_nt_s17,Ocln,0.033540703030647,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Shawn_COP1_EMT6_nt_s18,Ocln,0.410356302224463,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Manguso_CT26_IFNg_rep1,Ocln,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,CT26
Manguso_CT26_IFNg_rep2,Ocln,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,CT26
Manguso_CT26_IFNg_rep3,Ocln,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,1,NA,CT26
Manguso_CT26_nostim_rep1,Ocln,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
Manguso_CT26_nostim_rep2,Ocln,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
Manguso_CT26_nostim_rep3,Ocln,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
SRX2015208,Ocln,0.199109861020121,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.422197554333607,NA,B16
SRX2015209,Ocln,0.0028958956908863,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.422197554333607,NA,B16
SRX2015207,Ocln,0.002795335798482,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.422197554333607,NA,B16
SRX2015206,Ocln,0.0030080427213775,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015210,Ocln,0.0027746102457542,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015211,Ocln,0.0025485552468999,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015212,Ocln,0.0027436056110216,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX3349229,Ocln,0.636374532139641,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0011853178592273,**,B16
SRX3349231,Ocln,0.565210960578235,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0011853178592273,NA,B16
SRX3349230,Ocln,0.528990431677513,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0011853178592273,NA,B16
SRX3349226,Ocln,0.0023576922733423,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3349227,Ocln,0.0025659135309538,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3349228,Ocln,0.0369359183943323,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3442501,Ocln,0.346813706349076,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.0591426587708053,NA,B16
SRX3442500,Ocln,0.342994669398393,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.0591426587708053,NA,B16
SRX3442499,Ocln,0.137286621826131,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.0591426587708053,NA,B16
SRX3442487,Ocln,0.0038904483618422,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
SRX3442488,Ocln,0.003831019699776,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
SRX3442489,Ocln,0.0038984612858426,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
Stan_Timecourse_s10_USR18002661L_HFC32DMXX_1,Ocln,0.353231513688898,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,**,B16
Stan_Timecourse_s14_USR18002665L_HFC32DMXX_1,Ocln,0.340453506004647,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s11_USR18002662L_HFC32DMXX_1,Ocln,0.235019152932276,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s15_USR18002666L_HFC32DMXX_1,Ocln,0.207742674380134,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s13_USR18002664L_HFC32DMXX_1,Ocln,0.108606209849948,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s16_USR18002667L_HFC32DMXX_1,Ocln,0.0972745254405701,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s5_USR18002656L_HFC32DMXX_1,Ocln,0.0644204501026457,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s12_USR18002663L_HFC32DMXX_1,Ocln,0.0398387864822608,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s9_USR18002660L_HFC32DMXX_1,Ocln,0.0303273768636512,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s8_USR18002659L_HFC32DMXX_1,Ocln,0.0027264639286169,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s7_USR18002658L_HFC32DMXX_1,Ocln,0.0026458922290707,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s6_USR18002657L_HFC32DMXX_1,Ocln,0.002644904108238,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.00799684440529432,NA,B16
Stan_Timecourse_s1_USR18002652L_HFC32DMXX_1,Ocln,0.0026027589757203,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s2_USR18002653L_HCFFNDMXX_1,Ocln,0.0034866220132546,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s3_USR18002654L_HCFFNDMXX_1,Ocln,0.0035980877873399,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s4_USR18002655L_HCFFNDMXX_1,Ocln,0.0036968618790257,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_TRAF3_RNA_11,Ocln,0.0041318956515534,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_09,Ocln,0.0041307095967905,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_10,Ocln,0.0040524048693357,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_08,Ocln,0.0040110814001847,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_07,Ocln,0.003969542468299,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_12,Ocln,0.0038729912071276,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.290392372803104,NA,B16
Stan_TRAF3_RNA_01,Ocln,0.0039224844846711,B16_GSE149824(n=8),no,1,GSE149824,Baseline,8,NA,NA,B16
Stan_TRAF3_RNA_02,Ocln,0.0039974597009637,B16_GSE149824(n=8),no,1,GSE149824,Baseline,8,NA,NA,B16
Manguso_4T1_IFNg_rep2,Ocln,3.75694862610001,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.106388447845541,NA,4T1
Manguso_4T1_IFNg_rep3,Ocln,3.65343061502771,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.106388447845541,NA,4T1
Manguso_4T1_IFNg_rep1,Ocln,3.43766056332412,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.106388447845541,NA,4T1
Manguso_4T1_nostim_rep1,Ocln,3.07186227034827,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Manguso_4T1_nostim_rep2,Ocln,3.49643779092991,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Manguso_4T1_nostim_rep3,Ocln,3.29833729031506,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Shawn_COP1_4T1_s16,Ocln,3.63102316859124,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0808961604975076,NA,4T1
Shawn_COP1_4T1_s15,Ocln,3.61720810969156,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0808961604975076,NA,4T1
Shawn_COP1_4T1_s6,Ocln,3.53590281012038,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0808961604975076,NA,4T1
Shawn_COP1_4T1_s10,Ocln,3.46186748236388,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0808961604975076,NA,4T1
Shawn_COP1_4T1_s4,Ocln,3.28548380854944,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0808961604975076,NA,4T1
Shawn_COP1_4T1_s5,Ocln,3.20901169512719,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0808961604975076,NA,4T1
Shawn_COP1_4T1_s12,Ocln,3.15491667745255,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0808961604975076,NA,4T1
Shawn_COP1_4T1_s11,Ocln,3.14477846468288,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0808961604975076,NA,4T1
Mouse1_USR17006871L_HM2KTBBXX,Ocln,3.7724737230348,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Mouse2_USR17006872L_HM2KTBBXX,Ocln,3.83405435644227,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Mouse3_USR17006873L_HM2KTBBXX,Ocln,3.16473078086823,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s1,Ocln,3.48146840255852,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s13,Ocln,4.0522628296546,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s14,Ocln,4.03688443876509,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s7,Ocln,3.35250828342231,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
