Samples,geneID,value,cell_line,Responder,Baseline,GSE_ID,cytokines,count,pvalue,label,cell
Manguso_C38_clone7_IFNg_rep2_g11,Cdh1,0.263422922423505,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_clone7_IFNg_rep3_g12,Cdh1,0.230139569944723,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_clone4_IFNg_rep2_e11,Cdh1,0.218046469308179,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_clone7_IFNg_rep1_g10,Cdh1,0.204117476977518,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_parental_IFNg_rep2_a11,Cdh1,0.111405887628468,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_clone3_IFNg_rep1_c10,Cdh1,0.0764147759799098,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_clone3_IFNg_rep3_c12,Cdh1,0.0663376625822,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_clone4_IFNg_rep3_e12,Cdh1,0.0439416652946267,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_clone3_IFNg_rep2_c11,Cdh1,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_parental_IFNg_rep3_a12,Cdh1,0,MC38_RTM28723893(n=24),no,0,RTM28723893,IFNg,24,0.146117109405051,NA,MC38
Manguso_C38_clone3_NS_rep1_c07,Cdh1,0.37470266081634,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone3_NS_rep2_c08,Cdh1,0.174469448029367,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone3_NS_rep3_c09,Cdh1,0.21188260443985,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep1_e07,Cdh1,0.1887396326262,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep2_e08,Cdh1,0.168982067671035,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone4_NS_rep3_e09,Cdh1,0.0769674852958261,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep1_g07,Cdh1,0.469783560608252,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep2_g08,Cdh1,0.414536020819795,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_clone7_NS_rep3_g09,Cdh1,0.459716775901708,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep1_a07,Cdh1,0.24963408561262,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep2_a08,Cdh1,0.0800716764196923,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_C38_parental_NS_rep3_a09,Cdh1,0.105281114126521,MC38_RTM28723893(n=24),no,1,RTM28723893,Baseline,24,NA,NA,MC38
Manguso_LLC_clone9_IFNg_rep1_d04,Cdh1,0.104891384244758,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone8_fng_rep2_c05,Cdh1,0.0695154929622161,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone9_IFNg_rep2_d05,Cdh1,0.0431791344295994,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone7_IFNg_rep1_b04,Cdh1,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone7_IFNg_rep2_b05,Cdh1,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone7_IFNg_rep3_b06,Cdh1,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone8_fng_rep1_c04,Cdh1,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone8_fng_rep3_c06,Cdh1,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone9_IFNg_rep3_d06,Cdh1,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_parental_IFNg_rep1_a04,Cdh1,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_parental_IFNg_rep3_a06,Cdh1,0,LLC_RTM28723893(n=20),no,0,RTM28723893,IFNg,20,0.797600716025097,NA,LLC
Manguso_LLC_clone7_NS_rep1_b01,Cdh1,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone7_NS_rep2_b02,Cdh1,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone7_NS_rep3_b03,Cdh1,0.10984764232716,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep1_d01,Cdh1,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep2_d02,Cdh1,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_clone9_NS_rep3_d03,Cdh1,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep1_a01,Cdh1,0.0384280772120976,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep2_a02,Cdh1,0,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_LLC_parental_NS_rep3_a03,Cdh1,0.0707441449591669,LLC_RTM28723893(n=20),no,1,RTM28723893,Baseline,20,NA,NA,LLC
Manguso_KPC_IFNg_rep1,Cdh1,8.3224284835173,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0295666935155594,*,KPC
Manguso_KPC_IFNg_rep2,Cdh1,8.21177977449567,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0295666935155594,NA,KPC
Manguso_KPC_IFNg_rep3,Cdh1,8.1793052953045,KPC_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0295666935155594,NA,KPC
Manguso_KPC_nostim_rep1,Cdh1,8.12077509760288,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Manguso_KPC_nostim_rep2,Cdh1,8.0143259209783,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Manguso_KPC_nostim_rep3,Cdh1,8.00396070725568,KPC_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,KPC
Shawn_COP1_EMT6_ifng_s19,Cdh1,0.0752834324246006,EMT6_XW33589424(n=6),no,0,XW33589424,IFNg,6,0.156020727814003,NA,EMT6
Shawn_COP1_EMT6_ifng_s20,Cdh1,0.0573462904157992,EMT6_XW33589424(n=6),no,0,XW33589424,IFNg,6,0.156020727814003,NA,EMT6
Mouse4_USR17006874L_HM2KTBBXX,Cdh1,0.106474290163121,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Mouse6_USR17006876L_HM2KTBBXX,Cdh1,0.0799371591272246,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Shawn_COP1_EMT6_nt_s17,Cdh1,0.0896323803172903,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Shawn_COP1_EMT6_nt_s18,Cdh1,0.0878986390537271,EMT6_XW33589424(n=6),no,1,XW33589424,Baseline,6,NA,NA,EMT6
Manguso_CT26_IFNg_rep1,Cdh1,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.422649730810374,NA,CT26
Manguso_CT26_IFNg_rep2,Cdh1,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.422649730810374,NA,CT26
Manguso_CT26_IFNg_rep3,Cdh1,0,CT26_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.422649730810374,NA,CT26
Manguso_CT26_nostim_rep1,Cdh1,0.135088153574809,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
Manguso_CT26_nostim_rep2,Cdh1,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
Manguso_CT26_nostim_rep3,Cdh1,0,CT26_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,CT26
SRX2015207,Cdh1,0.506976622534013,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.925598251730684,NA,B16
SRX2015208,Cdh1,0.246369324181929,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.925598251730684,NA,B16
SRX2015209,Cdh1,0.0517671142147191,B16_GSE85535(n=7),no,0,GSE85535,IFNg,7,0.925598251730684,NA,B16
SRX2015206,Cdh1,0.433231401841422,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015210,Cdh1,0.436347351103882,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015211,Cdh1,0.141696309656057,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX2015212,Cdh1,0.125392275662053,B16_GSE85535(n=7),no,1,GSE85535,Baseline,7,NA,NA,B16
SRX3349230,Cdh1,0.423825454225495,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0445365509571869,*,B16
SRX3349231,Cdh1,0.420709887967846,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0445365509571869,NA,B16
SRX3349229,Cdh1,0.351090983191461,B16_GSE106390(n=6),no,0,GSE106390,IFNg,6,0.0445365509571869,NA,B16
SRX3349226,Cdh1,0.603656832614473,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3349227,Cdh1,0.618208979506184,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3349228,Cdh1,0.47710979300738,B16_GSE106390(n=6),no,1,GSE106390,Baseline,6,NA,NA,B16
SRX3442501,Cdh1,0.328921950029442,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.284819911749443,NA,B16
SRX3442499,Cdh1,0.3259309696118,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.284819911749443,NA,B16
SRX3442500,Cdh1,0.237283225596097,B16_GSE107670(n=6),no,0,GSE107670,IFNg,6,0.284819911749443,NA,B16
SRX3442487,Cdh1,0.29406908854697,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
SRX3442488,Cdh1,0.381714955794937,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
SRX3442489,Cdh1,0.576207989300676,B16_GSE107670(n=6),no,1,GSE107670,Baseline,6,NA,NA,B16
Stan_Timecourse_s10_USR18002661L_HFC32DMXX_1,Cdh1,0.297501936829118,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,*,B16
Stan_Timecourse_s9_USR18002660L_HFC32DMXX_1,Cdh1,0.297501936829118,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s6_USR18002657L_HFC32DMXX_1,Cdh1,0.290403979700799,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s5_USR18002656L_HFC32DMXX_1,Cdh1,0.281038633902364,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s12_USR18002663L_HFC32DMXX_1,Cdh1,0.275784186186758,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s8_USR18002659L_HFC32DMXX_1,Cdh1,0.275325612765591,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s11_USR18002662L_HFC32DMXX_1,Cdh1,0.269266478127056,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s7_USR18002658L_HFC32DMXX_1,Cdh1,0.260460494441498,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s15_USR18002666L_HFC32DMXX_1,Cdh1,0.250764714643758,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s16_USR18002667L_HFC32DMXX_1,Cdh1,0.217754044651498,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s13_USR18002664L_HFC32DMXX_1,Cdh1,0.18421455225007,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s14_USR18002665L_HFC32DMXX_1,Cdh1,0.168312347481555,B16_SSG33589424(n=16),no,0,SSG33589424,IFNg,16,0.0116180939040799,NA,B16
Stan_Timecourse_s1_USR18002652L_HFC32DMXX_1,Cdh1,0.398338492621823,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s2_USR18002653L_HCFFNDMXX_1,Cdh1,0.437894024991431,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s3_USR18002654L_HCFFNDMXX_1,Cdh1,0.458944513822592,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_Timecourse_s4_USR18002655L_HCFFNDMXX_1,Cdh1,0.317777161844812,B16_SSG33589424(n=16),no,1,SSG33589424,Baseline,16,NA,NA,B16
Stan_TRAF3_RNA_08,Cdh1,0.491521228753183,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.618722604786659,NA,B16
Stan_TRAF3_RNA_09,Cdh1,0.447903762904217,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.618722604786659,NA,B16
Stan_TRAF3_RNA_12,Cdh1,0.447903762904217,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.618722604786659,NA,B16
Stan_TRAF3_RNA_07,Cdh1,0.419171713473343,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.618722604786659,NA,B16
Stan_TRAF3_RNA_10,Cdh1,0.22430228027992,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.618722604786659,NA,B16
Stan_TRAF3_RNA_11,Cdh1,0.200328546023317,B16_GSE149824(n=8),no,0,GSE149824,IFNg,8,0.618722604786659,NA,B16
Stan_TRAF3_RNA_01,Cdh1,0.319678069836067,B16_GSE149824(n=8),no,1,GSE149824,Baseline,8,NA,NA,B16
Stan_TRAF3_RNA_02,Cdh1,0.644178944099525,B16_GSE149824(n=8),no,1,GSE149824,Baseline,8,NA,NA,B16
Manguso_4T1_IFNg_rep3,Cdh1,7.43180663194804,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0845248487746367,NA,4T1
Manguso_4T1_IFNg_rep2,Cdh1,7.23009248685783,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0845248487746367,NA,4T1
Manguso_4T1_IFNg_rep1,Cdh1,7.06402352168548,4T1_RTM28723893(n=6),no,0,RTM28723893,IFNg,6,0.0845248487746367,NA,4T1
Manguso_4T1_nostim_rep1,Cdh1,6.54890155902002,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Manguso_4T1_nostim_rep2,Cdh1,6.94260840979878,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Manguso_4T1_nostim_rep3,Cdh1,6.99600698319014,4T1_RTM28723893(n=6),no,1,RTM28723893,Baseline,6,NA,NA,4T1
Shawn_COP1_4T1_s16,Cdh1,6.9092549400289,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0108830893877094,*,4T1
Shawn_COP1_4T1_s15,Cdh1,6.88948196494124,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0108830893877094,NA,4T1
Shawn_COP1_4T1_s10,Cdh1,6.74090209749202,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0108830893877094,NA,4T1
Shawn_COP1_4T1_s4,Cdh1,6.65222931068997,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0108830893877094,NA,4T1
Shawn_COP1_4T1_s6,Cdh1,6.40036048947706,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0108830893877094,NA,4T1
Shawn_COP1_4T1_s12,Cdh1,6.29168406596907,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0108830893877094,NA,4T1
Shawn_COP1_4T1_s5,Cdh1,6.24467430751349,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0108830893877094,NA,4T1
Shawn_COP1_4T1_s11,Cdh1,6.11229035247362,4T1_XW33589424(n=15),no,0,XW33589424,IFNg,15,0.0108830893877094,NA,4T1
Mouse1_USR17006871L_HM2KTBBXX,Cdh1,6.96208247093688,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Mouse2_USR17006872L_HM2KTBBXX,Cdh1,7.17916978746922,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Mouse3_USR17006873L_HM2KTBBXX,Cdh1,7.03430719195017,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s1,Cdh1,6.60074329549346,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s13,Cdh1,7.06577523046085,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s14,Cdh1,6.98576409974486,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
Shawn_COP1_4T1_s7,Cdh1,6.6954464575851,4T1_XW33589424(n=15),no,1,XW33589424,Baseline,15,NA,NA,4T1
