panel,symbol,role,on_platform,scored_ge2_arrays,n_probes,n_arrays,raw_symbols,mapping,mapped_via,GSM558700,GSM558701,GSM558702,mean_log2_KD_over_ctrl,median_log2_KD_over_ctrl,t_1samp,p_1samp,q_BH_within_panel,direction_median
BREAK_MARKERS,H2AX,DNA-break histone; was H2AFX,yes,yes,1,3,H2AFX,synonym:H2AFX,ORF,0.4005,1.8197,0.0976,0.7726,0.4005,1.4555,0.2828,0.5166,UP
BREAK_MARKERS,TP53BP1,"53BP1; pathway choice, not a ligase",yes,yes,1,3,TP53BP1,current_symbol,ORF,0.4436,-0.4150,-1.0291,-0.3335,-0.4150,-0.7809,0.5166,0.5166,DOWN
