panel,symbol,role,on_platform,scored_ge2_arrays,n_probes,n_arrays,raw_symbols,mapping,mapped_via,GSM558700,GSM558701,GSM558702,mean_log2_KD_over_ctrl,median_log2_KD_over_ctrl,t_1samp,p_1samp,q_BH_within_panel,direction_median
STING,CGAS,DNA sensor,yes,yes,1,2,C6orf150,synonym:C6orf150,ORF,-0.6439,,-0.3401,-0.4920,-0.4920,-3.2390,0.1906,0.7848,DOWN
STING,STING1,adaptor,no,no,0,0,,absent,,,,,,,,,,NA
STING,TBK1,kinase,no,no,0,0,,absent,,,,,,,,,,NA
STING,IKBKE,kinase,yes,yes,2,3,IKBKE,current_symbol,ORF,-0.1361,1.0874,0.7744,0.5752,0.7744,1.5676,0.2575,0.7848,UP
STING,IRF3,transcription factor,yes,yes,2,3,IRF3,current_symbol,ORF,1.8806,-1.1844,2.4974,1.0645,1.8806,0.9351,0.4485,0.7848,UP
STING,DDX41,DNA sensor,yes,yes,1,3,DDX41,current_symbol,ORF,0.2510,0.1763,-0.3219,0.0351,0.1763,0.1954,0.8631,0.9778,UP
STING,IFI16,DNA sensor,yes,yes,2,3,IFI16,current_symbol,ORF,-0.0367,1.1243,-1.0291,0.0195,-0.0367,0.0313,0.9778,0.9778,DOWN
STING,TREX1,negative regulator; cytosolic DNA,yes,yes,1,2,TREX1,current_symbol,ORF,-0.5146,,1.7093,0.5974,0.5974,0.5372,0.6862,0.9606,UP
STING,ENPP1,negative regulator; cGAMP,yes,yes,1,3,ENPP1,current_symbol,ORF,-3.1844,0.7398,-1.7859,-1.4102,-1.7859,-1.2281,0.3443,0.7848,DOWN
