contrast	accession	class	primary	bulk_tumor	gene	present	mean_log2_pert	mean_log2_ctrl	log2fc	welch_p	welch_q_bh	mwu_p	pert_values_log2	ctrl_values_log2	pair_delta_log2
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	XRCC5	1	4.96175	5.87553	-0.913783	4.53454e-05	0.00067734	0.1	4.9008;4.9683;5.0161	5.9092;5.8916;5.8258	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	PRKDC	1	3.65825	4.91686	-1.25861	0.00234908	0.00826159	0.1	3.5358;3.6803;3.7586	4.9020;4.9306;4.9180	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	LIG4	1	3.6468	2.75875	0.88805	0.00372214	0.00951055	0.1	3.5516;3.6392;3.7497	2.7494;2.7546;2.7722	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	XRCC4	1	1.0371	1.72602	-0.688925	0.00259462	0.00826159	0.1	1.0429;0.9015;1.1669	1.6771;1.6560;1.8450	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	NHEJ1	1	0.0740985	0.435871	-0.361773	0.00187714	0.00826159	0.1	0.0253;0.1463;0.0506	0.4430;0.3794;0.4852	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	DCLRE1C	1	1.83219	1.69493	0.137263	0.161759	0.208939	0.4	1.7145;1.8675;1.9146	1.7728;1.5962;1.7158	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	PAXX	1	4.85074	5.3134	-0.462655	0.00307556	0.00866748	0.1	4.9030;4.8748;4.7744	5.2115;5.3355;5.3932	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	CGAS	1	3.04823	2.36369	0.684541	0.0039883	0.00951055	0.1	2.9943;3.0229;3.1275	2.2717;2.3041;2.5153	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	STING1	1	5.23699	3.89154	1.34545	0.000226955	0.0017589	0.1	5.3008;5.2358;5.1744	3.9106;3.8956;3.8684	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	TBK1	1	3.58029	2.71896	0.861332	0.00266503	0.00826159	0.1	3.5784;3.5714;3.5911	2.7348;2.6303;2.7918	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	IRF3	1	5.73004	5.66301	0.0670208	0.339629	0.389944	0.4	5.8166;5.7090;5.6645	5.6188;5.6227;5.7475	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	STAT1	1	5.33534	4.94908	0.386261	0.0184042	0.0300279	0.1	5.3291;5.2822;5.3947	4.9357;5.0780;4.8335	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	STAT2	1	4.54348	3.70839	0.835099	0.000567458	0.00324752	0.1	4.5811;4.5144;4.5350	3.7180;3.7772;3.6300	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	IRF7	1	5.11729	4.83381	0.283479	0.0316575	0.0446083	0.1	5.2369;5.1087;5.0063	4.7280;4.9021;4.8713	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	IRF9	1	1.53995	1.24663	0.29332	0.0221866	0.0343892	0.1	1.4858;1.6148;1.5193	1.2460;1.3538;1.1400	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	ISG15	1	7.32818	6.85583	0.472356	0.0309154	0.0446083	0.1	7.5421;7.2165;7.2260	6.7557;6.9185;6.8933	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	MX1	1	0.213165	0.260605	-0.0474396	0.306873	0.365887	0.4	0.2140;0.2424;0.1832	0.3011;0.1921;0.2886	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	OAS1	1	4.19401	3.68505	0.508961	0.0119642	0.0218171	0.1	4.3451;4.1635;4.0734	3.6713;3.8377;3.5462	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	OAS2	1	3.75493	2.37207	1.38287	0.0139935	0.0241	0.1	3.8625;3.7008;3.7015	2.1448;2.7584;2.2130	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	IFIT1	1	2.82423	2.74082	0.0834075	0.408866	0.449574	0.4	2.9438;2.7975;2.7313	2.6371;2.8610;2.7243	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	IFIT3	1	3.40131	2.56068	0.840633	0.00952788	0.0185099	0.1	3.2454;3.4195;3.5390	2.5664;2.5724;2.5432	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	CXCL10	1	0.410524	0.393537	0.0169867	0.921225	0.921225	1	0.5076;0.5328;0.1912	0.2631;0.6292;0.2883	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	RSAD2	1	0.232068	0.331363	-0.0992948	0.420569	0.449574	1	0.0722;0.3947;0.2294	0.3764;0.3944;0.2233	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	IFI44	1	4.56287	3.61056	0.952311	0.00582963	0.0129085	0.1	4.6963;4.5519;4.4404	3.5545;3.8516;3.4255	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	BST2	1	7.41126	7.39657	0.0146964	0.847937	0.876201	1	7.5400;7.3645;7.3293	7.3521;7.4065;7.4312	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	TACSTD2	1	6.20666	5.4081	0.798554	0.000628553	0.00324752	0.1	6.2460;6.1696;6.2043	5.3633;5.4979;5.3631	
CX1_IMMU132_GSK	GSE312098	sacituzumab_combo	0	0	CDKN1A	1	4.77131	3.18797	1.58334	3.47226e-06	0.00010764	0.1	4.7532;4.8204;4.7404	3.2441;3.1807;3.1391	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	CLDN4	1	7.13334	6.22283	0.910505	3.90333e-05	0.00100302	0.2	7.1471;7.1196	6.1995;6.2525;6.2164	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	CLDN3	1	4.06449	2.60577	1.45872	0.00262605	0.00832693	0.2	4.1220;4.0070	2.3633;2.7564;2.6977	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	CLDN7	1	6.40583	5.88666	0.51917	0.000881475	0.00503598	0.2	6.3867;6.4249	5.8804;5.9446;5.8349	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	XRCC6	1	6.26476	6.93339	-0.668632	0.0245819	0.0476275	0.2	6.2323;6.2972	6.9414;6.9390;6.9198	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	XRCC5	1	5.18453	5.89111	-0.706573	0.0230473	0.0476275	0.2	5.1584;5.2106	5.8888;5.8904;5.8941	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	PRKDC	1	5.56671	6.37168	-0.804977	0.00199899	0.00832693	0.2	5.5746;5.5588	6.3681;6.3016;6.4454	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	LIG4	1	2.65287	2.02983	0.62304	0.00268611	0.00832693	0.2	2.6823;2.6235	2.0496;2.1138;1.9261	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	XRCC4	1	2.73177	3.61195	-0.880178	0.000974706	0.00503598	0.2	2.7438;2.7197	3.6798;3.6135;3.5426	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	NHEJ1	1	0.161451	0.071661	0.0897904	0.357028	0.442715	0.767097	0.2015;0.1214	0.2150;0.0000;0.0000	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	DCLRE1C	1	1.57298	1.71314	-0.140159	0.0900695	0.13296	0.2	1.5439;1.6021	1.7764;1.7444;1.6186	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	PAXX	1	5.29927	5.79494	-0.495672	0.00915997	0.021843	0.2	5.2852;5.3133	5.7864;5.8954;5.7030	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	CGAS	1	3.005	3.16311	-0.158107	0.272859	0.352443	0.4	2.9204;3.0896	3.0827;3.2334;3.1732	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	STING1	1	4.87461	3.65222	1.22239	0.00222315	0.00832693	0.2	4.8726;4.8766	3.6062;3.7675;3.5829	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	TBK1	1	3.44153	3.38222	0.0593134	0.391012	0.466206	0.4	3.3992;3.4838	3.4550;3.3220;3.3696	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	IRF3	1	4.80253	4.82369	-0.0211591	0.755012	0.755012	0.8	4.8142;4.7908	4.7067;4.8757;4.8887	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	STAT1	1	5.49689	5.30119	0.195696	0.0384038	0.0626588	0.2	5.4760;5.5178	5.2842;5.3105;5.3089	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	STAT2	1	3.8912	3.17619	0.715012	0.000401557	0.00311207	0.2	3.8714;3.9110	3.2326;3.1172;3.1787	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	IRF7	1	1.09984	1.15843	-0.0585899	0.609557	0.674867	0.8	1.1147;1.0850	1.2865;1.2212;0.9676	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	IRF9	1	0.783199	0.827876	-0.0446766	0.587975	0.674867	0.8	0.7372;0.8292	0.7621;0.9428;0.7787	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	ISG15	1	8.20049	7.99201	0.208482	0.0356554	0.0614066	0.2	8.1788;8.2221	7.9548;8.0875;7.9337	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	MX1	1	0.0789287	0.0524099	0.0265189	0.174803	0.235604	0.4	0.0865;0.0713	0.0354;0.0444;0.0774	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	OAS1	1	3.58205	2.37068	1.21136	0.00722454	0.0186634	0.2	3.5234;3.6406	2.3456;2.4348;2.3316	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	OAS2	1	1.86236	1.36179	0.500569	6.47108e-05	0.00100302	0.2	1.8540;1.8707	1.3502;1.3788;1.3563	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	IFIT1	1	4.27971	4.8934	-0.613694	0.00028887	0.00298499	0.2	4.2643;4.2951	4.8780;4.9435;4.8587	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	IFIT3	1	4.85131	5.18871	-0.3374	0.0339269	0.0614066	0.2	4.7937;4.9089	5.1374;5.2883;5.1404	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	CXCL10	1	2.04299	2.17049	-0.127503	0.717889	0.741818	0.8	1.7802;2.3058	2.3409;2.2559;1.9147	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	RSAD2	1	0.940532	1.17425	-0.233721	0.117753	0.165925	0.2	1.0139;0.8672	1.2909;1.1172;1.1146	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	IFI44	1	5.23511	4.9109	0.324207	0.0036267	0.0102207	0.2	5.2110;5.2593	4.9218;4.8595;4.9514	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	BST2	1	0.996125	0.876743	0.119382	0.700226	0.741818	1	0.8743;1.1180	1.1862;0.3792;1.0647	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	TACSTD2	1	8.80427	7.64525	1.15902	0.00987109	0.0218574	0.2	8.7600;8.8486	7.6664;7.6599;7.6095	
KYSE30_IMMU132	GSE304294	sacituzumab	1	0	CDKN1A	1	6.99634	5.45881	1.53753	0.0656489	0.101756	0.2	6.7340;7.2587	5.4034;5.6864;5.2866	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	CLDN4	1	7.57832	6.22283	1.35548	7.2652e-05	0.000281527	0.1	7.6364;7.5788;7.5198	6.1995;6.2525;6.2164	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	CLDN3	1	4.34882	2.60577	1.74305	0.00117692	0.00364845	0.1	4.4566;4.2470;4.3428	2.3633;2.7564;2.6977	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	CLDN7	1	6.28231	5.88666	0.395651	0.00451439	0.00901561	0.1	6.3562;6.3030;6.1877	5.8804;5.9446;5.8349	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	XRCC6	1	6.18085	6.93339	-0.752542	1.64506e-07	5.09968e-06	0.1	6.1702;6.1786;6.1937	6.9414;6.9390;6.9198	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	XRCC5	1	5.13832	5.89111	-0.75279	0.00235531	0.00561652	0.1	5.1032;5.0997;5.2120	5.8888;5.8904;5.8941	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	PRKDC	1	4.80791	6.37168	-1.56378	3.39781e-05	0.000175553	0.1	4.7042;4.8366;4.8830	6.3681;6.3016;6.4454	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	LIG4	1	2.21361	2.02983	0.183777	0.0769874	0.102681	0.1	2.2081;2.2275;2.2052	2.0496;2.1138;1.9261	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	XRCC4	1	2.18308	3.61195	-1.42887	1.72178e-05	0.00010675	0.1	2.1052;2.2526;2.1914	3.6798;3.6135;3.5426	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	NHEJ1	1	0.0656953	0.071661	-0.00596576	0.942961	0.942961	0.657905	0.0562;0.1098;0.0311	0.2150;0.0000;0.0000	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	DCLRE1C	1	1.61807	1.71314	-0.0950684	0.396414	0.438886	0.7	1.4588;1.6492;1.7462	1.7764;1.7444;1.6186	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	PAXX	1	5.16001	5.79494	-0.63493	0.00140816	0.00396846	0.1	5.2627;5.1559;5.0615	5.7864;5.8954;5.7030	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	CGAS	1	2.95863	3.16311	-0.20448	0.0229642	0.0338995	0.1	2.9520;2.9109;3.0130	3.0827;3.2334;3.1732	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	STING1	1	4.20407	3.65222	0.551848	0.00843998	0.0137705	0.1	4.1789;4.2198;4.2134	3.6062;3.7675;3.5829	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	TBK1	1	3.58689	3.38222	0.204667	0.079495	0.102681	0.1	3.4637;3.5918;3.7052	3.4550;3.3220;3.3696	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	IRF3	1	4.51472	4.82369	-0.308968	0.031468	0.0443412	0.1	4.5086;4.5331;4.5024	4.7067;4.8757;4.8887	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	STAT1	1	5.37232	5.30119	0.0711298	0.0189918	0.0294373	0.1	5.3469;5.3957;5.3744	5.2842;5.3105;5.3089	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	STAT2	1	4.3063	3.17619	1.13012	1.66222e-05	0.00010675	0.1	4.3182;4.2466;4.3541	3.2326;3.1172;3.1787	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	IRF7	1	1.36401	1.15843	0.205577	0.215857	0.267663	0.4	1.1676;1.4240;1.5004	1.2865;1.2212;0.9676	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	IRF9	1	1.02826	0.827876	0.200385	0.256019	0.293948	0.4	1.1088;1.1988;0.7772	0.7621;0.9428;0.7787	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	ISG15	1	7.57054	7.99201	-0.42147	0.00702693	0.0128138	0.1	7.5825;7.5364;7.5928	7.9548;8.0875;7.9337	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	MX1	1	0.0416761	0.0524099	-0.0107338	0.499115	0.533537	0.7	0.0508;0.0406;0.0336	0.0354;0.0444;0.0774	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	OAS1	1	3.40628	2.37068	1.03559	4.35852e-05	0.00019302	0.1	3.3338;3.4178;3.4672	2.3456;2.4348;2.3316	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	OAS2	1	1.38923	1.36179	0.0274442	0.772887	0.798649	0.7	1.2277;1.5029;1.4371	1.3502;1.3788;1.3563	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	IFIT1	1	3.9173	4.8934	-0.976099	1.36911e-05	0.00010675	0.1	3.8691;3.9644;3.9184	4.8780;4.9435;4.8587	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	IFIT3	1	4.25095	5.18871	-0.937762	0.000279666	0.000963293	0.1	4.2464;4.3528;4.1537	5.1374;5.2883;5.1404	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	CXCL10	1	1.25308	2.17049	-0.917409	0.00762338	0.0131291	0.1	1.1085;1.3306;1.3202	2.3409;2.2559;1.9147	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	RSAD2	1	0.542121	1.17425	-0.632133	0.00284653	0.00630303	0.1	0.4140;0.6642;0.5482	1.2909;1.1172;1.1146	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	IFI44	1	4.50236	4.9109	-0.408538	0.00465322	0.00901561	0.1	4.4304;4.5959;4.4808	4.9218;4.8595;4.9514	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	BST2	1	0.46169	0.876743	-0.415053	0.238912	0.284856	0.7	0.4129;0.5253;0.4468	1.1862;0.3792;1.0647	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	TACSTD2	1	9.00857	7.64525	1.36332	1.67477e-05	0.00010675	0.1	9.0596;9.0096;8.9565	7.6664;7.6599;7.6095	
KYSE30_IMMU132_IACS	GSE304294	sacituzumab_combo	0	0	CDKN1A	1	6.61195	5.45881	1.15315	0.00222122	0.00561652	0.1	6.5937;6.4840;6.7582	5.4034;5.6864;5.2866	
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	CLDN4	1	6.55707	6.99419	-0.437121	0.0597131	0.284096	0.0625	5.8567;6.9259;6.8814;6.9712;6.1501	6.7984;7.4888;6.9232;7.0578;6.7028	-0.9418;-0.5628;-0.0417;-0.0866;-0.5527
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	CLDN3	1	7.57589	7.79366	-0.217766	0.223937	0.494126	0.1875	7.4836;8.1742;7.9674;6.3398;7.9145	7.2010;8.5004;8.4620;6.8534;7.9515	0.2826;-0.3262;-0.4945;-0.5137;-0.0370
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	CLDN7	1	5.69162	5.95292	-0.261302	0.0328766	0.284096	0.0625	6.2867;5.4508;5.7313;5.5527;5.4365	6.3278;5.8033;5.9852;5.6991;5.9492	-0.0410;-0.3525;-0.2538;-0.1464;-0.5127
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	XRCC6	1	5.65438	6.13366	-0.479283	0.0824795	0.284096	0.125	5.5179;5.1033;5.4403;6.7420;5.4685	5.9634;5.8617;6.3738;6.4624;6.0070	-0.4455;-0.7584;-0.9335;0.2795;-0.5385
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	XRCC5	1	4.90716	5.5997	-0.692543	0.0409633	0.284096	0.125	4.4853;5.0896;4.6528;5.8945;4.4136	5.1011;6.2503;5.7204;5.7430;5.1837	-0.6158;-1.1607;-1.0676;0.1515;-0.7701
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	PRKDC	1	3.17086	4.1224	-0.951549	0.0816587	0.284096	0.125	2.4245;3.0803;3.2234;4.3713;2.7548	3.3911;4.3123;4.8105;3.7471;4.3510	-0.9667;-1.2320;-1.5871;0.6242;-1.5962
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	LIG4	1	2.99782	2.74277	0.255053	0.246827	0.494126	0.3125	2.3520;4.0374;2.9861;2.0034;3.6102	2.5148;3.5619;2.5459;2.2170;2.8743	-0.1629;0.4755;0.4403;-0.2136;0.7359
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	XRCC4	1	1.78483	2.24264	-0.457807	0.0557694	0.284096	0.0625	1.3050;1.8383;1.9298;1.6910;2.1601	1.7596;2.8825;2.1300;1.7366;2.7044	-0.4546;-1.0443;-0.2002;-0.0456;-0.5444
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	NHEJ1	1	0.282677	0.266561	0.0161157	0.9311	0.9311	1	0.0732;0.5177;0.1919;0.4371;0.1935	0.4700;0.0920;0.5828;0.1035;0.0846	-0.3968;0.4257;-0.3909;0.3336;0.1090
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	DCLRE1C	1	1.55238	1.47447	0.0779063	0.269091	0.494126	0.3125	1.4580;1.6990;1.6312;1.6219;1.3518	1.2621;1.6487;1.6295;1.3879;1.4441	0.1960;0.0502;0.0017;0.2340;-0.0924
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	PAXX	1	5.46263	4.47788	0.984752	0.0931154	0.288658	0.125	5.9287;4.7910;6.8856;4.0110;5.6969	5.0683;4.2149;4.6386;4.3863;4.0814	0.8604;0.5761;2.2471;-0.3753;1.6155
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	CGAS	1	1.5026	1.33691	0.165689	0.626055	0.814032	1	1.3024;1.3373;0.5118;2.5136;1.8479	0.1532;1.4195;1.2085;1.9712;1.9321	1.1492;-0.0822;-0.6967;0.5424;-0.0842
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	STING1	1	3.62107	3.0759	0.545172	0.322889	0.52682	0.4375	4.0037;4.1482;3.9942;3.5624;2.3968	1.8023;3.7352;3.7228;4.3723;1.7470	2.2014;0.4130;0.2714;-0.8098;0.6499
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	TBK1	1	2.93639	2.73307	0.203312	0.123347	0.347613	0.125	3.1059;2.8658;3.1175;2.9449;2.6479	2.5303;2.9051;2.9799;2.6891;2.5609	0.5756;-0.0393;0.1376;0.2557;0.0870
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	IRF3	1	4.93771	4.22378	0.713926	0.0666946	0.284096	0.125	5.8982;4.8734;5.4201;3.9470;4.5499	4.4982;4.1910;4.1726;4.1164;4.1408	1.4000;0.6825;1.2475;-0.1694;0.4091
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	STAT1	1	3.51473	4.19383	-0.679093	0.27028	0.494126	0.3125	3.3646;3.8861;2.7016;4.3128;3.3086	2.8050;4.3296;5.3038;4.4101;4.1205	0.5595;-0.4435;-2.6023;-0.0973;-0.8120
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	STAT2	1	3.19352	3.07201	0.121512	0.768586	0.88245	0.8125	3.4915;4.0168;2.5956;2.8797;2.9840	3.4049;2.8069;3.5027;3.3764;2.2691	0.0866;1.2099;-0.9071;-0.4966;0.7149
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	IRF7	1	4.37894	3.55815	0.820792	0.0585962	0.284096	0.125	4.8063;4.9286;4.3434;3.7232;4.0931	3.3161;4.0353;3.8411;3.9245;2.6737	1.4903;0.8933;0.5023;-0.2013;1.4194
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	IRF9	1	2.2039	1.4136	0.790302	0.0783422	0.284096	0.0625	2.9437;2.1919;2.5599;1.3282;1.9957	1.2958;0.7514;2.4602;1.3266;1.2341	1.6479;1.4406;0.0997;0.0017;0.7617
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	ISG15	1	6.42205	5.16276	1.2593	0.316931	0.52682	0.4375	8.0476;4.9578;6.0788;6.2103;6.8158	3.1218;3.6638;7.8844;6.0600;5.0838	4.9258;1.2940;-1.8057;0.1503;1.7320
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	MX1	1	3.17278	3.07181	0.100972	0.872456	0.901538	0.8125	2.5910;4.1630;3.3270;3.2553;2.5276	1.5810;2.9133;5.3659;3.4578;2.0410	1.0101;1.2497;-2.0389;-0.2025;0.4865
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	OAS1	1	4.41311	4.5333	-0.120191	0.801392	0.887256	1	4.0838;4.9876;3.9134;3.8006;5.2802	3.6230;4.2214;5.6194;4.2823;4.9203	0.4608;0.7662;-1.7060;-0.4818;0.3599
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	OAS2	1	2.03736	2.36152	-0.324164	0.682737	0.814032	1	1.0297;2.7601;1.2844;2.9778;2.1348	1.2318;1.4384;4.3292;3.2005;1.6077	-0.2021;1.3218;-3.0448;-0.2228;0.5271
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	IFIT1	1	2.21136	1.83366	0.377695	0.679556	0.814032	0.625	2.3546;1.9172;1.1261;3.0299;2.6291	0.1760;0.6839;3.8565;3.0141;1.4378	2.1785;1.2333;-2.7305;0.0158;1.1913
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	IFIT3	1	2.50482	2.33673	0.168094	0.839929	0.897855	0.625	2.1806;2.8694;0.6910;4.3513;2.4318	0.4087;1.9615;3.4944;3.9777;1.8413	1.7718;0.9079;-2.8034;0.3736;0.5905
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	CXCL10	1	0.787615	0.674632	0.112983	0.651027	0.814032	0.8125	0.7154;0.6982;0.0000;1.9097;0.6148	0.0000;0.0814;0.1444;2.1019;1.0455	0.7154;0.6168;-0.1444;-0.1921;-0.4307
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	RSAD2	1	1.60513	1.15214	0.452995	0.511776	0.793252	0.4375	2.3392;1.1775;0.5435;2.1996;1.7658	0.1507;0.8058;2.2754;1.4943;1.0345	2.1885;0.3717;-1.7319;0.7053;0.7313
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	IFI44	1	3.61372	2.89454	0.719175	0.587996	0.814032	0.625	4.0424;4.2125;1.3739;4.9649;3.4749	0.5749;1.3449;4.7901;5.0364;2.7265	3.4676;2.8676;-3.4162;-0.0715;0.7484
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	BST2	1	2.8751	2.30523	0.569876	0.667454	0.814032	0.625	4.4757;1.5127;0.3375;6.7187;1.3310	0.0000;0.4498;3.5039;7.0391;0.5334	4.4757;1.0629;-3.1664;-0.3204;0.7976
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	TACSTD2	1	3.0369	3.45813	-0.421229	0.270972	0.494126	0.4375	2.2233;5.5498;4.7894;0.6922;1.9297	2.6401;6.1091;6.1483;1.1723;1.2208	-0.4169;-0.5593;-1.3589;-0.4801;0.7090
CRC_PDX_IMMU132	GSE311016	sacituzumab	1	1	CDKN1A	1	4.41307	4.92438	-0.511312	0.194561	0.494126	0.1875	3.8951;4.7612;3.4348;5.9520;4.0223	5.1942;5.7891;4.0413;5.3879;4.2094	-1.2992;-1.0278;-0.6065;0.5641;-0.1871
