gene_x	gene_y	subset	n	n_arrays	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict	role	note
CLDN4	CD8A	LUAD_tumors	26	26	-0.30324786324786324	0.13208286842844943	-0.6861653570113669	0.17795716604082004	0.1701826542156636	0.4160414850783287	UNDERPOWERED	primary	
CLDN4	ImmuneScore	LUAD_tumors	26	26	-0.22735042735042732	0.2640132774594038	-0.6229280770264335	0.23883828125590845	-0.24314728435699726	0.24152863430733287	UNDERPOWERED	primary	A1 7/8 mean-z; missing EOMES
CLDN4	CD274	LUAD_tumors	0	26							ABSENT	primary	Entrez 29126 not on GPL96
CLDN4	epithelial_mean_z	LUAD_tumors	26	26	0.8263247863247863	1.9883242322014113e-07	0.5971099005991015	0.9382829731624911			COMPANION	covariate	
CLDN4	TACSTD2	LUAD_tumors	26	26	0.4468376068376068	0.022108222251016805	0.038445667125171945	0.7542210108335087	0.08333446699173601	0.692082641276422	UNDERPOWERED	companion	not dual-high
TACSTD2	CD8A	LUAD_tumors	26	26	-0.46119658119658113	0.017719744195744375	-0.7853950171205606	-0.02782277849969131	-0.2998230255337225	0.14536207952159622	UNDERPOWERED	companion	not this claim
CD8A	ImmuneScore	LUAD_tumors	26	26	0.589059829059829	0.0015445595412474278	0.19587271971753006	0.8398102454872103	0.6121632709551814	0.0011446484162514698	UNDERPOWERED	positive_control	CD8A is one of the ImmuneScore genes
CLDN4	CD8A	all_patient_tumors_26LUAD_1LCC	27	27	-0.22405372405372403	0.261231491347477	-0.6055221104672598	0.2126668922817033	0.21776019674977085	0.2852296902256214	UNDERPOWERED	sensitivity_include_LCC	
CLDN4	ImmuneScore	all_patient_tumors_26LUAD_1LCC	27	27	-0.1684981684981685	0.40082767601043146	-0.5596850366181431	0.2585410539215682	-0.19529261644681375	0.33903422687928325	UNDERPOWERED	sensitivity_include_LCC	A1 7/8 mean-z; missing EOMES
CLDN4	CD274	all_patient_tumors_26LUAD_1LCC	0	27							ABSENT	sensitivity_include_LCC	Entrez 29126 not on GPL96
CLDN4	epithelial_mean_z	all_patient_tumors_26LUAD_1LCC	27	27	0.8388278388278387	4.637638442024792e-08	0.6403673393717887	0.9300404260405821			COMPANION	covariate	
CLDN4	TACSTD2	all_patient_tumors_26LUAD_1LCC	27	27	0.409035409035409	0.03413106235164486	0.011578379132060118	0.7176453769117982	0.01791441943557915	0.9307826497263748	UNDERPOWERED	companion	not dual-high
TACSTD2	CD8A	all_patient_tumors_26LUAD_1LCC	27	27	-0.4566544566544566	0.01664693256848221	-0.7692573305374049	-0.03009128881977026	-0.3313004849106902	0.0982705477240041	UNDERPOWERED	companion	not this claim
CD8A	ImmuneScore	all_patient_tumors_26LUAD_1LCC	27	27	0.6092796092796092	0.0007429006641823993	0.23122515751505196	0.8416023658802608	0.6333392141729058	0.0005146326690199489	UNDERPOWERED	positive_control	CD8A is one of the ImmuneScore genes
CLDN4	PDCD1LG2	LUAD_tumors	26	26	-0.2004104084370406	0.3262745696397836	-0.622559153568861	0.29737308960570624	-0.07423493342971267	0.7243440454378547	UNDERPOWERED	not_CD274	PD-L2; not substituted for CD274
