target,context,spearman_rho,p
TACSTD2,CD8A,-0.0115995115995116,0.9542085894577506
TACSTD2,CD274,0.0231990231990232,0.9085586589292384
CLDN4,CD8A,0.12271062271062269,0.5420186784367842
CLDN4,CD274,-0.20757020757020758,0.29885136870466417
