n_mut,n_wt,median_mut,median_wt,mean_mut,mean_wt,mwu_p,ttest_p,log2fc_median,cliffs_delta,cohens_d,cohort,genotype,target,fdr_bh
73,437,12.202485064710135,12.715252047383984,12.081702955868897,12.541071124120712,3.386771083187547e-05,0.0026106356472643086,-0.512766982673849,-0.30296855897934233,-0.3729911844668984,TCGA-LUAD,STK11,TACSTD2,0.00010160313249562642
73,437,12.745829760347481,13.211392511029276,12.659807787392248,13.118786725606414,7.725306376836906e-06,9.488314774752306e-05,-0.4655627506817943,-0.3268549575248425,-0.49360075185503377,TCGA-LUAD,STK11,CLDN4,4.635183826102144e-05
93,417,12.425386393548173,12.650057701600124,12.270111658881493,12.521083963412956,0.2689946172144604,0.147620288138253,-0.2246713080519509,-0.07328330883680152,-0.2026778458989435,TCGA-LUAD,KEAP1,TACSTD2,0.2689946172144604
93,417,12.794696092392718,13.198090463250335,12.856371633602668,13.09696212384793,0.013722648209280939,0.03980092034804307,-0.4033943708576171,-0.16335318841700833,-0.25619218148783507,TCGA-LUAD,KEAP1,CLDN4,0.027445296418561877
154,356,12.568798995381169,12.650614649214466,12.446259131414395,12.487889019048774,0.2650323972402826,0.7080076134426079,-0.08181565383329747,-0.0621443163577995,-0.033520170183339144,TCGA-LUAD,KRAS,TACSTD2,0.2689946172144604
154,356,13.225071407906544,13.088009666405272,13.114689374361152,13.026442707634883,0.20878104569086842,0.33591514423793917,0.13706174150127204,0.0700787976068875,0.0935976447349105,TCGA-LUAD,KRAS,CLDN4,0.2689946172144604
5,476,12.096721742122083,13.111916620364369,11.932379064980221,12.91910096078053,0.501193687979977,0.48125653701255366,-1.0151948782422853,-0.17983193277310924,-0.6151262294082988,TCGA-LUSC,STK11,TACSTD2,0.7376250065125115
5,476,12.624747487051602,12.069894239071722,12.303946261252067,11.962760584329741,0.45190827682970647,0.5019465448386743,0.5548532479798798,0.2008403361344538,0.27872239381224023,TCGA-LUSC,STK11,CLDN4,0.7376250065125115
48,433,13.186887097644775,13.109042179008577,12.808173817471692,12.920003716900213,0.976861905624837,0.6902508647715049,0.07784491863619714,0.002598152424942263,-0.06959454103270403,TCGA-LUSC,KEAP1,TACSTD2,0.976861905624837
48,433,12.367384786418148,12.05336253689932,12.285509673147578,11.93092218276243,0.03527332598558763,0.08942651068328217,0.3140222495188283,0.18514241724403388,0.2906557219077578,TCGA-LUSC,KEAP1,CLDN4,0.1338857207819919
7,474,12.160964923897694,13.130918432491594,11.862225666328627,12.924300364962304,0.0446285735939973,0.1410640304857743,-0.9699535085938997,-0.4388185654008439,-0.6628989065369253,TCGA-LUSC,KRAS,TACSTD2,0.1338857207819919
7,474,11.902868742280122,12.07341476448914,12.237093625863094,11.962308257523574,0.6146875054270929,0.6233410083463639,-0.1705460222090185,0.11332127787823991,0.22446984023689578,TCGA-LUSC,KRAS,CLDN4,0.7376250065125115
