target,cox_hr_per_log2,hr_lo,hr_hi,cox_p,n
TACSTD2,1.0346659738348483,0.8180462621221966,1.308646866296301,0.7761590515627184,27
CLDN4,1.050290401564358,0.8707701842073682,1.2668209679484408,0.6079130783877547,27
CD274,0.6856451207076759,0.41136756189226,1.142796066339738,0.14765174496889255,27
CD8A,0.7749242265976566,0.5630035857204088,1.0666140894992313,0.11773988102032695,27
