cohort,target,context,spearman_rho,p,n
TCGA-LUAD,TACSTD2,CD8A,-0.0977950725503179,0.027216373036996446,510
TCGA-LUAD,TACSTD2,CD274,0.03829428922400313,0.3881367156980814,510
TCGA-LUAD,CLDN4,CD8A,-0.1163816130645277,0.008519345178093255,510
TCGA-LUAD,CLDN4,CD274,0.04978796647765041,0.2617315960024452,510
TCGA-LUSC,TACSTD2,CD8A,-0.20322795265741322,7.0389706929444475e-06,481
TCGA-LUSC,TACSTD2,CD274,-0.09743198216436147,0.03264881630447372,481
TCGA-LUSC,CLDN4,CD8A,-0.023354051466084658,0.6093991178661688,481
TCGA-LUSC,CLDN4,CD274,0.025756658245611734,0.573086735263653,481
