	Cldn4	Tacstd2	Fh1	Cldn3	Cldn7	Ifng	Stat1	Cxcl9	Cxcl10	Ido1	H2-Aa	H2-K1	H2-D1	H2-Q4	B2m	Tap1	Tap2	Epcam	Cdh1	Krt8	Krt18	Cd8a	Cd8b1	Cd3d	Cd3e	Gzma	Gzmb	Prf1	Cd274	Cxcl13	Ms4a1	Ptprc	genotype	day	group	IFN	MHC	EPI	Cldn4_cpm	Cd274_cpm	Ifng_counts
K_HOM_10_1	8.294395232373942	7.812361315466671	8.203998663897528	6.6227813148879555	7.544135684904536	0.0	5.8032180081389395	0.20687865327829397	5.4447989015790865	0.07230630381546338	6.592366951208079	9.514902823759085	9.724695039865304	5.593485909106732	9.783846505850489	6.478902687777471	5.725470481970946	7.581004601551316	9.415037404239339	7.770865707519716	5.604195744877551	0.7820273374097693	0.07230630381546338	0.07230630381546338	0.07230630381546338	0.14116099745637095	0.14116099745637095	0.0	3.3504836530524065	2.117943411610886	0.0	1.374777675334235	Fh1-/-	10	Fh1-/- d10	0.06421343242213706	1.928207706631435	1.8562226647571782	312.95092056859517	9.199903889272218	0
K_HOM_10_2	5.272587983014714	5.801993975827711	8.016103598871414	4.739078312968487	4.782503032039916	0.0	5.210350640115664	0.7147391247798837	1.6584253717969912	0.3023584770476013	6.7434274211773495	7.619694995877858	7.845616328252707	3.655311214534772	8.059304587552347	3.758333038575211	4.536573054656828	6.7252617513151165	8.093265441307459	6.236064436278547	5.201236295280061	0.7147391247798837	0.3023584770476013	0.15908577991853168	0.5521974228044884	0.36898997277585716	0.15908577991853168	0.0	2.2771273652301858	1.6041371070894461	0.0	3.040527710811864	Fh1-/-	10	Fh1-/- d10	-0.4370196096698516	-0.6002624965045457	-0.42500698757685423	37.65512995478995	3.8471185402726573	0
K_HOM_10_3	8.459937248737852	7.8777428430856595	8.244030704425253	6.86362541405071	7.744163065597001	0.0	5.757957996825707	0.08236958290064403	5.270662584246216	0.08236958290064403	6.564628240786014	9.557880707172107	9.813906212275672	5.764210072981276	9.622431406139322	6.6963383942448615	6.099483005462811	7.535674294262002	9.328461290178138	7.962425377247798	5.71664541741648	0.7192372995413423	0.0	0.0	0.0	0.08236958290064403	0.0	0.08236958290064403	3.009108936956829	1.7939935136305294	0.0	1.196999085842025	Fh1-/-	10	Fh1-/- d10	-0.009740679254775963	2.076940325257482	1.91331385226544	351.1233892008876	7.050670465881277	0
K_HOM_10_4	5.036154038832483	5.48398775938905	8.692741646011887	4.907136256369242	5.045801478959082	0.0	4.9642113868725914	0.3507131097594141	1.9286341111370044	0.0	6.334411876115732	8.160918828401574	8.12581618372983	4.356390880432597	8.291592239534445	3.936394919554676	5.359935000013096	6.793261245626844	8.16756188635764	6.623261895392786	4.6657283682781765	0.1506588607342537	0.0	0.41167456616097187	0.5263746075926028	0.2204717052557645	0.0	0.3507131097594141	2.194553649837999	0.2870616253529577	0.07729517723100342	2.9981676881857355	Fh1-/-	10	Fh1-/- d10	-0.9309822776047053	0.02489096191103396	-0.33017914294946066	31.81205482042618	3.5774802133697263	0
K_HOM_10_5	5.261980964123744	6.264950566017694	8.489612371696358	5.4219254987448595	5.6955512166034294	0.0	4.880845996689348	0.2365524717400267	2.411620547411138	0.29009093837202027	6.114474031640528	7.944799739228582	8.093605591391318	4.323374500031079	8.139450082769706	3.678524865545781	4.779197771352645	7.600957182549615	8.297106483269525	6.750031161655176	5.333848879386559	1.475986950086977	0.06287253258245244	0.18095036283782362	0.18095036283782362	0.29009093837202027	0.0	0.5315034293296943	2.933001671153372	1.0489638157117176	0.0	2.78235361932166	Fh1-/-	10	Fh1-/- d10	-0.6817204016914733	-0.2610156267911921	0.5501505912702285	37.37197093271352	6.636976959444953	0
K_HOM_5_1	4.639160487828098	5.4167668179333885	7.716642274724541	4.350426235601732	4.48019379569239	0.0	5.446183270629746	0.6040457784323039	2.310280503791604	0.056580656439263056	4.611100763474646	6.728390797334512	7.090355918303334	3.2508947454456396	7.715544542363593	3.232594028836998	3.3894992651539977	6.917357701179427	8.090567353887117	6.2140511392341695	4.226437846830477	1.4221861918449343	0.2141145060015469	0.11102578126477829	0.1634907319002971	0.0	0.056580656439263056	0.11102578126477829	3.655283083137187	0.1634907319002971	0.11102578126477829	2.5058294045197895	Fh1-/-	5	Fh1-/- d5	-0.9104833760954104	-1.5215076213387837	-0.6700832550400846	23.918761964880698	11.599399615075924	0
K_HOM_5_2	5.0979715322008445	5.916652386076202	7.847478918736777	4.495865942059246	5.639407278060679	0.06887018787712144	5.823811695038681	1.2737864419122145	2.1288711548466592	0.37113468354460005	7.191494464459012	8.154478631224679	8.014186076792376	4.542016231218392	8.487678843521913	4.305653855131222	4.9866851305821704	7.148885626486697	8.332428576564494	6.308899739013471	4.607139934460596	2.062871683479018	0.4246691128107286	0.8728004477212646	0.47628789950525374	0.5742947742034215	0.47628789950525374	0.19746892242631725	3.234184071224851	0.9478561000143989	0.2577104026048164	3.4170017107045707	Fh1-/-	5	Fh1-/- d5	0.5953586372183681	0.06959699312633086	-0.19221581605436008	33.24856253751465	8.409930524194882	1
K_HOM_5_3	5.000143687873271	5.6025521472726085	7.827362662208634	4.288127498594191	4.7087080694080425	0.0	5.5129200636310385	0.34597184156024635	2.309380080869187	0.2173599374050566	6.373270256923513	7.171385340210869	7.495107954143819	3.405126974418393	7.812134177874391	3.405126974418393	4.049264385145594	6.36854614481011	7.945632484957458	6.179742232630828	4.255746929006312	1.0593743333142962	0.0	0.2830985855002941	0.2173599374050566	0.0	0.2830985855002941	0.2830985855002941	2.371142296280721	0.1484821987799763	0.1484821987799763	2.765438690808929	Fh1-/-	5	Fh1-/- d5	-0.4573942498520433	-1.082171753108143	-1.1036766150826989	31.003187257733394	4.1735059770025735	0
K_HOM_5_4	4.820190759985104	5.560630037850092	7.787590966575632	4.024057714661202	4.704700452014047	0.0	5.029126854358076	0.5318795210851962	2.0813852188602113	0.35460135242189894	3.9427417996997653	6.179849936003379	6.745856540811122	2.6151414877858317	7.288776813814122	2.666697202511865	3.2603075930471803	6.42035553784828	7.925261698579223	6.285660129698608	4.0916334781082995	1.962650841636855	0.07823605693837705	0.2903132485599538	0.1524467965058801	0.0	0.0	0.0	3.023784918538583	0.0	0.1524467965058801	2.0033244514721518	Fh1-/-	5	Fh1-/- d5	-0.9760913226363804	-2.1109201763602874	-1.0890766903331295	27.250231013972737	7.132984805293478	0
K_HOM_5_5	5.2437053328528425	5.797313408470479	7.751301057178493	4.688838618504399	5.599694455895977	0.0	6.492833493572749	1.62801380586724	2.603556668432614	0.20081566381482233	7.571932189574261	8.509235209411262	8.35589741577832	5.209175099589009	8.802693481168689	5.11698273277616	5.89106136328672	7.181605370970265	8.320613732881311	6.318424459317134	4.7987169702191315	1.843460677812558	0.20081566381482233	0.7629502282714182	1.1009784622004217	0.32067333580103696	0.6757183359002906	0.5341053928475857	3.655278557729153	1.229053722980873	0.3770637274098419	3.7650056598247184	Fh1-/-	5	Fh1-/- d5	0.49232947045685566	0.8170630382360328	-0.10590512202649716	36.88895205755473	11.599360093671056	0
