nhood	n_samples_present	n_samples_A	n_samples_B	n_cells	mean_prop_A	mean_prop_B	logFC_B_minus_A	t	p	testable	BH_FDR	SpatialFDR
33	1	1	0	31	0.001992928318868531	0.0				False		
34	2	0	2	31	0.0	0.0011265358344699206				False		
35	2	0	2	31	0.0	0.0020772593971513462				False		
36	1	0	1	31	0.0	0.0036088474970896395				False		
37	2	0	2	31	0.0	0.0011298133500702522				False		
38	1	1	0	31	0.0012908598792421404	0.0				False		
39	1	1	0	31	0.001992928318868531	0.0				False		
40	1	1	0	31	0.0012908598792421404	0.0				False		
41	2	0	2	31	0.0	0.0019887664759423926				False		
42	1	0	1	31	0.0	0.0010981225646475381				False		
43	1	0	1	31	0.0	0.0010981225646475381				False		
44	1	1	0	31	0.0012908598792421404	0.0				False		
45	1	0	1	31	0.0	0.0010981225646475381				False		
46	1	0	1	31	0.0	0.0036088474970896395				False		
47	1	0	1	31	0.0	0.0010981225646475381				False		
48	1	0	1	31	0.0	0.002080536912751678				False		
49	1	0	1	31	0.0	0.002753108348134991				False		
50	1	1	0	31	0.0012908598792421404	0.0				False		
51	1	0	1	31	0.0	0.0036088474970896395				False		
52	1	0	1	31	0.0	0.0010981225646475381				False		
53	1	0	1	31	0.0	0.002753108348134991				False		
54	4	4	0	31	0.00638858806056493	0.0				False		
55	2	0	2	31	0.0	0.0020488461273289638				False		
56	1	1	0	31	0.0012908598792421404	0.0				False		
57	1	0	1	31	0.0	0.002080536912751678				False		
58	1	0	1	31	0.0	0.002080536912751678				False		
59	2	0	2	31	0.0	0.002070704365950683				False		
60	1	0	1	31	0.0	0.0010981225646475381				False		
61	1	1	0	31	0.0012908598792421404	0.0				False		
62	1	1	0	31	0.001992928318868531	0.0				False		
63	3	0	3	31	0.0	0.0020138778263059176				False		
64	1	1	0	31	0.0012908598792421404	0.0				False		
65	1	0	1	31	0.0	0.0036088474970896395				False		
66	1	1	0	31	0.001992928318868531	0.0				False		
67	2	0	2	31	0.0	0.0019221073894966328				False		
68	3	0	3	31	0.0	0.0011582266198926349				False		
69	1	1	0	31	0.0012908598792421404	0.0				False		
70	1	1	0	31	0.002794051374493015	0.0				False		
71	1	1	0	31	0.001992928318868531	0.0				False		
72	1	0	1	31	0.0	0.0010981225646475381				False		
73	1	0	1	31	0.0	0.002080536912751678				False		
74	1	0	1	31	0.0	0.0010981225646475381				False		
75	1	1	0	31	0.001992928318868531	0.0				False		
76	1	0	1	31	0.0	0.002753108348134991				False		
77	2	0	2	31	0.0	0.0011265358344699206				False		
78	1	0	1	31	0.0	0.002753108348134991				False		
79	1	1	0	31	0.0066027689030883924	0.0				False		
80	1	1	0	31	0.0012908598792421404	0.0				False		
81	1	1	0	31	0.001992928318868531	0.0				False		
82	1	0	1	31	0.0	0.0010981225646475381				False		
83	3	0	3	31	0.0	0.0019188054700377756				False		
84	1	1	0	31	0.0012908598792421404	0.0				False		
85	1	0	1	31	0.0	0.002080536912751678				False		
86	3	0	3	31	0.0	0.0013418163012282568				False		
87	1	0	1	31	0.0	0.0010981225646475381				False		
88	2	2	0	31	0.006479907047327251	0.0				False		
89	1	1	0	31	0.001992928318868531	0.0				False		
90	1	0	1	31	0.0	0.0010981225646475381				False		
91	1	0	1	31	0.0	0.001978933929141398				False		
92	3	3	0	31	0.0032370087493036803	0.0				False		
93	1	1	0	31	0.0066027689030883924	0.0				False		
94	1	0	1	31	0.0	0.0036088474970896395				False		
95	1	0	1	31	0.0	0.0036088474970896395				False		
96	1	0	1	31	0.0	0.002753108348134991				False		
97	1	0	1	31	0.0	0.0036088474970896395				False		
98	2	0	2	31	0.0	0.0020346516943470353				False		
99	2	0	2	31	0.0	0.0020488461273289638				False		
100	2	0	2	31	0.0	0.0011615041354929665				False		
101	3	0	3	31	0.0	0.0013767846022513025				False		
102	1	1	0	31	0.001992928318868531	0.0				False		
103	3	3	0	31	0.004588489162676233	0.0				False		
104	4	4	0	31	0.004250065585635011	0.0				False		
105	1	1	0	31	0.002794051374493015	0.0				False		
106	1	0	1	31	0.0	0.0036088474970896395				False		
107	2	0	2	31	0.0	0.0019505206593190157				False		
108	1	1	0	31	0.001992928318868531	0.0				False		
109	2	2	0	31	0.006705345683987096	0.0				False		
110	1	1	0	31	0.001992928318868531	0.0				False		
111	2	0	2	31	0.0	0.0020488461273289638				False		
112	1	1	0	31	0.0012908598792421404	0.0				False		
113	3	0	3	31	0.0	0.001413946048294078				False		
114	1	1	0	31	0.006835722160970231	0.0				False		
115	1	1	0	31	0.002794051374493015	0.0				False		
116	1	0	1	31	0.0	0.0010981225646475381				False		
117	2	2	0	31	0.002638995299210857	0.0				False		
118	1	0	1	31	0.0	0.001978933929141398				False		
119	2	0	2	31	0.0	0.0011615041354929665				False		
120	1	0	1	31	0.0	0.0010981225646475381				False		
121	2	0	2	31	0.0	0.001256576491761109				False		
122	1	1	0	31	0.0012908598792421404	0.0				False		
123	1	0	1	31	0.0	0.0010981225646475381				False		
124	1	0	1	31	0.0	0.002753108348134991				False		
125	2	2	0	31	0.00439125549938785	0.0				False		
126	2	2	0	31	0.003039775086015297	0.0				False		
127	2	0	2	31	0.0	0.0019822114447417298				False		
128	1	0	1	31	0.0	0.0010981225646475381				False		
129	1	1	0	31	0.0012908598792421404	0.0				False		
130	1	0	1	31	0.0	0.001978933929141398				False		
131	1	1	0	31	0.0012908598792421404	0.0				False		
132	1	0	1	31	0.0	0.002080536912751678				False		
133	1	0	1	31	0.0	0.001978933929141398				False		
134	1	0	1	31	0.0	0.002753108348134991				False		
135	1	0	1	31	0.0	0.0036088474970896395				False		
136	1	1	0	31	0.001992928318868531	0.0				False		
137	1	0	1	31	0.0	0.001978933929141398				False		
138	7	5	2	31	0.0026141845708472526	0.0008761065057679941	-1.5771718859592223	-1.424194824084508	0.19762123625650077	True	0.6265143496239195	0.6141820464039371
139	1	0	1	31	0.0	0.0010981225646475381				False		
140	2	0	2	31	0.0	0.0020171553419062495				False		
141	1	0	1	31	0.0	0.0036088474970896395				False		
142	1	1	0	31	0.002794051374493015	0.0				False		
143	2	2	0	31	0.002916913230254156	0.0				False		
144	1	1	0	31	0.0012908598792421404	0.0				False		
145	2	2	0	31	0.0014848200721777369	0.0				False		
146	1	1	0	31	0.001992928318868531	0.0				False		
147	1	0	1	31	0.0	0.0010981225646475381				False		
148	1	0	1	31	0.0	0.0010981225646475381				False		
149	2	0	2	31	0.0	0.002070704365950683				False		
150	1	1	0	31	0.001992928318868531	0.0				False		
151	1	1	0	31	0.0012908598792421404	0.0				False		
152	1	1	0	31	0.002794051374493015	0.0				False		
153	1	0	1	31	0.0	0.0010981225646475381				False		
154	1	1	0	31	0.006835722160970231	0.0				False		
155	6	5	1	31	0.0038741918278072775	3.5423308537017356e-05				False		
156	1	0	1	31	0.0	0.0036088474970896395				False		
157	1	0	1	31	0.0	0.001978933929141398				False		
158	1	0	1	31	0.0	0.001978933929141398				False		
159	3	0	3	31	0.0	0.0018150093414077656				False		
160	1	0	1	31	0.0	0.002753108348134991				False		
161	1	1	0	31	0.0012908598792421404	0.0				False		
162	1	1	0	31	0.0012908598792421404	0.0				False		
163	1	1	0	31	0.0012908598792421404	0.0				False		
164	1	1	0	31	0.002794051374493015	0.0				False		
165	1	1	0	31	0.001992928318868531	0.0				False		
166	1	1	0	31	0.0012908598792421404	0.0				False		
167	1	0	1	31	0.0	0.002753108348134991				False		
168	1	0	1	31	0.0	0.0010981225646475381				False		
169	1	0	1	31	0.0	0.0010981225646475381				False		
170	1	0	1	31	0.0	0.0010981225646475381				False		
171	1	1	0	31	0.0012908598792421404	0.0				False		
172	1	1	0	31	0.001992928318868531	0.0				False		
173	1	0	1	31	0.0	0.001978933929141398				False		
174	2	0	2	31	0.0	0.0020772593971513462				False		
175	1	0	1	31	0.0	0.0010981225646475381				False		
176	1	1	0	31	0.0012908598792421404	0.0				False		
177	2	0	2	31	0.0	0.0015840693257653641				False		
178	1	0	1	31	0.0	0.002080536912751678				False		
179	1	0	1	31	0.0	0.001978933929141398				False		
180	1	0	1	31	0.0	0.0010981225646475381				False		
181	1	0	1	31	0.0	0.0010981225646475381				False		
182	1	0	1	31	0.0	0.0036088474970896395				False		
183	3	3	0	31	0.003925689835636628	0.0				False		
184	1	1	0	31	0.0012908598792421404	0.0				False		
185	3	0	3	31	0.0	0.0019690769784818773				False		
186	2	0	2	31	0.0	0.0011265358344699206				False		
187	1	0	1	31	0.0	0.0010981225646475381				False		
188	1	1	0	31	0.001992928318868531	0.0				False		
189	1	0	1	31	0.0	0.002753108348134991				False		
190	1	0	1	31	0.0	0.0036088474970896395				False		
191	1	1	0	31	0.0012908598792421404	0.0				False		
192	3	3	0	31	0.006306701631815693	0.0				False		
193	1	0	1	31	0.0	0.0036088474970896395				False		
194	4	4	0	31	0.0060111460733825416	0.0				False		
195	1	1	0	31	0.001992928318868531	0.0				False		
196	1	0	1	31	0.0	0.0010981225646475381				False		
197	1	1	0	31	0.0012908598792421404	0.0				False		
198	1	0	1	31	0.0	0.0036088474970896395				False		
199	1	0	1	31	0.0	0.0036088474970896395				False		
200	2	0	2	31	0.0	0.0018652808498518677				False		
201	1	0	1	31	0.0	0.0036088474970896395				False		
202	2	0	2	31	0.0	0.0011265358344699206				False		
203	1	0	1	31	0.0	0.0010981225646475381				False		
204	3	0	3	31	0.0	0.0011582266198926349				False		
205	1	0	1	31	0.0	0.0010981225646475381				False		
206	1	0	1	31	0.0	0.002753108348134991				False		
207	1	0	1	31	0.0	0.0010981225646475381				False		
208	1	1	0	31	0.0012908598792421404	0.0				False		
209	1	0	1	31	0.0	0.0010981225646475381				False		
210	1	1	0	31	0.002794051374493015	0.0				False		
211	2	0	2	31	0.0	0.0020488461273289638				False		
212	1	0	1	31	0.0	0.002753108348134991				False		
213	2	0	2	31	0.0	0.0019822114447417298				False		
214	1	1	0	31	0.0012908598792421404	0.0				False		
215	2	0	2	31	0.0	0.002070704365950683				False		
216	3	3	0	31	0.005777616677386582	0.0				False		
217	1	1	0	31	0.0012908598792421404	0.0				False		
218	1	0	1	31	0.0	0.0010981225646475381				False		
219	1	1	0	31	0.0012908598792421404	0.0				False		
220	1	0	1	31	0.0	0.001978933929141398				False		
221	1	1	0	31	0.0012908598792421404	0.0				False		
222	1	0	1	31	0.0	0.002753108348134991				False		
223	1	1	0	31	0.0012908598792421404	0.0				False		
224	2	2	0	31	0.0038998080763432857	0.0				False		
225	1	0	1	31	0.0	0.001978933929141398				False		
226	1	0	1	31	0.0	0.002753108348134991				False		
227	1	0	1	31	0.0	0.002753108348134991				False		
228	3	0	3	31	0.0	0.001919914244476903				False		
229	2	0	2	31	0.0	0.0020488461273289638				False		
230	1	1	0	31	0.001992928318868531	0.0				False		
231	6	3	3	31	0.0010102913479075886	0.0011097038194066934	0.13540199505157346	0.08885675377322688	0.9315747320663954	True	0.9315747320663954	0.9315747320663952
232	1	1	0	31	0.001992928318868531	0.0				False		
233	1	0	1	31	0.0	0.0010981225646475381				False		
234	2	0	2	31	0.0	0.0011265358344699206				False		
235	1	1	0	31	0.001992928318868531	0.0				False		
236	2	0	2	31	0.0	0.0020488461273289638				False		
237	1	0	1	31	0.0	0.001978933929141398				False		
238	2	2	0	31	0.002916913230254156	0.0				False		
239	3	0	3	31	0.0	0.0019821870408832038				False		
240	1	1	0	31	0.0012908598792421404	0.0				False		
241	1	0	1	31	0.0	0.0036088474970896395				False		
242	3	0	3	31	0.0	0.0014084753876740168				False		
243	1	0	1	31	0.0	0.001978933929141398				False		
244	1	1	0	31	0.0012908598792421404	0.0				False		
245	2	0	2	31	0.0	0.0011298133500702522				False		
246	1	1	0	31	0.001992928318868531	0.0				False		
247	1	1	0	31	0.001992928318868531	0.0				False		
248	3	0	3	31	0.0	0.0019242761306578365				False		
249	1	0	1	31	0.0	0.0010981225646475381				False		
250	3	0	3	31	0.0	0.0014019203564733535				False		
251	1	0	1	31	0.0	0.002753108348134991				False		
252	3	0	3	31	0.0	0.001823733113769633				False		
253	3	0	3	31	0.0	0.001905695407636449				False		
254	1	0	1	31	0.0	0.002080536912751678				False		
255	1	0	1	31	0.0	0.0036088474970896395				False		
256	1	1	0	31	0.006835722160970231	0.0				False		
257	1	0	1	31	0.0	0.002753108348134991				False		
258	1	1	0	31	0.001992928318868531	0.0				False		
259	2	2	0	31	0.006479907047327251	0.0				False		
260	2	0	2	31	0.0	0.0020488461273289638				False		
261	2	2	0	31	0.003039775086015297	0.0				False		
262	1	0	1	31	0.0	0.0010981225646475381				False		
263	3	2	1	31	0.00368681553108237	8.880994671403198e-05				False		
264	1	1	0	31	0.0012908598792421404	0.0				False		
265	2	0	2	31	0.0	0.0020739818815510144				False		
266	2	0	2	31	0.0	0.0019221073894966328				False		
267	1	1	0	31	0.0012908598792421404	0.0				False		
268	1	1	0	31	0.0012908598792421404	0.0				False		
269	1	0	1	31	0.0	0.0010981225646475381				False		
270	3	0	3	31	0.0	0.002039013580527969				False		
271	1	1	0	31	0.001992928318868531	0.0				False		
272	2	0	2	31	0.0	0.0020772593971513462				False		
273	1	1	0	31	0.006835722160970231	0.0				False		
274	1	1	0	31	0.0012908598792421404	0.0				False		
275	2	2	0	31	0.003039775086015297	0.0				False		
276	1	1	0	31	0.001992928318868531	0.0				False		
277	1	0	1	31	0.0	0.0010981225646475381				False		
278	1	0	1	31	0.0	0.001978933929141398				False		
279	1	1	0	31	0.001992928318868531	0.0				False		
280	1	1	0	31	0.0012908598792421404	0.0				False		
281	1	1	0	31	0.002794051374493015	0.0				False		
282	1	1	0	31	0.002794051374493015	0.0				False		
283	2	2	0	31	0.002916913230254156	0.0				False		
284	2	0	2	31	0.0	0.0019221073894966328				False		
285	1	0	1	31	0.0	0.002753108348134991				False		
286	1	0	1	31	0.0	0.0036088474970896395				False		
287	1	1	0	31	0.0012908598792421404	0.0				False		
288	1	0	1	31	0.0	0.0010981225646475381				False		
289	2	2	0	31	0.003039775086015297	0.0				False		
290	1	1	0	31	0.0012908598792421404	0.0				False		
291	1	0	1	31	0.0	0.0010981225646475381				False		
292	1	0	1	31	0.0	0.002080536912751678				False		
293	2	0	2	31	0.0	0.0011265358344699206				False		
294	1	0	1	31	0.0	0.001978933929141398				False		
295	1	0	1	31	0.0	0.0010981225646475381				False		
296	1	1	0	31	0.002794051374493015	0.0				False		
297	3	0	3	31	0.0	0.0020138778263059176				False		
298	1	1	0	31	0.0012908598792421404	0.0				False		
299	1	1	0	31	0.0012908598792421404	0.0				False		
300	1	0	1	31	0.0	0.0010981225646475381				False		
301	2	2	0	31	0.002924427851476151	0.0				False		
302	1	1	0	31	0.001992928318868531	0.0				False		
303	3	3	0	31	0.0037284561723482457	0.0				False		
304	1	1	0	31	0.002794051374493015	0.0				False		
305	1	0	1	31	0.0	0.002080536912751678				False		
306	1	1	0	31	0.0012908598792421404	0.0				False		
307	1	0	1	31	0.0	0.0010981225646475381				False		
308	1	1	0	31	0.0012908598792421404	0.0				False		
309	1	1	0	31	0.0012908598792421404	0.0				False		
310	5	0	5	31	0.0	0.001646673685192538				False		
311	1	0	1	31	0.0	0.0010981225646475381				False		
312	2	2	0	31	0.002018770998082224	0.0				False		
313	1	0	1	31	0.0	0.0036088474970896395				False		
314	1	1	0	31	0.001992928318868531	0.0				False		
315	2	0	2	31	0.0	0.0020488461273289638				False		
316	2	0	2	31	0.0	0.0019221073894966328				False		
317	1	0	1	31	0.0	0.002753108348134991				False		
318	1	0	1	31	0.0	0.0010981225646475381				False		
319	1	0	1	31	0.0	0.002753108348134991				False		
320	3	0	3	31	0.0	0.0020259035181266426				False		
321	2	0	2	31	0.0	0.0020488461273289638				False		
322	1	1	0	31	0.0012908598792421404	0.0				False		
323	1	0	1	31	0.0	0.0036088474970896395				False		
324	1	0	1	31	0.0	0.002753108348134991				False		
325	1	1	0	31	0.0012908598792421404	0.0				False		
326	4	0	4	31	0.0	0.0014421969322490416				False		
327	1	0	1	31	0.0	0.002080536912751678				False		
328	1	0	1	31	0.0	0.0010981225646475381				False		
329	1	1	0	31	0.0012908598792421404	0.0				False		
330	1	1	0	31	0.001992928318868531	0.0				False		
331	2	2	0	31	0.0024390419237930337	0.0				False		
332	3	3	0	31	0.006185693287571069	0.0				False		
333	1	1	0	31	0.006835722160970231	0.0				False		
334	1	0	1	31	0.0	0.0010981225646475381				False		
335	1	1	0	31	0.001992928318868531	0.0				False		
336	1	1	0	31	0.001992928318868531	0.0				False		
337	1	1	0	31	0.0012908598792421404	0.0				False		
338	1	1	0	31	0.002794051374493015	0.0				False		
339	2	0	2	31	0.0	0.0020488461273289638				False		
340	1	0	1	31	0.0	0.001978933929141398				False		
341	1	0	1	31	0.0	0.0010981225646475381				False		
342	1	1	0	31	0.0012908598792421404	0.0				False		
343	1	0	1	31	0.0	0.0036088474970896395				False		
344	1	0	1	31	0.0	0.001978933929141398				False		
345	1	0	1	31	0.0	0.0010981225646475381				False		
346	3	0	3	31	0.0	0.001896971635274582				False		
347	1	0	1	31	0.0	0.0010981225646475381				False		
348	2	2	0	31	0.003162636941776438	0.0				False		
349	1	0	1	31	0.0	0.0010981225646475381				False		
350	1	0	1	31	0.0	0.002753108348134991				False		
351	1	0	1	31	0.0	0.002753108348134991				False		
352	1	0	1	31	0.0	0.002753108348134991				False		
353	1	0	1	31	0.0	0.0010981225646475381				False		
354	2	2	0	31	0.002916913230254156	0.0				False		
355	3	0	3	31	0.0	0.001562567428606654				False		
356	1	0	1	31	0.0	0.0010981225646475381				False		
357	1	1	0	31	0.001992928318868531	0.0				False		
358	1	1	0	31	0.002794051374493015	0.0				False		
359	1	0	1	31	0.0	0.0010981225646475381				False		
360	1	1	0	31	0.001992928318868531	0.0				False		
361	1	0	1	31	0.0	0.0010981225646475381				False		
362	1	1	0	31	0.0012908598792421404	0.0				False		
363	2	2	0	31	0.003039775086015297	0.0				False		
364	2	0	2	31	0.0	0.0018936941196742503				False		
365	1	0	1	31	0.0	0.0010981225646475381				False		
366	1	0	1	31	0.0	0.0036088474970896395				False		
367	1	1	0	31	0.0012908598792421404	0.0				False		
368	1	0	1	31	0.0	0.0010981225646475381				False		
369	1	1	0	31	0.001992928318868531	0.0				False		
370	1	0	1	31	0.0	0.002080536912751678				False		
371	1	1	0	31	0.0012908598792421404	0.0				False		
372	1	1	0	31	0.0066027689030883924	0.0				False		
373	1	0	1	31	0.0	0.0010981225646475381				False		
374	1	1	0	31	0.0012908598792421404	0.0				False		
375	1	1	0	31	0.001992928318868531	0.0				False		
376	1	1	0	31	0.001992928318868531	0.0				False		
377	2	0	2	31	0.0	0.001495908342160894				False		
378	1	0	1	31	0.0	0.0010981225646475381				False		
379	1	0	1	31	0.0	0.0010981225646475381				False		
380	1	0	1	31	0.0	0.002753108348134991				False		
381	4	1	3	31	0.0001285760205721633	0.0011791748434864112				False		
382	1	0	1	31	0.0	0.002753108348134991				False		
383	2	2	0	31	0.005941389534885056	0.0				False		
384	3	0	3	31	0.0	0.001576899469013865				False		
385	1	0	1	31	0.0	0.002080536912751678				False		
386	2	0	2	31	0.0	0.002021541631945709				False		
387	3	0	3	31	0.0	0.0020073227951052544				False		
388	2	0	2	31	0.0	0.0020772593971513462				False		
389	1	0	1	31	0.0	0.0010981225646475381				False		
390	1	1	0	31	0.0012908598792421404	0.0				False		
391	1	1	0	31	0.001992928318868531	0.0				False		
392	1	0	1	31	0.0	0.002753108348134991				False		
393	1	1	0	31	0.006835722160970231	0.0				False		
394	1	0	1	31	0.0	0.0010981225646475381				False		
395	2	0	2	31	0.0	0.001694801230917572				False		
396	4	4	0	31	0.004976565868866027	0.0				False		
397	1	1	0	31	0.0012908598792421404	0.0				False		
398	3	0	3	31	0.0	0.0020455686117286324				False		
399	1	1	0	31	0.0012908598792421404	0.0				False		
400	1	0	1	31	0.0	0.0036088474970896395				False		
401	2	0	2	31	0.0	0.0011298133500702522				False		
402	1	0	1	31	0.0	0.001978933929141398				False		
403	2	2	0	31	0.002916913230254156	0.0				False		
404	1	0	1	31	0.0	0.0010981225646475381				False		
405	1	0	1	31	0.0	0.002080536912751678				False		
406	1	1	0	31	0.001992928318868531	0.0				False		
407	1	1	0	31	0.001992928318868531	0.0				False		
408	1	1	0	31	0.001992928318868531	0.0				False		
409	2	0	2	31	0.0	0.0020488461273289638				False		
410	1	1	0	31	0.0012908598792421404	0.0				False		
411	2	2	0	31	0.004759841066671274	0.0				False		
412	1	0	1	31	0.0	0.0010981225646475381				False		
413	1	1	0	31	0.0012908598792421404	0.0				False		
414	3	0	3	31	0.0	0.0017046337777185672				False		
415	3	0	3	31	0.0	0.0020138778263059176				False		
416	1	0	1	31	0.0	0.001978933929141398				False		
417	1	1	0	31	0.0012908598792421404	0.0				False		
418	4	4	0	31	0.0040042383687585075	0.0				False		
419	1	0	1	31	0.0	0.0010981225646475381				False		
420	1	0	1	31	0.0	0.0010981225646475381				False		
421	5	5	0	31	0.006101992427384964	0.0				False		
422	1	0	1	31	0.0	0.001978933929141398				False		
423	1	0	1	31	0.0	0.0010981225646475381				False		
424	1	0	1	31	0.0	0.002753108348134991				False		
425	1	0	1	31	0.0	0.0010981225646475381				False		
426	1	0	1	31	0.0	0.0010981225646475381				False		
427	1	0	1	31	0.0	0.0010981225646475381				False		
428	1	1	0	31	0.001992928318868531	0.0				False		
429	1	0	1	31	0.0	0.0010981225646475381				False		
430	1	1	0	31	0.001992928318868531	0.0				False		
431	1	1	0	31	0.001992928318868531	0.0				False		
432	1	0	1	31	0.0	0.0010981225646475381				False		
433	1	1	0	31	0.001992928318868531	0.0				False		
434	1	0	1	31	0.0	0.0010981225646475381				False		
435	2	1	1	31	0.0019286403085824494	8.880994671403198e-05				False		
436	1	0	1	31	0.0	0.001978933929141398				False		
437	3	0	3	31	0.0	0.001802983649587041				False		
438	1	0	1	31	0.0	0.0010981225646475381				False		
439	1	1	0	31	0.0012908598792421404	0.0				False		
440	1	0	1	31	0.0	0.002753108348134991				False		
441	1	1	0	31	0.002794051374493015	0.0				False		
442	1	0	1	31	0.0	0.002080536912751678				False		
443	3	0	3	31	0.0	0.0020455686117286324				False		
444	1	0	1	31	0.0	0.0036088474970896395				False		
445	2	0	2	31	0.0	0.0011549491042923033				False		
446	1	1	0	31	0.002794051374493015	0.0				False		
447	1	0	1	31	0.0	0.0036088474970896395				False		
448	1	1	0	31	0.001992928318868531	0.0				False		
449	1	1	0	31	0.0012908598792421404	0.0				False		
450	1	0	1	31	0.0	0.0036088474970896395				False		
451	1	0	1	31	0.0	0.0036088474970896395				False		
452	2	0	2	31	0.0	0.0020488461273289638				False		
453	1	1	0	31	0.001992928318868531	0.0				False		
454	1	0	1	31	0.0	0.0010981225646475381				False		
455	1	1	0	31	0.001992928318868531	0.0				False		
456	1	0	1	31	0.0	0.0010981225646475381				False		
457	1	0	1	31	0.0	0.001978933929141398				False		
458	1	1	0	31	0.001992928318868531	0.0				False		
459	1	0	1	31	0.0	0.002080536912751678				False		
460	2	2	0	31	0.002916913230254156	0.0				False		
461	2	0	2	31	0.0	0.0017232145007399547				False		
462	1	0	1	31	0.0	0.0036088474970896395				False		
463	1	0	1	31	0.0	0.002753108348134991				False		
464	1	0	1	31	0.0	0.002753108348134991				False		
465	1	1	0	31	0.006835722160970231	0.0				False		
466	1	1	0	31	0.0012908598792421404	0.0				False		
467	2	0	2	31	0.0	0.0011615041354929665				False		
468	1	0	1	31	0.0	0.0010981225646475381				False		
469	1	0	1	31	0.0	0.001978933929141398				False		
470	1	1	0	31	0.0012908598792421404	0.0				False		
471	1	1	0	31	0.0012908598792421404	0.0				False		
472	1	0	1	31	0.0	0.0010981225646475381				False		
473	1	0	1	31	0.0	0.001978933929141398				False		
474	1	0	1	31	0.0	0.002753108348134991				False		
475	2	2	0	31	0.002018770998082224	0.0				False		
476	1	0	1	31	0.0	0.0010981225646475381				False		
477	1	1	0	31	0.001992928318868531	0.0				False		
478	1	1	0	31	0.0012908598792421404	0.0				False		
479	1	0	1	31	0.0	0.001978933929141398				False		
480	1	1	0	31	0.0012908598792421404	0.0				False		
481	1	0	1	31	0.0	0.002753108348134991				False		
482	1	0	1	31	0.0	0.002753108348134991				False		
483	1	1	0	31	0.0012908598792421404	0.0				False		
484	2	2	0	31	0.003162636941776438	0.0				False		
485	1	1	0	31	0.0012908598792421404	0.0				False		
486	2	0	2	31	0.0	0.0019221073894966328				False		
487	1	1	0	31	0.0012908598792421404	0.0				False		
488	5	0	5	31	0.0	0.0018716243128844498				False		
489	2	2	0	31	0.003039775086015297	0.0				False		
490	1	0	1	31	0.0	0.001978933929141398				False		
491	1	1	0	31	0.0012908598792421404	0.0				False		
492	1	0	1	31	0.0	0.002080536912751678				False		
493	3	0	3	31	0.0	0.0017833185559850515				False		
494	1	1	0	31	0.0012908598792421404	0.0				False		
495	1	1	0	31	0.002794051374493015	0.0				False		
496	3	0	3	31	0.0	0.0016488916086544038				False		
497	1	0	1	31	0.0	0.002080536912751678				False		
498	1	1	0	31	0.0012908598792421404	0.0				False		
499	2	0	2	31	0.0	0.001183362374114686				False		
500	1	0	1	31	0.0	0.0010981225646475381				False		
501	3	3	0	31	0.003996827252890733	0.0				False		
502	1	0	1	31	0.0	0.002080536912751678				False		
503	1	1	0	31	0.0012908598792421404	0.0				False		
504	1	1	0	31	0.0012908598792421404	0.0				False		
505	1	1	0	31	0.0012908598792421404	0.0				False		
506	1	1	0	31	0.0012908598792421404	0.0				False		
507	2	0	2	31	0.0	0.0020772593971513462				False		
508	1	0	1	31	0.0	0.002753108348134991				False		
509	1	1	0	31	0.001992928318868531	0.0				False		
510	1	1	0	31	0.001992928318868531	0.0				False		
511	1	0	1	31	0.0	0.0010981225646475381				False		
512	1	0	1	31	0.0	0.001978933929141398				False		
513	3	0	3	31	0.0	0.0019341086774588314				False		
