feature,contrast,n_pos,n_neg,median_pos,median_neg,delta_median_pos_minus_neg,mean_pos,mean_neg,mannwhitney_U,p_exact_two_sided,AUC_high_predicts_pos,AUC_95CI_lo,AUC_95CI_hi,family,q_BH_2genes
TACSTD2,CR_vs_PD,7,10,7.089962427726398,7.423079698054199,-0.3331172703278007,6.0702110163214735,7.178867196432161,32.0,0.8125257095845331,0.45714285714285713,0.15714285714285714,0.7714285714285715,primary_or_sensitivity,0.9622583299053886
CLDN4,CR_vs_PD,7,10,6.247788722099689,6.659347430739093,-0.41155870863940347,5.3735636333928225,6.168049702678007,34.0,0.9622583299053886,0.4857142857142857,0.17142857142857143,0.7857142857142857,primary_or_sensitivity,0.9622583299053886
combined_z,CR_vs_PD,7,10,0.1002281167617983,0.17723873200819923,-0.07701061524640093,-0.3838563708918085,0.10248757651122194,33.0,0.8867749897161661,0.4714285714285714,0.17142857142857143,0.7857142857142857,exploratory,
TACSTD2,CR_vs_nonCR,7,20,7.089962427726398,7.423079698054199,-0.3331172703278007,6.0702110163214735,7.334214247287795,61.0,0.6455862977602108,0.4357142857142857,0.17142857142857143,0.7428571428571429,primary_or_sensitivity,
CLDN4,CR_vs_nonCR,7,20,6.247788722099689,6.636094757778936,-0.38830603567924715,5.3735636333928225,6.144843036275339,69.0,0.9784489262750131,0.4928571428571429,0.20696428571428574,0.8073214285714276,primary_or_sensitivity,
combined_z,CR_vs_nonCR,7,20,0.1002281167617983,0.24059089940969236,-0.14036278264789406,-0.3838563708918085,0.134349729812133,63.0,0.7252525252525253,0.45,0.17142857142857143,0.7714285714285715,exploratory,
TACSTD2,DCR_vs_PD,17,10,7.20247127670362,7.423079698054199,-0.2206084213505788,6.905122946804977,7.178867196432161,87.0,0.9410708623523271,0.5117647058823529,0.28823529411764703,0.711764705882353,primary_or_sensitivity,
CLDN4,DCR_vs_PD,17,10,6.573623774865138,6.659347430739093,-0.08572365587395492,5.81360641955744,6.168049702678007,80.0,0.8244534175884292,0.47058823529411764,0.2411764705882353,0.7,primary_or_sensitivity,
combined_z,DCR_vs_PD,17,10,0.20068170258040816,0.17723873200819923,0.023442970572208927,-0.06028680971248353,0.10248757651122194,89.0,0.8630355660103946,0.5235294117647059,0.3,0.7352941176470589,exploratory,
TACSTD2,PLA_high_vs_low,15,12,7.089962427726398,7.529662816477412,-0.4397003887510138,6.535509299480599,7.595260213983103,66.0,0.256245966085783,0.36666666666666664,0.16666666666666666,0.5833333333333334,exploratory,
CLDN4,PLA_high_vs_low,15,12,6.090379826046362,6.669758565136025,-0.5793787390896625,5.568032396553752,6.415943350912522,67.0,0.2773373692609121,0.37222222222222223,0.15555555555555556,0.6055555555555555,exploratory,
combined_z,PLA_high_vs_low,15,12,0.030666818891019465,0.33345749513365386,-0.3027906762426344,-0.21722328331249433,0.2715291041406179,60.0,0.15229310406319427,0.3333333333333333,0.12777777777777777,0.5611111111111111,exploratory,
