contrast,gene,ensembl_gene_id,in_filtered_set,rank_by_p,n_tested,p,delta_median,median_pos,median_neg
CR_vs_PD,TACSTD2,ENSG00000184292,True,12938,16187,0.8125257095845331,-0.3331172703278007,7.089962427726398,7.423079698054199
CR_vs_PD,CLDN4,ENSG00000189143,True,14731,16187,0.9622583299053886,-0.41155870863940347,6.247788722099689,6.659347430739093
CR_vs_nonCR,TACSTD2,ENSG00000184292,True,12610,16747,0.6455862977602108,-0.3331172703278007,7.089962427726398,7.423079698054199
CR_vs_nonCR,CLDN4,ENSG00000189143,True,16057,16747,0.9784489262750131,-0.38830603567924715,6.247788722099689,6.636094757778936
